"FilingID","Initial/Amended","11.C(1)","11.C(2)","11.C(3)","11.C(4)","11.C(5)","11.D(1)","11.D(2)","11.D(3)","11.D(4)","11.D(5)","11.E(1)","11.E(2)","11.E(3)","11.E(4)","11.F.","11.G.","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiator Type","Initiated By","Principal Sanction","Other Sanctions","Date Initiated","Date Initiated Exact","Date Initiated Explanation","Case Number","Employing Firm","Principal Product","Other Product","Allegations","Status","Appeal Details","Resolution","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions Ordered","Sanction Detail","Summary"
1992519,"INITIAL","","","","","","","Y","","","","","","","","","","Advisory Firm","1724198","","","","","N","Foreign","BAFIN FEDERAL FINANCIAL SUPERVISORY AUTHORITY (""BAFIN"")","Civil and Administrative Penalt(ies) /Fine(s)","","12/12/2018","Y","","","","Other","NOTIFICATIONS REGARDING VOTING RIGHTS.","JANUS HENDERSON INVESTORS UK LIMITED (FORMERLY, HENDERSON GLOBAL INVESTORS LIMITED) FAILED TO SUBMIT NOTIFICATIONS REGARDING VOTING RIGHTS WITHIN THE PRESCRIBED PERIOD.","Final","","Settled","12/12/2018","Y","","Y","370000","N","N","N","N","N","N","","BAFIN IMPOSED A FINE OF 370,000 EUROS AS OF DECEMEBER 12, 2018.","ON DECEMBER 12, 2018, BAFIN IMPOSED AN ADMINISTRATIVE FINE OF 370,000 EUROS ON JANUS HENDERSON INVESTORS UK LIMITED (FORMERLY HENDERSON GLOBAL INVESTORS LIMITED) FOR FAILURE TO SUBMIT NOTIFICATIONS REGARDING VOTING RIGHTS TO RETAIL INVESTORS WITHIN THE PRESCRIBED PERIOD."
1992519,"INITIAL","","","","","","","Y","","","","","","","","","","Advisory Firm","1724240","","","","","N","Foreign","FINANCIAL SUPERVISORY AUTHORITY (""FINANSINSPEKTIONEN"")","Civil and Administrative Penalt(ies) /Fine(s)","","12/20/2018","Y","","","","Other","NET SHORT INVESTMENT IN EQUITY SECURITITES OF A SWEDISH ISSUER.","JANUS HENDERSON INVETORS UK LIMITED (FORMERLY HENDERSON GLOBAL INVESTORS LIMITED) FAILED TO REPORT A NET SHORT POSITION IN SAS AB (A SWEDISH ISSUER) WITHIN THE TIME LIMIT PRESCRIBED BY LAW.","Final","","Settled","12/20/2018","Y","","Y","8700","N","N","N","N","N","N","","FINANSINSPEKTIONEN IMPOSED A FINE OF 8,700 SEK AS OF DECEMBER 20, 2018.","ON DECEMBER 20, 2018, FINANSINSPEKTIONEN IMPOSED AN ADMINISTRATIVE FINE OF 8,700 ON JANUS HENDERSON INVESTORS UK LIMITED (FORMERLY HENDERSON GLOBAL INESTORS LIMITED) FOR FAILURE TO REPORT A NET SHORT POSITION IN SAS AB WITHIN THE TIME LIMIT PRESCRIBED BY LAW."
1992519,"INITIAL","","","","","","","Y","","","","","","","","","","Affiliates","1723429","","","","","N","Foreign","DUTCH AUTHORITY FOR THE FINANCIAL MARKETS (""AFM"")","Civil and Administrative Penalt(ies) /Fine(s)","","04/06/2023","Y","","","","Other","INVESTMENT IN EQUITY SECURITITES OF A DUTCH ISSUER.","JANUS HENDERSON GROUP PLC MADE A LATE DISCLOSURE FILING OF ITS AGGREGATE HOLDINGS (HELD ON BEHALF OF ITS CLIENTS) IN RENEWI PLC (AND ISSUER THAT IS LISTED IN THE NETHERLANDS) AFTER ITS SHAREHOLDING CROSSED THE 3% DISCLOSURE THRESHOLD.","Final","","Settled","04/06/2023","Y","","Y","1856893","N","N","N","N","N","N","","THE AFM IMPOSED A FINE OF 1.7M EUROS (APPROXIMATELY $1,856,893 AS OF APRIL 6, 2023).","ON APRIL 6, 2023, THE AFM IMPOSED AN ADMINISTRATIVE FINE OF 1.7M EUROS ON JANUS HENDERSON GROUP PLC FOR FAILURE TO REPORT ITS AGGREGATE SHAREHOLDING (THAT WAS AGGREGATED FROM HOLDINGS ACROSS THE FIRM) HELD ON BEHALF OF ITS CLIENTS IN RENEWI PLC WITHOUT DELAY FOLLOWING RENEWI PLC'S CHANGE OF HOME MEMBER STATE FROM THE UK TO THE NETHERLANDS IN 2021."
1997068,"AMENDED","","","","","","","","","","","","Y","","","","","Affiliates","1726012","","","","","Y","SRO","FINANCIAL INDUSTRY REGULATORY AUTHORITY (FINRA)","Civil and Administrative Penalt(ies) /Fine(s)","CENSURE","11/04/2022","Y","","2020066956001","","Options","","FINRA ALLEGES THAT VANGUARD MARKETING CORPORATION (""VMC"") VIOLATED FINRA RULES 2360(B)(23)(A) AND 2010 BY ACCEPTING A CLIENT'S OPTIONS EXERCISE INSTRUCTIONS ON MAY 22, 2020, AFTER THE 5:30 PM CUTOFF TIME, AND FINRA RULES 3110 AND 2010 BY FAILING TO ESTABLISH AND MAINTAIN A SUPERVISORY SYSTEM, INCLUDING WRITTEN SUPERVISORY PROCEDURES, REASONABLY DESIGNED TO ACHIEVE COMPLIANCE WITH THE REQUIREMENTS FOR HANDLING OPTION EXERCISE INSTRUCTIONS AFTER THE EXERCISE CUT-OFF TIME.","Final","","Acceptance, Waiver & Consent(AWC)","11/04/2022","Y","","Y","50000","N","Y","N","N","N","N","","FINRA ASSESSED A FINE OF $50,000.00 AGAINST VMC (THE APPLICANT). VMC PAID THE FINE BY WIRE ON NOVEMBER 16, 2022.","WITHOUT ADMITTING OR DENYING FINRA'S ALLEGATIONS OR FINDINGS, VMC AGREED TO THE IMPOSITION OF A CENSURE AND A FINE IN THE AMOUNT OF $50,000.00."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","","1726009","","","","","Y","Foreign","FINANCIAL SUPERVISORY SERVICE (""FSS""), SOUTH KOREA","Civil and Administrative Penalt(ies) /Fine(s)","","02/03/2021","Y","","CAPITAL MARKET INVESTIGATION DEPARTMENT, INVESTIGATION TEAM 3 - 116","","Equity Listed (Common & Preferred Stock)","","THE SOUTH KOREAN FINANCIAL SUPERVISORY SERVICE (FSS) CLAIMED THAT ON SEPTEMBER 27, 2019 THE VANGUARD GROUP, INC. (""VGI""), ENGAGED IN THE SALE OF ONE KOREAN-LISTED SECURITY WITHOUT CORRESPONDING OWNERSHIP OF THE POSITION, A PRACTICE WHICH IS PROHIBITED UNDER SOUTH KOREAN LAW.","Final","","Decision & Order of Offer of Settlement","12/22/2021","Y","","Y","15409","N","N","N","N","N","N","","ON DECEMBER 22, 2021 $15,409 (KRW 18 MILLION) WAS SUBMITTED AS PAYMENT.","ON NOVEMBER 12, 2021, THE SOUTH KOREAN FINANCIAL SERVICES COMMISSION IMPOSED AN ADMINISTRATIVE FINE IN THE AMOUNT OF $15,409 (KRW 18 MILLION) ON VGI, IN CONNECTION WITH ONE INCIDENT DURING 2019 IN WHICH VGI SOLD A KOREAN-LISTED SECURITY WITHOUT CORRESPONDING OWNERSHIP OF THE POSITION, WHICH IS A PRACTICE THAT IS PROHIBITED UNDER SOUTH KOREAN LAW."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1726008","","","","","Y","Foreign","FINANCIAL SUPERVISORY SERVICE (""FSS""), SOUTH KOREA","Civil and Administrative Penalt(ies) /Fine(s)","","02/24/2022","Y","","CAPITAL MARKET INVESTIGATION DEPARTMENT, INVESTIGATION TEAM 3 - 116","","Equity Listed (Common & Preferred Stock)","","THE SOUTH KOREAN FINANCIAL SUPERVISORY SERVICE CLAIMED THAT ON MARCH 31, 2020 VANGUARD INVESTMENTS AUSTRALIA LIMITED (""VIA""), ENGAGED IN THE SALE OF TWO KOREAN-LISTED SECURITIES WITHOUT CORRESPONDING OWNERSHIP OF THE POSITIONS, A PRACTICE WHICH IS PROHIBITED UNDER SOUTH KOREAN LAW.","Final","","Decision & Order of Offer of Settlement","02/24/2022","Y","","Y","19821","N","N","N","N","N","N","","ON FEBRUARY 02/24/2022 ~ $ 19821 (KRW 24 MILLION) WAS SUBMITTED AS VOLUNTARY PAYMENT, A DISCOUNT FROM THE KRW 30 MILLION ORIGINALLY SOUGHT.","ON FEBRUARY 24, 2022, THE FINANCIAL SERVICES COMMISSION IMPOSED AN ADMINISTRATIVE FINE IN THE AMOUNT OF ~$ 19821 (KRW 24 MILLION) ON VIA, (A DISCOUNT FROM KRW 30 MILLION FOR VOLUNTARY PAYMENT) IN CONNECTION WITH ONE INCIDENT DURING 2020 IN WHICH VIA SOLD TWO KOREAN-LISTED SECURITIES WITHOUT CORRESPONDING OWNERSHIP OF THE POSITIONS WHICH IS A PRACTICE THAT IS PROHIBITED UNDER SOUTH KOREAN LAW."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1726010","","","","","Y","Foreign","GERMAN FEDERAL FINANCIAL SUPERVISORY AUTHORITY (""BAFIN"")","Civil and Administrative Penalt(ies) /Fine(s)","","05/11/2021","Y","","WA 17-WP 3120-2021/0030","","Mutual Fund(s)","","BAFIN CLAIMED THAT THE VANGUARD GROUP, INC. (""VGI"") ERRED IN PERFORMING A TECHNICAL FROM 2017 TO 2019, WHICH LED TO UNTIMELY VOTING RIGHTS NOTIFICATIONS FOR THREE POSITIONS IN CONNECTION WITH SECURITIES LENDING ARRANGEMENTS.","Final","","Decision & Order of Offer of Settlement","12/07/2021","Y","","Y","376996","N","N","N","N","N","N","","ON DECEMBER 7, 2021 $376,996 (EUR 290,000) WAS ACCEPTED AS PAYMENT.","ON NOVEMBER 25, 2021, BAFIN IMPOSED AN ADMINISTRATIVE FINE IN THE AMOUNT OF $376,996 (EUR 290,000) ON VGI, RELATED TO A TECHNICAL ERROR IN FULFILLING VOTING RIGHTS NOTIFICATION OBLIGATIONS WITHIN THE PRESCRIBED PERIOD FOR THREE POSITIONS FROM 2017 THRU 2019."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1726011","","","","","Y","Foreign","FINANCIAL SUPERVISORY SERVICE (""FSS""), SOUTH KOREA","Civil and Administrative Penalt(ies) /Fine(s)","","02/03/2021","Y","","CAPITAL MARKET INVESTIGATION DEPARTMENT, INVESTIGATION TEAM 3 - 116","","Equity Listed (Common & Preferred Stock)","","THE SOUTH KOREAN FINANCIAL SUPERVISORY SERVICE CLAIMED THAT ON MARCH 18, 2020 VANGUARD GLOBAL ADVISERS, LLC (""VGA""), ENGAGED IN THE SALE OF ONE KOREAN-LISTED SECURITY WITHOUT CORRESPONDING OWNERSHIP OF THE POSITION, A PRACTICE WHICH IS PROHIBITED UNDER SOUTH KOREAN LAW.","Final","","Decision & Order of Offer of Settlement","12/22/2021","Y","","Y","19177","N","N","N","N","N","N","","ON DECEMBER 22, 2021, $19,177 (KRW 22.5 MILLION) WAS SUBMITTED AS PAYMENT.","ON NOVEMBER 12, 2021, THE SOUTH KOREAN FINANCIAL SERVICES COMMISSION IMPOSED AN ADMINISTRATIVE FINE IN THE AMOUNT OF $19,177 (KRW 22.5 MILLION) ON VGA, IN CONNECTION WITH ONE INCIDENT DURING 2020 IN WHICH VGA SOLD A KOREAN-LISTED SECURITY WITHOUT CORRESPONDING OWNERSHIP OF THE POSITION, WHICH IS A PRACTICE THAT IS PROHIBITED UNDER SOUTH KOREAN LAW."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1726013","","","","","Y","Foreign","AUSTRALIAN SECURITIES AND INVESTMENTS COMMISSION (ASIC)","Civil and Administrative Penalt(ies) /Fine(s)","","11/11/2022","","","S02553190, S02553191, S02553192","","Other","AUSTRALIAN REGISTERED MANAGED INVESTMENT SCHEME","ASIC ALLEGED THAT VIA ISSUED A PRODUCT DISCLOSURE STATEMENT (PDS) FOR THREE FUNDS THAT STATED THAT THE INDEX TRACKED BY THE FUNDS EXCLUDED CERTAIN SECURITIES WHICH WERE NOT IN FACT EXCLUDED BY THE INDEX METHODOLOGY. ASIC HAS ACKNOWLEDGED THAT THE MISSTATEMENTS WERE AN INADVERTENT ERROR AND NOT INTENTIONAL.","Final","","Other","12/02/2022","Y","","Y","27116","N","N","N","N","N","N","","VIA RECEIVED THREE INFRINGEMENT NOTICES FROM ASIC FOR AN INADVERTENT MISDESCRIPTION IN THE PDS DOCUMENTS.","VIA SELF-IDENTIFIED AN ERROR IN THE PDS TO ASIC FOR THE VANGUARD INTERNATIONAL SHARES SELECT EXCLUSIONS INDEX FUNDS AND ISSUED A SUPPLEMENTARY PDS FOR EACH OF THE AFFECTED FUNDS, CORRECTING THE ERROR, AND COMMUNICATED THE UPDATE TO INVESTORS. THE NOTICES RESULTED IN A TOTAL FINE OF ~$27,116 USD ($39,960 AUD). THE NOTICES WERE PAID IN FULL ON OR BEFORE 12/2/2022."
1997068,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1726014","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
