"FilingID","Initial/Amended","11.H(1)(a)","11.H(1)(b)","11.H(1)(c)","11.H(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiated By","Relief Sought","Other Relief Sought","Filing Date","Filing Date Exact","Filing Date Explanation","Principal Product","Other Product","Court","Employing Firm","Allegations","Status","Appeal Details","Date Served","Date Served Exact","Date Served Explanation","Resolution Type","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions","Sanction Detail","Summary"
1961505,"INITIAL","","","","Y","Advisory Firm","1712641","","","","","N","SECURITIES AND EXCHANGE COMMISSION","Other","DISGORGEMENT CIVIL PENALTIES/FINES","03/17/2025","Y","","Mutual Fund(s)","","UNITED STATES DISTRICT COURT DISTRICT OF NEW JERSEY","","DEFENDANTS ENGAGED IN A MULTI-YEAR FRAUDULENT SCHEME TO OPERATE THE MUTUAL FUND UPRIGHT GROWTH FUND AS A HIGHLY CONCENTRATED FUND IN VIOLATION OF THE FUND'S INVESTMENT MANDATE AND DEFENDANTS' FIDUCIARY DUTIES. DEFENDANTS ALSO VIOLATED OTHER IMPORTANT LEGAL REQUIREMENTS FOR MUTUAL FUNDS.","Pending","","03/24/2025","Y","","","","","","","","","","","","","","","","THE ALLEGATIONS WERE BROUGHT ON DUE TO THE ASSIGNMENT OF OPTIONS WHICH RESULTED IN THE OVER- CONCENTRATION OF UPRIGHT GROWTH FUND. A SETTLEMENT WAS REACHED WITH THE SEC IN NOVEMBER 2021. THIS NEW CASE WAS OPENED ALLEGING MISCONDUCT AND VIOLATIONS WHICH WERE DISCLOSED AND INVESTIGATED PRIOR TO THE SETTLEMENT."
1968849,"AMENDED","","Y","","","Firm and Affiliates","1708283","","","","","Y","SECURITIES AND EXCHANGE COMMISSION","Civil Penalty(ies)/Fine(s)","INJUNCTION, DISGORGEMENT AND CIVIL PENALTY","05/13/2020","Y","","Mutual Fund(s)","","UNITED STATES DISTRICT COURT FOR THE EASTERN DISTRICT OF PENNSYLVANIA - CIVIL ACTION NO.:  5:20-CV-02274","AMBASSADOR ADVISORS, LLC","THE COMPLAINT ALLEGES THAT AMBASSADOR ADVISORS, LLC AND ITS PRINCIPALS WERE NEGLIGENT BECAUSE THEY DID NOT ADEQUATELY DISCLOSE A CONFLICT OF INTEREST, PROVIDE BEST EXECUTION, OR HAVE WRITTEN POLICIES OR PROCEDURES, IN CONNECTION WITH THE SELECTION OF MUTUAL FUNDS THAT PAID 12B-1 FEES. THE ALLEGED CLAIMS WERE MADE UNDER SECTION 206(2), SECTION 206(4) AND RULE 206(4)-7 OF THE INVESTMENT ADVISERS ACT OF 1940.","Final","","","Y","","Judgment Rendered","09/07/2022","Y","","Y","2034446","","","","Y","","","","ON SEPTEMBER 7, 2022, THE COURT ENTERED FINAL JUDGMENTS AGAINST AMBASSADOR AND ITS PRINCIPALS.  THE JUDGMENTS ORDERED: (1) MR. BOSTWICK TO PAY $136,620 IN DISGORGEMENT, $35,273 IN PREJUDGMENT INTEREST, AND A $136,620 CIVIL PENALTY; (2) MR. KAUFFMAN TO PAY $349,395 IN DISGORGEMENT, $95,972 IN PREJUDGMENT INTEREST, AND A $349,395 CIVIL PENALTY; (3) MR. YOUNG TO PAY $136,627 IN DISGORGEMENT, $35,275 IN PREJUDGMENT INTEREST, AND A $136,627 CIVIL PENALTY; AND (4) AMBASSADOR TO PAY A $622,642 CIVIL PENALTY.  IN ADDITION, THE JUDGMENTS ORDERED AMBASSADOR AND ITS PRINCIPALS TO CORRECT AND REMOVE MISLEADING STATEMENTS FROM THE FIRM'S WEBSITE AND FORM ADV MATERIALS, AS WELL AS TO SEND A CORRECTIVE NOTICE ABOUT THE CASE TO THE FIRM'S ADVISORY CLIENTS","ON DECEMBER 20, 2021, THE ADVISORY FIRM WAS FOUND TO BE IN VIOLATION OF SECTION 206(4) OF THE INVESTMENT ADVISERS ACT OF 1940 AND RULE 206(4)-7 THEREUNDER, WHICH REQUIRED THE FIRM TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES REASONABLY DESIGNED TO PREVENT VIOLATION OF THE ADVISERS ACT BY IT AND ITS SUPERVISED PERSONS. ON MARCH 23, 2022, REGISTRANT WAS FOUND TO HAVE VIOLATED SECTION 206(2) OF THE INVESTMENT ADVISERS ACT OF 1940."
1971127,"AMENDED","","","","Y","Advisory Firm","8065715","","","","","","SECURITIES AND EXCHANGE COMMISSION","Injunction","DISGORGEMENT PLUS PREJUDGMENT INTEREST, CIVIL PENALTY","08/01/2019","Y","","No Product","","UNITED STATES DISTRICT COURT DISTRICT OF MASSACHUSETTS COUNTY OF SUFFOLK CASE NO. 1:19-CV-11655","","THE SEC ALLEGES THAT THE FIRM, IN ITS ROLE AS A REGISTERED INVESTMENT ADVISER, FAILED TO DISCLOSE MATERIAL CONFLICTS OF INTEREST RELATED TO CERTAIN REVENUE SHARING ARRANGEMENTS WITH ITS CLEARING FIRM IN VIOLATION OF THE PROVISIONS OF SECTION 206(2) OF THE ADVISERS ACT AND FAILED TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES REASONABLY DESIGNED TO IDENTIFY AND TO ENSURE THE DISCLOSURE OF MATERIAL CONFLICTS OF INTEREST ARISING FROM ITS REVENUE SHARING ARRANGEMENT WITH ITS CLEARING FIRM IN VIOLATION OF SECTION 206(4) OF THE ADVISERS ACT AND RULE 206(4)-7 THEREUNDER.","Pending","","08/01/2019","Y","","","","Y","","","","","","","","","","","","THE SEC ALLEGED THAT THE FIRM, IN ITS ROLE AS A REGISTERED INVESTMENT ADVISER FOR THE PERIOD JULY 2014 THROUGH DECEMBER 2018, FAILED TO DISCLOSE MATERIAL CONFLICTS OF INTEREST RELATED TO CERTAIN REVENUE SHARING ARRANGEMENTS WITH ITS CLEARING FIRM IN VIOLATION OF THE PROVISIONS OF SECTION 206(2) OF THE ADVISERS ACT AND FAILED TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES REASONABLY DESIGNED TO IDENTIFY AND TO ENSURE THE DISCLOSURE OF MATERIAL CONFLICTS OF INTEREST ARISING FROM ITS REVENUE SHARING ARRANGEMENT WITH ITS CLEARING FIRM IN VIOLATION OF SECTION 206(4) OF THE ADVISERS ACT AND RULE 206(4)-7 THEREUNDER. ON APRIL 7, 2023, IN SECURITIES AND EXCHANGE COMMISSION VS. COMMONWEALTH EQUITY SECURITIES, LLC, COMMONWEALTH WAS FOUND BY THE U.S. DISTRICT COURT DISTRICT OF MASSACHUSETTS TO HAVE VIOLATED SECTION 206(2) OF THE ADVISERS ACT BECAUSE IT WAS NEGLIGENT IN ITS FAILURE TO FULLY DISCLOSE CONFLICTS OF INTEREST FROM REVENUE SHARING IT RECEIVED WITH RESPECT TO CERTAIN MUTUAL FUND SHARE CLASSES DURING THE PERIOD 2014 TO 2018. THE COURT ALSO FOUND THAT COMMONWEALTH VIOLATED SECTION 206(4) AND RULE 206(4)-(7) IN FAILING TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES TO DISCLOSE THE REVENUE SHARING COMPENSATION. ON MARCH 29, 2024, THE COURT ORDERED COMMONWEALTH TO PAY $65,588,906 IN DISGORGEMENT, $21,185,162 IN INTEREST, AND A FINE OF $6,500,000. ON APRIL 26, 2024, COMMONWEALTH APPEALED THE DISTRICT COURT DECISION TO THE FIRST CIRCUIT COURT OF APPEALS.  ON APRIL 1, 2025, THE FIRST CIRCUIT COURT OF APPEALS VACATED THE DISTRICT COURT DECISION AND REMANDED FOR FURTHER PROCEEDINGS."
1971323,"AMENDED","","","Y","","Advisory Firm","1709312","","Y","","","Y","BARBARA BELAVICH","Money Damages (Private/Civil Complaint)","","01/13/2003","Y","","Annuity(ies) - Variable","","WESTMORELAND COUNTY, PA COURT OF COMMON PLEAS, NUMBER 7251 OF 2002.","","UNSUITABLE SALE OF VARIABLE ANNUITY.","Final","","","","","Settled","06/17/2008","Y","","Y","75000","","","","","","","","MONETARY COMPENSATION TO ESTATE OF PLAINTIFF IN AMOUNT OF $75,000 PAID ON 6/20/2008","THIS ITEM WAS SUBMITTED IN ERROR AND IS NOT REPORTABLE ON FORM BD AS IT WAS NOT INITIATED BY ANY REGULATOR- IT WAS A CIVIL MATTER ONLY. DRP FILED IN ERROR."
1971323,"AMENDED","","","Y","","Firm and Affiliates","1709207","","Y","","","N","ABNER OAKES, III & CYNTHIA A. OAKES","Money Damages (Private/Civil Complaint)","","05/02/2011","Y","","Direct Investment(s) - DPP & LP Interest(s)","","FINRA DISPUTE RESOLUTION, WASHINGTON DC, ARBITRATION # 11-01726","ALLEGHENY INVESTMENTS, LTD","REGISTERED REPRESENTATIVE SELLING AWAY","Final","","","","","Settled","02/17/2012","Y","","Y","260000","","","","","","","NONE","NONE","REGISTERED REPRESENTATIVE SELLING AWAY"
1973075,"AMENDED","","","Y","","Firm and Affiliates","1709922","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1973184,"AMENDED","Y","","","Y","Affiliates","1709970","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1973294,"AMENDED","","","","Y","Firm and Affiliates","1710022","","","","","Y","MAN YUK WINNIE WANG AND PAUL WANG","Money Damages (Private/Civil Complaint)","COMPENSATORY DAMAGES; PUNITIVE DAMAGES; COSTS; ATTORNEY'S FEES; INTEREST; AND ANY OTHER RELIEF THAT THE COURT DEEMS JUST AND PROPER.","11/01/2024","Y","","No Product","","CIRCUIT COURT OF ST. LOUIS COUNTY, STATE OF MISSOURI","FRA WEALTH MANAGEMENT LLC","PLAINTIFFS ALLEGED THAT FRA WEALTH MANAGEMENT LLC, JOSEPH ROOSEVANS, GLOBAL ASSET MANAGEMENT GROUP, INC. AND JOSEPH ADKINS EXECUTED UNAUTHORIZED STOCK TRANSACTIONS AND MADE ALLOCATION IN CONFLICT WITH THEIR EXPRESSED WISHES. ADDITIONALLY, PLAINTIFFS ASSERTED THAT FRA WEALTH MANAGEMENT LLC AND GLOBAL ASSET MANAGEMENT GROUP, INC. ARE LIABLE FOR NEGLIGENT SUPERVISION OVER JOSEPH ROOSEVANS AND JOE ADKINS.","Pending","","11/20/2024","Y","","","","","","","","","","","","","","","","FRA WEALTH MANAGEMENT LLC AND JOSEPH ROOSEVANS DISPUTE THE ALLEGATIONS AND ASSERT THAT THEIR ACTIONS WERE CONSISTENT WITH APPLICABLE STANDARDS. FRA WEALTH MANAGEMENT LLC MAINTAINS THAT PLAINTIFFS SIGNED MULTIPLE DOCUMENTS AUTHORIZING THE TRANSACTIONS WHICH PLAINTIFFS CLAIM WERE UNAUTHORIZED. ALL RESPONSIBILITIES, INVESTMENT AUTHORITY AND OBLIGATIONS REGARDING PORTFOLIO MANAGEMENT AND TRADE EXECUTION WERE EXCLUSIVELY THAT OF GLOBAL ASSET MANAGEMENT GROUP, INC. AND NOT OF FRA WEALTH MANAGEMENT LLC OR JOSEPH ROOSEVANS. ADDITIONALLY, FRA WEALTH MANAGEMENT LLC'S INVESTMENT ADVISORY AGREEMENTS COVERING CERTAIN ACCOUNTS INCLUDE AN ARBITRATION CLAUSE REQUIRING THAT ALL DISPUTES RELATED TO THE AGREEMENT BE RESOLVED THROUGH ARBITRATION DEFENDANTS HAVE FILED A MOTION TO STAY THE LAWSUIT AND REFER THE MATTER TO ARBITRATION, WHICH IS CURRENTLY PENDING."
1973294,"AMENDED","","","","Y","Firm and Affiliates","1710023","","","","","Y","SCOTT GARBS","Money Damages (Private/Civil Complaint)","COMPENSATORY DAMAGES: DISGORGEMENT OF ALL COMPENSATION RECEIVED BY DEFENDANTS RELATED TO THE PLANTIFF; PUNITIVE DAMAGES; ATTORNEY'S FEES AND COSTS; PREJUDGMENT INTEREST; AND, OTHER RELIEF THE COURT DEEMS JUST AND PROPER.","01/23/2025","Y","","No Product","","CIRCUIT COURT OF THE 20TH JUDICIAL CIRCUIT, ST. CLAIR COUNTY, ILLINOIS","FRA WEALTH MANAGEMENT LLC","THE PLAINTIFF ALLEGED THAT FRA WEALTH MANAGEMENT LLC, JOSEPH ROOSEVANS, AND GLOBAL ASSET MANAGEMENT GROUP, INC. MANAGED INVESTMENTS THAT DID NOT ALIGN WITH HIS STATED RISK TOLERANCE, INVESTMENT OBJECTIVES, FINANCIAL SITUATION, AND NEEDS.","Pending","","02/05/2025","N","WE ACCEPTED SERVICE OF PROCESS ON FEBRUARY 5, 2025 AND GOT AN EXTENSION TO FILE RESPONSE UNTIL APRIL 7, 2025.","","","","","","","","","","","","","","","FRA WEALTH MANAGEMENT LLC AND JOSEPH ROOSEVANS DISPUTE THE ALLEGATIONS AND MAINTAIN THAT THEIR ACTIONS WERE APPROPRIATE AND IN ACCORDANCE WITH APPLICABLE STANDARDS. A RESPONSE TO THE COMPLAINT IS EXPECECTED TO BE FILED SOON. ALL RESPONSIBILITIES INVESTMENT AUTHORITY AND OBLIGATIONS REGARDING PORTFOLIO MANAGEMENT AND TRADE EXECUTION WERE EXCLUSIVELY THAT OF GLOBAL ASSET MANAGEMENT GROUP, INC. AND NOT OF FRA WEALTH MANAGEMENT LLC OR JOSEPH ROOSEVANS. ALSO, PLAINTIFF REJECTED FRA WEALTH MANAGEMENT LLC'S MULTIPLE OFFERS TO ASSIST OR MANAGE THE APPLICABLE ACCOUNTS. ADDITIONALLY, FRA WEALTH MANAGEMENTS LLC'S INVESTMENT ADVISORY AGREEMENTS COVERING CERTAIN ACCOUNTS INCLUDE AN ARBITRATION CLAUSE REQUIRING THAT ALL DISPUTES RELATED TO THE AGREEMENT BE RESOLVED THROUGH ARBITRATION."
1973538,"AMENDED","","Y","Y","","Affiliates","1710078","","","","","N","SECURITIES AND EXCHANGE COMMISSION","Injunction","","11/10/1999","Y","","Equity Listed (Common & Preferred Stock)","","UNITED STATES DISTRICT COURT FOR THE EASTERN DISTRICT OF NEW YORK","FIRST CAMBRIDGE","KENNETH ORR WAS A REGISTERED PRINCIPAL AND PRESIDENT OF FIRST CAMBRIDGE SECURITIES CORP. (""FIRST CAMBRIDGE"") FROM MARCH 1994 UNTIL MAY 23, 1997.  FIRST CAMBRIDGE WAS REGISTERED WITH THE SECURITIES AND EXCHANGE COMMISSION (THE ""COMMISSION"") AS A BROKER-DEALER PURSUANT TO SECTION 15(B) OF THE 1934 ACT DURING THE PERIOD OF MR. ORR'S EMPLOYMENT. ON NOVEMBER 10, 1999, THE COMMISSION FILED A CIVIL ACTION IN FEDERAL DISTRICT COURT AGAINST MR. ORR AND SIXTEEN OTHER DEFENDANTS.  IN CONNECTION THEREWITH, MR. ORR AGREED TO DISGORGE $55,000, PLUS INTEREST AND PENALTY.  MR. ORR CONSENTED TO THE ENTRY OF THE FINAL JUDGMENT WITHOUT ADMITTING OR DENYING THE ALLEGATIONS IN THE COMMISSION'S COMPLAINT.  ADDITIONALLY, IN REFERENCE TO THE SAME MATTER ABOVE, ON JANUARY 3, 2002, MR. ORR PLEADED GUILTY TO ONE COUNT OF CONSPIRACY.  IN CONNECTION THEREWITH, MR. ORR WAS ORDERED TO PAY A $3,000 FINE.  FINALLY, ON SEPTEMBER 14, 2004, THE COMMISSION ISSUED AN ORDER INSTITUTING PUBLIC ADMINISTRATIVE PROCEEDINGS AGAINST MR. ORR PURSUANT TO SECTION 15(B) OF THE 1934 ACT BARRING MR. ORR FROM ASSOCIATION WITH ANY BROKER OR DEALER.  IN CONNECTION THEREWITH, ANY REAPPLICATION FOR ASSOCIATION BY MR. ORR WILL BE SUBJECT TO THE APPLICABLE LAWS AND REGULATIONS GOVERNING THE REENTRY PROCESS.","Final","","","","","Settled","09/14/2004","Y","","","","","","Y","","","","","ADDITIONALLY, IN REFERENCE TO THE SAME MATTER ABOVE, ON JANUARY 3, 2002, MR. ORR PLEADED GUILTY TO ONE COUNT OF CONSPIRACY.  IN CONNECTION THEREWITH, MR. ORR WAS ORDERED TO PAY A $3,000 FINE.  FINALLY, ON SEPTEMBER 14, 2004, THE COMMISSION ISSUED AN ORDER INSTITUTING PUBLIC ADMINISTRATIVE PROCEEDINGS AGAINST MR. ORR PURSUANT TO SECTION 15(B) OF THE 1934 ACT BARRING MR. ORR FROM ASSOCIATION WITH ANY BROKER OR DEALER.  IN CONNECTION THEREWITH, ANY REAPPLICATION FOR ASSOCIATION BY MR. ORR WILL BE SUBJECT TO THE APPLICABLE LAWS AND REGULATIONS GOVERNING THE REENTRY PROCESS.","KENNETH ORR WAS A REGISTERED PRINCIPAL AND PRESIDENT OF FIRST CAMBRIDGE SECURITIES CORP. (""FIRST CAMBRIDGE"") FROM MARCH 1994 UNTIL MAY 23, 1997.  FIRST CAMBRIDGE WAS REGISTERED WITH THE SECURITIES AND EXCHANGE COMMISSION (THE ""COMMISSION"") AS A BROKER-DEALER PURSUANT TO SECTION 15(B) OF THE 1934 ACT DURING THE PERIOD OF MR. ORR'S EMPLOYMENT. ON NOVEMBER 10, 1999, THE COMMISSION FILED A CIVIL ACTION IN FEDERAL DISTRICT COURT AGAINST MR. ORR AND SIXTEEN OTHER DEFENDANTS.  IN CONNECTION THEREWITH, MR. ORR AGREED TO DISGORGE $55,000, PLUS INTEREST AND PENALTY.  MR. ORR CONSENTED TO THE ENTRY OF THE FINAL JUDGMENT WITHOUT ADMITTING OR DENYING THE ALLEGATIONS IN THE COMMISSION'S COMPLAINT.  ADDITIONALLY, IN REFERENCE TO THE SAME MATTER ABOVE, ON JANUARY 3, 2002, MR. ORR PLEADED GUILTY TO ONE COUNT OF CONSPIRACY.  IN CONNECTION THEREWITH, MR. ORR WAS ORDERED TO PAY A $3,000 FINE.  FINALLY, ON SEPTEMBER 14, 2004, THE COMMISSION ISSUED AN ORDER INSTITUTING PUBLIC ADMINISTRATIVE PROCEEDINGS AGAINST MR. ORR PURSUANT TO SECTION 15(B) OF THE 1934 ACT BARRING MR. ORR FROM ASSOCIATION WITH ANY BROKER OR DEALER.  IN CONNECTION THEREWITH, ANY REAPPLICATION FOR ASSOCIATION BY MR. ORR WILL BE SUBJECT TO THE APPLICABLE LAWS AND REGULATIONS GOVERNING THE REENTRY PROCESS."
