"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1922684,"MONTAGE-UBIQUITY SPV, LP",805-1233926580,357162,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",129075546,100000,111,48,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1922684,"UBIQUITY PARTNERS, LP",805-4402165101,248633,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",139847,100000,51,1,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1930486,"PARTNERS GROUP REAL ESTATE OPPORTUNITIES 2019 (USD) A OPCO, L.P.",805-3814036516,307353,"Delaware","United States","N","Y","N","N","",,"N","","N","Real Estate Fund","",105242888,10000000,14,29,0,"",1,"N","N","N",1,"Y","Y","N","Y","Report Not Yet Received","N","N","N",0,"N"
1930486,"PARTNERS GROUP EMERGING MARKETS 2015, L.P. INC.",805-5871117698,186531,"","Guernsey","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",153067902,10000000,14,29,0,"",94,"N","N","Y",1,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP DIRECT EQUITY IV (USD) C-I, L.P.",805-2011976394,259463,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",1408387104,10000000,240,22,8,"",94,"N","N","N",1,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP EMERGING MARKETS 2007, L.P.",805-8769473292,26028,"","United Kingdom","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",3155682,10000000,20,49,0,"",87,"N","N","Y",1,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP CLIENT ACCESS 9, L.P. INC.",805-5076311102,59559,"","Guernsey","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",31124402,10000000,17,91,0,"",90,"N","N","Y",3,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP SECONDARY 2020 (USD) A, L.P.",805-5528220725,259587,"Delaware","United States","N","Y","N","N","",,"Y","Y","N","Private Equity Fund","",45311042,10000000,43,10,7,"",1,"N","N","N",0,"Y","Y","N","Y","Report Not Yet Received","N","N","N",0,"N"
1930486,"PARTNERS GROUP CLIENT ACCESS 27, L.P. INC.",805-2625409616,220835,"","Guernsey","N","Y","N","N","",,"N","","N","Private Equity Fund","",386544808,10000000,5,1,0,"",97,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP DIRECT INVESTMENTS 2012 (USD) ABC, L.P.",805-7203219502,73189,"","Guernsey","N","Y","N","N","",,"Y","Y","N","Private Equity Fund","",258741080,10000000,27,6,0,"",98,"N","N","Y",0,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP GLOBAL GROWTH 2011, L.P.",805-4379764298,26933,"","United Kingdom","N","Y","N","N","",,"Y","N","N","Private Equity Fund","",121662895,10000000,19,64,0,"",86,"N","N","Y",2,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP SECONDARY 2008 S.C.A., SICAR",805-6364463820,59717,"","Luxembourg","N","Y","N","N","",,"Y","Y","N","Private Equity Fund","",13510850,10000000,47,6,0,"",92,"N","N","Y",0,"Y","Y","N","Y","Yes","N","N","N",0,"N"
1930486,"PARTNERS GROUP DIRECT REAL ESTATE 2011, L.P. INC.",805-6444865059,26928,"","Guernsey","N","Y","N","N","",,"N","","N","Real Estate Fund","",25986752,10000000,7,93,0,"",99,"N","N","Y",1,"Y","Y","N","Y","Yes","N","N","N",0,"N"
