"FilingID","Initial/Amended","11.H(1)(a)","11.H(1)(b)","11.H(1)(c)","11.H(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiated By","Relief Sought","Other Relief Sought","Filing Date","Filing Date Exact","Filing Date Explanation","Principal Product","Other Product","Court","Employing Firm","Allegations","Status","Appeal Details","Date Served","Date Served Exact","Date Served Explanation","Resolution Type","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions","Sanction Detail","Summary"
1925603,"AMENDED","","","","Y","Affiliates","1686227","","","","","N","UNITED STATES DISTRICT COURT, SOUTHERN DISTRICT OF NEW YORK","Injunction","RESTITUTION AND DECLARATORY RELIEF IMPOSITIONED OF A CONSTRUCTIVE TRUST APPOINTMENT OF INDEPENDENT FIDUCIARY AWARD OF COSTS AND ATTORNEY'S FEES.","11/14/2008","Y","","Other","RETIREMENT PLANS","UNITED STATES DISTRICT COURT, SOUTHERN DISTRICT OF NEW YORK. 08-CV-6996","","THE COMPLAINT IS A PUTATIVE CLASS ACTION BROUGHT ON BEHALF OF PARTICIPANTS IN THE UBS SAVINGS AND INVESTMENT PLAN AND THE UBS FINANCIAL SERVICES 401(K) PLUS PLAN. IN SUBSTANCE, THE COMPLAINT ALLEGES THAT DURING THE PERIOD BETWEEN MARCH 13, 2007 AND OCTOBER 16, 2008, UBS AMERICAS INC., UBS FINANCIAL SERVICES AND SEVERAL COMMITTEES AND CURRENT AND FORMER UBS EMPLOYEES, BREACHED FIDUCIARY DUTIES UNDER ERISA BY INCLUDING THE UBS STOCK FUND AS AN INVESTMENT OPTION UNDER THESE RETIREMENT PLANS WHEN IT WAS NO LONGER PRUDENT TO DO SO.","Pending","","11/14/2008","Y","","","","","","","","","","","","","","","","THIS IS AN ERISA ""STOCK DROP"" ACTION THAT IS ALMOST IDENTICAL TO OTHER RECENT ERISA ACTIONS ALLEGING BREACHES OF DUTY WHERE FINANCIAL INSTITUTIONS CONTINUED TO OFFER THEIR OWN STOCK AS A RETIREMENT PLAN INVESTMENT CHOICE DURING THE FINANCIAL CRISIS. THE DEFENDANTS BELIEVE THIS ACTION IS WITHOUT MERIT AND ARE DEFENDING IT VIGOROUSLY."
1925603,"AMENDED","","","","Y","Affiliates","1686229","","","","","Y","UNITED STATES OF AMERICA","Civil Penalty(ies)/Fine(s)","","11/08/2018","Y","","Other","RESIDENTIAL MORTGAGE-BACKED SECURITIES","UNITED STATES DISTRICT COURT, EASTERN DISTRICT OF NEW YORK; CASE NO. 18-CV-6369","","ENFORCEMENT ACT OF 1989RELATED TOUBS'S ISSUANCE, UNDERWRITING AND SALE OF 40 RMBS TRANSACTIONS IN 2006 AND 2007.","Final","","","","","Settled","08/18/2023","Y","","Y","1435000000","","","","","","","","THE PARTIES MUTUALLY AGREED TO SETTLE THE MATTER PER THE EXECUTED ""AGREEMENT FOR SETTLEMENT AND RELEASE.""","THE PARTIES MUTUALLY AGREED TO SETTLE THE MATTER PER THE EXECUTED ""AGREEMENT FOR SETTLEMENT AND RELEASE."""
1925603,"AMENDED","","","Y","","Affiliates","1686230","","","","","Y","IPERS; LACERA; OCERS; SCERA; AND TORUS CAPITAL, LLC, ON BEHALF OF THEMSELVES AND ALL OTHERS SIMILARLY SITUATED","Money Damages (Private/Civil Complaint)","AWARD RESTITUTION TO PLAINTIFFS AND PERMANENTLY ENJOIN DEFENDANTS FROM CONTINUING THEIR UNLAWFUL CONDUCT","11/17/2017","Y","","Other","STOCK LENDING","UNITED STATES DISTRICT COURT, SOUTHERN DISTRICT OF NEW YORK","","THE-COUNTER ENVIRONMENT, IN WHICH STOCK LOANS ARE INTERMEDIATED BY PRIME BROKERS, TO A MORE EXCHANGE-LIKE ENVIRONMENT.","Final","","","","","Settled","09/01/2023","Y","","Y","0","","","","","","","","WHILE UBS IS LIKELY RESPONSIBLE FOR AN AMOUNT GREATER THAN ZERO, THE AMOUNT THAT EACH DEFENDANT, INCLUDING UBS, IS RESPONSIBLE FOR IS CONFIDENTIAL.","THE PARTIES REACHED A SETTLEMENT WHICH HAS RECEIVED PRELIMINARY APPROVAL OF THE COURT. THERE WERE NO FINDINGS OR ADMISSIONS, AND DEFENDANTS AFFIRMATIVELY DENIED THE ALLEGATIONS IN THE SETTLEMENT."
1925603,"AMENDED","Y","","","","Affiliates","1686228","","","","","N","SECURITIES AND EXCHANGE COMMISSION (SEC)","Injunction","UBS AG WILL PAY DISGORGEMENT OF $200 MILLION TO THE SEC AND UBS AG WILL TERMINATE ITS UNREGISTERED CROSS BORDER BUSINESS IN THE US.","02/18/2009","Y","","No Product","","UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. CASE: 1:09-CV-00316","UBS AG","THE SEC FILED A COMPLAINT ON FEBRUARY 18, 2009 ALLEGING THAT UBS AG PROVIDED BROKER-DEALER AND INVESTMENT ADVISOR SERVICES TO CLIENTS IN THE UNITED STATES WITHOUT BEING REGISTERED WITH SEC, IN VIOLATION OF THE SECURITIES AND EXCHANGE ACT OF 1934 AND THE INVESTMENT ADVISERS ACT OF 1940.","Final","","","Y","","Judgment Rendered","03/19/2009","Y","","","","","","","Y","Y","","","UBS AG IS PERMANENTLY ENJOINED FROM VIOLATIONS OF THE EXCHANGE ACT AND THE ADVISERS ACT - UBS AG WILL PAY DISGORGEMENT OF $200 MILLION TO THE SEC - UBS AG WILL TERMINATE ITS UNREGISTERED CROSS- BORDER BUSINESS IN THE U.S.","IN CONNECTION WITH THE SEC'S INVESTIGATION OF CROSS-BORDER SERVICES PROVIDED TO U.S. CLIENTS BY UBS AG, UBS AG ENTERED INTO A CONSENT DECREE WITH THE SEC WHICH PROVIDES, IN SUMMARY, THAT: UBS NEITHER ADMITS NOR DENIES THE ALLEGATIONS IN THE COMPLAINT; UBS AG IS PERMANENTLY ENJOINED FROM VIOLATIONS OF THE EXCHANGE ACT AND THE ADVISERS ACT; UBS AG WILL PAY DISGORGEMENT OF $200 MILLION TO THE SEC; UBS AG WILL TERMINATE ITS UNREGISTERED CROSS- BORDER BUSINESS IN THE U.S."
1925603,"INITIAL","Y","","","","Affiliates","1705236","","","","","N","SECURITIES AND EXCHANGE COMMISSION","Injunction","DISGORGEMENT, CEASE AND DESIST","02/18/2019","Y","","No Product","","UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. CASE:1:09-CV-00316","","""THE SEC FILED A COMPLAINT ON FEBRUARY 18, 2009 ALLEGING THAT UBS AG PROVIDED BROKER-DEALER AND INVESTMENT ADVISOR SERVICES TO CLIENTS IN THE UNITED STATES WITHOUT BEING REGISTERED WITH SEC, IN VIOLATION OF THE SECURITIES AND EXCHANGE ACT OF 1934 AND THE INVESTMENT ADVISERS ACT OF 1940.""","Final","","","Y","","Judgment Rendered","02/18/2019","Y","","","","","","","Y","Y","","","UBS AG IS PERMANENTLY ENJOINED FROM VIOLATIONS OF THE EXCHANGE ACT AND THE ADVISERS ACT - UBS AG WILL PAY DISGORGEMENT OF $200 MILLION TO THE SEC - UBS AG WILL TERMINATE ITS UNREGISTERED CROSS-BORDER BUSINESS IN THE U.S.""","""IN CONNECTION WITH THE SEC'S INVESTIGATION OF CROSS-BORDER SERVICES PROVIDED TO U.S. CLIENTS BY UBS AG, UBS AG ENTERED INTO A CONSENT DECREE WITH THE SEC WHICH PROVIDES, IN SUMMARY, THAT: UBS AG NEITHER ADMITS NOR DENIES THE ALLEGATIONS IN THE COMPLAINT; UBS AG IS PERMANENTLY ENJOINED FROM VIOLATIONS OF THE EXCHANGE ACT AND THE ADVISERS ACT. UBS AG WILL PAY DISGORGEMENT OF $200 MILLION TO THE SEC; AND UBS AG WILL TERMINATE ITS UNREGISTERED CROSS-BORDER BUSINESS IN THE U.S."""
1930040,"AMENDED","","","","Y","Affiliates","1689271","","Y","","","N","JITENDRA VEKARIA - PRIVATE PLAINTIFF","Money Damages (Private/Civil Complaint)","","04/19/2022","Y","","Other","PLAINTIFF SOUGHT EQUITY BASED COMPENSATION IN CONNECTION WITH HIS FORMER EMPLOYMENT IN A PORTFOLIOCOMPANY OF THE ADVISORY AFFILIATE.","UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK, NEW YORK CITY, NY, 22-CV-03197(S.D.N.Y.)","ECI PARTNERS LLP, WHICH HELD A MAJORITY OWNERSHIP INTEREST IN MTHREE CORPORATE CONSULTING, LTD.(""MTHREE""). MR. VEKARIA WAS AN EMPLOYEE OF MTHREE.","MR. VEKARIA ALLEGED THAT, PURSUANT TO AN EMPLOYMENT AGREEMENT, MTHREE PROMISED TO GRANT MR. VEKARIA1% EQUITY IN THE COMPANY AT THE BEGINNING OF HIS EMPLOYMENT AND AN ADDITIONAL 2% EQUITY IF MTHREEWAS ACQUIRED BY ANOTHER COMPANY - AN EVENT THAT OCCURRED ROUGHLY A YEAR LATER WHEN MTHREE WASACQUIRED BY JOHN WILEY & SONS LIMITED, A SUBSIDIARY OF DEFENDANT JOHN WILEY & SONS, INC. (""WILEY"").ACCORDING TO MR. VEKARIA, THESE TERMS WERE CRITICAL TO HIS DECISION TO LEAVE HIS THEN-CURRENTEMPLOYER FOR MTHREE. BUT WHEN, UPON HIS SEPARATION FROM MTHREE IN APRIL 2020, MR. VEKARIA SOUGHT TOCLARIFY THE STATUS OF HIS ENTITLEMENT TO THIS CONTRACTED-FOR EQUITY, BOTH MTHREE AND WILEY INSISTEDTHAT MR. VEKARIA WAS NOT A STOCKHOLDER.","Final","","","Y","","Dismissed","09/27/2024","Y","ON SEPTEMBER 27, 2024 THE COURT ENTERED AN OPINION AND ORDER DISMISSING ALL CLAIMS AGAINST ECIPARTNERS LLP AND RICHARD CHAPMAN.","","","","","","","","","N/A","ON SEPTEMBER 27, 2024, THE COURT ENTERED AN ORDER AND OPINION DISMISSING ALL CLAIMS AGAINST ECIPARTNERS LLP AND RICHARD CHAPMAN. THEREFORE, NO SANCTIONS WERE APPLIED.","ECI PARTNERS LLP AND RICHARD CHAPMAN (A PARTNER AT ECI PARTNERS LLP) WERE NAMED AS DEFENDANTS, AMONGOTHERS, IN MR. VEKARIA'S COMPLAINT SEEKING NO LESS THAN $3,858,000. ECI PARTNERS LLP AND MR. CHAPMANBELIEVED THE CLAIMS TO BE MERITLESS. ECI PARTNERS LLP AND MR. CHAPMAN PREVIOUSLY SUCCESSFULLY MOVED TODISMISS THE CLAIMS AND THE COURT, IN AN OPINION AND ORDER DATED SEPTEMBER 30, 2023, DISMISSED MR. VEKARIA'S CLAIMS BUT GAVE HIM LEAVE TO REPLEAD. MR. VEKARIA FILED A SECOND AMENDED COMPLAINT ONOCTOBER 30, 2023. ECI PARTNERS LLP AND MR. CHAPMAN (AND OTHER DEFENDANTS) MOVED TO DISMISS THESECOND AMENDED COMPLAINT ON DECEMBER 15, 2023. MR. VEKARIA FILED HIS OPPOSITION TO THAT MOTION ONJANUARY 31, 2024. DEFENDANTS' REPLY WAS SUBMITTED ON FEBRUARY 23, 2024. ON SEPTEMBER 27, 2024, THECOURT ENTERED AN ORDER AND OPINION DISMISSING ALL CLAIMS AGAINST ECI PARTNERS LLP AND RICHARD CHAPMAN."
1933984,"AMENDED","","Y","","","Affiliates","1691033","","Y","","","N","THE FRENCH PUBLIC PROSECUTOR (PROCUREUR GÉNÉRAL) WHICH HAS REFERRED THE CASE TO THE FIRST PRESIDENT OF THE FRENCH COURT OF AUDIT","Other","PUBLICITY OF THE DECISION","09/04/2020","Y","","Equity - OTC","","FRENCH SPECIALIST ADMINISTRATIVE COURT - THE FRENCH BUDGET AND FINANCE DISCIPLINARY COURT (COUR DE DISCIPLINE BUDGÉTAIRE ET FINANCIÈRE) - FRANCE DECISION N° 248-767","CDC ENTREPRISES","THE CHAIRMAN (PRÉSIDENT) OF CDC ENTREPRISES, THE CHIEF EXECUTIVE OFFICER (DIRECTEUR GÉNÉRAL) OF CDC ENTREPRISES, AND THE CHIEF EXECUTIVE OFFICER (DIRECTEUR GÉNÉRAL) OF CAISSE DES DÉPÔTS ET CONSIGNATIONS (THE HOLDING COMPANY OF CDC ENTREPRISES) HAVE BEEN SUED FOR BREACHES RELATING TO THE CONDITIONS OF IMPLEMENTATION, OPERATION AND SETTLEMENT OF A FREE SHARE ALLOCATION PLAN WITHIN CDC ENTREPRISES, A PUBLIC-HELD COMPANY. IT IS ALLEGED THAT THE AMOUNTS DISTRIBUTED TO THE EMPLOYEES SIGNIFICANTLY EXCEEDED WHAT WAS ENVISAGED AT THE TIME OF THE IMPLEMENTATION OF THE FREE SHARE ALLOCATION PLAN. THE ALLOCATION OF CDC ENTREPRISES' RESULTS WOULD THUS HAVE BEEN MADE SOLELY IN THE INTEREST OF ITS EMPLOYEES, AND TO THE DETRIMENT OF THE PUBLIC SHAREHOLDER, WHO RECEIVED A SMALLER DIVIDEND THAN IT WAS ENTITLED TO. SUCH EXCESSIVE DISTRIBUTIONS WOULD BE CONSIDERED AS A FAILURE TO PRESERVE THE MATERIAL AND PATRIMONIAL INTERESTS OF THE CAISSE DES DÉPÔTS ET CONSIGNATIONS WHICH CONSTITUTES A MANAGEMENT ERROR (FAUTE DE GESTION) UNDER FRENCH LAW. PASCAL LAGARDE WAS CHIEF EXECUTIVE OFFICER OF CDC ENTREPRISES AT THE TIME.","Final","","","","","Dismissed","02/14/2024","Y","","","","","","","","Y","","","IN THE FIRST DECISION N° 248-767 RENDERED BY THE BUDGET AND FINANCE DISCIPLINARY COURT (COUR DE DISCIPLINE BUDGÉTAIRE ET FINANCIÈRE): FINE OF 100,000 EUROS FOR THE CHAIRMAN OF THE BOARD OF DIRECTORS OF CDC ENTREPRISES, FINE OF 70,000 EUROS (IE 83,000 USD) FOR PASCAL LAGARDE IN ITS QUALITY AS CHIEF EXECUTIVE OFFICER OF CDC ENTREPRISES, FINE OF 5,000 EUROS FOR THE CHIEF EXECUTIVE OFFICER (DIRECTEUR GÉNÉRAL) OF CAISSE DES DÉPÔTS ET CONSIGNATIONS (THE HOLDING COMPANY) THE FINE HAS BEEN PAID ON 05/10/2021 BY PASCAL LAGARDE. IN THE APPEAL DECISION RENDERED BY THE CONSEIL D'ETAT ON 21/04/2023, THE CONSEIL D'ETAT OVERTURNED THE DECISION OF THE BUDGET AND FINANCE DISCIPLINARY COURT AND REFERRED BACK THE CASE TO THE COURT OF AUDIT. AS A CONSEQUENCE OF THE APPEAL DECISION RENDERED BY THE CONSEIL D'ETAT, THE FINE OF 70,000 EUROS (IE 83,000 USD) FOR PASCAL LAGARDE WAS OVERTURNED AND REIMBURSED TO HIM. ON 14/02/2024 THE PUBLIC PROSECUTOR DECIDED TO CLOSE THE CASE. CONSEQUANTLY THE DECISION OF APPEAL DATED 21 APRIL 2023 RENDERED BY THE CONSEIL D'ETAT IS NOW DEFINITIVE AND ULTIMATELY RESOLVED IN FAVOR OF PASCAL LAGARDE.","ALTHOUGH IT DID NOT POINT OUT ANY LAW OR REGULATION BREACH, IN ITS DECISION N° 248-767 THE FRENCH BUDGET AND FINANCE DISCIPLINARY COURT HELD THE PERSONS LIABLE, CONSIDERING THAT THE AMOUNTS DISTRIBUTED TO THE SHAREHOLDERS WITH PREFERENTIAL RIGHT HOLDERS WERE ""EXCESSIVE"" AND HAD THUS INFRINGED THE PRINCIPLE OF PRESERVING THE MATERIAL AND PROPRIETARY INTERESTS OF THE FRENCH CAISSE DES DÉPÔTS ET CONSIGNATIONS (A STATE-OWNED ENTITY), AND AS SUCH CONSTITUTED A MANAGEMENT ERROR (""FAUTE DE GESTION"") EVEN THOUGH THE DISTRIBUTION WAS LEGAL. PASCAL LAGARDE IN HIS CAPACITY AS CHIEF EXECUTIVE OFFICER OF CDC ENTREPRISE WAS ONE OF THE MAIN BENEFICIARIES OF THE FREE SHARE ALLOCATION PLAN, WHICH IS LIKELY TO CONSTITUTE AGGRAVATING CIRCUMSTANCES. AS SUCH, HE WAS ORDERED TO PAY A FINE OF 70,000 EUROS.  IN ITS DECISION DATED 04/21/2023 THE CONSEIL D'ETAT OVERTURNED THE DECISON OF THE BUDGET AND FINANCE DISCIPLINARY COURT STATING THAT SUCH DECISION WAS BASED ON A MISINTERPRETATION (""ERREUR DE DROIT"") OF THE RULES GOVERNING THE PRESERVATION OF THE MATERIAL AND PROPRIETARY INTERESTS OF THE FRENCH CAISSE DES DÉPÔTS ET CONSIGNATIONS. CONSEQUANTLY, THE FINE OF 70,000 EUROS (IE 83,000 USD) FOR PASCAL LAGARDE WAS OVERTURNED AND WAS REIMBURSED TO HIM."
1934742,"INITIAL","","","","Y","Firm and Affiliates","1699286","","","","","N","DIONISIO TRIGO GONZÁLEZ AND ANA RITA SUAREZ SEÍN","","UNSPECIFIED DAMAGES TO BE DETERMINED AT TRIAL","09/12/2016","Y","","Mutual Fund(s)","","COURT OF FIRST INSTANCE OF THE COMMONWEALTH OF PUERTO RICO, SUPERIOR COURT OF SAN JUAN. CAPTIONED DIONISIO TRIGO GONZÁLEZ ET AL. V. BANCO SANTANDER, S.A. ET AL., CIVIL NO. 2016-0857","SANTANDER BANCORP","PLAINTIFFS ALLEGE THE FOLLOWING AGAINST THE APPLICANT, ITS CONTROL AFFILIATE AND OTHER DEFENDANTS: 1. A DERIVATIVE CLAIM FOR AIDING AND ABETTING BREACH OF FIDUCIARY DUTY AGAINST ALL DEFENDANTS. 2.A DERIVATIVE CLAIM FOR UNJUST ENRICHMENT/CONSTRUCTIVE TRUST AGAINST ALL DEFENDANTS. 3.A CLASS ACTION CLAIM FOR BREACH OF CONTRACT AGAINST THE SANTANDER ENTITY DEFENDANTS 4.A CLASS ACTION CLAIM FOR BREACH OF THE COVENANT OF GOOD FAITH AND FAIR DEALING AGAINST THE SANTANDER ENTITY DEFENDANTS. PLAINTIFFS ALLEGE THE FOLLOWING ONLY AGAINST OTHER DEFENDANTS: 1.A DERIVATIVE CLAIM FOR VIOLATION OF FIDUCIARY DUTIES OWED TO THE FUNDS AND THEIR SHAREHOLDERS PURSUANT TO THE GENERAL CORPORATIONS ACT OF THE COMMONWEALTH OF PUERTO RICO AGAINST THE DIRECTOR DEFENDANTS. 2.A DERIVATIVE CLAIM FOR VIOLATION OF DUTIES AS AGENT OF THE FUNDS PURSUANT TO THE CIVIL CODE OF THE COMMONWEALTH OF PUERTO RICO AGAINST SANTANDER ASSET MANAGEMENT.","Pending","","09/26/2016","Y","","","","","","","","","","","","","","","","THIS PURPORTED SHAREHOLDER DERIVATIVE AND CLASS ACTION WAS BROUGHT BY CUSTOMERS OF CERTAIN PUERTO RICO CLOSED-END FUNDS (""CEFS"") IN PUERTO RICO STATE COURT AGAINST BANCO SANTANDER, S.A., SANTANDER BANCORP, BANCO SANTANDER PUERTO RICO, SANTANDER SECURITIES LLC, SANTANDER ASSET MANAGEMENT LLC, AND SEVERAL DIRECTORS AND SENIOR MANAGEMENT OF THOSE ENTITIES IN SEPTEMBER 2016. BROUGHT ON BEHALF OF THE FUNDS AND OF PUERTO RICO BASED INVESTORS, THE COMPLAINT ALLEGES THAT THE ENTITIES AND INDIVIDUALS CREATED, CONTROLLED, MANAGED, AND ADVISED CERTAIN CEFS TO THE DETRIMENT OF THE FUNDS AND THEIR SHAREHOLDERS FROM MARCH 1, 2012 THROUGH THE PRESENT. A NOTICE OF REMOVAL TO FEDERAL COURT HAS BEEN FILED."
1942149,"AMENDED","","","","Y","Affiliates","1695555","","","","","N","DIGITAL VENTURES TECHNOLOGY PARTNERS","Money Damages (Private/Civil Complaint)","","08/14/2023","Y","","No Product","","SUPERIOR COURT OF SAN FRANCISCO COUNTY IN CALIFORNIA","DIGITAL VENTURES TECHNOLOGY PARTNERS LTD.","ON AUGUST 14, 2023, DIGITAL VENTURES TECHNOLOGY PARTNERS LTD. (""DVTP"") FILED SUIT AGAINST JOHN QUINN IN THE SUPERIOR COURT OF SAN FRANCISCO COUNTY IN CALIFORNIA (THE ""LAWSUIT""). SEE DIGITAL VENTURES TECHNOLOGY PARTNERS LTD. V. JOHN QUINN ET AL., CASE NO. CGC-23-608355 (SUPERIOR COURT, SAN FRANCISCO COUNTY, CAL.).  JOHN QUINN IS A MEMBER AND CO-MANAGER OF DECENTRAL PARK ADVISORS LLC AND DECENTRAL PARK GENERAL PARTNERS LLC, WHICH ARE RESPECTIVELY THE MANAGER AND GENERAL PARTNER OF DECENTRAL PARK CAPITAL LP, DECENTRAL PARK CAPITAL II LP, DECENTRAL PARK INVESTMENTS LLC AND DPI8 HOLDINGS LP.  DVTP'S SUIT IS BASED ON AN AWARD SHARING AGREEMENT AND ESCROW AGREEMENT (THE ""AGREEMENTS"") BETWEEN DVTP AND MR. QUINN RELATING TO CERTAIN CLAIMS THAT MR. QUINN HAD AGAINST HIS PRIOR EMPLOYER, AND SOME OF ITS EXECUTIVES AND BOARD MEMBERS.  DVTP CONTENDS THAT MR. QUINN BREACHED THE AGREEMENTS, AN ALLEGED DUTY OF GOOD FAITH AND FAIR DEALING, AND CERTAIN ALLEGED FIDUCIARY DUTIES BY FAILING TO PROVIDE DVTP WITH A COPY OF A CONFIDENTIAL SETTLEMENT AGREEMENT THAT RESOLVED MR. QUINN'S CLAIMS, AND FAILING TO MAKE CERTAIN PAYMENTS ALLEGEDLY DUE TO DVTP UNDER THE AGREEMENTS.  MR. QUINN DENIES THE ALLEGATIONS ASSERTED BY DVTP IN THE LAWSUIT AND INTENDS TO VIGOROUSLY DEFEND AGAINST THE CLAIMS ASSERTED THEREIN.","Pending","","08/14/2023","Y","","","","","","","","","","","","","","","","ON AUGUST 14, 2023, DIGITAL VENTURES TECHNOLOGY PARTNERS LTD. (""DVTP"") FILED SUIT AGAINST JOHN QUINN IN THE SUPERIOR COURT OF SAN FRANCISCO COUNTY IN CALIFORNIA (THE ""LAWSUIT""). SEE DIGITAL VENTURES TECHNOLOGY PARTNERS LTD. V. JOHN QUINN ET AL., CASE NO. CGC-23-608355 (SUPERIOR COURT, SAN FRANCISCO COUNTY, CAL.).  JOHN QUINN IS A MEMBER AND CO-MANAGER OF DECENTRAL PARK ADVISORS LLC AND DECENTRAL PARK GENERAL PARTNERS LLC, WHICH ARE RESPECTIVELY THE MANAGER AND GENERAL PARTNER OF DECENTRAL PARK CAPITAL LP, DECENTRAL PARK CAPITAL II LP, DECENTRAL PARK INVESTMENTS LLC AND DPI8 HOLDINGS LP.  DVTP'S SUIT IS BASED ON AN AWARD SHARING AGREEMENT AND ESCROW AGREEMENT (THE ""AGREEMENTS"") BETWEEN DVTP AND MR. QUINN RELATING TO CERTAIN CLAIMS THAT MR. QUINN HAD AGAINST HIS PRIOR EMPLOYER, AND SOME OF ITS EXECUTIVES AND BOARD MEMBERS.  DVTP CONTENDS THAT MR. QUINN BREACHED THE AGREEMENTS, AN ALLEGED DUTY OF GOOD FAITH AND FAIR DEALING, AND CERTAIN ALLEGED FIDUCIARY DUTIES BY FAILING TO PROVIDE DVTP WITH A COPY OF A CONFIDENTIAL SETTLEMENT AGREEMENT THAT RESOLVED MR. QUINN'S CLAIMS, AND FAILING TO MAKE CERTAIN PAYMENTS ALLEGEDLY DUE TO DVTP UNDER THE AGREEMENTS.  MR. QUINN DENIES THE ALLEGATIONS ASSERTED BY DVTP IN THE LAWSUIT AND INTENDS TO VIGOROUSLY DEFEND AGAINST THE CLAIMS ASSERTED THEREIN."
1949134,"AMENDED","Y","Y","Y","","Affiliates","1699000","","","","","N","SEC - UNITED STATES SECURITIES AND EXCHANGE COMMISSION","Cease and Desist","CIVIL AND ADMINISTRATIVE PENALTIES/FINES; DISGORGEMENT; INJUNCTION","06/14/2005","Y","","Equity - OTC","","FEDERAL COURT; US DISTRICT COURT; EASTERN DISTRICT OF NEW YORK DOCKET # CV 05-2848","TRACK DATA CORP,  TRACK DATA SECURITIES CORP.","THE SEC'S COMPLAINT ALLEGES INSIDER TRADING BY HERTZ DURING THE PERIOD JULY THROUGH NOVEMBER 2003, VIOLATION OF SECTION 179(A) OF THE SECURITIES ACT OF 1934 AND SECTION 10(B) OF THE SECURITIES EXCHANGE ACT OF 1934 AND RULE 10B-5 THEREUNDER","Final","","","","","Judgment Rendered","03/16/2007","Y","","Y","136657.33","","","","Y","Y","","INJUNCTION","BAR FROM BEING AN OFFICER OR DIRECTOR OF A PUBLIC COMPANY FOR 2 YEARS - 03/16/2007 THROUGH 03/16/2009; ENJOINED AGAINST ANY FUTURE VIOLATIONS OF SECTION 17 OF THE SECURITIES ACT - PERMANENT. FINE AND DISGORGEMENT OF $136,657.33 - MR. HERTZ'S RECOLLECTION IS THAT THE SANCTION WAS PAID WITHIN THE REQUIRED 10 DAYS FROM FINAL JUDGEMENT, IN MARCH 2007.","BAR FROM BEING AN OFFICER OR DIRECTOR OF A PUBLIC COMPANY FOR 2 YEARS - 03/16/2007 THROUGH 03/16/2009; ENJOINED AGAINST ANY FUTURE VIOLATIONS OF SECTION 17 OF THE SECURITIES ACT - PERMANENT. FINE AND DISGORGEMENT OF $136,657.33 - MR. HERTZ'S RECOLLECTION IS THAT THE SANCTION WAS PAID WITHIN THE REQUIRED 10 DAYS FROM FINAL JUDGEMENT, IN MARCH 2007."
