"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1980482,"QUICKBOOKS","2700 COAST AVE","","MOUNTAIN VIEW","CA","United States","94043","N","8771930814","","Other","FINANCIALS RECORDS, ETC."
1980482,"MICROSOFT OFFICE 365","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","4258828080","","Other","CLIENT FILES, EMAILS"
1980451,"SNOWFLAKE","450 CONCAR DRIVE","","SAN MATEO","CA","United States","94402","N","(844) 766-9355","","A third-party unaffiliated record keeper","BUSINESS DATA STORAGE PROVIDER."
1980451,"AMAZON WEB SERVICES","410 TERRY AVENUE","","NORTH SEATTLE","WA","United States","98109","N","833-662-9873","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT RECORDS."
1980451,"DIGITALBRIDGE GROUP INC.","590 MADISON AVENUE","34TH FLOOR","NEW YORK","NY","United States","10022","N","212-547-2600","212-547-2702","One of your branch offices or affiliates","COPIES OF WRITTEN COMMUNICATIONS AND OTHER CLIENT RELATIONSHIP RECORDS; COPIES OF MARKETING MATERIALS, PERFORMANCE RECORDS AND SUPPORTING DOCUMENTS"
1980451,"PAGEFREEZER","311 WATER STREET","SUITE 400","VANCOUVER, BC","","Canada","V6B 1B8","N","888-916-3999","","A third-party unaffiliated record keeper","WEBSITE AND SOCIAL MEDIA ARCHIVES."
1980451,"MIMECAST","191 SPRING STREET","","LEXINGTON","MA","United States","02421","N","617-393-7000","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT RECORDS"
1980451,"STREFF","9, RUE DE PIERRE FLAMMANG","","WINDHOF","","Luxembourg","L-8399","N","+35226305929","+35226305919","A third-party unaffiliated record keeper","FILES FROM OUR LUXEMBOURG OFFICE."
1980451,"MICROSOFT CORPORATION (O365)","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","800-642-7676","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT RECORDS."
1980451,"DIGITALBRIDGE GROUP, INC.","2000 S. COLORADO BLVD","TOWER 2 SUITE 1280","DENVER","CO","United States","80222","N","877-940-8777","","One of your branch offices or affiliates","COPIES OF COMMUNICATIONS AND OTHER CLIENT RELATIONSHIP RECORDS; COPIES OF MARKETING MATERIALS AND SUPPORTING DOCUMENTS RELATING TO CLIENTS."
1980451,"DIGITALBRIDGE GROUP INC.","6B RUE DU FORT NIEDERGRÜNEWALD","LUXEMBOURG CITY","NIEDERGRUNEWALD","","Luxembourg","L-2226","N","352 26 94 66","","One of your branch offices or affiliates","BUSINESS RECORDS"
1980451,"GLOBE STORAGE AND MOVING","665 BROADWAY","SUITE 301","NEW YORK","NY","United States","10012","N","212-925-3555","212-925-3555","A third-party unaffiliated record keeper","ARCHIVED COPIES OF WRITTEN COMMUNICATIONS AND OTHER CLIENT RELATIONSHIP RECORDS; COPIES OF MARKETING MATERIALS, PERFORMANCE RECORDS AND SUPPORTING DOCUMENTS"
1980451,"YARDI SYSTEMS","430 S. FAIRVIEW AVENUE","","SANTA BARBARA","CA","United States","93117","N","(805) 699-2040","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT RECORDS."
1980451,"FILEKEEPERS","6277 E. SLAUSON AVENUE","","LOS ANGELES","CA","United States","90040","N","323-728-3133","323-728-0867","A third-party unaffiliated record keeper","CERTAIN HISTORICAL BUSINESS AND CLIENT PHYSICAL DOCUMENT ARCHIVAL."
1980451,"ILEVEL (S&P GLOBAL)","55 WATER STREET","","NEW YORK","NY","United States","10041","N","2124382000","","A third-party unaffiliated record keeper","BUSINESS RECORDS, FINANCIAL STATEMENTS"
1980451,"DRUVA","2051 MISSION COLLEGE BLVD","","SANTA CLARA","CA","United States","95054","N","1-800-375-0160","","A third-party unaffiliated record keeper","VENDOR FOR MICROSOFT 365 DATA BACK UP"
1980451,"DIGITALBRIDGE GROUP, INC.","555 S FLOWER STREET","SUITE 4600","LOS ANGELES","CA","United States","90071","N","310-282-8820","","One of your branch offices or affiliates","COPIES OF COMMUNICATIONS AND OTHER CLIENT RELATIONSHIP RECORDS; COPIES OF MARKETING MATERIALS AND SUPPORTING DOCUMENTS RELATING TO CLIENTS."
1980451,"DIGITALBRIDGE GROUP, INC.","750 PARK OF COMMERCE DRIVE","SUITE 210","BOCA RATON","FL","United States","33487","N","561-948-6367","","One of your branch offices or affiliates","BUSINESS AND CLIENT RECORDS."
1980451,"INTRALINKS","685 3RD AVENUE","9TH FLOOR","NEW YORK","NY","United States","10017","N","212-543-7800","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT RECORDS."
1980451,"IRON MOUNTAIN INCORPORATED","745 ATLANTIC AVE","","BOSTON","MA","United States","02111","N","800-899-4766","","A third-party unaffiliated record keeper","BUSINESS AND CLIENT NETWORK FILE BACKUP STORE AND PHYSICAL DOCUMENT STORAGE."
1980570,"1832 ASSET MANAGEMENT L.P.","350 ALBERT STREET","SUITE 2100","OTTAWA, ONTARIO","","Canada","K1R 1A4","N","613-563-0991","613-564-6640","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","255 QUEENS AVENUE, SUITE 2370","","LONDON, ONTARIO","","Canada","N6A 5R8","N","519-679-9490","519-438-9321","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","1235 NORTH SERVICE RD W","","OAKVILLE, ONTARIO","","Canada","L6M 2W2","N","905-842-9000","905-842-9001","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","8 PROLOGIS BLVD","GROUND FLOOR, SUITE 104","MISSISSAUGA, ONTARIO","","Canada","L5W 0G9","N","905-796-2424","905-450-6343","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","10060 JASPER AVENUE","SUITE 202","EDMONTON, ALBERTA","","Canada","T5J 0K4","N","780-413-4399","780-497-3228","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","1002 SHERBROOKE STREET W","SUITE 600","MONTREAL, QUEBEC","","Canada","H3A 3L6","N","514-499-5607","514-499-4830","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"","","","","","","","Y","4162305019","","Other","PRIVATE RESIDENCE OF PORTFOLIO MANAGER.  PORTFOLIO MANAGER DOES NOT MEET OR SPEAK WITH US PERSONS AND SOLELY ADVISES 1832 ASSET MANAGEMENT L.P. POOLED FUNDS PURSUANT TO A SUBADVISORY AGREEMENT BETWEEN 1832 US AND 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","650 WEST GEORGIA STREET, SUITE 510","","VANCOUVER, BRITISH COLUMBIA","","Canada","V6B 4N7","N","604-718-7100","604-718-7161","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","225 6TH AVENUE SW","SUITE 1700","CALGARY, ALBERTA","","Canada","T2P 1N2","N","403-298-4000","403-299-6045","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","40 TEMPERANCE STREET","","TORONTO, ONTARIO","","Canada","M5H 0B4","N","416-840-7986","416-933-7481","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","200 APPLE MILL ROAD","8TH FLOOR","VAUGHAN, ON","","Canada","L4K 0J8","N","905-695-1540","905-695-1545","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","40 KING STREET WEST, 38TH FLOOR","","TORONTO, ONTARIO","","Canada","M5W 2X6","N","416-862-3110","416-863-7663","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","242 HARGRAVE STREET","SUITE 1400","WINNIPEG, MB","","Canada","R3C 0T8","N","800-324-0266","204-946-9236","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980570,"1832 ASSET MANAGEMENT L.P.","1709 HOLLIS STREET","5TH FLOOR","HALIFAX, NS","","Canada","B3J 2P8","N","902-420-2299","902-422-6002","One of your branch offices or affiliates","CLIENT FILES FOR THE CLIENT ACCOUNTS MANAGED OUT OF THIS BRANCH OFFICE OF 1832 ASSET MANAGEMENT L.P."
1980581,"WASABI TECHNOLOGIES","75 ARLINGTON STREET","SUITE 810","BOSTON","MA","United States","02116","N","(844) 927-2241","","A third-party unaffiliated record keeper","BACKUP BOOKS AND RECORDS"
1980581,"GLOBAL RELAY COMMUNICATIONS INC.","220 CAMBIE STREET, 2ND FLOOR","","VANCOUVER","","Canada","V6B 2M9","N","866-484-6630","604-608-2941","A third-party unaffiliated record keeper","EMAIL, INTERNAL MESSAGING (MICROSOFT TEAMS), WEB AND SOCIAL MEDIA ARCHIVING"
1980581,"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","500 108TH AVE. NE","SUITE 950","BELLEVUE","WA","United States","98004","N","425-658-0731","","One of your branch offices or affiliates","LOCAL HARD DRIVE, PRINTED COMMUNICATIONS."
1980581,"AMAZON WEB SERVICES","1200 12TH AVENUE SOUTH","SUITE 1200","SEATTLE","WA","United States","98144","N","206-266-4064","","A third-party unaffiliated record keeper","NETWORK BACKUP, ACCOUNTING BOOKS AND RECORDS, COMMUNICATIONS, CONTRACTS"
1976190,"AMAZON WEB SERVICES","45900 PATHFINDER PLAZA","","STERLING","VA","United States","20166","N","206-266-1000","","Other","ELECTRONIC COPIES/BACKUPS OF ALL DATA ON SERVER."
1976190,"AMAZON WEB SERVICES","11150 THOMASSON BARN ROAD","","MANASSAS","VA","United States","20109","N","206-266-1000","","Other","ELECTRONIC COPIES/BACKUPS OF ALL DATA ON SERVER."
1976190,"CYRUSONE","155 MYERS CORNERS ROAD","","WAPPINGERS FALLS","NY","United States","12590","N","855-564-3198","","Other","CLIENT STATEMENTS AND PERFORMANCE INFORMATION."
1976190,"FLEXENTIAL","3330 E LONE MOUNTAIN RD.","","NORTH LAS VEGAS","NV","United States","89081","N","877-448-9378","","Other","CLIENT RECOMMENDATIONS"
1976190,"IRON MOUNTAIN RECORDS MANAGEMENT","17 HYDRO PLANT ROAD","","MILTON","NH","United States","03851","N","603-652-4572","603-652-9235","Other","RECORDS PRIOR TO 2014."
1976190,"AMAZON WEB SERVICES","15455 JOHN MARSHALL HWY.","","HAYMARKET","VA","United States","20169","N","206-266-1000","","Other","ELECTRONIC COPIES/BACKUPS OF ALL DATA ON SERVER."
1976190,"FLEXENTIAL","8636 S. PEORIA STREET","","ENGLEWOOD","CO","United States","80112","N","888-552-3539","","Other","CLIENT RECOMMENDATIONS"
1976190,"AMAZON WEB SERVICES","13600 EDS DRIVE","","HERNDON","VA","United States","20171","N","206-266-1000","","Other","ELECTRONIC COPIES/BACKUPS OF ALL DATA ON SERVER."
