"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1935875,"","B","DAVIS, MICHAEL, LAWRENCE","I","THESEUS (GUERNSEY) LIMITED","BENEFICIAL OWNER",01/2021,"E","Y","N",6340659
1935875,"Y","A","DAVIS, MICHAEL, LAWRENCE","I","","DIRECTOR",01/2021,"NA","Y","N",6340659
1935875,"Y","A","Emerson, Wade","I","","DIRECTOR",02/2021,"NA","Y","N",7716321
1935875,"Y","A","Rouillard, Harry","I","","DIRECTOR",11/2022,"NA","Y","N",7716324
1935875,"Y","A","THESEUS (GUERNSEY) LIMITED","FE","","SHAREHOLDER",01/2021,"E","Y","N",
1935875,"Y","A","Le Sauvage, Tracy","I","","DIRECTOR",12/2023,"NA","Y","N",7882328
1934394,"N","A","Pascucci, Victor","I","","CHIEF EXECUTIVE OFFICER; PRESIDENT",05/2021,"B","Y","N",7847167
1934394,"N","A","Yingling, Jeffrey, William","I","","SECRETARY; TREASURER",05/2021,"C","Y","N",1309758
1934394,"N","A","VITON, RICHARD, LOUIS","I","","STOCKHOLDER",05/2021,"C","Y","N",2091013
1934394,"N","A","OCONNOR, RAYMOND, SULLIVAN","I","","STOCKHOLDER",05/2021,"C","Y","N",1160947
1938482,"N","A","JONGHYUK, JUNG","I","","CHIEF FINANCIAL OFFICER",05/2018,"NA","Y","N",7918983
1938482,"N","A","HWANG, HOSUNG","I","","CHIEF EXECUTIVE OFFICER",02/2014,"B","Y","N",6485882
1938482,"N","A","HAN, SANGKYOON","I","","CHIEF INVESTMENT OFFICER",01/2015,"A","Y","N",6610508
1938482,"N","A","BYUN, HEEKU","I","","CHIEF COMPLIANCE OFFICER",01/2018,"NA","Y","N",6355764
1938482,"N","A","KIM, JUNGWOO","I","","SHAREHOLDER",08/2010,"B","Y","N",6485880
1938323,"N","A","NORTON, DEREK, LEE","I","","MANAGING GENERAL PARTNER",07/2020,"D","Y","N",6234933
1939865,"Y","A","3I PLC","FE","","SHAREHOLDER",04/2000,"E","Y","N",
1939865,"Y","A","DUNN, KEVIN, JOHN","I","","DIRECTOR",11/2007,"NA","Y","N",6017116
1939865,"Y","A","BORROWS, SIMON, ALEXANDER","I","","DIRECTOR",11/2011,"NA","Y","N",2652722
1939865,"Y","A","DECESARE, JOHN, PAUL","I","","CHIEF COMPLIANCE OFFICER",05/2010,"NA","Y","N",6017125
1939865,"","B","3I GROUP PLC","FE","3I HOLDINGS PLC","SHAREHOLDER",03/1991,"E","Y","N",
1939865,"","B","3I HOLDINGS PLC","FE","3I PLC","SHAREHOLDER",08/1993,"E","Y","N",
1939865,"Y","A","WIRTZ, PETER, KONRAD","I","","DIRECTOR",09/2019,"NA","Y","N",7266088
1939865,"Y","A","HATCHLEY, JAMES, GRAHAM","I","","DIRECTOR",05/2022,"NA","Y","N",7577654
1939865,"Y","A","HALAI, JASI, HARI","I","","DIRECTOR",05/2022,"NA","Y","N",7142245
1939865,"Y","A","SOTTOMAYOR, BERNARDO DE SA, BRAAMCAMP SOBRAL","I","","DIRECTOR",07/2022,"NA","Y","N",7760307
1939865,"Y","A","Lissaman, Anthony","I","","DIRECTOR",07/2024,"NA","Y","N",8044456
1936518,"Y","A","ZEALOUS, INC.","DE","","STOCKHOLDER",05/1997,"E","Y","N",
1936518,"","B","VANGUARD GROUP INC","DE","ZEALOUS, INC.","STOCKHOLDER",12/1993,"E","Y","N",105958
1936518,"Y","A","DOYLE, TARA","I","","NON-EXECUTIVE INDEPENDENT DIRECTOR",10/2017,"NA","Y","N",6880438
1936518,"Y","A","SLATTERY, WILLIAM","I","","NON-EXECUTIVE INDEPENDENT DIRECTOR",10/2016,"NA","Y","N",6880447
1936518,"","B","VANGUARD INDEX FUNDS","DE","VANGUARD GROUP INC","STOCKHOLDER",08/1976,"C","Y","N",
1936518,"Y","A","LAIDLAW, ROBYN","I","","NON-EXECUTIVE DIRECTOR",12/2020,"NA","Y","N",7339686
1936518,"Y","A","CHALLENOR, THOMAS, WILLIAM","I","","NON-EXECUTIVE INDEPENDENT DIRECTOR",10/2022,"NA","Y","N",4341400
1936518,"Y","A","Singh, Ranjit","I","","NON-EXECUTIVE INDEPENDENT DIRECTOR",11/2022,"NA","Y","N",7685907
1936518,"Y","A","HARLOW, LISA, ANNETTE","I","","CEO AND EXECUTIVE DIRECTOR",01/2023,"NA","Y","N",7684576
1936518,"Y","A","CLEBORNE, JONATHAN, GUY","I","","NON-EXECUTIVE DIRECTOR AND CHAIRMAN",01/2025,"NA","Y","N",4694028
1930166,"N","A","CHENG, PENG","I","","PRESIDENT",04/2015,"C","Y","N",5039838
1933701,"Y","A","MCDONALD, BEN, TURNER","I","","MANAGING MEMBER / CHIEF COMPLIANCE OFFICER",07/2020,"NA","Y","N",6379527
1933701,"Y","A","NOVAK, JEREMY, EDWARD","I","","MANAGING MEMBER",07/2020,"NA","Y","N",4168793
1933701,"Y","A","AEGIS GROUP PARTNERS HOLDCO LLC","DE","","MANAGING MEMBER",07/2020,"E","Y","N",
1933701,"","B","4JS CAPITAL, LLC","DE","AEGIS GROUP PARTNERS HOLDCO LLC","MANAGING MEMBER",07/2020,"D","Y","N",
1933701,"","B","AEGIS GROUP PARTNERS","DE","AEGIS GROUP PARTNERS HOLDCO LLC","MANAGING MEMBER",07/2020,"D","Y","N",
