"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
2004886,"","EMIGRANT PARTNERS, LLC",,05/26/2020,,"12 HAVEMEYER PLACE","","GREENWICH","CT","United States","06830","N","PURE HAS ISSUED A CONVERTIBLE NOTE AND AS PART OF THE GOVERNANCE OF THE NOTE; THEY HAVE CERTAIN VETO RIGHTS SUCH AS BUDGETS, MERGERS, ACQUISITIONS, AND HIRING OF EXECUTIVES."
2001313,"Fernandez, Brian, Joseph","",4767507,03/01/2025,,"275 N. LINDBERGH","","ST. LOUIS","MO","United States","63141","N","EXECUTIVE OFFICER"
2001313,"LEWIS, MARK, BRINLEY","",4561231,09/01/2023,,"275 N. LINDBERGH","","ST. LOUIS","MO","United States","63141","N","EXECUTIVE OFFICER"
2001313,"MCARTHUR, JOHN, MICHAEL","",4389397,03/15/2012,,"275 N. LINDBERGH","","ST. LOUIS","MO","United States","63141","N","EXECUTIVE OFFICER"
2001221,"TIPPER, RUSSELL, WINSTON","",2914437,11/01/2023,,"12555 MANCHESTER ROAD","","ST LOUIS","MO","United States","63131","N","PRINCIPAL OF INVESTMENT ADVISORY DEPARTMENT WHO HAS OVERALL RESPONSIBILITY FOR EDWARD JONES INVESTMENT ADVISORY SERVICES."
2003372,"Giancarlo, James, Christopher","",7414068,06/24/2021,,"309 WEST 49TH STREET","309","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS NSI"
2003506,"Cruz, Herman, E","",8130583,04/01/2025,,"701 BRICKNELL AVE","","MIAMI","FL","United States","33131","N","HERMAN CRUZ IS CEO & 100% OWNER OF PILOTAI REGISTERED INVESTMENT ADVISORS LLC"
2006557,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON  AVE","3RD FL","ST. LOUIS","IL","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
2006557,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
2006557,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
2002838,"Sikes, Stephen, William","",6912545,01/20/2022,01/20/2022,"6 HARRISON ST.","5TH FLOOR","NY","NY","United States","10013","N","CEO AND MANAGER OF PUBLIC ADVISORS LLC"
2002838,"Yerramalli, Prashant","",8001754,12/01/2024,12/01/2024,"6 HARRISON ST.","5TH FLOOR","NY","NY","United States","10013","N","CONTROLS THE POLICIES OF THE PUBLIC ADVISORS LLC"
2003372,"UNGER, LAURA, SIMONE","",6452517,01/01/2015,,"309 WEST 49TH STREET","","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS"
2003561,"UNGER, LAURA, SIMONE","",6452517,01/01/2015,,"309 WEST 49TH STREET","","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS"
2003561,"Giancarlo, James, Christopher","",7414068,06/24/2021,,"309 WEST 49TH STREET","309","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS NSI"
2005173,"MARTIN, MICHAEL, LARRY","",4056001,07/19/2022,,"201 MAIN STREET SUITE 201","","RAPID CITY","SD","United States","57701","N","DIRECTOR"
2005173,"STEIN, PAUL, CLINTON","",2078297,09/20/2023,,"1300 GODWARD STREET NE","SUITE 4100","MINNEAPOLIS","MN","United States","55413","N","DIRECTOR"
2005173,"Joyner, Mark, Edward","",2791814,01/01/2025,,"2400 MCCRACKEN BLVD","","PADUCAH","KY","United States","42001","N","DIRECTOR"
2005173,"PRICE, JARED, SCOTT","",6348005,01/01/2025,,"225 UNION BLVD, SUITE 150","","LAKEWOOD","CO","United States","80228","N","DIRECTOR"
