"FilingID","Country/Authority"
1988204,"India - Securities and Exchange Board of India"
2003821,"Ireland -  Central Bank of Ireland"
2004906,"Other: BOURSE DE MONTREAL"
2001122,"Bahamas - Securities Commission of the Bahamas"
2001122,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2001122,"Australia - Australian Securities and Investments Commission"
2003491,"Japan - Financial Services Agency"
2004039,"Switzerland - Swiss Financial Market Supervisory Authority"
2004073,"Switzerland - Swiss Financial Market Supervisory Authority"
2002891,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2002891,"China, People's Republic of - China Securities Regulatory Commission "
2002891,"Japan - Financial Services Agency"
2002891,"Ireland -  Central Bank of Ireland"
2003464,"India - Securities and Exchange Board of India"
2004819,"United Kingdom - Financial Conduct Authority"
2004411,"India - Securities and Exchange Board of India"
2003491,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2003491,"Brazil - Securities and Exchange Commission"
1996540,"United Kingdom - Financial Conduct Authority"
1997923,"Canada - British Columbia Securities Commission"
1997923,"Canada - Ontario Securities Commission"
1997923,"Canada - Quebec, Financial Markets Authority"
1997923,"China, People's Republic of - China Securities Regulatory Commission "
1997923,"Sweden - Swedish Financial Supervisory Authority"
1997923,"Norway - The Banking, Insurance and Securities Commission"
1997923,"Australia - Australian Securities and Investments Commission"
1997923,"Denmark - Danish Financial Supervisory Authority"
1997923,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1996559,"United Kingdom - Financial Conduct Authority"
2006273,"Canada - British Columbia Securities Commission"
2006273,"Canada - Ontario Securities Commission"
2003422,"Other: INTERNATIONAL ADVISER EXEMPTION WITH CANADA - BRITISH COLUMBIA SECURITIES COMMISSION"
2003422,"Switzerland - Swiss Financial Market Supervisory Authority"
2003422,"Other: INTERNATIONAL ADVISER EXEMPTION WITH CANADA - NOVA SCOTIA SECURITIES COMMISSION"
2003422,"Other: INTERNATIONAL ADVISER EXEMPTION WITH CANADA - ALBERTA SECURITIES COMMISSION"
2003422,"Other: INTERNATIONAL ADVISER EXEMPTION WITH CANADA - QUEBEC FINANCIAL MARKETS AUTHORITY"
2003422,"Other: INTERNATIONAL ADVISER EXEMPTION WITH CANADA - ONTARIO SECURITIES COMMISSION"
2002218,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2005222,"Canada - Ontario Securities Commission"
2005161,"United Kingdom - Financial Conduct Authority"
2006354,"United Kingdom - Financial Conduct Authority"
2006354,"Australia - Australian Securities and Investments Commission"
2002987,"United Kingdom - Financial Conduct Authority"
2001537,"Canada - Ontario Securities Commission"
2001957,"Singapore - Monetary Authority of Singapore"
1998625,"United Kingdom - Financial Conduct Authority"
2001537,"United Kingdom - Financial Conduct Authority"
2001537,"Canada - Alberta Securities Commission"
2001537,"South Africa - Financial Services Board"
2001537,"Canada - British Columbia Securities Commission"
2001537,"Canada - Manitoba Securities Commission"
2001537,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2001537,"Canada - Nova Scotia Securities Commission"
2001537,"Canada - Prince Edward Island, Securities Office"
2001537,"Canada - Quebec, Financial Markets Authority"
2001537,"Canada - Saskatchewan Financial Services Commission"
2001537,"Canada - New Brunswick Securities Commission"
2004184,"Switzerland - Swiss Financial Market Supervisory Authority"
2004184,"Israel - Israel Securities Authority"
2004136,"Canada - Ontario Securities Commission"
2006078,"United Kingdom - Financial Conduct Authority"
2006078,"Singapore - Monetary Authority of Singapore"
2005171,"United Kingdom - Financial Conduct Authority"
