"FilingID","Initial/Amended","11.C(1)","11.C(2)","11.C(3)","11.C(4)","11.C(5)","11.D(1)","11.D(2)","11.D(3)","11.D(4)","11.D(5)","11.E(1)","11.E(2)","11.E(3)","11.E(4)","11.F.","11.G.","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiator Type","Initiated By","Principal Sanction","Other Sanctions","Date Initiated","Date Initiated Exact","Date Initiated Explanation","Case Number","Employing Firm","Principal Product","Other Product","Allegations","Status","Appeal Details","Resolution","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions Ordered","Sanction Detail","Summary"
1905173,"INITIAL","","","","","","","","","","","","","","","","Y","Affiliates","1672313","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1905173,"INITIAL","","","","","","","","","","","","","","","","Y","Affiliates","1685425","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1905173,"INITIAL","","","","","","","Y","","","","","","","","","","Affiliates","1672316","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1905173,"INITIAL","","","","","","","Y","","Y","","","","","","","","Affiliates","1672314","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1912927,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates","1678159","","","","","N","Foreign","ONTARIO SECURITIES COMMISSION","Civil and Administrative Penalt(ies) /Fine(s)","","08/23/2019","Y","","","","Other","FOREIGN EXCHANGE","FAILURE TO HAVE SUFFICIENT SUPERVISION AND CONTROLS IN ITS FX TRADING BUSINESS.","Final","","Decision & Order of Offer of Settlement","08/30/2019","Y","","Y","10338117","N","N","N","N","N","N","INTERNAL AUDIT OF RBC'S COMPLIANCE WITH THE FX GLOBAL CODE AND PAYMENT OF $608,263 IN COSTS TO COVER THE INVESTIGATION.","WITHOUT ADMITTING OR DENYING THE FINDINGS, THE FIRM CONSENTED TO THE SANCTIONS AND TO THE ENTRY OF FINDINGS.","WITHOUT ADMITTING OR DENYING THE FINDINGS, THE FIRM CONSENTED TO THE SANCTIONS AND TO THE ENTRY OF FINDINGS."
1912927,"AMENDED","","","","","","Y","Y","","","","","","","","","","Advisory Firm","1678158","","","","","","Foreign","BRITISH COLUMBIA SECURITIES COMMISSION (BCSC), CANADA","Undertaking","","11/01/2018","Y","","N/A","","Mutual Fund(s)","","CONSIDERING THE IMPLEMENTATION OF GLOBAL STANDARDS, IN 2014, HSBC GLOBAL ASSET MANAGEMENT (CANADA) LIMITED (AMCA) DETERMINED THAT CERTAIN THIRD PARTY DEALERS (IDENTIFIED DEALERS) NO LONGER ALIGNED WITH ITS OVERALL STRATEGIC FOCUS. IT THEREFORE DECIDED TO TERMINATE THE DEALER AGREEMENT IT HAD WITH THE IDENTIFIED DEALERS, IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF THOSE AGREEMENTS. CONCURRENT WITH THOSE TERMINATIONS, AMCA REQUIRED THE CLIENTS OF THE IDENTIFIED DEALERS TO REDEEM THEIR FUND UNITS (THE REQUIRED REDEMPTIONS). THE BCSC AND AMCA SETTLED ON THE BASIS THAT THE REQUIRED REDEMPTIONS DEPRIVED THE IMPACTED UNITHOLDERS OF THE OPTION TO CONTINUE TO HOLD THE SECURITY THAT THEY PURCHASED. THIS WAS UNFAIR TO THOSE WHO PURCHASED THE FUNDS RELYING ON DISCLOSURE THAT THEY WERE SUITABLE FOR INVESTORS WITH LONG TERM TIME HORIZON. THE REQUIRED REDEMPTIONS MAY HAVE CAUSED FINANCIAL HARM TO CERTAIN IMPACTED UNITHOLDERS. AS A RESULT OF THE ACTIVITY, AMCA FAILED TO DEAL FAIRLY WITH THE UNITHOLDERS AND THEREFORE CONTRAVENED SECTION 14 OF THE SECURITIES RULES (BRITISH COLUMBIA). OTHER FACTORS RELEVANT TO THE SETTLEMENT ARE THAT AMCA DID NOT PROFIT OR RECEIVE AN ECONOMIC ADVANTAGE FROM THE REQUIRED REDEMPTIONS. RATHER, ITS ACTIONS WERE INITIATED IN GOOD FAITH WITH A VIEW TO ADVANCING THE GLOBAL STANDARDS WHICH AMCA BELIEVED TO BE IN THE BEST INTERESTS OF THE APPLICABLE HSBC FUNDS.","Final","","Settled","04/21/2021","Y","","Y","841260","N","N","N","N","N","N","","THE SETTLEMENT WITH THE BRITISH COLUMBIA SECURITIES COMMISSION REQUIRED HSBC GLOBAL ASSET MANAGEMENT (CANADA) LIMITED TO PAY A TOTAL OF CAD $1,050,000, COMPRISED OF A SETTLEMENT AMOUNT OF CAD $350,000 AND COMPENSATION OF UP TO CAD $700,000 TO IMPACTED UNITHOLDERS. ANY PORTION OF THE CAD $700,000 NOT PAID TO UNITHOLDERS WILL BE PAID TO THE BRITISH COLUMBIA SECURITIES COMMISSION. NO PORTION OF THIS AMOUNT WAS WAIVED.","HSBC GLOBAL ASSET MANAGEMENT (CANADA) LIMITED HAS COMPLETED THE PROCESS OF SENDING PAYMENTS TO ALL IMPACTED INVESTORS AND ALSO REMITTED TO BCSC THE PORTION NOT PAID TO IMPACTED INVESTORS."
1912927,"AMENDED","","Y","","","Y","","","","","","","","","","","","Affiliates","1678160","","","","","N","SEC","SECURITIES AND EXCHANGE COMMISSION","Cease and Desist","IT WAS ORDERED THAT THE FIRM CEASE AND DESIST FROM COMMITTING OR CAUSING ANY VIOLATIONS AND ANY FUTURE VIOLATIONS OF SECTIONS 13(B)(2)(A) AND 13(B)(2)(B) OF THE EXCHANGE ACT.","11/02/2023","Y","","ADMINISTRATIVE PROCEEDING FILE NO. 3-21792","ROYAL BANK OF CANADA","Other","IT WAS ORDERED THAT THE FIRM CEASE AND DESIST FROM COMMITTING OR CAUSING ANY VIOLATIONS AND ANY FUTURE VIOLATIONS OF SECTIONS 13(B)(2)(A) AND 13(B)(2)(B) OF THE EXCHANGE ACT.","FAILURE TO MAKE AND KEEP BOOKS, RECORDS, AND ACCOUNTS, WHICH, IN REASONABLE DETAIL, ACCURATELY AND FAIRLY REFLECT THE TRANSACTIONS AND DISPOSITIONS OF THE ASSETS OF THE ISSUER. FAILURE TO DEVISE AND MAINTAIN A SYSTEM OF INTERNAL ACCOUNT CONTROLS SUFFICIENT TO PROVIDE REASONABLE ASSURANCE THAT TRANSACTIONS ARE RECORDED TO PERMIT PREPARATION OF FINANCIAL STATEMENTS IN CONFORMITY WITH GENERALLY ACCEPTED ACCOUNTING PRINCIPLES.","Final","","Decision & Order of Offer of Settlement","11/02/2023","Y","","Y","6000000","N","N","N","N","Y","N","IT WAS ORDERED THAT THE FIRM CEASE AND DESIST FROM COMMITTING OR CAUSING ANY VIOLATIONS AND ANY FUTURE VIOLATIONS OF SECTIONS 13(B)(2)(A) AND 13(B)(2)(B) OF THE EXCHANGE ACT.","WITHOUT ADMITTING OR DENYING THE FINDINGS, THE FIRM CONSENTED TO THE ENTRY OF THE ORDER INSTITUTING CEASE-AND-DESIST PROCEEDINGS AND IMPOSING A CEASE-AND-DESIST ORDER","WITHOUT ADMITTING OR DENYING THE FINDINGS, THE FIRM CONSENTED TO THE ENTRY OF THE ORDER INSTITUTING CEASE-AND-DESIST PROCEEDINGS AND IMPOSING A CEASE-AND-DESIST ORDER"
1916776,"AMENDED","","Y","","Y","Y","","","","","","","","","","","","Advisory Firm","1680380","","","","","","SEC","SECURITIES AND EXCHANGE COMISSION","Civil and Administrative Penalt(ies) /Fine(s)","CEASE AND DESIST CENSURE","01/26/2018","Y","","3-18511","","Other","REGULATORY FILING - FORM PF","FAILURE TO FILE FORM PF AS REQUIRED BY INVESTMENT ADVISERS ACT RULE  204 (B)-1","Final","","Settled","06/01/2018","Y","","Y","75000","N","Y","N","N","Y","N","","BACHRACH ASSET MANAGEMENT INC PAID A $ 75,000CIVIL MONEY FINE PROMPTLY AFTER THE ACTION WAS SETTLED AND HAS FILED ALL REQUIRED REPORTS ON FORM PF.","WITHOUT ADMITTING OR DENYING THE FINDINGS BACHRACH ASSET MANAGEMENT, INC. CONSENTED TO THE ENTRY OF THE ORDER DATED JUNE 1, 2018 IN THE SEC ADMINISTRATIVE PROCEEDINGS IN SETTLEMENT AND FINAL RESOLUTION OF THE ACTION."
1920903,"AMENDED","","Y","","Y","Y","","","","","","","","","","Y","","Affiliates","1683022","","","Y","THIS DRP IS A DUPLICATE AND SHOULD BE REMOVED FROM THE FORM ADV AS IT WAS ADDED IN ERROR.","Y","SEC","UNITED STATES SECURITIES AND EXCHANGE COMMISSION","Cease and Desist","DISGORGEMENT, PREJUDGEMENT INTEREST AND CIVIL PENALTY","06/29/2015","Y","","ADMINISTRATIVE PROCEEDING FILE NO.3-16656","","Other","PRIVATE EQUITY FUNDS","THE SEC ALLEDGED THAT FROM 2006 TO 2011, KRR DID NOT EXPRESSLY DISCLOSE IN ITS PRIVATE EQUITY FUND LIMITED PARTNERSHIP AGREEMENT THAT IT DID NOT ALLOCATE BROKEN DEAL EXPENSES TO KKR'S PRIVATE EQUITY FUNDS FROM 2006 TO 2011. KKR ALSO DID NOT ADOPT AND IMPLEMENT A WRITTEN COMPLIANCE POLICY OR PROCEDURE GOVERNING ITS FUND EXPENSE ALLOCATION PRACTICES UNTIL 2011.","Final","","Settled","06/29/2015","Y","","Y","28677409","N","N","N","N","N","N","THE ORDER IMPOSES A CIVIL PENALTY OF $10 MILLION AND DISGORGEMENT AND INTEREST PAYMENT OF $18.7 MILLION. THE PORTION LEVIED AGAINST KKR IS 100%. PURSUANT TO THE ORDER, THE PENALTY WILL BE PAID AND THE DISGORGEMENT AND PREJUDGEMENT INTEREST WILL BE DEPOSITED TO AN ESCROW ACCOUNT WITHIN 10 DAYS OF THE ORDER.","THE ORDER IMPOSES A CIVIL PENALTY OF $10 MILLION AND DISGORGEMENT AND INTEREST PAYMENT OF $18.7 MILLION. THE PORTION LEVIED AGAINST KKR IS 100%. PURSUANT TO THE ORDER, THE PENALTY WILL BE PAID AND THE DISGORGEMENT AND PREJUDGEMENT INTEREST WILL BE DEPOSITED TO AN ESCROW ACCOUNT WITHIN 10 DAYS OF THE ODER.","THE SEC ADMINISTRATIVE ORDER IS FINAL. THE CIVIL PENALTY WILL BE PAID WITHIN 10 DAYS OF THE ENTRY OF THE ORDER. THE DISGORGEMENT AND THE PREJUDGEMENT INTEREST WILL BE FUNDED TO AN ESCROW ACCOUNT WITHIN 10 DAYS OF THE ENTRY OF THE ORDER AND WILL BE DISTRIBUTED IN THE FISCAL QUARTER IMMEDIATELY FOLLOWING THE ENTRY OF THE ORDER BUT NO LATER THAN 90 DAYS OF THE DATE OF THE ORDER."
1920903,"AMENDED","","Y","","Y","Y","","Y","","Y","Y","","Y","","","","","Affiliates","1683021","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
