"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1918304,12161,"Y","A","CROSS, GLENN, CARDOZO","I","","CHIEF COMPLIANCE OFFICER",10/2024,"NA","Y","N",8009228
1918304,12161,"Y","A","KASUMOVICH, MARCEL, JOHN","I","","DIRECTOR",01/2023,"NA","Y","N",4548212
1918304,12161,"Y","A","LUNDY, MATT, JOSEPH","I","","DIRECTOR",01/2023,"NA","Y","N",8009244
1918304,12161,"Y","A","COINBASE ASSET MANAGEMENT, LLC","DE","","OWNER",07/2022,"E","Y","N",322174
1918304,12161,"Y","A","PETERS, CHARLES, ERIC","I","","CHIEF EXECUTIVE OFFICER",01/2021,"NA","Y","N",2203821
1918304,12161,"","B","COINBASE GLOBAL, INC.","DE","COINBASE ASSET MANAGEMENT, LLC","OWNER",03/2023,"E","Y","N",
1934637,12076,"Y","A","NAPIER PARK GLOBAL CAPITAL (US) LP","DE","","PARENT COMPANY",09/2014,"E","Y","N",
1934637,12076,"","B","NAPIER PARK GLOBAL CAPITAL LLC","DE","NAPIER PARK GLOBAL CAPITAL (US) LP","PARENT COMPANY - LIMITED PARTNER",11/2012,"E","Y","N",
1934637,12076,"","B","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","DE","NAPIER PARK GLOBAL CAPITAL LLC","SOLE MEMBER AND MANAGING MEMBER",08/2022,"E","Y","N",108260
1934637,12076,"Y","A","MICKO, MICHAEL","I","","DIRECTOR & CHIEF EXECUTIVE OFFICER",10/2023,"NA","Y","N",5515325
1934637,12076,"","B","FIRST EAGLE HOLDINGS, INC.","DE","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","MANAGING MEMBER AND PARENT COMPANY",01/2020,"E","Y","N",
1934637,12076,"","B","BCP CC HOLDINGS L.P.","DE","FIRST EAGLE HOLDINGS, INC.","SHAREHOLDER",12/2015,"D","Y","N",
1934637,12076,"","B","BCP CC HOLDINGS GP L.L.C.","DE","BCP CC HOLDINGS L.P.","GENERAL PARTNER",12/2015,"F","Y","N",
1934637,12076,"","B","BLACKSTONE CAPITAL PARTNERS VI L.P.","DE","BCP CC HOLDINGS L.P.","LIMITED PARTNER",12/2015,"C","Y","N",
1934637,12076,"","B","BLACKSTONE CAPITAL PARTNERS VI L.P.","DE","BCP CC HOLDINGS GP L.L.C.","MEMBER",12/2015,"D","Y","N",
1934637,12076,"","B","BLACKSTONE MANAGEMENT ASSOCIATES VI L.L.C.","DE","BLACKSTONE CAPITAL PARTNERS VI L.P.","GENERAL PARTNER",12/2015,"E","Y","N",
1934637,12076,"","B","BMA VI L.L.C.","DE","BLACKSTONE MANAGEMENT ASSOCIATES VI L.L.C.","SOLE MEMBER",12/2015,"E","Y","N",
1934637,12076,"","B","BLACKSTONE HOLDINGS III L.P.","FE","BMA VI L.L.C.","MANAGING MEMBER",12/2015,"D","Y","N",
1934637,12076,"","B","BLACKSTONE HOLDINGS III GP L.P.","DE","BLACKSTONE HOLDINGS III L.P.","GENERAL PARTNER",12/2015,"F","Y","N",
1934637,12076,"","B","BLACKSTONE HOLDINGS III GP MANAGEMENT L.L.C.","DE","BLACKSTONE HOLDINGS III GP L.P.","GENERAL PARTNER",12/2015,"F","Y","N",
1934637,12076,"","B","BLACKSTONE INC.","DE","BLACKSTONE HOLDINGS III GP MANAGEMENT L.L.C.","SOLE MEMEBER",12/2015,"E","Y","Y",
1934637,12076,"","B","CORSAIR MENTOR, L.P.","DE","BCP CC HOLDINGS L.P.","LIMITED PARTNER",12/2015,"C","Y","N",
1934637,12076,"","B","CORSAIR PARTNERS MENTOR MANAGEMENT, L.P.","FE","CORSAIR MENTOR, L.P.","GENERAL PARTNER",12/2015,"F","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL LLC","DE","CORSAIR PARTNERS MENTOR MANAGEMENT, L.P.","GENERAL PARTNER",06/2015,"F","Y","N",137887
1934637,12076,"","B","CORSAIR MENTOR INVESTORS, L.P.","FE","CORSAIR MENTOR, L.P.","LIMITED PARTNER",12/2015,"E","Y","N",
1934637,12076,"","B","CORSAIR MENTOR MANAGEMENT, L.P.","FE","CORSAIR MENTOR INVESTORS, L.P.","GENERAL PARTNER",12/2015,"F","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL LLC","DE","CORSAIR MENTOR MANAGEMENT, L.P.","GENERAL PARTNER",12/2015,"F","Y","N",137887
1934637,12076,"","B","CORSAIR CAPITAL PARTNERS, L.P.","FE","CORSAIR PARTNERS MENTOR MANAGEMENT, L.P.","LIMITED PARTNER",06/2015,"E","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL, L.P.","FE","CORSAIR CAPITAL LLC","SOLE MEMEBER",01/2018,"E","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL GROUP, LTD.","FE","CORSAIR CAPITAL, L.P.","GENERAL PARTNER",12/2010,"F","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL FEEDER, L.P.","DE","CORSAIR CAPITAL, L.P.","LIMITED PARTNER",07/2021,"E","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL GROUP, LTD.","FE","CORSAIR CAPITAL FEEDER, L.P.","GENERAL PARTNER",07/2021,"F","Y","N",
1934637,12076,"","B","VAYU INVESTORS LLC","DE","CORSAIR CAPITAL FEEDER, L.P.","LIMITED PARTNER",07/2021,"C","Y","N",
1934637,12076,"","B","JAYANTI, DHARMA, TEJA IGNACIO","I","VAYU INVESTORS LLC","SOLE MEMEBER",12/2006,"E","Y","N",2633264
1934637,12076,"","B","JAYANTI, DHARMA, TEJA IGNACIO","I","CORSAIR CAPITAL GROUP, LTD.","MEMBER",12/2020,"E","Y","N",2633264
1934637,12076,"","B","CORSAIR IV FINANCIAL SERVICES CAPITAL PARTNERS L.P.","FE","BCP CC HOLDINGS GP L.L.C.","MEMBER",12/2015,"D","Y","N",
1934637,12076,"","B","CORSAIR IV MANAGEMENT L.P.","FE","CORSAIR IV FINANCIAL SERVICES CAPITAL PARTNERS L.P.","GENERAL PARTNER",05/2010,"F","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL LLC","DE","CORSAIR IV MANAGEMENT L.P.","GENERAL PARTNER",05/2009,"F","Y","N",137887
1934637,12076,"","B","CORSAIR CAPITAL PARTNERS, L.P.","FE","CORSAIR IV MANAGEMENT L.P.","LIMITED PARTNER",05/2010,"E","Y","N",
1934637,12076,"","B","CORSAIR CAPITAL PARTNERS GROUP, LTD.","FE","CORSAIR CAPITAL PARTNERS, L.P.","GENERAL PARTNER",03/2012,"F","Y","N",
1934637,12076,"Y","A","PLATA, SONIA","I","","CHIEF COMPLIANCE OFFICER",08/2024,"NA","Y","N",6170165
1934637,12076,"Y","A","Greatorex, Timothy","I","","DIRECTOR",08/2024,"NA","Y","N",7300450
1934637,12076,"Y","A","BRANDT, EDGAR","I","","DIRECTOR",03/2023,"NA","Y","N",6709488
1934637,12169,"Y","A","NAPIER PARK GLOBAL CAPITAL (US) LP","DE","","PARENT COMPANY",09/2014,"E","Y","N",
1934637,12169,"","B","NAPIER PARK GLOBAL CAPITAL LLC","DE","NAPIER PARK GLOBAL CAPITAL (US) LP","PARENT COMPANY - LIMITED PARTNER",11/2012,"E","Y","N",
1934637,12169,"","B","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","DE","NAPIER PARK GLOBAL CAPITAL LLC","SOLE MEMBER AND MANAGING MEMBER",08/2022,"E","Y","N",108260
1934637,12169,"","B","FIRST EAGLE HOLDINGS, INC.","DE","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","MANAGING MEMBER AND PARENT COMPANY",01/2020,"E","Y","N",
