"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1992529,"ACCESS INFORMATION MANAGEMENT OF CANADA ULC","PO BOX 99262, STATION M","","CALGARY","","Canada","T2P 1G9","N","800-3773453","","Other","THIRD-PARTY OFFSITE SITE STORAGE"
1992567,"ISS (SWITCH LTD.) 2","7315 S DECATUR BLVD","","LAS VEGAS","NV","United States","89118","N","6466806350","","A third-party unaffiliated record keeper","ISS HOSTS ITS WEB APPLICATION AND SERVICES USING A PAIR OF DATACENTERS IN THE UNITED STATES (US) WHICH PROVIDE PRIMARY AND RECOVERY SERVICES, BOTH SITES ARE IN LAS VEGAS, NEVADA"
1992567,"REDBOX","BRADMORE BUSINESS PARK","LOUGHBOROUGH ROAD","NOTTINGHAM","","United Kingdom","","N","4401159377100","","Other","THIS LOCATION IS USED AS A DEPOSITORY TO STORE THE FIRM'S RECORDED CALLS FOR TRADERS."
1992567,"RESTORE PLC","8 BEAM REACH","COLDHRBOUR LANE","RAINHAM ESSEX","","United Kingdom","RM13 9YB","N","4401708 527 60","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS IN RELATION TO ACTIVITIES CARRIED OUT BY THE FIRM, INCLUDING THOSE RELATING TO THE FIRM'S INVESTMENT ADVISORY BUSINESS."
1992567,"SMARSH","75 BROAD STREET","3RD FLOOR","NEW YORK","NY","United States","10004","N","8667627741","","A third-party unaffiliated record keeper","THIS LOCATION IS USED AS A DEPOSITORY FOR EMAIL ARCHIVING"
1992567,"BROADRIDGE","51 MERCEDES WAY","","EDGEWOOD","NY","United States","11717","N","6312547400","","A third-party unaffiliated record keeper","BROADRIDGE INVESTOR COMMUNICATIONS SOLUTIONS, INC. USES THIS LOCATION TO STORE ALL THE FIRM'S PROXY CARDS, RESEARCH RECOMMENDATIONS AND PROXY VOTING RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940."
1992567,"BARING ASSET MANAGEMENT (ASIA) LIMITED","35/F GLOUCESTER TOWER, 15 QUEEN'S ROAD","THE LANDMARK","HONG KONG","","Hong Kong","","N","852-2841-1411","852-2845-9050","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S INVESTMENT ADVISORY BUSINESS AND REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 ARE KEPT AT THE OFFICE OF BARING ASSET MANAGEMENT (ASIA) LIMITED."
1992567,"REDBOX","450 LEXINGTON AVE","","NEW YORK","NY","United States","10017","N","8664741429","","Other","THIS LOCATION IS USED AS A DEPOSITORY TO STORE THE FIRM'S RECORDED CALLS FOR TRADERS."
1992567,"BARINGS","3RD FLOOR, BUILDING 3 NO 1 BALLSBRIDGE","","DUBLIN 4","","Ireland","","N","35314869700","","Other","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 AND RELEVANT UK FINANCIAL CONDUCT AUTHORITY (FCA) RECORD KEEPING REQUIREMENTS ARE ARCHIVED AT IRON MOUNTAIN."
1992567,"PROOFPOINT, INC.","100 BROOK DRIVE","READING","BERKSHIRE","","United Kingdom","","N","4401184025900","","Other","THIS LOCATION IS USED AS A DEPOSITORY FOR EMAIL ARCHIVING AND ELECTRONIC MESSAGING"
1992567,"IRON MOUNTAIN","12958 MIDWAY PLACE","","CERRITOS","CA","United States","90703","N","8009343453","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 (INCLUDING RECORDS RELATING TO THE FIRM'S REAL ESTATE GROUP AND ITS FORMER SUBSIDIARY, BARINGS REAL ESTATE ADVISERS LLC (F/K/A CORNERSTONE REAL ESTATE ADVISERS LLC)."
1992567,"BARINGS","10 RUE DES PYRAMIDES","","PARIS","","France","75001","N","33015393600","","One of your branch offices or affiliates","CERTAIN BOOKS AND RECORDS RELATING TO APPLICANT'S INVESTMENT ADVISORY BUSINESS AND REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 ARE KEPT"
1992567,"IRON MOUNTAIN","96 HIGH ST","","NORTH BILLERICA","MA","United States","01862","N","1-800-934-3453","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 (INCLUDING RECORDS RELATING TO THE FIRM'S REAL ESTATE GROUP AND ITS FORMER SUBSIDIARY, BARINGS REAL ESTATE ADVISERS LLC (F/K/A CORNERSTONE REAL ESTATE ADVISERS LLC)."
1992567,"IRON MOUNTAIN","1515 WASHINGTON STREET","","BRAINTREE","MA","United States","02184","N","1-800-934-3453","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 (INCLUDING RECORDS RELATING TO THE FIRM'S REAL ESTATE GROUP AND ITS FORMER SUBSIDIARY, BARINGS REAL ESTATE ADVISERS LLC (F/K/A CORNERSTONE REAL ESTATE ADVISERS LLC)."
1992567,"IRON MOUNTAIN","ONE OLD FORGE HILL ROD","","FRANKLIN","MA","United States","02038","N","1-800-934-3453","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 (INCLUDING RECORDS RELATING TO THE FIRM'S REAL ESTATE GROUP AND ITS FORMER SUBSIDIARY, BARINGS REAL ESTATE ADVISERS LLC (F/K/A CORNERSTONE REAL ESTATE ADVISERS LLC)."
1992567,"IRON MOUNTAIN","175 BEARFOOT ROAD","","NORTHBOROUGH","MA","United States","01532","N","978-671-6400","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940 ARE ARCHIVED AT IRON MOUNTAIN."
1992567,"INSTITUTIONAL SHAREHOLDER SERVICES","702 KING FARM BOULEVARD","SUITE 300","ROCKVILLE","MD","United States","20850-4045","N","646-680-6350","405-366-5050","A third-party unaffiliated record keeper","EXTERNAL VENDOR USED TO PROCESS FIRM'S PROXY VOTING"
1992567,"BLACKROCK","55 EAST 52ND STREET","","NEW YORK","NY","United States","10055","N","1-212-810-5800","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940"
1992567,"ALLGRESS","111 LINDBERGH AVE","SUITE F","LIVERMORE","CA","United States","94551","N","925-579-0002","","A third-party unaffiliated record keeper","CERTAIN BOOKS AND RECORDS REQUIRED BY SECTION 204 OF THE INVESTMENT ADVISERS ACT OF 1940."
