FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1999550,Oct-21,6/24/2025,SAMARA INDIA ADVISORS PRIVATE LIMITED,SAMARA INDIA ADVISORS PRIVATE LIMITED,N,N,,802-74961,162275,"LEVEL 18, BIRLA AURORA",DR. ANNIE BESANT ROAD,"MUMBAI, MAHARASHTRA",,India,400030,N,Monday - Friday,,9 AM TO 6 PM,91 22 61696606,91 22 61696688,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,0,Other (specify),PRIVATE LIMITED COMPANY,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,VIKRAM AGARWAL,6/24/2025,CFO
1995030,Oct-21,6/24/2025,CIBUS CAPITAL LLP,CIBUS CAPITAL LLP,N,N,,802-110996,289206,4 SLOANE TERRACE,,"LONDON, ENGLAND",,United Kingdom,SW1X 9DQ,N,Monday - Friday,,9.00-18.00,+44 20 3155 1980,,0,,,,,,,,Y,N,Y,N,Y,1-10B,OC320407,N,Y,N,0,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JEREMY ALUN-JONES,6/24/2025,COO
1996832,Oct-21,6/24/2025,CREDERE CAPITAL LLP,CREDERE CAPITAL LLP,N,N,,802-111828,289741,60 GRESHAM STREET,,"LONDON, LONDON",,United Kingdom,EC2V 7BB,N,Monday - Friday,,9:00AM TO 5:00PM (GMT),+44 0 20 3073 9250,,0,,,,,,,,Y,Y,Y,N,N,,2138001QHT9IAY1BQG90,N,Y,N,0,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,FREDRIK OSTLUND,6/24/2025,CHIEF COMPLIANCE OFFICER
1999646,Oct-21,6/24/2025,"SILQ CAPITAL CO., LTD.","SILQ CAPITAL CO., LTD.",N,N,,802-133753,336283,KOJIMACHI TERRACE 10F 3-1 KOJIMACHI,,CHIYODA,,Japan,102-0083,N,Monday - Friday,,9AM TO 5PM,-13197,,0,,,,,,,,Y,N,Y,N,N,,254900XLD2MEO28OU075,N,Y,N,0,Other (specify),"JAPANESE JOINT STOCK COMPANY, KABUSHIKI GAISHA",NOVEMBER,,Japan,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JOSEPH LISTER ETHERIDGE JR.,6/24/2025,CHIEF COMPLIANCE OFFICER
1996340,Oct-21,6/24/2025,BAILLIE GIFFORD & CO LIMITED,BAILLIE GIFFORD & CO LIMITED,N,N,,802-116796,304197,CALTON SQUARE,1 GREENSIDE ROW,EDINBURGH,,United Kingdom,EH1 3AN,N,Monday - Friday,,09:00 - 17:00,00441312752000,00441312753999,0,,,,,,,,Y,Y,Y,N,N,,N22C6FNZ44MX4YZS4L75,N,Y,N,1341336489,Corporation,,MARCH,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,DEREK MCGOWAN,6/24/2025,DIRECTOR
1999673,Oct-21,6/24/2025,ARC CAPITAL MANAGEMENT LLC,ARC CAPITAL MANAGEMENT LLC,N,N,,802-133904,337561,600 FRANKLIN AVE,,GARDEN CITY,NY,United States,11530,N,Monday - Friday,,9AM-5PM,855-489-3863,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,New York,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JACKY XIE,6/24/2025,MANAGING PARTNER
1988527,Oct-21,6/24/2025,HSBC ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,HSBC ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,N,N,,802-127368,324468,"9-11 FLOORS, NESCO IT PARK BUILDING NO. 3","WESTERN EXPRESS HIGHWAY, GOREGAON (EAST)",MUMBAI,,India,400063,N,Monday - Friday,,9.00 A.M. - 6.00 P.M. (IST),91 22 66145019,,0,,,,,,,,Y,Y,Y,N,N,,213800FBORP7LLHJM424,N,Y,N,0,Corporation,,MARCH,,India,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,Y,N,N,N,N,N,N,,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Non-Resident,KAILASH KULKARNI,6/24/2025,CHIEF EXECUTIVE OFFICER
1999111,Oct-21,6/24/2025,EPIQ CAPITAL INVESTMENT ADVISORY LLP,EPIQ CAPITAL INVESTMENT ADVISORY LLP,N,N,,802-127403,324973,"BIRLA AURORA, 15TH FLOOR, DR. ANNIE BESANT ROAD",WORLI,"MUMBAI, MAHARASHTRA",,India,400030,N,Monday - Friday,,10:00 A.M. TO 6:00 P.M.,022-62817300,,0,,,,,,,,Y,N,Y,N,N,,254900OQA94OW763FO86,Y,N,N,,Limited Liability Partnership,,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,RISHI NAVANI,6/24/2025,PARTNER
1990404,Oct-21,6/11/2025,LIGHTBOX MANAGEMENT LIMITED,LIGHTBOX MANAGEMENT LIMITED,N,N,,802-108657,285504,"7TH FLOOR, NEXSKY BUILDING","EBENE 72201, MAURITIUS",EBENE,,Mauritius,72201,N,Monday - Friday,,9.00 -18.00,(230) 5944 3589,,0,,,,,,,,Y,N,Y,N,N,,,N,Y,N,1,Other (specify),PRIVATE COMPANY LIMITED BY SHARES,MARCH,,Mauritius,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,/S/ SATEETA JEWOOLALL,6/11/2025,DIRECTOR
1996833,Oct-21,6/11/2025,UNIFI INVESTMENT MANAGEMENT LLP,UNIFI INVESTMENT MANAGEMENT LLP,N,N,,802-127286,324683,"UNIT 509, 5TH FLOOR, HIRANANDANI SIGNATURE,","BLOCK 13B, ROAD 1C, ZONE 1, GIFT SEZ, GIFT CITY,","GANDHINAGAR, GUJARAT",,India,382355,N,Monday - Friday,,9:00 A.M. - 6:00 P.M.,+91 8939240044,,0,,,,,,,,Y,N,Y,N,N,,335800AWNWYHH1BLHZ60,N,Y,N,9956036,Limited Liability Partnership,,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,KRISHNA PRASAD VITTAL,6/11/2025,CHIEF EXECUTIVE OFFICER AND PRINCIPAL OFFICER
1997208,Oct-21,6/11/2025,VERDANE FUND MANAGER AB,VERDANE FUND MANAGER AB,N,N,,802-118669,308347,BIRGER JARLSGATAN 41A,,STOCKHOLM,,Sweden,111 45,N,Monday - Friday,,16-Aug,+46 8 446 828 40,,0,,,,,,,,Y,N,Y,N,N,,549300DMFPOTMYGK1551,N,Y,N,0,Other (specify),SWEDISH COMPANY LIMITED BY SHARES,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,OSCAR RYDÉN,6/11/2025,CEO
1989160,Oct-21,6/11/2025,"INTERALPEN PARTNERS, LLC","INTERALPEN PARTNERS, LLC",N,N,,801-133857,315587,13030 PIERCE STREET,SUITE 310,OMAHA,NE,United States,68144,N,Monday - Friday,,8:00 AM - 5:00 PM,402-933-1223,402-933-1294,2,,,,,,,,Y,N,N,N,N,,,,,,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,MANAGING MEMBER OF POOLED INVESTMENT VEHICLES,N,,N,N,,Y,,N,Y,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,STEPHEN GEORGE,6/11/2025,"MEMBER, MANAGER"
1995469,Oct-21,6/11/2025,PATRIA VBI REAL ESTATE GESTAO DE CARTEIRAS S.A,PATRIA VBI REAL ESTATE GESTAO DE CARTEIRAS S.A,N,N,,802-80527,163582,RUA FUNCHAL,418 - 27TH FLOOR,SAO PAULO,,Brazil,04551-060,N,Monday - Friday,,9 AM - 6PM,5.51197E+12,5.51123E+11,1,,,,,,,,Y,Y,Y,N,N,,,Y,N,N,,Partnership,,DECEMBER,,Brazil,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,SERVING AS GENERAL PARTNER AND MANAGER OF PRIVATE,Y,Y,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,KEN WAINER,6/3/2025,DIRECTOR
1997272,Oct-21,6/11/2025,MASS AVE GLOBAL INC,MASS AVE GLOBAL INC,N,N,,802-129849,306781,527 MADISON AVE,12TH FLOOR,NEW YORK,NY,United States,10022,N,Monday - Friday,,9:00 AM - 5:00 PM,646-993-1338,,0,,,,,,,,Y,Y,Y,N,N,,549300CKASRL72M7WD57,N,Y,N,92366615,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,Y,N,N,N,N,,,,,,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,CASEY DOUGHERTY,6/11/2025,CONSULTANT
