FilingID,FormVersion,DateSubmitted,1A,1B1,1B2,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1N-CIK,1O,1OAmount,1P,4A,4B,5A,5B1,5B2,5B3,5B4,5B5,5B6,5C1,5C2,5D1a,5D1b,5D1c,5D1d,5D1e,5D1f,5D1g,5D1h,5D1i,5D1j,5D1k,5D1l,5D1m,5D1n,5D1n Other,5D2a,5D2b,5D2c,5D2g,5D2h,5D2i,5D2j,5D2k,5D2l,5D2m,5D2n,5D3a,5D3b,5D3c,5D3d,5D3e,5D3f,5D3g,5D3h,5D3i,5D3j,5D3k,5D3l,5D3m,5D3n,5E1,5E2,5E3,5E4,5E5,5E6,5E7,5E7-Other,5F1,5F2a,5F2b,5F2c,5F2d,5F2e,5F2f,5F3,5G1,5G2,5G3,5G4,5G5,5G6,5G7,5G8,5G9,5G10,5G11,5G12,5G12-Other,5H,5H-Other,5I1,5I2a,5I2b,5I2c,5J1,5J2,5K1,5K2,5K3,5K4,5L1a,5L1b,5L1c,5L1d,5L1e,5L2,5L3,5L4,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,8A1,8A2,8A3,8B1,8B2,8B3,8C1,8C2,8C3,8C4,8D,8E,8F,8G1,8G2,8H1,8H2,8I,9A1a,9A1b,9A2a,9A2b,9B1a,9B1b,9B2a,9B2b,9C1,9C2,9C3,9C4,9D1,9D2,9E,9F,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,12A,12B1,12B2,12C1,12C2,Execution Type,Signatory,Execution Date,Title
1999553,Oct-21,6/24/2025 7:44,"URSA FINANCIAL, LLC","URSA FINANCIAL, LLC",N,N,N,,801-117785,306491,,,,,,,Y,Other,NOT APPLICABLE - OFFICE VISITS BY APPOINTMENT ONLY,NOT APPLICABLE - OFFICE VISITS BY APPOINTMENT ONLY,415-275-2065,855-345-7910,0,,,,,,,,Y,N,N,N,,N,,,N,,1,1,0,1,0,0,0,0,0,123,2,0,0,0,0,0,0,0,0,0,0,0,0,,N,Y,N,N,N,N,N,N,N,N,N,4154254,8861292,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,N,N,N,N,N,,Y,13015546,0,13015546,125,0,125,0,N,Y,N,N,N,N,N,N,N,N,N,N,,,,Y,0,0,13015546,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,Domestic,RYAN JEFFREY JUE,6/24/2025,CHIEF COMPLIANCE OFFICER
1999575,Oct-21,6/24/2025 9:17,BLUE STAR WEALTH MANAGEMENT LLC,BLUESTAR WEALTH MANAGEMENT,N,N,N,,801-133780,337253,255 PRIMERA BLVD,SUITE 160,LAKE MARY,FL,United States,32746,N,Monday - Friday,,9:00 AM - 6:00 PM,888-788-6478,N/A,0,,,,,,,,N,N,N,N,,N,,,N,,2,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,N,N,Y,N,N,N,,Y,0,0,0,0,0,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,,,,N,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,0,0,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JOHN DUSTIN RIGGS,6/24/2025,"MANAGING PARTNER, CO PRESIDENT, AND CHIEF COMPLIANCE OFFICER"
1997486,Oct-21,6/24/2025 10:21,NOMURA ASSET MANAGEMENT SINGAPORE LIMITED,NOMURA ASSET MANAGEMENT SINGAPORE LIMITED,N,N,N,,801-37645,110813,10 MARINA BOULEVARD,MARINA BAY FINANCIAL CENTRE TOWER 2 #33-03,SINGAPORE,,Singapore,018983,N,Monday - Friday,,8:40 AM TO 5:20 PM,65-6433-9088,65-6433-9099,0,,,,,,,,Y,Y,Y,N,,N,,549300MY6SBXNB0USK41,N,,43,23,0,0,0,0,0,1,100,,,,0,,32,3,,3,,,2,2,,,N,N,N,Y,N,Y,N,N,Y,Y,N,0,0,0,0,0,9027448790,140369277,0,1486369292,0,0,2306644275,58172538,0,Y,N,N,N,N,Y,Y,GENERAL RESEARCH,Y,12952848810,66155362,13019004172,39,3,42,13019004172,N,N,N,Y,Y,N,N,N,N,N,N,Y,RESEARCH SERVICES,,,N,,,,Y,N,Y,N,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,Y,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Non-Resident,/S/ NEIL DANIELE,6/24/2025,ATTORNEY-IN-FACT
1999599,Oct-21,6/24/2025 10:28,"HARMONY POINT WEALTH ADVISORS, INC.","HARMONY POINT WEALTH ADVISORS, INC.",N,N,N,,801-126832,323643,18872 MACARTHUR BLVD,SUITE 410,IRVINE,CA,United States,92612,N,Monday - Friday,,7 AM - 4 PM,888-391-7378,949-229-8402,0,6789 QUAIL HILL PARKWAY,#831,IRVINE,CA,United States,92603,N,Y,Y,N,N,,N,,,N,,3,3,1,2,1,0,0,0,0,227,54,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,65383372,185950072,,,,,,,,,,,,,Y,Y,N,Y,Y,N,N,,Y,210212547,41120897,251333444,561,85,646,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,10-Jan,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,N,N,N,Y,Y,4615810,646,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,MAREK PFEIL,6/24/2025,PRESIDENT AND CCO
1999602,Oct-21,6/24/2025 10:32,"HARBOUR INVESTMENTS, INC.","HARBOUR INVESTMENTS, INC.",N,N,N,,801-29185,19258,575 D'ONOFRIO DRIVE,SUITE 300,MADISON,WI,United States,53719,N,Monday - Friday,,8:15AM - 4:45PM,608-662-6100,608-662-6101,137,,,,,,,,Y,N,N,N,,Y,1-10B,,N,,231,212,231,212,4,228,9,3675,0,21523,1042,0,0,0,0,200,82,,0,,0,70,0,,N,N,N,N,N,Y,N,Y,N,N,N,5491775263,1777551656,0,0,0,0,56739078,109255925,94456553,0,2731209,0,37104944,0,Y,Y,Y,Y,Y,N,N,,Y,4869690700,2699923928,7569614628,24548,14144,38692,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,101-250,,Y,1328641601,0,0,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,,N,,N,,Y,Y,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,KYLE KOPITIZKE,6/24/2025,CO-CCO
1986325,Oct-21,6/24/2025 10:37,LAKPA LLC,LAKPA LLC,N,N,N,,801-133940,335352,AV. SANTA MARIA 8598,,"VITACURA, SANTIAGO",,Chile,7660140,N,Monday - Friday,,9AM-5PM,56 9 6209 7457,,0,,,,,,,,N,N,N,N,,N,,,N,,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,Y,N,Y,N,N,N,,N,,,,,,,,N,Y,N,N,Y,N,N,N,N,N,N,Y,CONSULTING SERVICES,,,N,,,,N,N,N,N,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,MATIAS CORREA,6/20/2025,CCO
1998247,Oct-21,6/24/2025 10:56,"OLYMPUS WEALTH MANAGEMENT, LLC","OLYMPUS WEALTH MANAGEMENT, LLC",N,N,N,,801-80761,173715,6985 UNION PARK CENTER,SUITE 435,COTTONWOOD HEIGHTS,UT,United States,84047,N,Monday - Friday,,BY APPOINTMENT ONLY,801-449-9600,801-449-9606,0,,,,,,,,Y,N,N,N,,N,,,N,,18,13,0,13,0,0,0,0,0,37,124,0,0,0,1,0,3,0,0,0,0,36,0,,N,N,N,N,Y,N,N,N,N,N,N,6671247,333612732,0,0,0,35749892,0,182668253,0,0,0,0,291491716,0,Y,N,N,Y,N,N,N,,Y,707221692,142972148,850193840,297,304,601,0,Y,Y,N,N,N,N,Y,N,N,N,N,Y,CONSULTING (MULTI-FAMILY OFFICE AND PRIVATE INVESTMENTS),10-Jan,,N,,,,N,N,Y,Y,N,Y,Y,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,Y,Y,N,N,N,Y,Y,198421888,55,N,N,,,Y,N,Y,N,N,N,Nov-24,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,DONNA DIMARIA,6/24/2025,CHIEF COMPLIANCE OFFICER
1999621,Oct-21,6/24/2025 11:15,"MERITIS WEALTH MANAGEMENT, INC.","MERITIS WEALTH MANAGEMENT, INC.",N,N,N,,801-132983,336539,12435 PARK POTOMAC AVE,,POTOMAC,MD,United States,20854,N,Monday - Friday,,8:30 AM - 5:00 PM,240-396-6600,240-396-6533,0,,,,,,,,Y,N,N,N,,N,,,N,,3,3,0,3,0,2,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,Y,N,N,N,N,N,,Y,0,0,0,0,0,0,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,0,,N,,,,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JAMES C. BROWN JR.,6/24/2025,MANAGING PRINCIPAL AND CHIEF COMPLIANCE OFFICER
1999610,Oct-21,6/24/2025 11:17,"BLUE WATER ASSET MANAGEMENT, LLC",BLUE WATER ASSET MANAGEMENT,N,N,N,,801-81153,175362,4120 E. BELTLINE AVE.,SUITE 100,GRAND RAPIDS,MI,United States,49525,N,Monday - Friday,,9:00A.M. - 5:00P.M.,616-447-1600,616-447-1616,3,,,,,,,,Y,N,N,N,,N,,,N,,12,7,2,7,0,8,0,21,0,746,112,,,,,,5,,,2,,13,1,PRIVATE SCHOOL,N,N,N,N,N,N,N,Y,N,N,Y,160693720,210777649,,,,,,5267806,,,461972,,7441670,2187913,Y,Y,N,Y,N,N,N,,Y,386830730,0,386830730,1796,0,1796,0,Y,Y,N,N,N,Y,Y,N,N,N,N,N,,0,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,,N,N,N,Y,Y,142360989,263,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,ANDY ARMSTRONG,6/24/2025,CHIEF COMPLIANCE OFFICER
1999396,Oct-21,6/24/2025 11:17,"XXI WEALTH, LLC","XXI WEALTH, LLC",N,N,N,,801-130939,330796,8770 W BRYN MAWR AVE.,SUITE 1300-1424,CHICAGO,IL,United States,60631,N,Monday - Friday,,8-5PM,(312) 300-2670,,0,,,,,,,,Y,N,N,N,,N,,,N,,5,2,0,2,0,0,0,0,0,6,19,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,3348658,199366177,,,,,,,,,,,,,Y,N,N,N,N,N,N,,Y,202699312,15523,202714835,102,1,103,0,N,Y,N,N,Y,N,Y,N,N,N,N,N,,,,N,,,,N,N,Y,Y,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,Y,N,N,Y,Y,40478217,13,N,N,0,0,N,N,Y,N,N,N,,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,KURT NEWSOM,6/24/2025,CHIEF COMPLIANCE OFFICER
