"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
2007960,"ORACLE CLOUD","2300 ORACLE WAY","","AUSTIN","TX","United States","78741","N","737-867-1000","","A third-party unaffiliated record keeper","THE ORACLE CLOUD MANAGED BY DF DENT'S THIRD-PARTY IT SERVICE PROVIDER HOSTS FIRM SERVERS"
2007960,"BDO USA","RED BROOK CORPORATE CENTER","800 RED BROOK BOULEVARD, STE. 300","OWINGS MILLS","MD","United States","21117","N","(410) 363-3200","(410) 356-0058","Other","BDO USA (FORMERLY HERTZBACH & COMPANY, P.A.) IS AN ACCOUNTING FIRM - RECORDS KEPT ARE FINANCIAL."
2007960,"IRON MOUNTAIN","8200 PRESTON COURT","","JESSUP","MD","United States","20794","N","800-934-3453","","A third-party unaffiliated record keeper","OFFSITE STORAGE OF CUSTODIAL STATEMENTS AND TRADE CONFIRMATIONS PRIOR TO 2014. IRON MOUNTAIN ALSO PROVIDES DOCUMENTATION DESTRUCTION SERVICES."
2007960,"SMARSH","851 SW 6TH AVE","STE 800","PORTLAND","OR","United States","97204","N","866-762-7741","","A third-party unaffiliated record keeper","EMAIL ARCHIVING"
2007960,"BROADRIDGE","5 DAKOTA DRIVE","SUITE 300","LAKE SUCCESS","NY","United States","11042","N","800-353-0103","","A third-party unaffiliated record keeper","ELECTRONIC ARCHIVE OF CLIENT PROXY VOTING RECORDS"
2007960,"DATTO","101 MERRITT 7","7TH FLOOR","NORWALK","CT","United States","06851","N","888-995-1431","","A third-party unaffiliated record keeper","DISASTER RECOVERY BACKUP SERVICE PROVIDER. DATTO STORES BACKUPS OF SOME OF DF DENT'S SERVERS"
2007960,"SS&C TECHNOLOGIES","1200 STRIKER AVE.","","SACRAMENTO","CA","United States","95834","N","916-286-3000","","A third-party unaffiliated record keeper","PORTFOLIO ACCOUNTING, ORDER MANAGEMENT, AND BILLING SOFTWARE"
2008018,"IRON MOUNTAIN","31F ROPPONGI HILLS MORI TOWERI","6-10-1 ROPPONGI","MINATO-KU","","Japan","106-6131","N","81(0)364471111","","A third-party unaffiliated record keeper","HARD COPIES OF CERTAIN BOOKS AND RECORDS ARE KEPT AT AN OFFSITE STORAGE FACILITY."
2008018,"IRON MOUNTAIN","HEINRICH-LANZ-ALLEE 47","","FRANKFURT AM MAIN","","Germany","60437","N","49 69 80884518","","A third-party unaffiliated record keeper","HARD COPIES OF CERTAIN BOOKS AND RECORDS ARE KEPT AT AN OFFSITE RECORD STORAGE FACILITY."
2008018,"FORTRESS REAL ESTATE (HK) LIMITED","500 HENNESSY ROAD","31ST FLOOR HYSAN PLACE","CAUSEWAY BAY","","Hong Kong","","N","852 5803 6500","","One of your branch offices or affiliates","HARD COPIES OF CERTAIN BOOKS AND RECORDS."
