"FilingID","ReferenceID","Private Fund Name","Fund ID"
1949937,5637,"12 WEST CAPITAL FUND LTD",805-3211195008
1952309,312495,"RIPOSTE GLOBAL OPPORTUNITY FUND, LP",805-8976013295
1952309,312495,"RIPOSTE GLOBAL OPPORTUNITY FUND, LTD",805-1004894294
1943428,282334,"CLEARWATER DIVERSIFYING STRATEGIES OFFSHORE FUND LTD.",805-7826553129
1941938,194862,"WHITESPRUCE FUND LP",805-3421005519
1941938,194862,"WHITESPRUCE FUND LTD.",805-2857866120
1941938,53827,"BLUESPRUCE FUND LTD.",805-7847294495
1941938,53827,"BLUESPRUCE FUND LP",805-5672785623
1941938,53827,"BLUESPRUCE OPPORTUNITY FUND A LP",805-1480714918
1951791,30607,"THE COLLWICK PREMIER ACCESS FUND, LTD.",805-8724855629
1953137,319598,"OUTFITTER ENERGY PARTNERS FEEDER, LP",805-1523254835
1943055,483149,"BRIDGE WORKFORCE AND AFFORDABLE HOUSING FUND III DE FEEDER LP",805-5961081379
1943055,184837,"BRIDGE OFFICE FUND INTERNATIONAL LP",805-6011049646
1943055,236390,"BRIDGE OFFICE FUND II INTERNATIONAL LP",805-2671494966
1943055,236390,"BRIDGE OFFICE II AUSTRALIAN FEEDER (USD) LP",805-7397815248
1943055,197752,"BRIDGE MULTIFAMILY FUND IV INTERNATIONAL LP",805-4740040635
1943055,184827,"BRIDGE SENIORS HOUSING II AUSTRALIAN FEEDER (USD) LP",805-7282042716
1943055,253774,"BRIDGE AGENCY MBS FUND-R LP",805-6796643333
1943055,253810,"BRIDGE DEBT STRATEGIES FUND IV-R LP",805-8204088607
1943055,304636,"BRIDGE MULTIFAMILY FUND V INTERNATIONAL LP",805-9710123327
1943055,305478,"BRIDGE SENIORS HOUSING III AUSTRALIAN FEEDER (USD) LP",805-3152690772
1943055,305478,"BRIDGE SENIORS HOUSING FUND III INTERNATIONAL LP",805-8944086084
1943055,304636,"BRIDGE MULTIFAMILY FUND V INTERNATIONAL-A LP",805-7891221160
1943055,373551,"NEWBURY EQUITY PARTNERS V (ONTARIO) L.P.",805-9348787699
1943055,373568,"NEWBURY EQUITY PARTNERS VI (CAYMAN) L.P.",805-2992124608
1943055,373568,"NEWBURY EQUITY PARTNERS VI (ONTARIO) L.P.",805-3387862070
1943055,373651,"BRIDGE SOLAR ENERGY DEVELOPMENT FUND INTERNATIONAL LP",805-1683797554
1943055,373395,"NEWBURY EQUITY PARTNERS II (CAYMAN), L.P.",805-3248203502
1943055,373534,"NEWBURY EQUITY PARTNERS IV (CAYMAN) L.P.",805-1025083347
1943055,304636,"BRIDGE MULTIFAMILY V AUSTRALIAN FEEDER (USD) LP",805-9533154626
1943055,186261,"BDS II ULTRA STAR LP",805-2898657843
1943055,197752,"BRIDGE MULTIFAMILY IV AUSTRALIAN FEEDER (USD) LP",805-5663764537
1943055,304636,"BRIDGE MULTIFAMILY FUND V-R LP",805-6737176581
1943055,306774,"BRIDGE WORKFORCE AND AFFORDABLE HOUSING FUND II INTERNATIONAL LP",805-6263565939
1943055,253774,"BRIDGE AGENCY MBS FUND INTERNATIONAL LP",805-9203065802
1943055,253805,"BRIDGE DEBT STRATEGIES FUND IV INTERNATIONAL LP",805-9479413305
1943055,197759,"BRIDGE DEBT STRATEGIES III AUSTRALIAN FEEDER (USD) LP",805-3829362455
1943055,373619,"BRIDGE DEBT STRATEGIES FUND V INTERNATIONAL LP",805-7323812103
1943055,373617,"BRIDGE DEBT STRATEGIES FUND V-R LP",805-1288156228
1943055,373535,"NEWBURY EQUITY PARTNERS (CAYMAN) L.P.",805-4138860641
1943055,373535,"NEWBURY EQUITY PARTNERS GMBH & CO. KG",805-7779955756
1943055,373651,"BRIDGE SOLAR ENERGY DEVELOPMENT FUND INTERNATIONAL-A LP",805-9781097820
