"FilingID","Miscellaneous"
1999553,"The ""other than annual"" amendment which was submitted on behalf of Ursa Financial, LLC on April 22, 2020 was not a succession, but rather an error correction of the Ursa Financial, LLC's form of organization (California to Delaware)."
1999575,"Custody is disclosed in Form ADV because the firm has authority to transfer money from client account(s), which constitutes a standing letter of authorization (SLOA). Accordingly, the firm will follow the safeguards specified by the SEC rather than undergo an annual audit."
1997486,"RESPONSE TO ITEM 8: THE NON-U.S. REGISTRANT HAS ANSWERED WITH REGARDS TO ITS US CLIENTS ONLY. RESPONSE TO ITEM 9.A.: THE NON-U.S. REGISTRANT HAS ANSWERED WITH REGARDS TO ITS US CLIENTS ONLY. UNDER THE DEFINITION OF ""CUSTODY"" IN RULE 206(4)-2 OF THE INVESTMENT ADVISERS ACT OF 1940 THE REQUIREMENTS OF THE CUSTODY RULE DO NOT APPLY TO THE NON-U.S. REGISTRANT WITH RESPECT TO ITS NON-U.S. CLIENTS. RESPONSE TO SECTION 7A: THE NON-US REGISTRANT HAS ANSWERED WITH REGARDS TO ITS US CLIENTS ONLY. RESPONSE TO SCHEDULE A. IF AN INDVIDUAL LISTED ON SCHEDULE A UNDER THE COLUMN TITLED FULL LEGAL NAME DOES NOT INCLUDE A MIDDLE NAME IT MEANS THE INDIVIDUAL DOES NOT HAVE A MIDDLE NAME. RESPONSE TO ITEM 11.H. - FROM TIME TO TIME THE ADVISER AND/OR ITS ADVISORY AFFILIATES MAY BE THE SUBJECT OF CIVIL ACTIONS THAT ARE NOT REQUIRED TO BE REPORTED IN RESPONSE TO ITEM 11.H. OF THIS FORM. RESPONSES TO ITEM 5.L THE NON-U.S. REGISTRANT HAS ANSWERED ITEM 5.L. WITH REGARDS TO ITS US CLIENTS ONLY."
1999610,"THE REGISTRANT HAS ANSWERED NO TO ITEM 9.B(1)(A) AND (B) BECAUSE PERSONS ASSOCIATED WITH THE REGISTRANT HAVE BEEN APPOINTED AS TRUSTEE AS A RESULT OF A FAMILIAL OR PERSONAL RELATIONSHIP WITH THE TRUST GRANTOR AND/OR BENEFICIARY AND NOT AS A RESULT OF EMPLOYMENT WITH THE REGISTRANT. THEREFORE, WE ARE NOT DEEMED TO HAVE CUSTODY OVER THE AFVISORY ACCOUNTS FOR WHICH PERSONS ASSOCIATED WITH OUR FIRM SERVE AS TRUSTEE."
1999396,"THE FIRM EXPECTS TO HAVE CUSTODY AND HAS ENGAGED AN INDEPENDENT ACCOUNTING FIRM TO PERFORM A SURPRISE ANNUAL EXAMINATION. THE FIRM ALSO HAS CUSTODY IN PART BECAUSE IT HAS STANDING LETTERS OF AUTHORIZATION. THE FIRM WILL FOLLOW THE SEC'S NO-ACTION LETTER ON FEBRUARY 21, 2017. THIS INFORMATION IS DISCLOSED IN ITEM 9.  PLEASE NOTE, MR. MATTHEW CAVANAUGH DOES NOT HAVE A MIDDLE NAME."
1999124,"The Advisor signed an agreement with Midland Trust Company, designating the Advisor to manage and provide services on behalf of multiple accounts with different beneficiaries."
1997842,"NOTE: ITEM 1.F – CITIGROUP GLOBAL MARKETS INC. (“CGMI”) HAS LISTED ON SCHEDULE D THE LARGEST TWENTY-FIVE BRANCH OFFICE LOCATIONS IN TERMS OF THE NUMBER OF INVESTMENT ADVISER REPRESENTATIVES.   NOTE: ITEM 1.L. – CGMI HAS LISTED ON SCHEDULE D THE MAIN LOCATIONS AT WHICH IT KEEPS REQUIRED INVESTMENT ADVISER RECORDS. IN ACCORDANCE WITH SEC GUIDANCE, CGMI HAS NOT LISTED ALL OF THE ADVISER BRANCH OFFICES AT WHICH REQUIRED INVESTMENT ADVISER RECORDS ARE ALSO KEPT   NOTE: ITEM 5.B(1) – CGMI’S RESPONSE IS APPROXIMATED ON THE NUMBER OF PERSONS SUBJECT TO THE FIDUCIARY CODE OF ETHICS.   NOTE: ITEMS 5.C, 5.D AND 9 – CGMI’S RESPONSES INCLUDE THE NUMBER OF “ACCOUNTS” BECAUSE DIFFERENT BUSINESS UNITS OF CGMI COUNT CLIENTS DIFFERENTLY. AS EACH ACCOUNT REPRESENTS A UNIQUE INVESTMENT OBJECTIVE AND RISK PROFILE, EACH ACCOUNT CAN BE VIEWED AS A SEPARATE CLIENT WHEN PROVIDING ADVISORY SERVICE.   NOTE: ITEMS 5.C(1) AND 5.H – CGMI’S RESPONSES INCLUDE THE NUMBER OF FINANCIAL PLANS PRESENTED TO CLIENTS.  NOTE: ITEMS 5.C(2) AND 5.D – CGMI’S RESPONSES DO NOT INCLUDE FINANCIAL PLANNING CLIENTS.  NOTE: ITEM 5.D – FOR PURPOSES OF CATEGORIZING TYPE OF CLIENT, CGMI CONSIDERED THE CHARACTERISTICS OF THE CLIENT THAT OPENED EACH ACCOUNT.  NOTE: ITEM 5.E – WHILE CGMI DOES NOT CHARGE PERFORMANCE-BASED FEES, OTHER THIRD-PARTY MANAGERS IN CERTAIN CGMI ADVISORY PROGRAMS MAY CHARGE PERFORMANCE-BASED FEES.   NOTE: ITEM 5.F – CGMI’S RESPONSES EXCLUDE THE ACCOUNTS AND THE AMOUNT OF REGULATORY ASSETS UNDER MANAGEMENT IN THE CONSULTING AND EVALUATION SERVICES PROGRAM, WHERE CGMI DOES NOT PROVIDE CONTINUOUS AND REGULAR SUPERVISORY OR MANAGEMENT SERVICES.   NOTE: SCHEDULE 5.K.(1), SCHEDULE D – INTERESTS IN ETFS ARE CLASSIFIED AS “SECURITIES ISSUED BY REGISTERED INVESTMENT COMPANIES OR BUSINESS DEVELOPMENT COMPANIES” (AND NOT AS “EXCHANGE-TRADED EQUITY SECURITIES”).   NOTE: ITEM 7.A – CGMI HAS THOUSANDS OF RELATED PERSONS. THERE ARE RELATED PERSONS WHO ARE NOT LISTED IN SECTION 7.A OF SCHEDULE D AS PERMITTED UNDER SEC GUIDANCE AND A LIST CAN BE PROVIDED UPON REQUEST.   NOTE: ITEM 8.G – THE RESPONSES TAKE INTO CONSIDERATION CGMI AND ITS RELATED PERSONS THAT ENGAGE IN ADVISORY ACTIVITIES OUTSIDE THE UNITED STATES THAT MAY RECEIVE EXECUTION AND RESEARCH, INCLUDING UNSOLICITED RESEARCH AND OTHER SERVICES, FROM BROKER-DEALERS."
1997641,"As further response to Question 5K(4), the Registrant does not have a relationship with any custodian on behalf of the firm's clients, therefore, no custodians are included within this response.  Rather, all clients of the Registrant choose their own custodial relationship.  As of the date of this filing, the response to Question 9F is ten, because this is the current number of custodians the clients of the Registrant have engaged.  The Registrant does not have any contractual custodial relationship with these ten custodial firms."
1999282,"This is a pure internet advisor only."
1997234,"Item 9.A.(2) Firm Custody Process with custodial 3rd party SLOA for client request for charities, it may be made payable to chosen charity but the check must go to the Client account address of record. The client will distribute the check.  Item 5.L(1)(a) On RFP Item 5.L(1)(e) Not paid endorsement on RFP.  Item 5.L(4) On RFP  Annual Updating amendment notice by email, the ""other-than-annual amendment"" was inadvertently selected during filing on 3/31/2025 and was intended to be the Annual Updating Amendment. The CCO, received the email and contact the divisions that are responsible for filings and was told to resubmit and leave a note in this section."
