"FilingID","ReferenceID","Private Fund Name","Fund ID"
2008153,224863,"FAIRMOUNT HEALTHCARE FEEDER FUND II LP",805-1582208938
2004882,27097,"OAKTREE EUROPEAN PRINCIPAL FUND III (U.S.), L.P.",805-7161715304
2004882,229158,"OAKTREE EUROPEAN CAPITAL SOLUTIONS FUND II FEEDER (USDH), L.P.",805-9884445515
2004882,249120,"OAKTREE PRE LIFE SCIENCES FUND (FEEDER), L.P.",805-7317366959
2004882,195559,"OAKTREE EMERGING MARKETS DEBT TOTAL RETURN FUND PARTNERSHIP FEEDER (CAYMAN), L.P.",805-6019120537
2004882,249094,"OAKTREE OPPORTUNITIES FUND XI FEEDER 4 (CAYMAN), L.P.",805-7130437964
2004882,179188,"OAKTREE EUROPEAN PRINCIPAL FUND IV (CAYMAN), L.P.",805-8960098022
2004882,310064,"OAKTREE DIRECT LENDING FUND FEEDER CAYMAN (PARALLEL), L.P.",805-4605584654
2004882,26386,"OAKTREE VALUE OPPORTUNITIES FEEDER FUND, L.P.",805-1572957724
2004882,245444,"OAKTREE REAL ESTATE DEBT FUND III FEEDER (CAYMAN) II, L.P.",805-7702532311
2004882,232955,"OAKTREE EUROPEAN PRINCIPAL FUND V FEEDER (U.S.), L.P.",805-1448585564
2004882,245444,"OAKTREE REAL ESTATE DEBT FUND III FEEDER (CAYMAN) V, L.P.",805-1306542647
2004882,126737,"OAKTREE POWER OPPORTUNITIES FUND IV FEEDER (CAYMAN), L.P.",805-9179366613
2004882,65585,"OAKTREE VALUE EQUITY FUND (CAYMAN), L.P.",805-1949142028
2004882,249094,"OAKTREE OPPORTUNITIES FUND XI FEEDER (CAYMAN), L.P.",805-5233081060
2004882,249096,"OAKTREE OPPORTUNITIES FUND XI FEEDER 3 (CAYMAN), L.P.",805-3621274322
2004882,123735,"OAKTREE OPPORTUNITIES FUND X FEEDER (CAYMAN), L.P.",805-3715248181
2004882,432143,"OAKTREE POWER OPPORTUNITIES FUND VII FEEDER (CAYMAN), L.P.",805-6193217334
2004882,432143,"OAKTREE POWER OPPORTUNITIES FUND VII FEEDER 2 (CAYMAN), L.P.",805-4533845237
