FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1999631,Oct-21,8/6/2025,DARWIN GLOBAL MANAGEMENT LIMITED,"DARWIN GLOBAL MANAGEMENT, LTD.",N,N,,802-120364,312512,"WHITELEY CHAMBERS,",DON STREET,"ST. HELIER, CHANNEL ISLANDS",,Jersey,JE2 4TR,N,Monday - Friday,,8:00 AM - 5:00 PM (GMT),+44 20 4526 4402,,1,,,,,,,,N,Y,Y,N,N,,54930094F2ARTRDZEU89,N,Y,N,0,Corporation,,DECEMBER,,Jersey,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,SARAH ELIZABETH MONIME,8/6/2025,CHIEF COMPLIANCE OFFICER
1995264,Oct-21,8/6/2025,JSB CAPITAL GROUP LLC,JSB CAPITAL GROUP LLC,N,N,,802-134299,336253,2850 QUARRY LAKE DRIVE,STE. 140,BALTIMORE,MD,United States,21209,N,Monday - Friday,,9:00 AM - 5:00 PM,410-394-7336,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,76413676,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JONAH JAY LOBEL,8/6/2025,PRESIDENT
2006870,Oct-21,8/6/2025,CANVAS CAPITAL MANAGEMENT LLC,CANVAS CAPITAL MANAGEMENT LLC,N,N,,802-134300,337587,"929 ALTON ROAD,",SUITE 500,MIAMI BEACH,FL,United States,33139,N,Monday - Friday,,9AM TO 5PM,(913) 486-2012,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,0,Limited Liability Company,,DECEMBER,Florida,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,STEVE SOLANO,8/5/2025,REGULATORY COMPLIANCE CONSULTANT
2007887,Oct-21,8/6/2025,"ENEA CAPITAL MANAGEMENT, LLC","ENEA CAPITAL MANAGEMENT, LLC",N,N,,802-134302,337733,,,,,,,Y,Monday - Friday,,9AM TO 5PM,424-394-4749,,1,,,,,,,,Y,N,N,N,N,,,Y,Y,N,30499966,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,FEDERICO DUBINI,8/6/2025,MANAGING MEMBER
2007737,Oct-21,8/6/2025,DELPHI VENTURES GENERAL PARTNER LLC,DELPHI VENTURES GENERAL PARTNER LLC,N,N,,802-124865,320814,,,,,,,Y,Monday - Friday,,5-Sep,512-522-7017,,0,"94 SOLARIS AVENUE, CAMANA BAY",PO BOX 1348,GRAND CAYMAN,,Cayman Islands,KY1-1108,N,Y,Y,N,N,N,,,N,Y,N,12018079,Limited Liability Company,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,SARAH BRENNAN,8/6/2025,GENERAL COUNSEL
2012117,Oct-21,8/29/2025,PROGRESSION PARTNERS LLC,PROGRESSION PARTNERS LLC,N,N,,802-134459,338449,2021 FILLMORE STREET,STE #1157,SAN FRANCISCO,CA,United States,94115,N,Monday - Friday,,9AM-5PM PST,347-609-2006,,0,,,,,,,,Y,Y,N,N,N,,,Y,Y,N,34432429,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,MATTHEW LEE,8/29/2025,CHIEF COMPLIANCE OFFICER & MEMBER
2013257,Oct-21,8/29/2025,"ATV CAPITAL MANAGEMENT, INC.",ADVANCED TECHNOLOGY VENTURES,N,N,,802-75329,162341,420 BOYLSTON STREET,SUITE 602,BOSTON,MA,United States,02116,N,Monday - Friday,,8AM - 5PM,617-850-9700,,1,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,TRAVIS J. BOETTNER,8/29/2025,CHIEF FINANCIAL OFFICER
2013131,Oct-21,8/29/2025,DAVIDE LEONE AND PARTNERS INVESTMENT COMPANY LTD,DAVIDE LEONE AND PARTNERS INVESTMENT COMPANY LTD,N,N,,802-114995,301102,9-10 SAVILE ROW,,"LONDON, ENGLAND",,United Kingdom,W1S 3PF,N,Monday - Friday,,0730-1930,00442070966900,00442070966901,0,,,,,,,,Y,Y,Y,N,N,,5493004QVZWICZPP7I86,N,Y,N,0,Corporation,,FEBRUARY,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JESSICA MURRAY,7/29/2025,CHIEF COMPLIANCE OFFICER
2013190,Oct-21,8/29/2025,ZENVIO INC,ZENVIO INC,N,N,,802-134456,338564,7900 EAST UNION AVENUE,,DENVER,CO,United States,80237,N,Monday - Friday,,9 AM - 5 PM,646-345-3212,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,80000000,Limited Liability Company,,DECEMBER,Colorado,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,ALICE FRASER,8/29/2025,DIRECTOR
2010625,Oct-21,8/22/2025,BTG PACTUAL GESTORA DE RECURSOS LTDA,BTG PACTUAL GESTORA DE RECURSOS LTDA,N,N,,802-134404,160110,AV. BRIGADEIRO FARIA LIMA NO 3477/12,ANDAR-PARTE - JARDIM PAULISTA,SAO PAULO,,Brazil,04538133,N,Monday - Friday,,9AM - 5PM,+55 11 3383-4989,,1,,,,,,,,Y,Y,Y,N,N,,,N,Y,N,0,Limited Liability Company,,DECEMBER,,Brazil,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,N,Y,,Y,,Y,N,N,N,N,N,N,,,,,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,Non-Resident,MARIANA CARDOSO,8/19/2025,CHIEF COMPLIANCE OFFICER
