"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1999631,294357,"DARWIN GLOBAL FUND GP, LLC","DARWIN GLOBAL FUND GP, LLC","",,"","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1995264,399171,"ABBOT MILL JV LLC","ABBOT MILL JV LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399172,"EVP MEMBER LLC","EVP MEMBER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399173,"LANDINGS MANAGER LLC","LANDINGS MANAGER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399174,"CARRIAGE HOUSE JV LLC","CARRIAGE HOUSE JV LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399175,"STELLAR MEMBER LLC","STELLAR MEMBER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399176,"TOP GRAPE HOLDINGS LLC","TOP GRAPE HOLDINGS LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399168,"TOP BERRY HOLDINGS LLC","TOP BERRY HOLDINGS LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399167,"VALLEY CENTRE JV LLC","VALLEY CENTRE JV LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399169,"JSB EXCHANGE MEMBER LLC","JSB EXCHANGE MEMBER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399177,"13J BROWARD SOUTH MANAGER, LLC","13J BROWARD SOUTH MANAGER, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399178,"JSB HALDEN MANAGER LLC","JSB HALDEN MANAGER LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
1995264,399179,"BSLN-FL-1 VO JV LLC","BSLN-FL-1 VO JV LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","","","","","","","","N","","","N","Y","Y"
