"Filing ID","Relying Advisor Business Name","Relying Advisor Legal Name","Relying Advisor CRD Number","Reference ID","Principal Address Same as Filer","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Mail Address Same as Filer","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","1E2Days","1E2DaysOther","1E2Hours","1G","2A(1)","2A(2)","2A(4)","2A(5)","2A(6)","2A(7)","2A(8)","2A(8) Application","2A(8) Order Date","2A(9)","3A","3AOther","3B","3C-State","3C-Country","4C"
1936122,"","D. E. SHAW & CO. (ASIA PACIFIC) LIMITED",294484,3262,"N","19TH FLOOR, YORK HOUSE, THE LANDMARK","15 QUEEN'S ROAD CENTRAL","HONG KONG","","Hong Kong","","N","852-3521-2500","852-3521-2600","N","","","","","","","N","MONFRI","","9 AM - 5 PM","549300IKAFQ7KFD49545","N","N","Y","Y","N","N","N","",,"N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","12","","Hong Kong","N"
1936122,"","D. E. SHAW ADVISER II, L.L.C.",294586,3353,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9 AM - 5 PM","5493003P6IU5NSQZB433","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW ADVISER, L.L.C.",294591,3357,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9 AM - 5 PM","549300CK4WGQJAWVBD19","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW COMPOSITE ADVISER, L.L.C.",294595,3361,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9AM - 5 PM","549300Z98P478RESMH57","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW MULTI-ASSET ADVISER, L.L.C.",294600,3366,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9 AM - 5 PM","54930017NC6N1PVP5P55","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW & CO. (LONDON), LLP",294624,3385,"N","55 BAKER STREET","SEVENTH FLOOR","LONDON","","United Kingdom","W1U 8EW","N","44-20-7409-4300","44-20-7409-4350","N","","","","","","","N","MONFRI","","9 AM - 5 PM","549300C4RWHVOOSD9T96","N","N","Y","Y","N","N","N","",,"N","Limited Liability Partnership","","03","","United Kingdom","N"
1936122,"","D. E. SHAW HELIANT ADVISER, L.L.C.",295202,3870,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9 AM - 5 PM","549300IJ4CBL16FZYU93","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW DIRECT CAPITAL, L.L.C.",147212,5911,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9AM - 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW ESC ADVISER, L.L.C.",315169,8731,"Y","","","","","","","","212-478-0000","212-478-0100","Y","","","","","","","","MONFRI","","9AM - 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1936122,"","D. E. SHAW & CO. (SINGAPORE) PTE. LTD.",316816,8968,"N","10 MARINA BOULEVARD","#16-03 MARINA BAY FINANCIAL CENTRE TOWER 2","SINGAPORE","","Singapore","018983","N","+65 6983 5700","+65 6983 5701","N","","","","","","","N","MONFRI","","9 AM - 5 PM","549300UTJS5JB85DAR61","N","N","Y","Y","N","N","N","",,"N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","12","","Singapore","N"
