"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
2004778,"N","A","CASS, PHILIP, SANDERSON","I","","MEMBER",09/2021,"D","Y","N",3268576
2004778,"N","A","Dunn, Andrew","I","","MEMBER",09/2021,"D","Y","N",7516608
2003730,"Y","A","SNP CHINA ENTERPRISES LIMITED","FE","","OWNER OF HONGSHAN CAPITAL ADVISORS LIMITED",11/2011,"E","Y","N",
2003730,"","B","SHEN, NAN, PENG","I","SNP CHINA ENTERPRISES LIMITED","OWNER",10/2011,"E","Y","N",6041944
2003730,"Y","A","SHEN, NAN, PENG","I","","DIRECTOR OF HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED",08/2005,"NA","Y","N",6041944
2003730,"Y","A","HONGSHAN CAPITAL ADVISORS LIMITED","FE","","OWNER OF HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED",08/2005,"E","Y","N",161562
2003730,"Y","A","HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED","FE","","OWNER OF BEIJING HONGSHAN ADVISORS CONSULTING LIMITED",12/2007,"E","Y","N",
2003730,"","B","HONGSHAN CAPITAL ADVISORS LIMITED","FE","HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED","OWNER",08/2005,"E","Y","N",
2003730,"","B","SNP CHINA ENTERPRISES LIMITED","FE","HONGSHAN CAPITAL ADVISORS LIMITED","OWNER",11/2011,"E","Y","N",
2003730,"Y","A","SUN, QIAN, NMN","I","","DIRECTOR OF HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED",06/2007,"NA","Y","N",6046119
2003730,"Y","A","IP, EVA, SIU WAI","I","","CFO & DIRECTOR OF HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED",12/2016,"NA","Y","N",6745410
2003730,"Y","A","ZHANG, LIANQING","I","","HEAD OF LEGAL OF HONGSHAN CAPITAL ADVISORS LIMITED",06/2014,"NA","Y","N",6924362
2003730,"Y","A","ZHOU, KUI","I","","DIRECTOR OF BEIJING HONGSHAN ADVISORS CONSULTING LIMITED",10/2007,"NA","Y","N",6931539
2003730,"Y","A","YANG, MIMI","I","","CCO OF HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED",02/2020,"NA","Y","N",7242378
2003730,"Y","A","SHEN, NAN, PENG","I","","DIRECTOR OF HONGSHAN CAPITAL ADVISORS LIMITED",03/2020,"E","Y","N",6041944
2003730,"Y","A","DANLEY, ALAINA, CATHERINE","I","","DIRECTOR OF HONGSHAN CAPITAL ADVISORS LIMITED",06/2021,"NA","Y","N",7522769
2003730,"Y","A","John, Lynden, Rees","I","","DIRECTOR OF HONGSHAN CAPITAL ADVISORS LIMITED",07/2025,"NA","Y","N",7716510
1999165,"Y","A","GOFF, JOHN, COLLINS","I","","CHIEF EXECUTIVE OFFICER/MANAGER",06/2017,"E","Y","N",6020434
1999165,"","B","JOHN C. GOFF 2010 FAMILY TRUST","DE","GFT STRATEGIES, LLC","SOLE MEMBER",06/2017,"E","Y","N",
1999165,"","B","GOFF, JOHN, COLLINS","I","JOHN C. GOFF 2010 FAMILY TRUST","TRUSTEE",11/2010,"E","Y","N",6020434
1999165,"Y","A","GOFF, TRAVIS, GARDNER","I","","PRESIDENT",06/2017,"NA","Y","N",5153948
1999165,"Y","A","TERRELL, JENNIFER, LYNNE","I","","SENIOR VICE PRESIDENT/CHIEF COMPLIANCE OFFICER/CHIEF FINANCIAL OFFICER",06/2017,"NA","Y","N",6806475
1999165,"Y","A","GFT STRATEGIES, LLC","DE","","MEMBER",06/2017,"E","Y","N",
1999165,"Y","A","GOFF FOCUSED STRATEGIES LLC","DE","","MANAGING MEMBER, GFS MANAGEMENT, LLC",06/2017,"E","Y","N",284910
1981548,"Y","A","BONSIDE, INC.","DE","","PARENT COMPANY",05/2022,"E","Y","N",
1981548,"Y","A","BASSETT, JARRED, PHILLIP","I","","HEAD OF INVESTMENTS",05/2022,"NA","N","N",6503228
1981548,"Y","A","Govindraj, Neha","I","","CHIEF EXECUTIVE OFFICER",05/2022,"NA","Y","N",7619713
1981548,"","B","Govindraj, Neha","I","BONSIDE, INC.","CHIEF EXECUTIVE OFFICER",05/2022,"C","Y","N",7619713
2004033,"N","A","SEPPALA, JOY, VICTORIA","I","","CEO",06/1998,"E","Y","N",1487703
2004033,"N","A","Symons, Paula, Jane","I","","CHIEF COMPLIANCE OFFICER",12/2019,"NA","N","N",7262885
2003449,"N","A","DELGADO, CECILIA","I","","CEO",07/2025,"E","Y","N",7903826
1985702,"N","A","Teece, David, John","I","","EXECUTIVE CHAIRMAN",02/2020,"B","Y","N",7590007
1985702,"N","A","Belanger, Sebastien","I","","CEO",02/2022,"D","Y","N",7624673
1985702,"N","A","TEECE IRREVOCABLE TRUST #3","DE","","OWNER",02/2022,"B","N","N",
2003307,"N","A","NORDSTERN KAPITALMANAGEMENT GMBH LTD","DE","","CEO",10/2024,"E","N","N",337924
1996531,"N","A","SHEPHERD, MICHAEL, JOHN","I","","GENERAL PARTNER AND CHIEF COMPLIANCE OFFICER",11/2022,"C","Y","N",4451118
1996531,"N","A","napier, graham, ralph fenn","I","","GENERAL PARTNER",11/2022,"C","Y","N",7665328
1996531,"N","A","WOLAK, PAULETTE","I","","GENERAL PARTNER",11/2022,"A","N","N",7283937
1996769,"N","A","Hou, Chi-Chien","I","","MANAGING MEMBER",08/2018,"D","Y","N",7047235
1996769,"N","A","RICHARDSON, NICOLAS, L","I","","MANAGING MEMBER",08/2018,"D","Y","N",5026449
1998902,"N","A","NEU, JR., ROBERT, WAYNE","I","","MANAGING PARTNER",02/2020,"B","Y","N",6327561
1998902,"N","A","McNair, Brian","I","","GENERAL COUNSEL & CHIEF COMPLIANCE OFFICER",04/2020,"NA","Y","N",7274771
1998902,"N","A","Wendling, Mark, Robert","I","","PARTNER",02/2020,"D","Y","N",7274785
1998902,"N","A","Collins, Andrew, C","I","","PARTNER",01/2022,"B","N","N",7529224
1998902,"N","A","Walsh, Jack, Ryan","I","","PARTNER",06/2021,"NA","Y","N",7077313
1998902,"N","A","SHIH, DAVID, HSUAN","I","","PARTNER",07/2025,"A","N","N",4960521
1999835,"Y","A","MAHON, CAROL","I","","DIRECTOR",09/2022,"NA","Y","N",7949167
1999835,"Y","A","FUNDROCK FUND SERVICES LIMITED","FE","","SHAREHOLDER",12/2015,"E","Y","N",
1999835,"Y","A","Finneran, Brian","I","","DIRECTOR",08/2021,"NA","N","N",7951691
1999835,"Y","A","ROBINSON, PATRICK","I","","DIRECTOR",10/2016,"NA","N","N",6485334
1999835,"Y","A","DILLON, DAVID, WILLIAM","I","","DIRECTOR",11/2016,"NA","Y","N",5894679
1999835,"Y","A","GROOTENHUIS, HUGH, JOHN","I","","DIRECTOR",10/2016,"NA","Y","N",4407108
1999835,"Y","A","Rate, Graeme, Paul","I","","DIRECTOR",10/2023,"NA","Y","N",6650934
