FilingID,FormVersion,DateSubmitted,1A,1B1,1B2,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1N-CIK,1O,1OAmount,1P,4A,4B,5A,5B1,5B2,5B3,5B4,5B5,5B6,5C1,5C2,5D1a,5D1b,5D1c,5D1d,5D1e,5D1f,5D1g,5D1h,5D1i,5D1j,5D1k,5D1l,5D1m,5D1n,5D1n Other,5D2a,5D2b,5D2c,5D2g,5D2h,5D2i,5D2j,5D2k,5D2l,5D2m,5D2n,5D3a,5D3b,5D3c,5D3d,5D3e,5D3f,5D3g,5D3h,5D3i,5D3j,5D3k,5D3l,5D3m,5D3n,5E1,5E2,5E3,5E4,5E5,5E6,5E7,5E7-Other,5F1,5F2a,5F2b,5F2c,5F2d,5F2e,5F2f,5F3,5G1,5G2,5G3,5G4,5G5,5G6,5G7,5G8,5G9,5G10,5G11,5G12,5G12-Other,5H,5H-Other,5I1,5I2a,5I2b,5I2c,5J1,5J2,5K1,5K2,5K3,5K4,5L1a,5L1b,5L1c,5L1d,5L1e,5L2,5L3,5L4,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,8A1,8A2,8A3,8B1,8B2,8B3,8C1,8C2,8C3,8C4,8D,8E,8F,8G1,8G2,8H1,8H2,8I,9A1a,9A1b,9A2a,9A2b,9B1a,9B1b,9B2a,9B2b,9C1,9C2,9C3,9C4,9D1,9D2,9E,9F,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,12A,12B1,12B2,12C1,12C2,Execution Type,Signatory,Execution Date,Title
1925159,Oct-21,1/9/2025 7:50,"STORGATE, LLC","STORGATE, LLC",N,N,N,,801-131943,334632,892 PLAIN STREET,SUITE 10,MARSHFIELD,MA,United States,02050,N,Monday - Friday,,8:30 AM - 5:00 PM,617-800-0388,,0,,,,,,,,N,N,N,N,,N,,,N,,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,N,N,Y,N,N,N,,Y,0,0,0,0,0,0,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,0,,N,,,,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,CHRISTOPHER E. WINN,1/9/2025,CHIEF COMPLIANCE OFFICER
1925014,Oct-21,1/9/2025 8:50,THREE ARCH WEALTH MANAGEMENT LLC,THREE ARCH WEALTH MANAGEMENT LLC,N,N,N,,801-131587,333733,300 SPECTRUM CENTER DRIVE,SUITE 1030,IRVINE,CA,United States,92618,N,Monday - Friday,,BY APPOINTMENT,(949) 400-7107,,0,,,,,,,,Y,N,N,N,,N,,,N,,2,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,N,N,N,N,N,N,,Y,0,0,0,0,0,0,0,Y,Y,N,N,N,Y,N,N,N,N,N,N,,0,,N,,,,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,Y,N,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,TYLER VASQUEZ,1/9/2025,CHIEF COMPLIANCE OFFICER
1924761,Oct-21,1/9/2025 10:40,"EMERGENT WEALTH ADVISORS, LLC","EMERGENT WEALTH ADVISORS, LLC",N,N,N,,801-106909,174845,"5500 MAIN STREET, SUITE 260",,WILLIAMSVILLE,NY,United States,14221,N,Monday - Friday,,5-Sep,716-828-8390,716-828-8395,1,,,,,,,,Y,N,N,N,,N,,,N,,6,6,3,6,1,5,0,5,0,311,70,0,0,0,0,0,0,0,0,0,0,0,0,,N,N,N,N,N,N,N,N,N,N,N,100038018,102855279,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,N,Y,N,N,N,,Y,202893297,0,202893297,901,0,901,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,10-Jan,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,NICHOLAS EFTHEMIS,1/9/2025,CHIEF COMPLIANCE OFFICER
1923731,Oct-21,1/9/2025 10:48,"HARBOURVEST PARTNERS, LLC","HARBOURVEST PARTNERS, LLC",Y,N,N,,801-53287,109846,ONE FINANCIAL CENTER,,BOSTON,MA,United States,02111,N,Monday - Friday,,8:00 AM TO 5:30 PM,617-348-3707,617-350-0305,0,,,,,,,,Y,Y,Y,N,,N,,5493001MCDH7I6NIXC24,N,,1103,285,0,0,0,0,21,0,52,,,,,,276,5,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,1.50619E+11,729593601,,,,,,,,Y,N,N,Y,N,Y,N,,Y,1.2708E+11,24268456638,1.51349E+11,230,51,281,60949603596,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,N,,,,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,,Y,N,N,Y,Y,0,0,Y,Y,1.49513E+11,278,N,Y,N,Y,N,N,,19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,ADAM FREEDMAN,1/9/2025,MANAGING DIRECTOR AND CHIEF COMPLIANCE OFFICER
1925262,Oct-21,1/9/2025 11:17,"PARK AVENUE INVESTMENT ADVISORY, LLC","PARK AVENUE INVESTMENT ADVISORY, LLC",N,N,N,,801-119560,310203,10 HUDSON YARDS,,NEW YORK,NY,United States,10001,N,Monday - Friday,,9AM TO 5PM,800-879-6934,,8,,,,,,,,Y,Y,N,N,,N,,,N,,70,70,43,9,1,9,1,0,0,201,6,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,44592920,30785074,,,,,,,,,,,,,Y,Y,N,Y,N,N,N,,Y,75377994,0,75377994,288,0,288,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,10-Jan,,Y,7210103,0,68167892,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,,Y,Y,N,N,N,,,N,N,0,0,N,N,N,N,N,N,,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,THOMAS J BELLARO,1/9/2025,SR. COMPLIANCE LEADER
1925287,Oct-21,1/9/2025 11:51,"FRANK, RIMERMAN ADVISORS LLC","FRANK, RIMERMAN ADVISORS LLC",N,N,N,,801-62201,124147,1801 PAGE MILL ROAD,,PALO ALTO,CA,United States,94304,N,Monday - Friday,,8:30 AM - 5:00 PM,650-845-8100,650-494-1975,3,,,,,,,,Y,N,N,N,,N,,,N,,5,3,0,2,0,0,0,0,0,,98,,,,,,1,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,2006487041,,,,,,6973298,,,,,,,Y,Y,N,Y,N,N,N,,Y,1584793306,428667033,2013460339,357,55,412,0,Y,Y,N,N,N,N,Y,N,N,N,N,Y,INVESTMENT PERFORMANCE REPORTING,51-100,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,N,,N,N,N,N,N,Y,Y,198081353,39,N,N,,,N,N,N,N,N,N,,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,BRIAN KREISCHER,1/9/2025,"ADMINISTRATIVE OVERSIGHT MANAGER OF FRANK, RIMERMAN ADVISORS LLC"
1925141,Oct-21,1/9/2025 12:16,"MATIENZO LAFFOURCADE, JUAN FRANCISCO",MERCOR INVESTMENT GROUP,N,N,N,,801-119628,310936,18 ORIENTE 205 DESPACHO 1 COL. CENTRO,,PUEBLA,,Mexico,72000,N,Monday - Friday,,8:00 AM - 6:00 PM,52 222 246 21 67,52 222 246 0801,0,,,,,,,,N,N,N,N,,N,,,N,,1,1,0,0,0,0,0,32,94,10,22,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,2437302,33345778,,,,,,,,,,,,,Y,N,N,N,N,Y,N,,Y,35783080,0,35783080,32,0,32,35170294,N,Y,N,N,N,N,N,N,N,N,N,N,,,,N,,,,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Non-Resident,JUAN F. MATIENZO LAFFOURCADE,1/6/2025,SOLE PROPRIETOR
1922995,Oct-21,1/9/2025 12:24,"PINNACLE WEALTH ADVISORS, INC.",PINNACLE WEALTH ADVISORS,N,N,N,,801-116763,117517,9200 SE SUNNYBROOK BOULEVARD,SUITE # 170,CLACKAMAS,OR,United States,97015,N,Monday - Friday,,8:30 - 4:30,503-654-5100,503-654-5105,2,,,,,,,,Y,Y,N,N,,N,,,N,,7,5,0,5,3,3,0,4,1,372,75,0,0,0,0,17,0,0,0,0,0,0,0,,N,N,N,N,N,N,N,N,N,N,N,75023459,81475714,0,0,0,0,45578430,0,0,0,0,0,0,0,Y,Y,N,Y,N,N,N,,Y,156499173,45578430,202077603,447,17,464,83338,Y,Y,N,N,N,Y,Y,N,N,N,N,N,,25-Nov,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,N,Y,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,AARON CHRISTOPHERSON,1/9/2025,PRINCIPAL
1925326,Oct-21,1/9/2025 12:29,"ATLANTIC WEALTH PARTNERS, LLC","ATLANTIC WEALTH PARTNERS, LLC",N,N,N,,801-118353,289440,759 PARKWAY STREET,SUITE 201,JUPITER,FL,United States,33477,N,Other,BY APPOINTMENT,9:30 AM-4:00PM,561-632-0566,,1,,,,,,,,Y,N,N,N,,N,,,N,,3,3,0,3,0,3,0,0,0,111,293,0,0,0,0,0,0,0,0,0,0,0,0,,N,N,N,N,N,N,N,N,N,N,N,4569128,223172097,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,N,N,N,N,N,,Y,227741225,0,227741225,2067,0,2067,0,Y,Y,N,N,N,Y,Y,N,N,N,N,N,,0,,N,,,,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,,Y,N,Y,Y,N,N,N,Y,N,3382726,7,Y,Y,22203890,86,N,Y,N,N,N,N,,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,STEPHEN OLSON,1/9/2025,PRINCIPAL
1924465,Oct-21,1/9/2025 12:34,REVOLUT WEALTH INC.,REVOLUT WEALTH INC.,N,N,N,,801-127056,322894,107 GREENWICH STREET,20TH FLOOR,NEW YORK,NY,United States,10006,N,Monday - Friday,,9:00 AM-5:00 PM,914-357-4577,,0,,,,,,,,Y,N,N,N,,N,,,N,,7,6,6,0,0,0,0,0,0,1408,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,496673,,,,,,,,,,,,,,Y,N,N,N,N,N,N,,Y,496673,0,496673,1408,0,1408,0,N,Y,N,N,N,N,N,N,N,N,N,N,,,,Y,0,0,496673,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,LISA L SMITH,1/9/2025,CHIEF COMPLIANCE OFFICER
1924620,Oct-21,1/9/2025 12:42,"LIFEPOINT PLANNING, PLLC",LIFEPOINT PLANNING,N,N,N,,801-131948,296911,1821 WALDEN OFFICE SQUARE,SUITE 400,SCHAUMBURG,IL,United States,60173,N,Other,BY APPOINTMENT ONLY,BY APPOINTMENT ONLY,844-505-3618,,1,,,,,,,,Y,Y,N,N,,N,,,N,,2,2,0,2,0,1,0,0,0,50,40,,,,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,N,42897000,60103000,,,,,,1092607,,,,,928166,,Y,Y,N,Y,N,N,N,,Y,105020773,0,105020773,280,0,280,0,Y,Y,N,N,N,Y,Y,N,N,N,N,N,,51-100,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,0,0,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,DOUG OOSTERHART,1/9/2025,CCO
1925331,Oct-21,1/9/2025 12:55,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",N,N,N,,801-6997,110391,30 HUDSON STREET,,JERSEY CITY,NJ,United States,07302-4804,N,Monday - Friday,,9:00 A.M. - 5:00 P.M.,201-827-2000,201-536-3979,0,,,,,,,,Y,Y,N,N,,N,,549300JN4JHMFPO31Y81,N,,789,188,302,30,0,0,0,0,1,16930,4929,,68,,37,87,43,16,3871,10,,324,,,N,N,N,N,N,N,N,N,N,N,N,7216570398,12246245130,,1.85691E+11,,17900791468,3995261593,1730617567,3462975965,1457983592,1113791848,,3941385790,,Y,N,N,N,N,Y,N,,Y,2.37299E+11,1457983592,2.38757E+11,26320,3871,30191,2.38757E+11,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,IMPERSONAL INVESTMENT ADVISORY SERVICES,,,Y,0,21754726628,0,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,Y,Y,73558834,4,N,N,,,N,Y,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,RANDOLPH A. STUZIN,1/9/2025,MEMBER & CHIEF LEGAL OFFICER
1925387,Oct-21,1/9/2025 13:50,"MIRAMONTES CAPITAL, LLC","MIRAMONTES CAPITAL, LLC",N,N,N,,801-110012,264786,4701 TELLER AVE,,NEWPORT BEACH,CA,United States,92660,N,Monday - Friday,,7:30AM - 4:30PM,1-800-460-1595,949-706-0101,0,,,,,,,,Y,N,N,N,,N,,,N,,7,4,5,4,0,3,0,0,0,468,96,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,106300113,153589059,,,,,,,,,,,,,Y,Y,N,Y,N,N,N,,Y,75427642,184461530,259889172,297,990,1287,0,Y,Y,N,N,N,N,N,N,N,N,N,N,,0,,Y,0,0,259889172,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,Y,Y,Y,N,Y,N,Y,N,82756634,270,N,N,,,N,N,N,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,ISIDRO MIRAMONTES,1/9/2025,CHIEF COMPLIANCE OFFICER
1923045,Oct-21,1/9/2025 14:00,"INSTRUMENTAL WEALTH, LLC","INSTRUMENTAL WEALTH, LLC",N,N,N,,801-119577,310788,1 N DALE MABRY HWY.,STE #1000,TAMPA,FL,United States,33609,N,Monday - Friday,,8 AM - 5 PM,813-578-7001,813-578-7008,0,,,,,,,,Y,N,N,N,,N,,,N,,9,5,0,5,0,4,0,6,0,564,38,,,,,1,1,,,,,2,,,N,N,N,Y,Y,N,N,N,N,Y,N,185649988,156505787,,,,,377807,2308237,,,,,507100,,Y,N,N,Y,N,N,N,,Y,345348919,0,345348919,1888,0,1888,1291393,Y,Y,N,N,Y,N,N,N,N,N,N,N,,101-250,,N,,,,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,N,,N,,N,N,N,Y,Y,148376386,601,N,N,,,N,N,N,N,N,N,,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,DAVID S. SILVER,1/9/2025,CEO AND CHIEF COMPLIANCE OFFICER
