"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1996478,229507,"TITLETOWNTECH MANAGEMENT, LLC (RELYING ADVISER)","",
1996478,357451,"TITLETOWNTECH GP II, LLC","",
1996838,228915,"HORIZON KINETICS ASSET MANAGEMENT LLC","801-47515",106096
1993934,194624,"ELAN CAPITAL MANAGEMENT OY","802-120630",311801
1996835,357781,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357782,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357783,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357801,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357805,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357807,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357810,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357816,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,300747,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,179694,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,192969,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,223794,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,234025,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,255844,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,255841,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,357826,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,418996,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,437762,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996835,437764,"PEMBERTON CAPITAL ADVISORS LLP","801-107757",282621
1996892,246751,"ENVISION CAPITAL SERVICES PRIVATE LIMITED","",
1992759,487229,"CSR CAPITAL","802-133708",335906
1975388,484432,"IMPILO APS","",
