"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1936122,"IRON MOUNTAIN","22 KIMBERLY ROAD","","EAST BRUNSWICK","NJ","United States","08816","N","732-651-2800","732-651-2899","A third-party unaffiliated record keeper","ALL REQUIRED BOOKS AND RECORDS ARE MAINTAINED AT OUR PRINCIPAL OFFICE IN ACCORDANCE WITH RULE 204-2. CERTAIN RECORDS THAT ARE GREATER THAN 2 YEARS OLD MAY BE MAINTAINED AT IRON MOUNTAIN. THESE RECORDS MAY INCLUDE JOURNALS, GENERAL LEDGERS, PAID INVOICES, BANK STATEMENTS, SOFTWARE, AND OTHER ITEMS.  IN ADDITION TO THIS LOCATION, IRON MOUNTAIN MAY DECIDE TO USE ALTERNATE SITES TO MAINTAIN OUR BOOKS AND RECORDS."
1936122,"MICROSOFT CORPORATION","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","425-882-8080","","A third-party unaffiliated record keeper","ELECTRONIC COPIES OF CERTAIN BOOKS AND RECORDS."
1936122,"STELLUS CAPITAL MANAGEMENT, LLC","4400 POST OAK PARKWAY","SUITE 2200","HOUSTON","TX","United States","77027","N","713-292-5400","","A third-party unaffiliated record keeper","EXCEPT AS OTHERWISE DETAILED HEREIN, ALL REQUIRED BOOKS AND RECORDS ARE MAINTAINED IN ACCORDANCE WITH RULE 204-2 EITHER AT ADVISER'S PRINCIPAL OFFICE OR WITH STELLUS CAPITAL MANAGEMENT, LLC, AS SUB-ADVISER."
1936122,"AMAZON WEB SERVICES, INC.","410 TERRY AVENUE NORTH","","SEATTLE","WA","United States","98109","N","206-266-1000","","A third-party unaffiliated record keeper","ELECTRONIC COPIES OF CERTAIN BOOKS AND RECORDS."
1935077,"HANNAH STEELE","122 EAST 42ND STREET","SUITE 481","NEW YORK","NY","United States","10168","N","347-480-7706","","",""
1936298,"GLOBAL RELAY COMMUNICATIONS, INC.","220 CAMBIE STREET","2ND FLOOR","VANCOUVER","","Canada","V6B 2M9","N","604-484-6630","604-608-2941","A third-party unaffiliated record keeper","EMAIL HOSTING AND ARCHIVING."
1936298,"ENVESTNET/TAMARAC","701 FIFTH AVENUE","SUITE 1400","SEATTLE","WA","United States","98104","N","866-525-8811","","Other","CRM RECORDS FOR REPORTING AND MANAGEMENT."
1936298,"PRACTIFI","321 N. CLARK STREET","","CHICAGO","IL","United States","60654","N","312-489-8497","","Other","CUSTOMER RELATIONSHIP MANAGEMENT (CRM) SERVICES FOR FSA TO BETTER ORGANIZE AND ACCESS CLIENT DATA."
1936298,"CONSTANT CONTACT","1601 TRAPELO ROAD","","WALHAM","MA","United States","02451","N","781-472-8100","","A third-party unaffiliated record keeper","NAMES, EMAIL ADDRESSES, AND EMAIL COMMUNICATIONS"
1936346,"ONE SECURE","111 PENN STREET","","EL SEGUNDO","CA","United States","90254","N","800-851-9195","","A third-party unaffiliated record keeper","E-MAIL ARCHIVING"
1936346,"GLOBAL RELAY","286 MADISON AVENUE","","NEW YORK","NY","United States","10017","N","866-484-6630","","A third-party unaffiliated record keeper","EMAIL ARCHIVING SERVICES"
1936346,"PONTERA SOLUTIONS INC","111 W 33RD ST","FLOOR 25","NEW YORK","NY","United States","10120","N","888-677-3339","","A third-party unaffiliated record keeper","PORTFOLIO MANAGEMENT PLATFORM FOR HELD-AWAY ASSETS"
1936346,"ENVESTNET TAMARAC","421 FAYETTEVILLE STREET","15TH FLOOR","RALEIGH","NC","United States","27601","N","844-322-2861","","A third-party unaffiliated record keeper","ACCOUNTS MANAGEMENT"
1936346,"SMARSH","851 SW 6TH AVE","SUITE 800","PORTLAND","OR","United States","97204","N","866-210-6165","","A third-party unaffiliated record keeper","TEXT MESSAGE ARCHIVE"
1936346,"VISORY (MERGED WITH TRUE NORTH NETWORKS)","14425 COLLEGE BLVD","SUITE 150","LENEXA","KS","United States","66215","N","(913) 396-4600","","A third-party unaffiliated record keeper","IT SERVICE PROVIDER"
1936346,"ULTIMUS FUND SOLUTIONS LLC","225 PICTORIA DRIVE","STE 450","CINCINNATI","OH","United States","45246","N","513-587-3400","","A third-party unaffiliated record keeper","PRIVATE FUND RECORDS"
1936346,"MICROSOFT","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","8887251047","","A third-party unaffiliated record keeper","CLOUD-BASED SERVICES (OFFICE 365)"
1936346,"HUBSPOT","2 CANAL PARK","","CAMBRIDGE","MA","United States","02141","N","(888) 482-7768","","A third-party unaffiliated record keeper","CLOUD-BASED SERVICE; FACILITATES AND TRACKS CLIENT CONTACT ACTIVITY"
1936346,"MIMECAST","191 SPRING STREET","","LEXINGTON","MA","United States","02421","N","(617) 393-7000","","A third-party unaffiliated record keeper","EMAIL THREAT DETECTION"
1936346,"SS&C TECHNOLOGIES, INC.","151 W. 42ND STREET","6TH FLOOR","NEW YORK","NY","United States","10036","N","(646) 971-5000","","A third-party unaffiliated record keeper","PRIVATE FUND ADMINISTRATION"
1936373,"VORPAHL WING SECURITIES, INC.","421 W. RIVERSIDE SUITE 1020","","SPOKANE","WA","United States","99201","N","509-747-1749","509-444-1750","Other","THIS IS OUR MAIN OFFICE"
1936373,"U HAUL STORAGE UNITS","4399 W. SUNSET BLVE","","SPOKANE","WA","United States","99224","N","5097471749","","Other","ARCHIVED RECORDS. CLOSED ACCOUNT, FINANCIAL RECORDS, OLD TRADE TICKETS."
1936487,"MAYNERICH FINANCIAL","655 W LINCOLN AVE","SUITE 6","CHARLESTON","IL","United States","61920-2461","N","217-965-5796","","One of your branch offices or affiliates","CLIENT DOCUMENTS AND MEETING NOTES."
1936487,"SOFTEK WEALTH MANAGEMENT SOLUTIONS","9635 MAROON CIRCLE EAST","SUITE 100","ENGLEWOOD","CO","United States","80112","N","3037858470","","Other","COMPLIANCE CONSOLE, CUSTOMER AND EMPLOYEE TRADE/HOLDINGS REVIEWS, EMAIL ARCHIVE, COMPLIANCE REVIEWS/MEMOS."
1936503,"WESTY SELF STORAGE","2070 KINGS HIGHWAY","","FAIRFIELD","CT","United States","06824","N","(203) 256-2777","","A third-party unaffiliated record keeper","FILES OLDER THAN 5 YEARS"
1933296,"PRIVATE RESIDENCE","229 E. 14TH STREET","APT. 5E","NEW YORK","NY","United States","10003","N","646-383-7757","","Other","GENERAL RIA RECORDS"
1936056,"SS&C TECHNOLOGIES","80 LAMBERTON ROAD","","WINDSOR","CT","United States","06095","N","800-234-0556","","Other","INVESTOR ONBOARDING RECORDS; INVESTOR STATEMENTS; RECORD OF FUND INVESTMENTS; CERTAIN ACCOUNTING RECORDS."
1936056,"ADVISER COMPLIANCE ASSOCIATES, LLC","909 ROSE AVENUE","SUITE 950","NORTH BETHESDA","MD","United States","20852","N","301-495-7850","","A third-party unaffiliated record keeper","CLOUD-BASED STORAGE OF COMPLIANCE CALENDAR AND OTHER REGULATORY/COMPLIANCE-RELATED RECORDS"
1931705,"CREDENTIALED WEALTH ADVISORS, LLC","5550 TECH CENTER DR","STE 308B","COLORADO SPRINGS","CO","United States","80919","N","(719) 716-7912","","One of your branch offices or affiliates","ALL BOOKS AND RECORDS WILL BE ACCESSIBLE AT THE BRANCH"
