"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1997213,"MVM F LP",805-7306456253,"MVM PARTNERS, LLC","802-74926","N"
1997213,"MVM E LP",805-3793284716,"MVM PARTNERS, LLC","802-74926","N"
1998788,"COLLER INTERNATIONAL PARTNERS V-A, L.P.",805-9849441992,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS V-B, L.P.",805-6409621518,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VI, L.P.",805-2994917787,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VI FEEDER FUND, L.P.",805-8094908349,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VI FEEDER FUND E, L.P.",805-8554176647,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VII, L.P.",805-5424770464,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VII FEEDER FUND, L.P.",805-2560975531,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
1998788,"COLLER INTERNATIONAL PARTNERS VIII, L.P.",805-7542708988,"COLLER INVESTMENT MANAGEMENT LTD","801-56222","N"
