"FilingID","Miscellaneous"
1980356,"The regulatory assets under management and beneficial owners reported throughout are good faith estimates, as of April 30, 2024, and subject to change upon audit."
1938433,"ALL FIGURES IN USD $ AS AT OCT 31, 2024  ITEM 7.B.1 - SCHEDULE D (QUESTION 16) APPROXIMATE PERCENTAGE OF THE PRIVATE FUND BENEFICIALLY OWNED BY NON-UNITED STATES PERSONS:   805-9434821244 99.9902%, 805-1334107555 99.9898%, 805-6178139822 99.9907%, 805-9796916115 99.9991%, 805-8343948789 99.9991%, 805-4492816760 99.9998%, 805-9653455949 99.9918%, 805-1444521647 99.9998%, 805-8205491562 99.9978%, 805-1589754518 99.9983%, 805-6065176761 99.9877%, 805-8021738576 99.8452%  SCHEDULE D - SECTION 2 (B) PRIVATE FUND ASSETS: THE ASSETS UNDER MANAGEMENT REPORTED ($477,642.40 USD AS AT OCT 31, 2024) IS NOT MANAGED AT A PLACE OF BUSINESS IN THE UNITED STATES. THIS AMOUNT IS HELD BY INVESTORS RESIDING IN THE US WHO HAVE INVESTED IN RBC INDIGO MUTUAL FUNDS MANAGED BY RBC INDIGO ASSET MANAGEMENT INC."
1976606,"Information reported in this Part 1A of Form ADV is generally as of December 31, 2024. As of December 31, 2021, ILA Capital restructured its direct and indirect owners (Schedules A and B) and stopped providing services to separately managed account clients (Item 5)."
1968133,"SCHEDULE A - DIRECT OWNERS - VUMINDABA DUBE IS A DIRECTOR OF BSP ADVISORS LTD. AND DOES NOT HAVE A MIDDLE NAME. SCHEDULE A - DIRECT OWNERS - YEN YEO WONG IS A DIRECTOR OF BSP ADVISORS LTD. AND DOES NOT HAVE A MIDDLE NAME."
1979092,"ASIA RESEARCH & CAPITAL MANAGEMENT LIMITED IS THE EXEMPT REPORTING ADVISOR AND THE HONG KONG DOMICILED INVESTMENT MANAGER (""ERA"") TO VARIOUS CAYMAN ISLAND FUNDS: (1) ARCM MASTER FUND IV LTD AND ITS TWO FEEDER FUNDS; AND (2) INVESTMENT OPPORTUNITIES SPC. ALL HAVE BEEN FULLY DISCLOSED ON SCHEDULE D.  THE ERA MANAGES NO MONEY FROM A PLACE OF BUSINESS IN THE US. THE ERA HAS FILED FOR AN EXEMPTION AS A COMMODITY POOL OPERATOR UNDER THE CFTC FOR ITS APPLICABLE FUNDS. THE FUNDS HAVE EACH OBTAINED AN LEI IDENTIFIER (AS REQUIRED AND DISCLOSED IN ITEM I.P)."
1983385,"The regulatory assets under management reported herein are good faith estimates calculated as of April 23, 2025, and are subject to change upon audit. Yuchen Fu does not have a middle name, so ""NMN"" has been added as a placeholder. The special purpose vehicle (“SPV”) that serves as the general partner of the pooled investment vehicle listed in Section 7.B.1 is itself identified in Section 7.A. as an “other investment adviser” in a manner consistent with the treatment of similarly situated SPVs of registered investment advisers as articulated in the no-action letter to the Business Law Section of the American Bar Association (Jan. 18, 2012). Accordingly, such SPV looks to and relies on the Adviser’s filing with the SEC and does not submit a separate Form ADV."
1984231,"CERTAIN OF THE PRIVATE FUNDS LISTED IN SECTION 7.B(1) OF SCHEDULE D HOLD CERTAIN INVESTMENTS THROUGH SPECIAL PURPOSE HOLDING COMPANIES OR ALTERNATIVE INVESTMENT VEHICLES (COLLECTIVELY, ""SPVS"").  TO AVOID ANY PERCEIVED DUPLICATION OF ASSETS, THE ASSETS OF ANY SPVS HELD BY A PRIVATE FUND ARE INCLUDED IN THE VALUE OF THE TOTAL ASSETS OF THE APPLICABLE PRIVATE FUND TO WHICH SUCH SPV RELATES AND THEREFORE THE SPVS ARE NOT LISTED SEPARATELY IN SCHEDULE D."
1979710,"THE PRIVATE FUNDS REPORTED IN SECTION 7.B.(2) OF SCHEDULE D OF PEAK XV PARTNERS I LLC (THE “ADVISER”), ARE ALSO LISTED IN SECTION 7.B.(1) OF SCHEDULE D OF PEAK XV PARTNERS OPERATIONS LLC’S FORM ADV BECAUSE THE ADVISER AND PEAK XV PARTNERS OPERATIONS LLC ARE BOTH CURRENTLY THE INVESTMENT ADVISER TO THOSE PRIVATE FUNDS. PEAK XV PARTNERS OPERATIONS LLC’S INITIAL FORM ADV FOR REGISTRATION WITH THE SEC AS A REGISTERED INVESTMENT ADVISER (“RIA”) WAS SUBMITTED ON FEBRUARY 24, 2025 AND IS PENDING REVIEW BY THE SEC. PEAK XV PARTNERS OPPERATIONS LLC’S FORM ADV THAT WHICH IS PUBLICLY AVAILABLE AS OF THE DATE OF THIS FILING IS AN OTHER THAN ANNUAL AMENDMENT TO ITS MOST RECENT ANNUAL AMENDMENT REFLECTIVE OF 12/31/2024. ADVISER IS PART OF A COLLECTION OF RELATED ENTITIES WHICH INCLUDE MANAGEMENT COMPANIES, VARIOUS PRIVATE FUNDS, AND VARIOUS ENTITIES THAT SERVE AS THE CONSTITUENT GENERAL PARTNERS OR MANAGING MEMBERS OF THE FOREGOING FUNDS, SOME OF WHICH MAY BE DEEMED ADVISORY AFFILIATES OF THE ADVISER. INFORMATION RELATING TO CERTAIN FINANCIAL INDUSTRY AFFILIATES OF ANY OF THE ADVISER’S ADVISORY AFFILIATES MAY APPEAR ONLY IN THE FORM ADV OF THE RELEVANT ADVISORY AFFILIATE."
1980151,"JEREMY ABELSON ADVISORY LLC serves as a non-discretionary investment advisor to private funds.  The firm became eligible to file as an exempt reporting adviser with the SEC in 2021.   Certain funds have been reported in SECTION 7.B.(1) of Schedule D because they were not reported by Hudson Park Advisors LLC."
1980401,"WITH REFERENCE TO SECTION 1.L. OF SCHEDULE D PLEASE NOTE THAT WE HAVE ANSWERED THIS QUESTION ONLY WITH RESPECT TO U.S. CLIENTS.  31/03/2025: abrdn Investments Ireland Limited was unable to submit the annual updating amendment to SEC ERA Form ADV by the March 31, 2025 deadline due to insufficient funding in the Flex-Funding account. An affiliate transfer was made the morning of March 31st to remediate this is-sue; however, the transfer was processed overnight after the filing deadline. The filing was submitted immediately upon remitting the filing fee"
1975901,"All RAUM, gross asset values, and client funds & securities (AUM) data in this Form ADV are as of 2024-12-31, except the corresponding numbers for ECLIPSE SPV XX LP and ECLIPSE SPV XXIII LP, which were closed after 2024-12-31 and whose numbers are therefore as of the date of this filing."
1977516,"THE PRIMARY PLACE OF BUSINESS FOR THE INVESTMENT MANAGER (Y3 PARTNERS LP) AND THE FUND (Y3 PARTNERS FUND LP) IS IN NEW YORK. THE INVESTMENT ADVISER (YLR MANAGEMENT LLC) HAS A SECONDARY ADDRESS: 7 BODENHEIMER STREET, TEL AVIV, ISRAEL, 6200811."
