"FilingID","Initial/Amended","11.H(1)(a)","11.H(1)(b)","11.H(1)(c)","11.H(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiated By","Relief Sought","Other Relief Sought","Filing Date","Filing Date Exact","Filing Date Explanation","Principal Product","Other Product","Court","Employing Firm","Allegations","Status","Appeal Details","Date Served","Date Served Exact","Date Served Explanation","Resolution Type","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions","Sanction Detail","Summary"
1911018,"AMENDED","Y","Y","","","Affiliates","1676626","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1921178,"AMENDED","","","Y","","Affiliates","1683128","","","","","N","NEW YORK STATE DEPARTMENT OF FINANCIAL SERVICES","Other","SEE DETAILS BELOW","11/08/2017","Y","","No Product","","U.S. DISTRICT COURT, SOUTHERN DISTRICT OF NEW YORK DOCKET NO.: 1:17-CV-08691","","FOLLOWING AFFILIATE MUFG BANK'S CONVERSION OF ITS STATE BANKING LICENSES ISSUED BY THE NEW YORK STATE DEPARTMENT OF FINANCIAL SERVICES (""DFS"") TO FEDERAL BANKING LICENSES ISSUED BY THE OFFICE OF THE COMPTROLLER OF THE CURRENCY IN NOVEMBER 2017, DFS ISSUED AN ORDER ASSERTING CONTINUING REGULATORY AUTHORITY OVER THE BANK. MUFG BANK THUS FILED THE LAWSUIT SEEKING A DECLARATION THAT DFS DID NOT HAVE CONTINUING AUTHORITY OVER IT. IN RESPONSE, DFS FILED COUNTERCLAIMS AGAINST MUFG BANK UNDER BANKING AND RELATED LAWS.","Final","","","","","Settled","06/24/2019","Y","","Y","33000000","","","","","","","UNDER THE TERMS OF THE SETTLEMENT, MUFG BANK AND DFS RELEASED ALL OF THEIR CLAIMS AGAINST EACH OTHER, DFS AGREED NOT TO CHALLENGE THE VALIDITY OF THE OCC LICENSES, AND MUFG AGREED TO MAKE THE $33 MILLION SETTLEMENT PAYMENT","NOTE THIS SETTLEMENT DOES NOT CONSTITUTE A REGULATORY ORDER OR INVOLVE A MONETARY PENALTY OR FINE.","ON JUNE 24, 2019, MUFG BANK REACHED A SETTLEMENT WITH DFS TO RESOLVE ITS CIVIL LITIGATION AGAINST THE DFS IN U.S. DISTRICT COURT, WHICH WAS ORIGINALLY FILED IN NOVEMBER 2017. DETAILS REGARDING MUFG BANK'S COMPLAINT, DFS'S COUNTERCLAIM, AND THE SETTLEMENT ARE INCLUDED ABOVE."
1923543,"AMENDED","","","","","Affiliates","1685150","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1925558,"AMENDED","","","","Y","Affiliates","1686224","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1928306,"AMENDED","","","","","Affiliates","1687577","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1928434,"AMENDED","","","","","Firm and Affiliates","1687628","","","","","N","SECURITIES DIVISION OF THE OFFICE OF THE SECRETARY OF STATE OF THE COMMONWEALTH OF MASSACHUSETTS","Cease and Desist","CENSURE; DISGORGEMENT; AND ADMINISTRATIVE FINE ONLY AGAINST EUCLID FINANCIAL SERVICES, LLC.","02/08/2022","Y","","Annuity(ies) - Fixed","STOCKS & BONDS WITHIN 403(B) RETIREMENT ACCOUNT","COMMONWEALTH OF MASSACHUSETTS, OFFICE OF SECRETARY OF THE COMMONWEALTH, SECURITIES DIVISION, BOSTON, MA (DOCKET NO. E-2019-0057)","","TWO INDEPENDENT CONTRACTORS OF EUCLID FINANCIAL SERVICES, LLC, WHO WERE ONLY LICENSED AS INSURANCE PRODUCERS AND NOT INVESTMENT ADVISER REPRESENTATIVES, ALLEGEDLY RECOMMENDED THAT A CUSTOMER ROLLOVER THE VALUE OF THE CUSTOMER'S 403(B) RETIREMENT ACCOUNT (WHICH INCLUDED STOCKS AND BONDS) TO PURCHASE AN ANNUITY. JOSHUA WELLS, WHO IS LICENSED AS AN INSURANCE PRODUCER BUT NOT AS AN INVESTMENT ADVISER REPRESENTATIVE, AND EUCLID FINANCIAL SERVICES, LLC ALLEGEDLY RECEIVED A PORTION OF THE COMMISSION FROM THE ANNUITY TRANSACTION FUNDED THROUGH THE 403(B) ROLLOVER.  JOSHUA WELLS IS THE PRIMARY OWNER OF EUCLID FINANCIAL SERVICES, LLC AND EUCLID WEALTH MANAGEMENT LLC, WHICH IS AN INVESTMENT ADVISER.  THE SECURITIES DIVISION OF THE SECRETARY OF STATE OF THE COMMONWEALTH OF MASSACHUSETTS ALLEGED THAT EUCLID FINANCIAL SERVICES, LLC IS NOT REGISTERED AS AN INVESTMENT ADVISER AND JOSHUA WELLS IS NOT REGISTERED AS AN INVESTMENT ADVISER REPRESENTATIVE.  MA ALSO ALLEGED THAT EUCLID WEALTH MANAGEMENT EMPLOYED AN INVESTMENT ADVISER REPRESENTATIVE WHO WAS NOT REGISTERED.  MA ALLEGED THAT JOSHUA MADE A FALSE OR MISLEADING STATEMENT TO MA.","Final","","","","","Consent","02/09/2022","Y","","Y","25000","","Y","","Y","","","THE ADMINISTRATIVE FINE WAS AGAINST ONLY EUCLID FINANCIAL SERVICES, LLC.  IN ADDITION, THE ORDER REQUIRES AMONG OTHER THINGS: (A) CHANGE OF NAMES OF EUCLID WEALTH MANAGEMENT LLC AND EUCLID FINANCIAL SERVICES, LLC; (B) REGISTER APPLICABLE INDIVIDUALS AS IARS; (C) IDENTIFY INSURANCE PRODUCERS AS SUCH; (D) UPDATE SIGNAGE, MARKETING, ADVERTISING, FORMS, REGULATORY DOCS AND CONTRACTS; (E) SEND WRITTEN NOTICE TO ALL CLIENTS; AND (F) ENTER INTO SHARED SERVICES AGREEMENT.","OFFERS TO REIMBURSE THE CLIENTS FOR COMMISSIONS RECEIVED HAVE BEEN MADE.","EUCLID FINANCIAL SERVICES, LLC HAS PAID THE ADMINISTRATIVE FINE.  OFFERS TO REIMBURSE THE CLIENTS FOR COMMISSIONS RECEIVED HAVE BEEN MADE.  EUCLID WEALTH MANAGEMENT LLC AND EUCLID FINANCIAL SERVICES, LLC HAVE CHANGED THEIR RESPECTIVE NAMES, AND THEY ARE WORKING ON THE OTHER REQUIREMENTS OF THE ORDER."
1928710,"INITIAL","Y","","","","Affiliates","1689646","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1929008,"AMENDED","","","","Y","Affiliates","1688125","","","","","Y","","","","","","","","","","","","Final","","","","","Settled","12/19/2022","Y","","Y","48000","","","","","","","","A FINE WAS ORDERED OF $48,000.00 AND PAID 12.19.2022.","THE TRUSTEE DIRECTLY AUTHORIZED TRANSACTIONS FOR A VACATION AND A TRANSFER TO THE PERSONAL ACCOUNT OF THE GRANTOR. AFTER THE FACT, SHE STATED THAT ALL TRANSACTIONS WITHIN THE TRUST WERE UNAUTHORIZED. THE CLAIM WAS SETTLED TO AVOID THE COSTS AND FEES OF LITIGATION."
1929401,"AMENDED","","","","Y","Affiliates","1688381","","","","","Y","","","","","","","","","","","","Final","","","","","Settled","11/17/2020","Y","","","","","","","","","","THE PARTIES REACHED A SETTLEMENT.","NOT APPLICABLE.","AN ADVISORY AFFILIATE IN CANADA, SPROTT ASSET MANAGEMENT LP ACQUIRED THE FLATIRON GROUP OF COMPANIES (""FLATIRON"") ON OR ABOUT AUGUST 1, 2012.  IN THE MONTHS FOLLOWING THE ACQUISITION, ONE OF THE FLATIRON HEDGE FUNDS, FLATIRON MARKET NEUTRAL LP (""FMNLP""), SUFFERED SIGNIFICANT DROP IN ITS VALUE.  THE DECISION WAS MADE BY FLATIRON TO TERMINATE FMNLP AND LIQUIDATE ITS HOLDINGS.  PERFORMANCE DIVERSIFIED FUND WAS A LIMITED PARTNER IN FMNLP AND BROUGHT THE ACTION ALLEGING MISMANAGEMENT OF FMNLP AS WELL AS THE TERMINATION AND LIQUIDATION OF FMNLP. THE MATTER WAS SETTLED IN NOVEMBER 2020."
1930149,"AMENDED","","Y","","","Advisory Firm","1689295","","","","","Y","SECURITIES AND EXCHANGE COMMISSION","Other","PERMANENT INJUNCTION FROM VIOLATION OF CERTAIN SECURITIES LAWS THAT THE FIRM WAS ALLEGED TO HAVE VIOLATED.","06/21/2011","Y","","Other","CDOS","US DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK","","IT WAS ALLEGED THAT THE FIRM VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933, AS AMENDED; SECTIONS 10(B) AND 15(C)(1)(A) OF THE SECURITIES EXCHANGE ACT OF 1934, AS AMENDED (THE ""EXCHANGE ACT""); RULES 10B-3 AND 10B-5 UNDER THE EXCHANGE ACT; SECTIONS 206(1), (2), (3), AND (4) OF THE ADVISERS ACT; AND RULES 204-2, 206(4)-7 AND 206(4)-8 UNDER THE ADVISERS ACT.","Final","","","","","Settled","09/06/2012","Y","","","","","","","Y","","","PERMANENT INJUNCTIONS ENJOINING THE FIRM FROM FUTURE VIOLATIONS OF THE SECURITIES LAWS THAT IT WAS ALLEGED TO HAVE VIOLATED","PERMANENT INJUNCTIONS ENJOINING THE FIRM FROM FUTURE VIOLATIONS OF THE SECURITIES LAWS THAT IT WAS ALLEGED TO HAVE VIOLATED","THE SEC ALLEGED THAT THE FIRM, AND CERTAIN AFFILIATES, VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933, AS AMENDED; SECTIONS 10(B) AND 15(C)(1)(A) OF THE SECURITIES EXCHANGE ACT OF 1934, AS AMENDED (THE ""EXCHANGE ACT""); RULES 10B-3 AND 10B-5 UNDER THE EXCHANGE ACT; SECTIONS 206(1), (2), (3), AND (4) OF THE ADVISERS ACT; AND RULES 204-2, 206(4)-7 AND 206(4)-8 UNDER THE ADVISERS ACT. THE BASIS OF THESE CLAIMS WAS THE SEC'S ALLEGATION THAT THE FIRM AND CERTAIN AFFILIATES ENGAGED IN FRAUDULENT PRACTICES AND MISREPRESENTATIONS THAT CAUSED ITS STRUCTURED PRODUCT VEHICLES TO OVERPAY FOR CERTAIN SECURITIES AND SUFFER SUBSTANTIAL LOSSES AS A RESULT. THE SEC FURTHER ALLEGED THAT THE FIRM AND CERTAIN AFFILIATES ALSO IMPROPERLY OBTAINED FEES AND UNDISCLOSED PROFITS AT THE EXPENSE OF THE STRUCTURED PRODUCT VEHICLES AND THEIR INVESTORS."
