"FilingID","Miscellaneous"
2003730,"HONGSHAN CAPITAL ADVISORS LIMITED, HONGSHAN CAPITAL ADVISORS (HONG KONG) LIMITED, BEIJING HONGSHAN CONSULTING LIMITED, HSG ADVISORS (SG) PTE. LTD., HSG ADVISORS (UK) LTD. and HSG ADVISORS (JP) K.K. (COLLECTIVELY, THE ""ADVISER"") AND EACH OF THE GENERAL PARTNER OR EQUIVALENT ENTITIES OF THE POOLED INVESTMENT VEHICLES IT ADVISES ARE TOGETHER FILING A SINGLE FORM ADV. THESE ENTITIES MAINTAIN A LEVEL OF FUNCTIONAL INTEGRATION AND COOPERATION FOR PURPOSES OF THE INVESTMENT ADVISERS ACTOF 1940, AS AMENDED, THAT IS CONSISTENT WITH THEIR JOINT FILING OF A SINGLE FORM ADV. CERTAIN INFORMATION ABOUT SUCH RELATED ENTITIES IS AVAILABLE UPON REQUEST. IN SECTION 7.A. OF SCHEDULED, CERTAIN NON-U.S. FINANCIAL INDUSTRY AFFILIATES ARE EXCLUDED FROM THE SCHEDULE. THE ADVISER WILL PROVIDE A LIST OF SUCH AFFILIATES UPON REQUEST, INCLUDING WITHOUT LIMITATION CERTAIN NON-US JOINT VENTURES AND CERTAIN AFFILIATED SERVICE PROVIDERS PROVIDING SERVICES SOLELY TO FUNDS OFFERED SOLELY TO NON-US PERSONS. IN SECTION 7.B.(1) OF SCHEDULE D, THE ADVISER HAS NOT SEPARATELY LISTED HOLDING VEHICLES THAT ARE WHOLLY OWNED BY THE PRIVATE FUNDS ADVISED BY THE ADVISER. INFORMATION ABOUT SUCH HOLDING VEHICLES ARE INCLUDED IN THE SCHEDULES OF THE PRIVATE FUNDS. THE ADVISER WILL PROVIDE A LIST OF SUCH HOLDING VEHICLES UPON REQUEST. WHILE THE MAJORITY OF FINANCIAL DATA IN THIS FORM IS AS OF DECEMBER 31, 2024, CERTAIN INFORMATION, INCLUDING THE INFORMATION CONTAINED IN SCHEDULE A AND SCHEDULE B, REFLECTS INFORMATION THROUGH July 15, 2025."
1999165,"Goff Focused Strategies LLC and its affiliate GFS Management, LLC (a special purpose entity “SPE”) are making a single Exempt Reporting Adviser filing in reliance on the position expressed by the SEC staff in its “Frequently Asked Questions on Form ADV and IARD” (“FAQ”) under “Reporting to the SEC as an Exempt Reporting Adviser” (posted March 19, 2012). Pursuant to the FAQ: 1) the executive officers for the SPE are the same as those listed for the primary adviser on Schedule A 2) the owners of the SPE are also listed on Schedules A and B; and 3) responses to the questions in the form include information concerning the adviser and SPE. The information in this form reflects the firm’s activities, assets, funds and affiliates as of December 31, 2024.  Goff Capital, Inc., an affiliated family office which is excluded from the definition of investment adviser under Section 202 and Rule 202(a)(11)(G)-1 of the Investment Advisers Act, manages and/or controls various investment vehicles and other entities that are owned exclusively by related persons and their family members. The activities of these investment vehicles are separate from our investment advisory activities. Accordingly, these proprietary investment vehicles (including the general partners, managing members or control persons thereof) are not listed in response to Item 7.A. or Item 7.B."
2002699,"Aslan Rose LLC is filing as an Exempt Reporting Adviser (ERA). The firm does not currently advise any private funds directly but has been retained to manage a separately managed account (SMA) owned by Boothbay Absolute Return Strategies, LP. The responses provided in Section 7.B.1 reflect this advisory relationship, though the firm does not currently have discretion over fund assets, nor is it a general partner, sponsor, or related person to the fund.  With respect to Item 1.K, Ertan F Yenicay is the CCO and the only internal or external compliance officer of Aslan Rose LLC."
2000501,"Item 1.F - The Adviser engages in advisory activities in coordination with MGX Fund Management (US) LLC, which has an office in New York, NY; however, these activities do not constitute ""continuous and regular supervisory or management services.""  Item 7.A - The Adviser has a supplementary list of related persons that are not listed in Section 7.A. Each of these related persons is not listed because the Adviser: (1) has no business dealings with the related person in connection with advisory services the Adviser provides to its clients; (2) does not conduct shared operations with the related person; (3) does not refer clients or business to the related person, and the related person does not refer prospective clients or business to the Adviser; (4) does not share supervised persons or premises with the related person; and (5) has no reason to believe that its relationship with the related person otherwise creates a conflict of interest with its clients. The Adviser will provide a copy of the list of such related persons upon request. Section 7.B.(1), Item 18 - MGX Fund Management (US) LLC, which has an office in New York, NY, engages in advisory activities that do not constitute ""continuous and regular supervisory or management services.” Section 7.B.(1), Item 23 - As an exempt reporting adviser, the Adviser is not required to audit the private funds; however, all private funds are audited annually pursuant to contractual obligations. Section 7.B.(1), Item 25 - As an exempt reporting adviser, the Adviser is not required to maintain assets with a qualified custodian; however, the Adviser has accounts that hold cash at HSBC Bank Middle East Limited, which is a qualified custodian. Schedule B - CONFIDENTIAL TREATMENT REQUEST SUBMITTED PURSUANT TO ADVISERS ACTION SECTION 210(A). Pursuant to this confidential treatment request, certain information has been omitted from Schedule B."
2003886,"7.B.(1).23. New Fund, initial filing. No previous fiscal year to report. Reports will be made available to investors and will amend 23.(h) when available."
2006694,"Under Schedule A CHIEF FINANCIAL OFFICER Lauren Bradley and MANAGING DIRECTOR Stephanie Genois have no middle name."
2006704,"Under Schedule A CHIEF FINANCIAL OFFICER Lauren Bradley and MANAGING DIRECTOR Stephanie Genois have no middle name."
2006705,"Under Schedule A DIRECTOR Christian Clausen has no middle name.  Also, CHIEF EXECUTIVE OFFICER Rachel Lord does not have a middle name."
2005116,"WITH RESPECT TO ITEMS 7A AND SCHEDULE 7A, WINDMILL MANAGEMENT, LLC PROVIDES CERTAIN ADMINISTRATIVE SERVICES TO WINDMILL PARTNERS, L.P. AND BLISS FUND, L.P."
1999535,"THE ADVISER DOES NOT MANAGE ANY PRIVATE FUND ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES. AS SUCH, THE AMOUNT OF ASSETS IN RESPONSE TO SECTION 2.B. IS ZERO (0).  THE ADVISER HAS OMITTED CERTAIN RELATED PERSONS FROM SECTION 7.A THAT ARE RELATED PERSONS. TO THE BEST OF THE ADVISER'S KNOWLEDGE, NONE OF THE RELATED PERSONS OMITTED: (1) HAVE ANY BUSINESS DEALINGS WITH THE ADVISER IN CONNECTION WITH ADVISORY SERVICES ADVISER PROVIDES TO ITS CLIENTS; (2) CONDUCT SHARED OPERATIONS WITH THE ADVISER; (3) REFER CLIENTS OR BUSINESS TO THE ADVISER, AND THE ADVISER DOES NOT REFER PROSPECTIVE CLIENTS OR BUSINESS TO THE RELATED PERSONS;(4) SHARE SUPERVISED PERSONS OR PREMISES WITH THE ADVISER; AND (5) ADVISER HAS NO REASON TO BELIEVE THAT ITS RELATIONSHIP WITH THE RELATED PERSON OTHERWISE CREATES A CONFLICT OF INTEREST WITH THE ADVISER'S CLIENTS. THE ADVISER WILL REQUEST THAT A COPY OF THE LIST OF SUCH RELATED PERSONS BE PROVIDED UPON REQUEST TO THE SEC."
2004278,"The Registrant qualifies as an exempt reporting adviser (an “ERA”) and, as such, is not subject to the recordkeeping requirements of Rule 204­2 under the Investment Advisers Act of 1940 (the “Advisers Act”). As a result, the Registrant marked “no” in response to the question in Item 1.L. Regarding Schedule D, Section 7.A. for Fellows Fund, LLC (the “GP Entity”), the Registrant notes that the GP Entity is the general partner to the Registrant’s private fund clients. The GP Entity is not filing its own Form ADV but is instead relying on the interpretive guidance outlined in the “Frequently Asked Questions on Form ADV and IARD” on the SEC’s website under the heading “Reporting to the SEC as an Exempt Reporting Adviser.” That guidance essentially permits a GP entity to a private fund to rely on the Form ADV of the fund’s investment adviser. In addition, as an ERA, the Registrant is not subject to Rule 205­3 under the Advisers Act, and it is not currently subject to a state law equivalent, which would require fund investors to be qualified clients. As a result, Registrant has marked “no” in response to question 15(b) of Schedule D, Section 7.B.(1). Regarding Schedule D, Section 7.B.(1) for its private fund clients, Question 25(a), the Registrant notes that its private fund clients maintain their cash reserves with JP Morgan Chase and Citi Bank."
2006759,"In reference to Schedule A. and Schedule B. of Form ADV, Decio Nascimento does not have a middle name and thus is purposefully blank."
1999099,"Kirmani Partners LLC is an Exempt Reporting Adviser with the SEC. The firm intends to file notice for investment adviser representatives operating in the State of Florida. This is a notice filing only."
1998812,"Under Schedule A, Angela Nikolakakos has no middle name."
1991659,"IN RESPECT OF ALL RESPONSES TO QUESTIONS 11 AND 12 OF SCHEDULE D SECTION 7.B.(1), BECAUSE ALL OF THE FUNDS ARE DENOMINATED IN EUROS, PLEASE NOTE THE FIGURES PROVIDED ARE US DOLLAR FIGURES CONVERTED FROM A EURO FIGURE BASED ON THE RATE OF EXCHANGE AS OF DECEMBER 31, 2024."
1992519,"***RELATED TO SCHEDULE D SECTION 7.A, JANUS HENDERSON INVESTORS (SINGAPORE) LTD. (FKA HENDERSON GLOBAL INVESTORS(SINGAPORE) LTD.) IS CRD #281324 / SEC #802-107756F. FURTHER, JANUS HENDERSON SERVICES US LLC IS THE TRANSFER AGENT FOR THE JANUS INVESTMENT FUND AND OPERATES AS CUSTODIAN FOR AN INVESTMENT ADVICE PROGRAM OFFERED BY JANUS HENDERSON INVESTORS US LLC. AS TRANSFER AGENT IS NOT AN OPTION, WE HAVE SELECTED BROKER-DEALER INSTEAD. LASTLY, JHIUKL HAS ADDITIONAL RELATED PERSONS WHO ARE NOT LISTED IN SECTION 7.A SINCE THEY ARE NOT INVOLVED IN ONE OF THE ENUMERATED ACTIVITIES OR ARE OTHERWISE PERMISSIBLE TO EXCLUDE PER THE INSTRUCTIONS. JHIUKL WILL PROVIDE A COPY OF AN ORGANIZATIONAL CHART ON REQUEST."
2002081,"IT SHOULD BE NOTED THAT NSV MANAGEMENT LLC MAY ALSO ACT IN AN INVESTMENT ADVISORY CAPACITY TO CERTAIN WHOLLY-OWNED SUBSIDIARIES, CO-INVESTMENT VEHICLES AND TRADING VEHICLES OF THE PRIVATE FUNDS LISTED IN SCHEDULE D, SECTION 7.B.(1).  NSV MANAGEMENT LLC BELIEVES, IN GOOD FAITH, THAT THE FOREGOING IS THE MOST ACCURATE MANNER IN WHICH TO COMPLETE THESE ITEMS.  Regarding Item 1.L.:  Certain books and records of the Adviser are fully accessible at the Adviser’s office but technically are cloud-based services, including email (Microsoft Outlook), general ledgers (Intuit QuickBooks) and portfolio management (FIS Investran)."
2001729,"N/A"
2000375,"Dawn Enterprise Capital Fund LP was dissolved in October 2021 and therefore removed from Section 7b(1) of this filing. FX Rates GBP:USD 1.29177 and EUR:USD 1.08194 were used to convert balances to USD as of 3/31/2025."
2003413,"With respect to Item 7.A., the Registrant has checked certain boxes associated with financial industry affiliates. However, the Registrant has not listed a number of such related persons in Item 7.A. of Schedule D because the Registrant: (1) has no business dealings with the related person in connection with advisory services the Registrant provides to the Registrant’s clients; (2) does not conduct shared operations with the related person; (3) does not refer clients or business to the related person, and the related person does not refer prospective clients or business to the Registrant; (4) does not share supervised persons or premises with the related person; and (5) has no reason to believe that the Registrant’s relationship with the related person otherwise creates a conflict of interest with the Registrant’s clients.  The Astorg Partners group owns other entities globally under the IQ-EQ group which undertake various activities including fund management, fund administration and depositary services as well as other client services including acting as general partner to a number of fund vehicles.  Whilst the ultimate ownership is part of the same private equity group, these businesses operate independently and there is no common involvement in the day-to-day management or oversight of these separate business functions."
2004022,"The fund(s) managed by the firm are denominated in Euros. For the purposes of meeting the filing requirements of Form ADV, and the IARD system, these amounts have been converted to U.S. Dollars (USD). The conversion rates used are based on the prevailing exchange rates at the time of the filing."
2005066,"The gross asset value set forth in in response to Item 7.B.(1)(A) for Emerald Investor 2012-01 LLC is as of December 31, 2024 and may be reviewed and be revised based on new information and subsequent events. The gross asset value set forth in in response to Item 7.B.(1)(A)(11) for Sierra AV 2012-01 LLC is as of December 31, 2022 and may be reviewed and be revised based on new information and subsequent events"
2004048,"ITEM 7A: REGISTRANT HAS ADDITIONAL RELATED ENTITIES THAT ENGAGE IN FINANCIAL INDUSTRY-RELATED ACTIVITIES. REGISTRANT DOES NOT: (1) HAVE BUSINESS DEALINGS WITH THESE RELATED ENTITIES IN CONNECTION WITH ADVISORY SERVICES PROVIDED TO REGISTRANT'S CLIENTS; (2) CONDUCT SHARED OPERATIONS WITH THESE RELATED ENTITIES; (3) REFER CLIENTS OR BUSINESS TO THE RELATED ENTITIES, AND THE RELATED ENTITIES DO NOT REFER PROSPECTIVE CLIENTS OR BUSINESS TO REGISTRANT; (4) SHARE SUPERVISED PERSONS OR PREMISES WITH RELATED PERSON; AND (5) HAVE REASON TO BELIEVE THAT ITS RELATIONSHIPS WITH THESE RELATED ENTITIES OTHERWISE CREATE A CONFLICT OF INTEREST WITH ITS CLIENTS. REGISTRANT MAINTAINS A SUPPLEMENTARY LIST OF SUCH RELATED ENTITIES THAT ARE NOT LISTED IN SCHEDULE D, SECTION 7.A. FOR THE REASONS PROVIDED ABOVE. THIS LIST IS AVAILABLE UPON REQUEST."
