"FilingID","Initial/Amended","11.C(1)","11.C(2)","11.C(3)","11.C(4)","11.C(5)","11.D(1)","11.D(2)","11.D(3)","11.D(4)","11.D(5)","11.E(1)","11.E(2)","11.E(3)","11.E(4)","11.F.","11.G.","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiator Type","Initiated By","Principal Sanction","Other Sanctions","Date Initiated","Date Initiated Exact","Date Initiated Explanation","Case Number","Employing Firm","Principal Product","Other Product","Allegations","Status","Appeal Details","Resolution","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions Ordered","Sanction Detail","Summary"
1931679,"INITIAL","","","","","","","Y","","","","","","","","","","Affiliates","1689940","","","","","N","Foreign","DUTCH AUTHORITY FOR THE FINANCIAL MARKETS (""AFM"")","Civil and Administrative Penalt(ies) /Fine(s)","","04/06/2023","Y","","","","Other","INVESTMENT IN EQUITY SECURITIES OF A DUTCH ISSUER.","JANUS HENDERSON GROUP PLC MADE A LATE DISCLOSURE FILING OF ITS AGGREGATE HOLDINGS (HELD ON BEHALF OF ITSCLIENTS) IN RENEWI PLC (AN ISSUER THAT IS LISTED IN THE NETHERLANDS) AFTER ITS SHAREHOLDING CROSSED THE 3%DISCLOSURE THRESHOLD.","Final","","Settled","04/06/2023","Y","","Y","1856893","N","N","N","N","N","N","","THE AFM IMPOSED A FINE OF 1.7M EUROS (APPROXIMATELY $1,856,893 AS OF APRIL 6, 2023).","ON APRIL 6, 2023, THE AFM IMPOSED AN ADMINISTRATIVE FINE OF 1.7M EUROS ON JANUS HENDERSON GROUP PLC FORFAILURE TO REPORT ITS AGGREGATE SHAREHOLDING (THAT WAS AGGREGATED FROM HOLDINGS ACROSS THE FIRM) HELD ONBEHALF OF ITS CLIENTS IN RENEWI PLC WITHOUT DELAY FOLLOWING RENEWI PLC'S CHANGE OF HOME MEMBER STATE FROMTHE UK TO THE NETHERLANDS IN 2021."
1935360,"AMENDED","","","","","","","","","Y","","","","","","","","Affiliates","1691609","","","","","N","Other Federal","GOVERNORS OF THE FEDERAL RESERVE SYSTEM (THE ""FEDERAL RESERVE"")","Cease and Desist","MONETARY FINE","09/29/2017","Y","","17-010-B-FB; 17-010-B-HC; 17-010-CMP-FB; 17-010-CMP-HC","","Other","FOREIGN EXCHANGE","IN SEPTEMBER 2017, FOLLOWING THE CONCLUSION OF THE US FEDERAL RESERVE BOARD'S REVIEW OF THE EFFECTIVENESS OF HSBC'S FX PRACTICES DURING THE PERIOD OF OCTOBER 2008 THROUGH OCTOBER 2013, HSBC HOLDINGS PLC AND HSBC NORTH AMERICA HOLDINGS INC. ENTERED INTO A CONSENT ORDER REGARDING CERTAIN DEFICIENCIES IN HSBC'S CONTROL AND OVERSIGHT OVER ITS FX BUSINESS.  HSBC THROUGH VARIOUS SUBSIDIARIES OF HOLDINGS, INCLUDING HBEU AND HBUS, LACKED ADEQUATE GOVERNANCE, RISK MANAGEMENT, COMPLIANCE AND AUDIT POLICIES AND PROCEDURES TO ENSURE THAT HSBC'S COVERED FX ACTIVITIES COMPLIED WITH SAFE AND SOUND BANKING PRACTICES AND APPLICABLE INTERNAL POLICIES.  ON AUGUST 18, 2023, THE FEDERAL RESERVE BOARD CONCLUDED THAT HSBC WAS IN FULL COMPLIANCE AND TERMINATED THE CONSENT ORDER.","Final","","Consent","08/18/2023","Y","","Y","175296000","N","N","N","N","Y","N","","PURSUANT TO THE FEDERAL DEPOSIT INSURANCE ACT, THE FEDERAL RESERVE ISSUED A CONSENT ORDER TO CEASE AND DESIST AND ASSESSMENT OF A CIVIL MONEY PENALTY (THE ""ORDER"").  ACCORDINGLY, HSBC SHALL CEASE AND DESIST WITH RESPECT TO THE DEFICIENCIES DOCUMENTED IN THE ORDER AND TAKE AFFIRMATIVE ACTION RELATING TO INTERNAL CONTROLS AND COMPLIANCE OVERSIGHT OVER CERTAIN MARKETS ACTIVITY.  ON SEPTEMBER 29, 2017, HSBC PAID A CIVIL MONEY PENALTY IN THE AMOUNT OF $175,296,000.","IN SEPTEMBER 2017, FOLLOWING THE CONCLUSION OF THE US FEDERAL RESERVE BOARD'S REVIEW OF THE EFFECTIVENESS OF HSBC'S FX PRACTICES DURING THE PERIOD OF OCTOBER 2008 THROUGH OCTOBER 2013, HSBC HOLDINGS PLC AND HSBC NORTH AMERICA HOLDINGS INC. ENTERED INTO A CONSENT ORDER REGARDING CERTAIN DEFICIENCIES IN HSBC'S CONTROL AND OVERSIGHT OVER ITS FX BUSINESS.  HSBC THROUGH VARIOUS SUBSIDIARIES OF HOLDINGS, INCLUDING HBEU AND HBUS, LACKED ADEQUATE GOVERNANCE, RISK MANAGEMENT, COMPLIANCE AND AUDIT POLICIES AND PROCEDURES TO ENSURE THAT HSBC'S COVERED FX ACTIVITIES COMPLIED WITH SAFE AND SOUND BANKING PRACTICES AND APPLICABLE INTERNAL POLICIES.   ON AUGUST 18, 2023, THE FEDERAL RESERVE BOARD CONCLUDED THAT HSBC WAS INFULL COMPLIANCE AND TERMINATED THE CONSENT ORDER."
1935360,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates","1691611","","","","","N","Foreign","THE EUROPEAN COMMISSION (THE ""COMMISSION"")","Civil and Administrative Penalt(ies) /Fine(s)","","12/02/2021","Y","","","HSBC BANK PLC","Other","FOREIGN EXCHANGE (FOREX) SPOT TRADING","THE EUROPEAN COMMISSION IN DECEMBER 2021  COMPLETED A CARTEL INVESTIGATION INTO THE FOREIGN EXCHANGE ('FOREX') SPOT TRADING MARKET BY IMPOSING FINES ON FIVE FINANCIAL INSTITUTIONS, INCLUDING HSBC HOLDINGS PLC. THE COMMISSION'S INVESTIGATION FOCUSED ON THE TRADING OF THE G10 CURRENCIES. THE COMMISSION'S INVESTIGATION REVEALED THAT SOME TRADERS IN CHARGE OF THE FOREX SPOT TRADING OF G10 CURRENCIES, ACTING ON BEHALF OF THE FINED BANKS, EXCHANGED SENSITIVE INFORMATION AND TRADING PLANS, AND OCCASIONALLY COORDINATED THEIR TRADING STRATEGIES THROUGH AN ONLINE PROFESSIONAL CHATROOM. THE COMMISSION FOUND THAT THESE INFORMATION EXCHANGES ENABLED THE TRADERS TOMAKE INFORMED MARKET DECISIONS ON WHETHER AND WHEN TO SELL OR BUY THE CURRENCIES THEY HAD IN THEIR PORTFOLIOS, AS OPPOSED TO A SITUATION WHERE TRADERS ACTING INDEPENDENTLY FROM EACH OTHER TAKE AN INHERENT RISK IN TAKING THESE DECISIONS. OCCASIONALLY, THESE  INFORMATION EXCHANGES ALSO ALLOWED THE TRADERS TO IDENTIFY OPPORTUNITIES FOR COORDINATION, FOR EXAMPLE THROUGH A PRACTICE CALLED ""STANDING DOWN"", WHEREBY SOME OF THEM WOULD TEMPORARILY REFRAIN FROM TRADING TO AVOIDINTERFERING WITH ANOTHER TRADER. HSBC COOPERATED WITH THE INVESTIGATION AND HAS PAIDTHE FINE NOTED BELOW.","Final","","Settled","12/02/2021","Y","","Y","196954958","N","N","N","N","N","N","","FINE ANNOUNCED BY THE COMMISSION ON 12/2/21","HSBC HOLDINGS CAUSED THE FINE TO BE PAID WITHIN IN THE TIMEFRAME DIRECTED BY THE COMMISSION."
1935360,"AMENDED","","","","","","","Y","","Y","","","","","","","","Affiliates","1691608","","","","","N","Foreign","THE EUROPEAN COMMISSION (THE ""COMMISSION"")","Civil and Administrative Penalt(ies) /Fine(s)","","12/07/2016","Y","","","HSBC FRANCE","Other","EURO INTEREST RATE DERIVATIVE PRICING","IN DECEMBER 2016, THE EUROPEAN COMMISSION (THE 'COMMISSION') ISSUED A DECISION THAT IN EARLY 2007 HSBC, AMONG OTHER BANKS, COLLUDED ON EURO INTEREST RATE DERIVATIVE PRICING ELEMENTS, AND EXCHANGED RELATED SENSITIVEI NFORMATION, IN BREACH OF EU ANTITRUST RULES. THE COMMISSION DETERMINED THAT THE DURATION OF HSBC'S INFRINGEMENTWAS 1 MONTH AND FINED HSBC 33,606,000 EUROS.  HSBC APPEALED THE DECISION TO THE GENERAL COURT OF THE EUROPEAN UNION, WHICH IN 2019 ANNULLED THE FINE FOR FAILURE TO PROVIDE REASONS, BUT UPHELD HSBC'S LIABILITY.  IN 2021 THE EUROPEAN COMMISSION IMPOSED A REVISED FINE OF 31,700,000 EUROS (USD $37,802,250 WHICH UTILIZES THE CLOSING FX RATE AS OF THE DATE OF ISSUANCE FOR THE AMENDED FINE AND AS REFLECTED IN SECTION 12.A). HSBC APPEALED TO THE LIABILITY FINDINGS TO THE COURT OF JUSTICE OF THE EUROPEAN UNION, WHICH UPHELD HSBC'S LIABILITY IN JANUARY 2023.  HSBC CONTINUES TO MAINTAIN AN APPEAL BEFORE THE GENERAL COURT AGAINST THE 2021 COMMISSION DECISION IMPOSING A REVISED FINE.  IT SHOULD BE NOTED THAT  BOTH HSBC (ON LIABILITY) AND THE COMMISSION (ON WHETHER IT ADEQUATELY EXPLAINED THE FINE QUANTUM) ARE APPEALING TO THE COURT OF JUSTICE OF THE EUROPEAN UNION.","Final","THE EU GENERAL COURT, IN A JUDGMENT OF 24 SEPTEMBER 2019, ANNULLED HSBC'S FINE FOR INSUFFICIENT REASONING BUT LARGELY UPHELD THE COMMISSION'S FINDINGS OF LIABILITY. IN Q4 2019 HSBC AND THE EUROPEAN COMMISSION APPEALED THE GENERAL COURT'S RULING TO THE COURT OF JUSTICE OF THE EUROPEAN UNION. THE EUROPEAN COMMISSION SUBSEQUENTLY WITHDREW ITS APPEAL AND IMPOSED A REVISED FINE.  IN JANUARY 2023 THE COURT OF JUSTICE DISMISSED HSBC'S APPEAL AGAINST LIABILITY AND IN NOVEMBER 2024 THE GENERAL COURT ALSO DISMISSED HSBC'S APPEAL AGAINST THE REVISED FINE.","Settled","12/07/2016","Y","","Y","378022500","N","N","N","N","N","N","","HSBC CONTINENTAL EUROPE IN ACCORDANCE WITH THE 2021 DECISION PAID A FINE IN THE AMOUNT OF 31,700,000 EUROS. SEE INFORMATION WITH RESPECT TO THE APPEAL ABOVE. THE FINE IS CONVERTED TO USD $37,802,250 (CLOSING FX RATE AS OF THE DATE OF ISSUANCE FOR THE AMENDED FINE) AS REPORTED ABOVE IN SECTION 12.A.","HSBC PAID THE REVISED FINE OF 31,700,000 EUROS (USD $37,802,250 WHICH UTILIZES THE CLOSING FX RATE AS OF THE DATE OF ISSUANCE FOR THE AMENDED FINE AND AS REFLECTED IN SECTION 12.A) IN 2021.  IN NOVEMBER 2024, THE GENERAL COURT DISMISSED HSBC'S APPEAL AGAINST THE FINE."
1935360,"AMENDED","","","","","","Y","Y","","","","","","","","","","Affiliates","1691610","","","","","N","Other Federal","U.S. DEPARTMENT OF JUSTICE (DOJ)","Civil and Administrative Penalt(ies) /Fine(s)","","01/18/2018","Y","","CASE1:18 CR 00030 LDH","HSBC HOLDINGS PLC","Futures - Financial","","IN JANUARY 2018, FOLLOWING THE CONCLUSION OF THE US DEPARTMENT OF JUSTICE'S (DOJ) INVESTIGATION INTO HSBC'S HISTORICAL FOREIGN EXCHANGE ACTIVITIES, HSBC HOLDINGS ENTERED INTO A THREE-YEAR DEFERRED PROSECUTION AGREEMENT WITH THE CRIMINAL DIVISION OF THE DOJ (THE FX DPA), REGARDING FRAUDULENT CONDUCT IN CONNECTION WITH TWO PARTICULAR TRANSACTIONS IN 2010 AND 2011. IN JANUARY 2021, THE FX DPA EXPIRED AND, IN AUGUST 2021, THE CHARGES DEFERRED BY THE FX DPA WERE DISMISSED.","Final","","Consent","08/02/2021","Y","","Y","101500000","N","N","N","N","N","N","THE DEFERRED PROSECUTION AGREEMENT REQUIRES HSBC HOLDINGS TO PAY A TOTAL OF $101.5 MILLION, INCLUDING A $63.1 MILLION FINE AND $38.4 MILLION IN RESTITUTION.  THE AGREEMENT, RECOGNIZING THAT HSBC HOLDINGS HAS ALREADY ENGAGED IN REMEDIAL MEASURES, REQUIRES HSBC HOLDINGS TO MONITOR ITS COMPLIANCE WITH THE AGREEMENT'S OBLIGATIONS AND PROVIDE ANNUAL REPORTS TO THE DOJ FOR THE TERM OF THE AGREEMENT.  AMONG OTHER REQUIREMENTS, HSBC HOLDINGS ALSO AGREED TO FURTHER ENHANCE ITS COMPLIANCE PROGRAM AND INTERNAL CONTROLS IN THE GLOBAL MARKETS BUSINESS AND TO SELF-REPORT ANY POTENTIAL CRIMINAL MISCONDUCT. ON JANUARY 18, 2018, THE U.S. DEPARTMENT OF JUSTICE (DOJ) ANNOUNCED THAT IT HAD ENTERED INTO A THREE-YEAR DEFERRED PROSECUTION AGREEMENT WITH HSBC HOLDINGS PLC TO RESOLVE THE DOJ'S INVESTIGATION INTO HSBC'S HISTORICAL FOREIGN EXCHANGE SALES AND TRADING ACTIVITIES WITHIN ITS GLOBAL MARKETS BUSINESS.  THE AGREEMENT CONCERNS IMPROPER TRADING AND THE MISAPPROPRIATION OF CONFIDENTIAL CLIENT INFORMATION IN CONNECTION WITH TWO FOREIGN EXCHANGE TRANSACTIONS IN 2010 AND 2011.","THE DEFERRED PROSECUTION AGREEMENT REQUIRES HSBC HOLDINGS TO PAY A TOTAL OF $101.5 MILLION, INCLUDING A $63.1 MILLION FINE AND $38.4 MILLION IN RESTITUTION.  THE AGREEMENT, RECOGNIZING THAT HSBC HOLDINGS HAS ALREADY ENGAGED IN REMEDIAL MEASURES, REQUIRES HSBC HOLDINGS TO MONITOR ITS COMPLIANCE WITH THE AGREEMENT'S OBLIGATIONS AND PROVIDE ANNUAL REPORTS TO THE DOJ FOR THE TERM OF THE AGREEMENT.  AMONG OTHER REQUIREMENTS, HSBC HOLDINGS ALSO AGREED TO FURTHER ENHANCE ITS COMPLIANCE PROGRAM AND INTERNAL CONTROLS IN THE GLOBAL MARKETS BUSINESS AND TO SELF-REPORT ANY POTENTIAL CRIMINAL MISCONDUCT. ON JANUARY 18, 2018, THE U.S. DEPARTMENT OF JUSTICE (DOJ) ANNOUNCED THAT IT HAD ENTERED INTO A THREE-YEAR DEFERRED PROSECUTION AGREEMENT WITH HSBC HOLDINGS PLC TO RESOLVE THE DOJ'S INVESTIGATION INTO HSBC'S HISTORICAL FOREIGN EXCHANGE SALES AND TRADING ACTIVITIES WITHIN ITS GLOBAL MARKETS BUSINESS.  THE AGREEMENT CONCERNS IMPROPER TRADING AND THE MISAPPROPRIATION OF CONFIDENTIAL CLIENT INFORMATION IN CONNECTION WITH TWO FOREIGN EXCHANGE TRANSACTIONS IN 2010 AND 2011.","ON JANUARY 18, 2018, THE U.S. DEPARTMENT OF JUSTICE (DOJ) ANNOUNCED THAT IT HAD ENTERED INTO A THREE-YEAR DEFERRED PROSECUTION AGREEMENT WITH HSBC HOLDINGS PLC TO RESOLVE THE DOJ'S INVESTIGATION INTO HSBC'S HISTORICAL FOREIGN EXCHANGE SALES AND TRADING ACTIVITIES WITHIN ITS GLOBAL MARKETS BUSINESS.  THE AGREEMENT CONCERNS IMPROPER TRADING AND THE MISAPPROPRIATION OF CONFIDENTIAL CLIENT INFORMATION IN CONNECTION WITH TWO FOREIGN EXCHANGE TRANSACTIONS IN 2010 AND 2011."
1935360,"INITIAL","","","","","","","Y","","Y","","","","","","","","Affiliates","1708078","","","","","N","Foreign","UK COMPETITION AND MARKETS AUTHORITY (CMA)","Civil and Administrative Penalt(ies) /Fine(s)","","05/24/2023","Y","","","HSBC BANK PLC","Other","UK GILTS AND GILT-ASSET SWAPS","IN MAY 2023 THE COMPETITION AND MARKETS AUTHORITY ISSUED A STATEMENT OF OBJECTIONS TO FIVE BANKS (DEUTSCHE BANK, MORGAN STANLEY, ROYAL BANK OF CANADA, CITI, AND HSBC).  IN FEBRUARY 2025, THE COMPETITION AND MARKETS AUTHORITY ANNOUNCED THAT IT HAD REACHED A SETTLEMENT WITH HSBC.  HSBC ACCEPTED THAT A SINGLE HSBC TRADER HAD SHARED COMPETITIVELY SENSITIVE INFORMATION ON 12 SEPARATE OCCASIONS WITH A DEUTSCHE BANK TRADER IN A ONE-TO-ONE CHATROOM FROM OCTOBER 2009 TO JULY 2010. THE INFORMATION CONCERNED THE ISSUING AND TRADING OF GILTS.","Final","","Settled","02/21/2025","Y","","Y","30000000","N","N","N","N","N","N","","MONETARY FINE FOR HSBC OF GBP £23.4M (APPROX USD $30M).","IN FEBRUARY 2025, HSBC HOLDINGS (AS PARENT) AND HSBC BANK PLC ACCEPTED THAT A SINGLE HSBC BANK PLC TRADER HAD SHARED COMPETITVELY-SENSITIVE INFORMATION WITH DEUTSCHE BANK ON 12 OCCASSIONS OVER 2009-2010. HSBC HAS AGREED TO PAY A FINE OF GBP £23.4M (APPROX USD $30M)."
1955867,"AMENDED","","","","","","","","","","","","","","","Y","","Affiliates","1702522","","","","","N","State","NJ STATE BAR - NOT A REGULATORY ACTION BUT RATHER LICENSE ADMINISTRATIVELY REVOKED AS NO LONGER PAYING NJ BAR FEES.","Other","ATTORNEY LIVING ABROAD AND NOT PRACTICING NJ LAW AND, CONCOMITANT WITH MATERNITY LEAVES, VOLUNTARILY CHOSE TO DISCONTINUE HER NJ BAR MEMBERSHIP AND STOP PAYING NJ BAR FEES. THEREFORE NJ BAR STATUS IS ""LICENSE ADMINISTRATIVELY REVOKED""","02/05/2020","N","THE EXACT DATE IS NOT AVAILABLE FROM THE NJ COURTS WEBSITE.","","","Other","NOT APPLICABLE","ATTORNEY LIVING ABROAD AND NOT PRACTICING NJ LAW AND, CONCOMITANT WITH MATERNITY LEAVES, VOLUNTARILY CHOSE TO STOP PAYING NJ BAR FEES AND DISCONTINUE HER NJ BAR MEMBERSHIP. THEREFORE: ""LICENSE ADMINISTRATIVELY REVOKED - FOR SEVEN CONSECUTIVE YEARS, THE ATTORNEY WAS DECLARED BY SUPREME COURT ORDER TO BE ADMINISTRATIVELY INELIGIBLE TO PRACTICE LAW FOR FAILING TO PAY THE ANNUAL ATTORNEY ASSESSMENT TO THE NEW JERSEY LAWYERS' FUND FOR CLIENT PROTECTION AND THE SUPREME COURT HAS REVOKED THE ATTORNEY'S LICENSE ON THIS ADMINISTRATIVE BASIS. IT IS NOT A STATUS BASED ON DISCIPLINE, BUT THE ATTORNEY IS NOT ALLOWED TO PRACTICE NEW JERSEY LAW.""","Final","","Other","02/05/2020","N","THE EXACT DATE IS NOT AVAILABLE FROM THE NJ COURTS WEBSITE.  THE ATTORNEY REMAINS A MEMBER OF THE NYS BAR AND IS A QUALIFIED ENGLISH SOLICITOR.  SHE DOES NOT PRACTICE IN NJ.","N","","N","N","N","N","N","N","ATTORNEY LIVING ABROAD AND NOT PRACTICING NJ LAW AND, CONCOMITANT WITH MATERNITY LEAVES, VOLUNTARILY CHOSE TO STOP PAYING NJ BAR FEES. THEREFORE NJ STATUS IS ""LICENSE ADMINISTRATIVELY REVOKED"" SEE DEFINITION BELOW","""FOR SEVEN CONSECUTIVE YEARS, THE ATTORNEY WAS DECLARED BY SUPREME COURT ORDER TO BE ADMINISTRATIVELY INELIGIBLE TO PRACTICE LAW FOR FAILING TO PAY THE ANNUAL ATTORNEY ASSESSMENT TO THE NEW JERSEY LAWYERS' FUND FOR CLIENT PROTECTION AND THE SUPREME COURT HAS REVOKED THE ATTORNEY'S LICENSE ON THIS ADMINISTRATIVE BASIS. IT IS NOT A STATUS BASED ON DISCIPLINE, BUT THE ATTORNEY IS NOT ALLOWED TO PRACTICE NEW JERSEY LAW.""","PLEASE SEE DEFINITIONS AT HTTPS://NJCOURTS.GOV/HOST/ATTYAPPS/GOODSTANDINGSTATUSDEFINITIONS.PDF"
1975234,"INITIAL","","Y","","Y","Y","","","","","","","Y","","","","","Affiliates","1718629","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1978249,"INITIAL","","","","","","","","","","","","Y","","","","","Affiliates","1713703","","","","","Y","","","","","","","","","","","","","","","","","","","N","","N","N","N","N","N","N","","",""
1981381,"INITIAL","","","","","","","","","","","","","","","","Y","Advisory Firm","1716893","","","","","","SEC","UNITED STATES SECURITIES AND EXCHANGE COMMISSION","Other","PROCEEDING PENDING","05/01/2024","N","CONFIDENTIAL","","","Other","PROCEEDING PENDING","PENDING","Pending","","","","","","N","","N","N","N","N","N","N","","","PROCEEDING PENDING"
