"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1992359,11712,"Y","A","HAGER, KAREN, NMN","I","","CHIEF COMPLIANCE OFFICER",05/2024,"NA","Y","N",4360272
1992359,11712,"Y","A","OSTROVER, DOUGLAS, IRVING","I","","CO-CHIEF EXECUTIVE OFFICER",05/2024,"NA","Y","N",1292770
1992359,11712,"Y","A","ZAHR, MARC, NMN","I","","CO-PRESIDENT",05/2024,"NA","Y","N",4979339
1992359,11712,"Y","A","KIRSHENBAUM, ALAN, JAY","I","","CHIEF FINANCIAL OFFICER",05/2024,"NA","Y","N",4157107
1992359,11712,"Y","A","REDDY, NEENA, ANN","I","","CHIEF LEGAL OFFICER",05/2024,"NA","Y","N",4327592
1992359,11712,"Y","A","POLLAND, ANDREW, ROBERT","I","","CHIEF OPERATING OFFICER",05/2024,"NA","Y","N",5785787
1992359,11712,"Y","A","LIPSCHULTZ, MARC, STEVEN","I","","CO-CHIEF EXECUTIVE OFFICER",05/2024,"NA","Y","N",5801354
1992359,11712,"Y","A","BLUE OWL REAL ESTATE HOLDINGS LP","DE","","MEMBER",05/2024,"E","Y","N",
1992359,11712,"","B","BLUE OWL CAPITAL GP LLC","DE","BLUE OWL REAL ESTATE HOLDINGS LP","GENERAL PARTNER",10/2021,"F","Y","N",
1992359,11712,"","B","BLUE OWL CAPITAL GP HOLDINGS LLC","DE","BLUE OWL CAPITAL GP LLC","MEMBER",11/2021,"E","Y","N",
1992359,11712,"","B","BLUE OWL CAPITAL INC.","DE","BLUE OWL CAPITAL GP HOLDINGS LLC","MEMBER",11/2021,"E","Y","Y",
1992359,11712,"","B","NBSH BLUE INVESTMENTS, LLC","DE","BLUE OWL CAPITAL HOLDINGS LP","LIMITED PARTNER",05/2021,"C","Y","N",
1992359,11712,"","B","BLUE OWL CAPITAL HOLDINGS LP","DE","BLUE OWL REAL ESTATE HOLDINGS LP","LIMITED PARTNER",10/2021,"E","Y","N",
1992359,11712,"","B","BLUE OWL CAPITAL GP LLC","DE","BLUE OWL CAPITAL HOLDINGS LP","GENERAL PARTNER",05/2021,"F","Y","N",
1992359,11712,"","B","NBSH ACQUISITION, LLC","DE","NBSH BLUE INVESTMENTS, LLC","MEMBER",05/2021,"F","Y","N",
1992359,12176,"Y","A","HAGER, KAREN, NMN","I","","CHIEF COMPLIANCE OFFICER",01/2025,"NA","Y","N",4360272
1992359,12176,"Y","A","OSTROVER, DOUGLAS, IRVING","I","","CO-CHIEF EXECUTIVE OFFICER",01/2025,"NA","Y","N",1292770
1992359,12176,"Y","A","ZAHR, MARC, NMN","I","","CO-PRESIDENT",01/2025,"NA","Y","N",4979339
1992359,12176,"Y","A","KIRSHENBAUM, ALAN, JAY","I","","CHIEF FINANCIAL OFFICER",01/2025,"NA","Y","N",4157107
1992359,12176,"Y","A","REDDY, NEENA, ANN","I","","CHIEF LEGAL OFFICER",01/2025,"NA","Y","N",4327592
1992359,12176,"Y","A","POLLAND, ANDREW, ROBERT","I","","CHIEF OPERATING OFFICER",01/2025,"NA","Y","N",5785787
1992359,12176,"Y","A","LIPSCHULTZ, MARC, STEVEN","I","","CO-CHIEF EXECUTIVE OFFICER",01/2025,"NA","Y","N",5801354
1992359,12176,"Y","A","BLUE OWL REAL ESTATE HOLDINGS LP","DE","","MEMBER",01/2025,"E","Y","N",
1992359,12176,"","B","NBSH ACQUISITION, LLC","DE","NBSH BLUE INVESTMENTS, LLC","MEMBER",05/2021,"F","Y","N",
1992359,12176,"","B","BLUE OWL CAPITAL GP LLC","DE","BLUE OWL REAL ESTATE HOLDINGS LP","GENERAL PARTNER",10/2021,"F","Y","N",
1992359,12176,"","B","BLUE OWL CAPITAL GP LLC","DE","BLUE OWL CAPITAL HOLDINGS LP","GENERAL PARTNER",05/2021,"F","Y","N",
1992359,12176,"","B","BLUE OWL CAPITAL INC.","DE","BLUE OWL CAPITAL GP HOLDINGS LLC","MEMBER",11/2021,"E","Y","Y",
1992359,12176,"","B","NBSH BLUE INVESTMENTS, LLC","DE","BLUE OWL CAPITAL HOLDINGS LP","LIMITED PARTNER",05/2021,"C","Y","N",
1992359,12176,"","B","BLUE OWL CAPITAL GP HOLDINGS LLC","DE","BLUE OWL CAPITAL GP LLC","MEMBER",11/2021,"E","Y","N",
1992359,12176,"","B","BLUE OWL CAPITAL HOLDINGS LP","DE","BLUE OWL REAL ESTATE HOLDINGS LP","LIMITED PARTNER",10/2021,"E","Y","N",
1992359,12745,"Y","A","HAGER, KAREN, NMN","I","","CHIEF COMPLIANCE OFFICER",05/2025,"NA","Y","N",4360272
