"FilingID","Miscellaneous"
1930486,"With respect to the private funds listed in Section 7.B.(1) that are specifically identified as being organized under the laws of the United Kingdom, please note that these are Scottish limited partnerships governed by Scottish law; as the form does not permit Scotland to be listed as a jurisdiction, United Kingdom is chosen instead.  With respect to private funds listed in Section 7.B.(1) that have two auditors listed in response to question 23, please note that PricewaterhouseCoopers CI LLP audits these funds in accordance with IFRS standards, while PricewaterhouseCoopers AG conducts an audit of these funds pursuant to US GAAP standards."
1927229,"THE APPLICANT PROVIDES INVESTMENT MANAGEMENT SERIVICES TO A PRIVATE POOLED INVESTMENT VEHICLE -THE KROHNE FUND - THAT IS OFFERED TO INVESTORS ON A PRIVATE PLACEMENT BASIS. KROHNE FUND INVESTS FOREMOST IN GLOBAL EQUITIES AS LONG TERM INVESTOR. KROHNE CAPITAL HAS ONE CLIENT: KROHNE FUND. KROHNE CAPITAL MAKES ALL THE INVESTMENT DECISIONS FOR KROHNE FUND. THE FORM D FILE NUMBER IS 021-176015  THE APPLICANT HAS BEEN RETAINED AS A SUB-ADVISOR BY EM VALUE AG, SWITZERLAND. EM VALUE ITSELF HAS BEEN RETAINED AS A SUB ADVISOR BY THE MANAGER OF A MUTUAL FUND (AVH EMERGING MARKETS FONDS) ICM INVESTMENTBANK, GERMANY.  IN THIS CAPACITY KROHNE CAPITAL MAKES SUGGESTIONS TO BUY OR SELL SECURITIES, BUT HAS NO SAY WHETHER THOSE SUGGESTIONS WILL BE ACTED UPON. KROHNE DOES NOT HAVE DISCRETION OVER TRADES, CANNOT SELECT OR COMMUNICATE WITH BROKERS. AS OF JANUARY 2021, THE ASSETS OF THIS BALANCED FUND WERE 26 MILLION EUROS."
1922074,"As fyi, an affiliate of the applicant ERA managed small venture capital funds.  Because Alabama did not have an exempt reporting advisor regulation,  those funds were managed through registered advisors affiliated with an SEC Registered Investment Advisor (Navigate Private Fund Advisors, LLC). With the change of law in Alabama, those funds are now being managed by the applicant exempt reporting advisor and the RIA is no longer providing investment services to these funds."
1911471,"WITH RESPECT TO ITEM (11) OF SECTION 7.B.(1) ON SCHEDULE D, THE CURRENT GROSS ASSET VALUES ARE LISTED IN € EUROS FOR EACH OF IBERIS BLUETECH FUND II, FUNDO DE CAPITAL DE RISCO FECHADO; IBERIS BLUETECH FUND III, FUNDO DE CAPITAL DE RISCO FECHADO; IBERIS BLUETECH FUND, FUNDO DE CAPITAL DE RISCO FECHADO, EUVECA; IBERIS GREENTECH II FUND - FUNDO DE CAPITAL DE RISCO FECHADO; IBERIS GREYTECH CO-INVESTMENT FUND, FUNDO DE CAPITAL DE RISCO FECHADO; IBERIS GREYTECH II FUND, FUNDO DE CAPITAL DE RISCO FECHADO (COLLECTIVELY, the “FUNDS”).  WITH RESPECT TO ITEM (12) OF SCHEDULE 7.B.(1) ON SCHEDULE D, THE MINIMUM OFFERING AMOUNTS ARE LISTED IN € EUROS FOR THE FUNDS."
1919481,"N/A"
1932608,"AFC institutional Fund Manager LLC acts solely as adviser to AFC Institutional Fund LLC (“AFCIF”) which was formed upon the conversion of AFC BDC Inc. (“AFC BDC”) from a Maryland corporation to a Delaware limited liability company. AFC BDC was a closed-end investment company that elected to be treated as a business development company (“BDC”) under the Investment Company Act of 1940, as amended and was advised by a prior registered investment adviser. AFC BDC subsequently withdrew its BDC status and converted to AFCIF, a private fund. AFCIF is not open to new investors and its primary purpose is to hold debt investments to maturity for its remaining investor prior to effecting dissolution."
1928540,"With respect to Schedule D, Item 2.B., all private fund assets are managed from a place of business outside of the United States.    With respect to Schedule D, Item 9.A., all General Partners listed are not required to register in reliance on the position set forth in the December 8, 2005 ABA No-Action Letter and the January 18, 2012 ABA No-Action Letter."
1928208,"Four Cities Investment Company, LLC and Four Cities Rubicon, LLC (CRD: 319450) are operating as an integrated business and their combined assets under management is greater than $25 million."
1933240,"Section 7(B)11: is the gross asset value calculated in USD with fx rate at $1.2739/£ on 31 Dec 2024 (£376,833,441). Section 7(B)12: is the minimum investment commmitment calculated in USD as per 14/07/16"
1929633,"Responses to Schedule D Section 7.B.(1) contain placeholder information, as information pertaining to Section 7.B.(2).1.-3. is omitted and is the subject of a request for confidential treatment pending with the Securities and Exchange Commission."
1926749,"The Firm was appointed as a Co-Investment Manager to Tages International Funds ICAV - Kirkoswald Global Macro UCITS Fund (“KGM UCITS”) on January 19, 2022.  KGM UCITS is not a private fund and therefore is not listed in Section 7.B."
1924892,"NGP ETP II, L.L.C. is operated in the course of the filing adviser's investment advisory business and is a ""relying adviser"" under applicable no-action SEC-guidance."
1924170,"ITEM 7A: REGISTRANT HAS ADDITIONAL RELATED ENTITIES THAT ENGAGE IN FINANCIAL INDUSTRY-RELATED ACTIVITIES. REGISTRANT DOES NOT: (1) HAVE BUSINESS DEALINGS WITH THESE RELATED ENTITIES IN CONNECTION WITH ADVISORY SERVICES PROVIDED TO REGISTRANT'S CLIENTS; (2) CONDUCT SHARED OPERATIONS WITH THESE RELATED ENTITIES; (3) REFER CLIENTS OR BUSINESS TO THE RELATED ENTITIES, AND THE RELATED ENTITIES DO NOT REFER PROSPECTIVE CLIENTS OR BUSINESS TO REGISTRANT; (4) SHARE SUPERVISED PERSONS OR PREMISES WITH RELATED PERSON; AND (5) HAVE REASON TO BELIEVE THAT ITS RELATIONSHIPS WITH THESE RELATED ENTITIES OTHERWISE CREATE A CONFLICT OF INTEREST WITH ITS CLIENTS. REGISTRANT MAINTAINS A SUPPLEMENTARY LIST OF SUCH RELATED ENTITIES THAT ARE NOT LISTED IN SCHEDULE D, SECTION 7.A. FOR THE REASONS PROVIDED ABOVE. THIS LIST IS AVAILABLE UPON REQUEST."
