"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1999631,"IQ-EQ","2777 NORTH STEMMONS FREEWAY","SUITE 1425","DALLAS","TX","United States","75207-2211","N","(888) 604-2583","","A third-party unaffiliated record keeper","CERTAIN HISTORIC COMPLIANCE AND OPERATIONS RECORDS FOR THE ADVISER."
1999631,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, CAMANA BAY","PO BOX 31106","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","353 1 636 7300","","A third-party unaffiliated record keeper","FINANCIAL, ACCOUNTING AND INVESTOR RECORDS FOR PRIVATE FUND MANAGED BY THE ADVISER."
1999631,"NAV FUND SERVICES (CAYMAN) LTD.","103 SOUTH CHURCH STREET, HARBOUR PLACE","5TH FLOOR","GRAND CAYMAN","","Cayman Islands","KY1-1202","N","630-954-1919","","A third-party unaffiliated record keeper","FINANCIAL, ACCOUNTING AND INVESTOR RECORDS FOR PRIVATE FUND MANAGED BY THE ADVISER."
2007737,"VAUBAN POLIORCETICS LLP","6TH FLOOR 14 BONHILL STREET","","LONDON","","United Kingdom","EC2A 4BX","N","44 7950 612 40","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATING TO THE FUNDS."
2007737,"VECTOR AIS","447 SUTTER ST.","SUITE 405","SAN FRANCISCO","CA","United States","94108","N","(415) 449-4411","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATING TO PRIVATE FUNDS."
2013131,"STATE STREET FUND SERVICES (IRELAND) LIMITED","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN 2","","Ireland","","N","0035217765300","","A third-party unaffiliated record keeper","OFFICIAL BOOKS AND RECORDS OF THE FUNDS AND INVESTOR INFORMATION."
2012117,"CARTA","333 BUSH ST","STE 2300","SAN FRANCISCO","CA","United States","94104","N","801-890-7542","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATED TO FUND ADMINISTRATION"
2010625,"SS&C PRIVATE EQUITY SERVICES, INC","ONE SOUTH ROAD","","HARRISON","NY","United States","10528","N","+1-914-670-360","+1-914-670-360","A third-party unaffiliated record keeper","THE BOOKS AND RECORDS ARE LOCATED AT THE ADMINISTRATOR (SS&C) ON A QUARTERLY BASIS AS PER THE LPA OF THE FUNDS THE ADMINISTRATOR PROVIDES THE FINANCIAL STATEMENTS FOR EACH LP."
2011324,"BELLTOWER FUND GROUP, LTD","PO BOX 3217","","SEATTLE","WA","United States","98114","N","3603409337","","A third-party unaffiliated record keeper","FUND DOCUMENTS, TRANSACTION RECORDS, WRITTEN COMMUNICATIONS"
2008743,"SCGM S.A.","WTC FREEZONE DR. LUIS BONAVITA 1294","INNOVATION CENTER: OFICINA 102","MONTEVIDEO","","Uruguay","CP 11300","N","+59826262310","+56225825180","One of your branch offices or affiliates","ORGANIZATIONAL DOCUMENTS AND TRANSACTIONAL DOCUMENTS"
2008743,"WINSTON & STRAWN LLP","200 PARK AVENUE","","NEW YORK","NY","United States","10166-4193","N","12122946700","","Other","ORGANIZATIONAL DOCUMENTS AND TRANSACTIONAL DOCUMENTS"
2008743,"MICROSOFT CORPORATION","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","8008659408","","Other","ORGANIZATIONAL DOCUMENTS AND TRANSACTIONAL DOCUMENTS"
2008743,"MAPLES CORPORATE SERVICES LIMITED","PO BOX 309, UGLAND HOUSE","","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","3459498066","3459498080","A third-party unaffiliated record keeper","ORGANIZATIONAL DOCUMENTS"
2008743,"C/O BLAKES EXTRA-PROVINCIAL","199 BAY STREET","SUITE 4000","TORONTO","","Canada","M5L1A9","N","416-863-2400","","A third-party unaffiliated record keeper","ORGANIZATIONAL DOCUMENTS"
2008743,"SCGM LTD.","C/O HARNEYS CORPORATE SERVICES LIMITED","CRAIGMUIR CHAMBERS, ROAD TOWN","TORTOLA","","British Virgin Islands","VG1110","N","+1284494233","","A third-party unaffiliated record keeper","RECORD OFFICE"
2008743,"SCGM LTD.","ENRIQUE FOSTER 0115","LAS CONDES","SANTIAGO","","Chile","","N","+56262463281","","A third-party unaffiliated record keeper","ALTERNATIVE RECORDKEEPING ADDRESS IN CHILE"
2006901,"EVOLUTION CAPITAL MANAGEMENT LLC","10250 CONSTELLATION BLVD.","SUITE 2300","LOS ANGELES","CA","United States","90067","N","310-315-8835","","One of your branch offices or affiliates","TRANSACTION RECORDS."
2006901,"TORA TRADING SERVICES, LLC","1440 CHAPIN AVENUE","","BURLINGAME","CA","United States","94010","N","650-513-6700","","A third-party unaffiliated record keeper","ORDER, TRADE, AND PORTFOLIO MANAGEMENT SYSTEM/REPOSITORY"
2006901,"SMARSH, INC.","851 SW 6TH AVE., SUITE 800","","PORTLAND","OK","United States","97204","N","503-946-5980","","A third-party unaffiliated record keeper","ELECTRONIC COMMUNICATION ARCHIVE."
2006901,"MIMECAST LIMITED","191 SPRING STREET","","LEXINGTON","MA","United States","02421","N","617-393-7000","","A third-party unaffiliated record keeper","EMAIL ARCHIVE."
2011118,"EXODUSPOINT CAPITAL MANAGEMENT, LP","65 EAST 55TH STREET","","NEW YORK","NY","United States","10022","N","646 940 9600","","A third-party unaffiliated record keeper","ALL RECORDS RELATED TO THE FIRM'S ADVISORY BUSINESS."
2008177,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY, CAMANA BAY","","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","+1 3459493977","","A third-party unaffiliated record keeper","RECORDS RELATED TO CLIENT ASSETS"
2008177,"BUZZACOTT LLP","ST PETER'S HOUSE, 130 WOOD ST","","LONDON","","United Kingdom","EC2V 6DL","N","+44 2075561220","","A third-party unaffiliated record keeper","FINANCIAL RECORDS"
2008177,"BLOOMBERG LP","3 QUEEN VICTORIA STREET","","LONDON","","United Kingdom","EC4N 4TQ","N","+442073307500","","A third-party unaffiliated record keeper","CLIENT, TRANSACTION AND COMMS RECORDS"
2008177,"STEEL EYE LIMITED","55 STRAND","","LONDON","","United Kingdom","WC2N 5LR","N","+442031768300","","A third-party unaffiliated record keeper","TRADE RECORDS"
2008359,"I3 BUSINESS SOLUTIONS","560 5TH STREE NW UNIT 404","","GRAND RAPIDS","MI","United States","49504","N","616-719-4100","","Other","INVESTOR, ACCOUNTING, AND FINANCIAL RECORDS STORED IN SHAREPOINT, A CLOUD-BASED SERVICE HOSTED BY MICROSOFT."
2006356,"CITIC CLSA CAPITAL PARTNERS HK LIMITED","4/F, NO. 59-1, ANDINGMEN OUTER STREET","DONGCHENG DISTRICT","BEIJING","","China","","N","(852) 26008975","","A third-party unaffiliated record keeper","CURRENT AND ARCHIVED RECORDS"
2006356,"CITIC CLSA CAPITAL PARTNERS HK LIMITED","DATA CENTRE","USED BY ORACLE SYSTEMS HONG KONG LIMITED","N/A","","Australia","","N","(852)26008975","","A third-party unaffiliated record keeper","CURRENT AND ARCHIVED RECORDS"
2006356,"CITIC CLSA CAPITAL PARTNERS HK LIMITED","DATA CENTRE","USED BY PROOFPRINT, INC.","N/A","","Netherlands","","N","(852)26008975","","A third-party unaffiliated record keeper","CURRENT AND ARCHIVED RECORDS"
2006356,"CITIC CLSA CAPITAL PARTNERS HK LIMITED","DATA CENTRE","USED BY CONCUR HOLDINGS (NETHERLANDS) B.V.","N/A","WA","United States","98004","N","(852)26008975","","A third-party unaffiliated record keeper","CURRENT AND ARCHIVED RECORDS"
2006356,"CITIC CLSA CAPITAL PARTNERS HK LIMITED","DATA CENTRE","USED BY COMPLIANCE SCIENCE, INC.","N/A","NY","United States","10001","N","(852)26008975","","A third-party unaffiliated record keeper","CURRENT AND ARCHIVED RECORDS"
