"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
1979475,"CONFIDENCE WEALTH INSURANCE SOLUTIONS INC. & CONFIDENCE LIFE INSURANCE SOLUTIONS LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1962171,"BAER & BUNGER FINANCIAL & INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1979995,"HOLISTIC FINANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1979459,"CONFIDENCE WEALTH INSURANCE SOLUTIONS INC. & CONFIDENCE LIFE INSURANCE SOLUTIONS LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1982354,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1980741,"FAMILY LEGACY TAX SOLUTIONS, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX SOLUTIONS"
1980807,"COLUMBUS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DUE DILIGENCE SERVICES"
1980807,"COLUMBUS REAL ESTATE MANAGEMENT, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE BROKER OVERSIGHT"
1979656,"LIFECOURSE TAX SERVICE.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX PREPARATION SERVICES"
1977613,"SILVER OAK SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1977916,"CENTERFIELD EQUITY","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1977969,"HIBERNIA WEALTH MANAGEMENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1978036,"MRA TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1974689,"ANNEX INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1974689,"ANNEX TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX RETURN PREPARATION"
1974689,"MALLER PETERSON LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1978834,"POPULAR ONE","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932084,"ARNOLD CASTELLANO AND ASSOCIATES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1977848,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1975295,"UBS WEALTH MANAGEMENT US","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","N",""
1982618,"NELSON TAX & ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1981924,"INNOVATION PARTNERS","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1982880,"THE WOLF GROUP, P.C.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1980671,"AMERICAN FUNDSTARS INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1980671,"MY SECURITIES","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1983174,"AMERICAN FUNDSTARS INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1983174,"MY SECURITIES","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1981024,"RFG SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1980566,"BRESCIA MCCLUSKEY, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1983764,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1984404,"M.S. HOWELLS & CO.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1976068,"CHRISTOPHER JONES CFP CPA PA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1976068,"DRIES POLAND INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940854,"HECKMAN FINANCIAL & INSURANCE SERVICES INC.","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N",""
1976647,"PRIVATE CIRCLE, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE AND ADVANCED PLANNING BLUEPRINTS, TRUST & LLC MGMT."
1969673,"DAVENPORT FINANCIAL ADVISORS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CORPORATE FINANCE"
1974854,"EMBER L. FLACK, PLLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1974818,"FULCRUM GROUP","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
