"Filing ID","Relying Advisor Business Name","Relying Advisor Legal Name","Relying Advisor CRD Number","Reference ID","Principal Address Same as Filer","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Mail Address Same as Filer","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","1E2Days","1E2DaysOther","1E2Hours","1G","2A(1)","2A(2)","2A(4)","2A(5)","2A(6)","2A(7)","2A(8)","2A(8) Application","2A(8) Order Date","2A(9)","3A","3AOther","3B","3C-State","3C-Country","4C"
1980451,"CNI ONE CAL PLAZA INVESTMENT ADVISOR, LLC","CNI ONE CAL PLAZA INVESTMENT ADVISOR, LLC",293608,2613,"Y","","","","","","","","561-570-4644","","N","","","","","","","N","MONFRI","","7:00AM TO 7:00PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980451,"CNI CENTURY PLAZA ADVISOR, LLC","CNI CENTURY PLAZA ADVISOR, LLC",298278,5475,"Y","","","","","","","","561-570-4644","","N","","","","","","","N","MONFRI","","7:00AM TO 7:00PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980451,"COLONY LATAM HOLDINGS, LLC","COLONY LATAM HOLDINGS, LLC",304354,6419,"Y","","","","","","","","561-570-4644","","N","","","","","","","N","MONFRI","","7:00AM TO 7:00PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1976391,"","ALPINE GROVE PARTNERS LLC",295642,4244,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1976391,"","ALPINE GROVE ADVISERS LLC",296131,4690,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1976391,"","ALPINE GROVE (US) LLC",296132,4691,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1976391,"","ALPINE GROVE (JAPAN) LLC",296134,4693,"N","LEVEL 15, CERULEAN TOWER","26-1, SAKURAGAOKA-CHO","SHIBUYA-KU, TOKYO","","Japan","150-85122","N","818075803180","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1976391,"","ALPINE GROVE MANAGEMENT L.P.",296312,4849,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States",""
1976391,"","REDWOOD GROVE INTERNATIONAL MANAGEMENT LLC",296498,5006,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1976391,"","ALPINE GROVE (GERMANY) GMBH",296499,5007,"N","BOCKENHEIMER LANDSTRASSE 2-4","","FRANKFURT","","Germany","60306","N","4969219357100","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","","Germany","N"
1976391,"","GROVE AURELIS II MANAGEMENT LLC",296617,5108,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1976391,"","AURELIS RECAP MANAGEMENT LLC",313105,8118,"Y","","","","","","","","212-710-7875","","Y","","","","","","","","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1976391,"","ALPINE GROVE SPONSOR MANAGEMENT LLC",313106,8119,"Y","","","","","","","","212-710-7875","","Y","","","","","","","","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1976391,"","ALPINE GROVE (NETHERLANDS) B.V.",320885,9606,"N","BARBARA STOZZILAAN","101","AMSTERDAM","","Netherlands","1083HN","N","31207220790","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","","Netherlands",""
1976391,"","ALPINE GROVE PARTNERS (UK) LTD.",320912,9625,"N","53 DAVIES STREET","","LONDON","","United Kingdom","W1K 5JH","N","442071191577","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Corporation","","12","","United Kingdom",""
1976391,"","ALPINE GROVE SERVICES LLC",320915,9628,"Y","","","","","","","","212-710-7875","","N","","","","","","","N","MONFRI","","9 AM TO 5PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1976391,"","ALPINE GROVE (SWITZERLAND) GMBH",335464,12311,"N","2ND FLOOR, BAARERSTRASSE 14-16","","ZUG","","Switzerland","CH-6300","N","41 43 456 9584","","N","","","","","","","N","MONFRI","","9 AM TO 5 PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","","Switzerland",""
1979272,"PENNINGTON ALTERNATIVE INCOME MANAGEMENT, LLC","PENNINGTON ALTERNATIVE INCOME MANAGEMENT, LLC",311761,7943,"Y","","","","","","","","202-370-6435","202-654-5830","Y","","","","","","","","MONFRI","","9:00 AM  5:00 PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1979323,"","LUBERT-ADLER MANGEMENT, L.P.",294379,3176,"Y","","","","","","","","215-972-2200","","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1979323,"","L-A ASSET MANAGEMENT SERVICES, L.P.",294382,3179,"N","435 DEVON PARK DRIVE","BUILDING 500","WAYNE","PA","United States","19087","N","215-972-2200","","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1979323,"","LUBERT-ADLER REAL ESTATE MANAGEMENT COMPANY, L.P.",294388,3184,"N","2929 WALNUT STREET","SUITE 1530","PHILADELPHIA","PA","United States","19104","N","215-972-2200","","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","Y","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1979323,"","L-A URBAN FINANCIAL MANAGEMENT, L.P.",294395,3191,"N","3284 NORTHSIDE PARKWAY NW","SUITE 570","ALTANTA","GA","United States","30327","N","404.965.1000","","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","Y","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1979323,"","LAA CREDIT MANAGEMENT, L.P.",330844,11418,"N","2400 MARKET STREET","SUITE 301","PHILADELPHIA","PA","United States","19103","N","215-972-2200","","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","Y","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States",""
1979039,"HUDSON BAY CAPITAL MANAGEMENT (DIFC) LTD.","HUDSON BAY CAPITAL MANAGEMENT (DIFC) LTD.",327184,10841,"N","UNIT 16, LEVEL 03, GATE VILLAGE BUILDING 10","","DUBAI INTERNATIONAL FINANCIAL CENTRE","","United Arab Emirates","","N","04-2605100","","N","","","","","","","N","MONFRI","","9-5 (GST)","","Y","N","N","N","N","N","N","",,"N","Corporation","","12","","United Arab Emirates","Y"
1979039,"HUDSON BAY CAPITAL UK LLP","HUDSON BAY CAPITAL UK LLP",332832,11904,"N","16 ST. JAMES'S STREET, 5TH FLOOR","","LONDON","","United Kingdom","SW1A1ER","N","+44.20.3893.3022","","N","","","","","","","N","MONFRI","","9AM - 5 PM","984500FB021B94B4D109","Y","N","N","N","N","N","N","",,"N","Limited Liability Partnership","","12","","United Kingdom","Y"
1979485,"CORINTHIAN CAPITAL MANAGEMENT, LLC","CORINTHIAN CAPITAL MANAGEMENT, LLC",326757,10780,"Y","","","","","","","","212-920-2300","212-920-2399","N","","","","","","","N","MONFRI","","9:00 AM - 5:30 PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1978990,"JAIN GLOBAL (UK) PARTNERS LLP","JAIN GLOBAL (UK) PARTNERS LLP",333492,12007,"N","16 ST. JAMES'S STREET","","LONDON","","United Kingdom","SW1A 1ER","N","212-671-4011","","N","","","","","","","N","MONFRI","","9:00AM - 5:00PM GMT","","N","N","Y","N","N","N","N","",,"N","Limited Liability Partnership","","12","","United Kingdom","N"
1978990,"JAIN GLOBAL (HONG KONG) LIMITED","JAIN GLOBAL (HONG KONG) LIMITED",333493,12008,"N","9/F, LHT TOWER","31 QUEEN'S ROAD CENTRAL","CENTRAL, HONG KONG","","Hong Kong","","N","212-671-4011","","N","","","","","","","N","MONFRI","","9:00AM - 5:00PM HKT","","N","N","Y","N","N","N","N","",,"N","Other (specify)","LIMITED COMPANY","12","","Hong Kong","N"
1978990,"JAIN GLOBAL (SINGAPORE) PTE. LTD.","JAIN GLOBAL (SINGAPORE) PTE. LTD.",333494,12009,"N","138 MARKET STREET, #09-02","","SINGAPORE","","Singapore","048946","N","212-671-4011","","N","","","","","","","N","MONFRI","","9:00AM - 5:00PM SGT","","N","N","Y","N","N","N","N","",,"N","Other (specify)","LIMITED COMPANY","12","","Singapore","N"
1981200,"LIGHTYEAR CAPITAL III, LLC","LIGHTYEAR CAPITAL III, LLC",293676,2661,"Y","","","","","","","","212-328-0555","212-328-0516","N","","","","","","","N","OTHER","MONDAY-THURSDAY","9AM-6PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1981200,"LIGHTYEAR CAPITAL IV, LLC","LIGHTYEAR CAPITAL IV, LLC",123918,2662,"Y","","","","","","","","212-328-0555","212-328-0516","N","","","","","","","N","OTHER","MONDAY-THURSDAY","9AM-6PM","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1981200,"LIGHTYEAR CAPITAL V, LLC","LIGHTYEAR CAPITAL V, LLC",308126,7076,"Y","","","","","","","","212-328-0555","212-328-0516","N","","","","","","","N","OTHER","MONDAY-THURSDAY","9AM-6PM","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1981200,"LIGHTYEAR CAPITAL VI, LLC","LIGHTYEAR CAPITAL VI, LLC",330874,11440,"Y","","","","","","","","212-328-0555","212-328-0516","Y","","","","","","","","OTHER","MONDAY-THURSDAY","9AM-6PM","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1982234,"","TRINITY LEGACY ALTERNATIVE STRATEGIES, LLC",310938,7832,"Y","","","","","","","","713-999-8053","713-574-5782","N","","","","","","","N","MONFRI","","8AM - 5PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1982620,"","KIMMERIDGE ENGAGEMENT MANAGEMENT, L.P.",314057,8424,"Y","","","","","","","","646517262","","Y","","","","","","","","MONFRI","","8 AM TO 6 PM","","Y","N","N","N","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1981505,"","CITADEL ASIA LIMITED",292034,1784,"N","59/F TWO INTERNATIONAL FINANCE CENTRE","8 FINANCE STREET","HONG KONG","","Hong Kong","CENTRAL","N","852 3667-5500","","N","","","","","","","N","MONFRI","","8:00 AM TO 5:00 PM","54930005JTULKGVNLU11","N","N","Y","N","N","N","N","",,"N","Other (specify)","LIMITED COMPANY","12","","Hong Kong","N"
1981505,"","CITADEL FRANCE SAS",313551,8201,"N","40-42 RUE LA BOETIE","","PARIS","","France","75008","N","+33 1 78 95 0900","","N","","","","","","","N","MONFRI","","8:00 AM TO 5:00 PM","549300PD3MYDT7QR0C92","N","N","Y","N","N","N","N","",,"N","Other (specify)","SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE","12","","France","N"
1981505,"","CITADEL ADVISORS SINGAPORE PTE. LIMITED",314103,8448,"N","12 MARINA VIEW","#22-01/02 ASIA SQUARE TOWER 2","SINGAPORE","","Singapore","018961","N","+65 6351 5200","","N","","","","","","","N","MONFRI","","8:00 AM TO 5:00 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE LIMITED COMPANY","12","","Singapore","N"
1981505,"","CITADEL ADVISORS EUROPE LIMITED",318548,9204,"N","120 LONDON WALL","","LONDON","","United Kingdom","EC2Y 5ET","N","+44 (0) 20-7645-9700","","N","","","","","","","N","MONFRI","","8:00 AM TO 5:00 PM","5493003FS3JD468P6Z37","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE LIMITED COMPANY","12","","United Kingdom","N"
1982704,"","GB PRIVATE PARTNERS LLC",295027,3733,"Y","","","","","","","","203-861-3000","203-861-3050","N","","","","","","","N","MONFRI","","9:00AM-5:00PM","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1982805,"","BROKEN CLOCK MANAGEMENT, L.L.C.",314155,8480,"Y","","","","","","","","2126504660","","Y","","","","","","","","MONFRI","","9AM - 5 PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1979533,"ELCO PARTNERS LLC","ELCO PARTNERS LLC",295830,4412,"Y","","","","","","","","212-603-7582","646-403-4860","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","NY","United States",""
1980066,"BALANCE POINT CAPITAL CT ADVISORS, LLC","BALANCE POINT CAPITAL CT ADVISORS, LLC",335929,12468,"Y","","","","","","","","(203) 652-8250","","Y","","","","","","","","MONFRI","","9AM-6PM","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980067,"","NCA REALTY PARTNERS LLC",334430,12171,"Y","","","","","","","","216-903-5515","","N","","","","","","","N","MONFRI","","9 A.M. - 5 P.M.","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980067,"","NCA REALTY PARTNERS GP LLC",334432,12172,"Y","","","","","","","","216-903-5515","","N","","","","","","","N","MONFRI","","9 A.M. - 5 P.M.","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980500,"3ALPHA","3ALPHA ASSET MANAGEMENT LLC",336421,12665,"Y","","","","","","","","212-706-4140","","Y","","","","","","","","MONFRI","","9:00-5:00","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1980913,"","RESMARK EQUITY PARTNERS III, LLC",326042,10477,"Y","","","","","","","","310-474-8400","310-474-8440","Y","","","","","","","","MONFRI","","8:30-5:30","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1980913,"","RESMARK EQUITY PARTNERS IV, LLC",326043,10478,"Y","","","","","","","","310-474-8400","310-474-8440","Y","","","","","","","","MONFRI","","8:30-5:30","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1980913,"","RESMARK EQUITY PARTNERS VI, LLC",326044,10479,"N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","949-398-2066","","N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","MONFRI","","8:30-5:30","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1980913,"","RESMARK EQUITY PARTNERS VIII, LLC",326045,10480,"N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","949-398-2066","","N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","MONFRI","","8:30-5:30","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
1980913,"","RESMARK EQUITY PARTNERS IX, LLC",326046,10481,"N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","949-398-2066","","N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","MONFRI","","8:30-5:30","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","CA","United States",""
1980913,"","RESMARK EQUITY PARTNERS VII, LLC",326047,10482,"N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","949-398-2066","","N","15635 ALTON PKWY","SUITE 360","IRVINE","CA","United States","92618","N","MONFRI","","8:30-5:30","","Y","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States",""
