"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
2010674,313287,"ARTISAN PARTNERS LIMITED PARTNERSHIP","801-70101",150114
2010674,398531,"UBS FINANCIAL SERVICES INC.","801-7163",8174
2010674,398527,"UBS FINANCIAL SERVICES INC.","801-7163",8174
2010768,7791,"NISA INVESTMENT ADVISORS, LLC","801-45153",107313
2010768,77518,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,189349,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,2739,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,214383,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,7791,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC","801-47459",107312
2010768,2718,"PARAMETRIC PORTFOLIO ASSOCIATES","801-60485",114310
2010768,176592,"LSV ASSET MANAGEMENT","801-47689",109918
2010768,176592,"GW&K INVESTMENT MANAGEMENT, LLC","801-61559",121942
2010768,2718,"CROSSMARK GLOBAL INVESTMENTS, INC.","801-17695",113360
2010768,200150,"LOGAN CIRCLE PARTNERS, L.P.","801-67753",143633
2010768,200150,"L&G - ASSET MANAGEMENT, AMERICA","801-69862",149156
2010768,215186,"AMERICAN CENTURY INVESTMENT MANAGEMENT INC","801-8174",105778
2010768,215186,"LSV ASSET MANAGEMENT","801-47689",109918
2010768,176592,"MFS INVESTMENT MANAGEMENT","801-17352",110045
2010768,176592,"AMERICAN CENTURY INVESTMENT MANAGEMENT INC","801-8174",105778
2010768,215187,"GW&K INVESTMENT MANAGEMENT, LLC","801-61559",121942
2010768,176592,"CROSSMARK GLOBAL INVESTMENTS, INC.","801-17695",113360
2010768,215188,"MANULIFE INVESTMENT MANAGEMENT (US) LLC","801-42023",106435
2010768,215188,"PGIM, INC.","801-22808",105676
2010768,176592,"ACADIAN ASSET MANAGEMENT","801-28078",106609
2010768,176756,"INCOME RESEARCH + MANAGEMENT","801-29482",104863
2010768,7791,"INCOME RESEARCH + MANAGEMENT","801-29482",104863
2010768,7791,"PGIM, INC.","801-22808",105676
2010768,221250,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,52112,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
2010768,215187,"VICTORY CAPITAL MANAGEMENT INC.","801-46878",106189
2010768,215187,"WILLIAM BLAIR & COMPANY L.L.C.","801-688",1252
2009541,285978,"CAPITAL FUND MANAGEMENT S.A.","801-61960",125780
2009541,285978,"SHANNON RIVER FUND MANAGEMENT, LLC","801-73444",161538
2009541,285978,"BLUESHIFT ASSET MANAGEMENT","801-112122",290637
2009541,285978,"P. SCHOENFELD ASSET MANAGEMENT LP","801-69914",149236
2009541,285978,"GRAHAM CAPITAL MANAGEMENT, L.P.","801-73422",160925
2009541,285978,"ANCORA ALTERNATIVES LLC","801-120302",311902
2009541,285978,"BCK CAPITAL MANAGEMENT LP","801-119297",282798
2009541,285978,"FORT BAKER CAPITAL MANAGEMENT LP","801-112796",282926
2009541,285978,"OASIS MANAGEMENT COMPANY LTD.","802-113019",167452
2009541,285978,"IONIC CAPITAL MANAGEMENT LLC","801-72188",156400
2009541,285978,"TOWER BAY ASSET MANAGEMENT LP","801-122648",317104
2009541,285978,"MANA ADVISORS LLC","801-108583",284792
2009541,285978,"SHERBROOKE PARK ADVISERS LLC","801-127108",323576
2009541,285978,"ELECTRON CAPITAL PARTNERS, LLC","801-79375",166102
2004531,34479,"KEYFRAME CAPITAL PARTNERS, L.P.","801-117512",305812
2004531,35265,"KEYFRAME CAPITAL PARTNERS, L.P.","801-117512",305812
2006910,485476,"STONEPEAK (SINGAPORE) PTE LTD","",
2006910,285942,"GORDIAN CAPITAL JAPAN LIMITED","801-118917",309108
2006910,286295,"GSB CAPITAL, LLC","801-122000",311571
2006910,286618,"MARIGOLD PARK CAPITAL ADVISERS PRIVATE LIMITED","802-125838",321613
2006910,286618,"LUPA RIA INVESTMENT MANAGEMENT LLC","801-122892",314819
2006910,354864,"MARIGOLD PARK CAPITAL ADVISERS PRIVATE LIMITED","802-125838",321613
2006910,354864,"LUPA RIA INVESTMENT MANAGEMENT LLC","801-122892",314819
2008088,26854,"REAL ESTATE EQUITY PARTNERS, S.C.","",
2008088,26854,"REAL CAPITAL I.M., LLC","",
2008088,269234,"LANGHAM HALL MANAGEMENT S.A R.L.","",
2008088,269234,"CLARION PARTNERS EUROPE LIMITED","",
2008088,368927,"LANGHAM HALL MANAGEMENT S.A R.L.","",
2008088,368927,"CLARION PARTNERS EUROPE LIMITED","",
2010957,246057,"3I INVESTMENTS PLC","802-75107",159880
2010957,205785,"3I INVESTMENTS PLC","802-75107",159880
2010998,373187,"OVERLAY MANAGEMENT, LLC","",324401
2010995,428360,"LUMYNA INVESTMENTS LTD.","",
2009773,75581,"CVC SECONDARY PARTNERS (U.S.), LLC","801-112163",289554
2009773,44006,"CVC SECONDARY PARTNERS (U.S.), LLC","801-112163",289554
2009773,189563,"DWS INTERNATIONAL GMBH","801-20289",105075
2009773,75580,"DWS INTERNATIONAL GMBH","801-20289",105075
2010372,373347,"PARAMETRIC PORTFOLIO ASSOCIATES","801-60485",114310
2010372,373352,"PARAMETRIC PORTFOLIO ASSOCIATES","801-60485",114310
2007826,363508,"ADDICUS ADVISORY, LLC","801-122401",282244
2006836,1840,"BTG PACTUAL (UK) LIMITED","802-74494",159871
2006836,1840,"BTG PACTUAL ASSET MANAGEMENT S.A. DTVM","802-74873",159875
2006836,1872,"BTG PACTUAL ASSET MANAGEMENT S.A. DTVM","802-74873",159875
2006836,1872,"BTG PACTUAL (UK) LIMITED","802-74494",159871
2006836,1896,"BTG PACTUAL (UK) LIMITED","802-74494",159871
2011339,196314,"SOUND POINT LUNA LLC","801-62330",128132
2011339,231769,"SOUND POINT LUNA LLC","801-62330",128132
2011339,231768,"SOUND POINT LUNA LLC","801-62330",128132
2011339,196311,"SOUND POINT LUNA LLC","801-62330",128132
2011339,204244,"SOUND POINT LUNA LLC","801-62330",128132
2011339,213895,"SOUND POINT LUNA LLC","801-62330",128132
2011279,256428,"AUSBIL INVESTMENT MANAGEMENT LIMITED","801-118742",289468
2011279,168204,"MACKAY SHIELDS LLC","801-5594",107717
2011279,319038,"AUSBIL INVESTMENT MANAGEMENT LIMITED","801-118742",289468
2011279,312374,"MACKAY SHIELDS LLC","801-5594",107717
2011059,206744,"FORADA LIMITED","802-126752",323144
2011059,206744,"SYDNEY QUANTITATIVE PTY LTD.","802-132398",335244
2002179,201562,"EMETH VALUE CAPITAL, LLC","",310696
2002179,201553,"EMETH VALUE CAPITAL, LLC","801-131444",310696
2012727,359188,"SPHERE INVESTMENTS OPERATIONS, LLC","",
2012727,483943,"ALIYA RE MANAGER LLC","",
1987293,305400,"MIDCAP FINANCIAL SERVICES CAPITAL MANAGEMENT, LLC","801-108694",285820
1987293,364259,"THE PALISADES GROUP, LLC","801-77293",165609
2007237,467885,"HUNT CAPITAL MANAGEMENT, LLC","801-118517",308017
2007652,307681,"SEELAUS ASSET MANAGEMENT, LLC","801-77641",149582
2007652,307681,"OWLS NEST PARTNERS","801-120755",289811
2007652,307681,"MAREN CAPITAL","801-126517",319626
2007652,307593,"SHAPIRO CAPITAL MANAGEMENT LLC","801-34275",105581
2007652,307593,"MAREN CAPITAL","801-126517",319626
2007652,307681,"SHAPIRO CAPITAL MANAGEMENT LLC","801-34275",105581
2007652,307593,"POLEN CAPITAL MANAGEMENT, LLC","801-15180",106093
2007652,307593,"OWLS NEST PARTNERS","801-120755",289811
2007652,307681,"POLEN CAPITAL MANAGEMENT, LLC","801-15180",106093
2007652,307593,"SEELAUS ASSET MANAGEMENT, LLC","801-77641",149582
2013033,14581,"ALCENTRA NY, LLC","801-62417",128557
2013033,241470,"BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A.","802-124783",283267
2013033,176362,"BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A.","802-124783",283267
2013033,176373,"ALCENTRA NY, LLC","801-62417",128557
2013033,176410,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","",
2013033,483450,"ALCENTRA NY, LLC","801-62417",128557
2013033,276824,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,176362,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,128738,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,14581,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,176410,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,176406,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,224400,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,224414,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,241470,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,370104,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,241545,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,176373,"WAYSTONE MANAGEMENT COMPANY (LUX) S.A.","802-107087",281453
2013033,492236,"ALCENTRA NY, LLC","801-62417",128557
2011715,376259,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,23275,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,23272,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,69694,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,247418,"PINEBRIDGE INVESTMENTS ASIA LIMITED","802-74181",160816
2011715,247418,"PINEBRIDGE INVESTMENTS JAPAN CO. LTD.","",
2011715,247418,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,23084,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,23092,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,23277,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,224545,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,23270,"FOREVEST CAPITAL PARTNERS, LLC","802-108778",286156
2011715,373586,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,378451,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,376263,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,376264,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,373586,"PINEBRIDGE INVESTMENTS ASIA LIMITED","802-74181",160816
2011715,378448,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,376261,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,376262,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2011715,376262,"PINEBRIDGE INVESTMENTS ASIA LIMITED","802-74181",160816
2011715,373588,"PINEBRIDGE INVESTMENTS EUROPE LIMITED","802-76432",161911
2009851,178290,"RREEF AMERICA L.L.C.","801-55209",109596
2009851,45205,"RREEF AMERICA L.L.C.","801-55209",109596
2009851,365543,"DWS INTERNATIONAL GMBH","801-20289",105075
2006646,231466,"FIRST SENTIER INVESTORS INTERNATIONAL IM LIMITED","801-17900",110992
2005906,67739,"LIONSTONE CFRE II REAL ESTATE ADVISORY, LLC","",
2005906,169910,"LIONSTONE VA FOUR, L.P.","",
2005906,167789,"LIONSTONE VA FOUR, L.P.","",
2005906,2949,"COMMERCIAL REAL ESTATE ALPHA DRIVER GP, LLC","",
2005906,2953,"LIONSTONE US LAND ONE GP, L.L.C.","",
2005906,53013,"LIONSTONE USL TWO GP, LLC","",
2005906,67739,"LIONSTONE CFRE II REAL ESTATE CAPITAL, L.P.","",
2005906,168004,"LIONSTONE VA FOUR, L.P.","",
2005906,214033,"LIONSTONE VA FIVE, L.P.","",
2009099,398647,"GARDNER RUSSO & QUINN LLC","801-41357",106114
1982098,369226,"WELLINGTON MANAGEMENT HONG KONG LIMITED","801-77319",165208
