"Filing ID","Relying Advisor Business Name","Relying Advisor Legal Name","Relying Advisor CRD Number","Reference ID","Principal Address Same as Filer","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Mail Address Same as Filer","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","1E2Days","1E2DaysOther","1E2Hours","1G","2A(1)","2A(2)","2A(4)","2A(5)","2A(6)","2A(7)","2A(8)","2A(8) Application","2A(8) Order Date","2A(9)","3A","3AOther","3B","3C-State","3C-Country","4C"
1940137,"RIP ROAD GP LLC","RIP ROAD GP LLC",313388,8153,"Y","","","","","","","","617-702-7540","617-702-7569","Y","","","","","","","","MONFRI","","8AM-5PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1951814,"NATIVE AMERICAN FUND ADVISORS","NATIVE AMERICAN FUND ADVISORS LLC",108149,8172,"Y","","","","","","","","9185829823","9185876503","N","","","","","","","N","MONFRI","","8:00AM TO 5:00PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","OK","United States","N"
1951814,"OAK CREEK PRIVATE WEALTH MANAGEMENT LLC","OAK CREEK PRIVATE WEALTH MANAGEMENT LLC",306851,11355,"Y","","","","","","","","704-904-5721","","N","","","","","","","N","MONFRI","","8:00AM-5:00PM","","Y","N","N","N","N","N","N","",,"N","Limited Liability Company","","12","OK","United States","Y"
1954964,"","ARROWHEAD PARTNERS GP LLC",296562,5061,"Y","","","","","","","","(203) 485-0700","","N","","","","","","","N","MONFRI","","9:00AM - 5:00PM","","N","N","N","N","N","N","N","",,"Y","Limited Liability Company","","12","DE","United States",""
1954964,"","GLEACHER MEZZANINE II GP LP",296563,5062,"Y","","","","","","","","(203) 485-0700","","N","","","","","","","N","MONFRI","","9:00AM - 5:00PM","","Y","N","N","N","N","N","N","",,"N","Limited Partnership","","12","DE","United States",""
1956444,"GATES CAPITAL MANAGEMENT, L.P.","GATES CAPITAL MANAGEMENT, L.P.",308211,7104,"Y","","","","","","","","212-626-1421","212-626-1417","Y","","","","","","","","MONFRI","","9:00 AM - 5:00 PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1950858,"1607 CAPITAL PARTNERS LIMITED","1607 CAPITAL PARTNERS LIMITED",308505,7261,"N","3 SHORTLANDS","HAMMERSMITH","LONDON","","United Kingdom","W6 8DA","N","442036098626","","N","","","","","","","N","MONFRI","","8:00 AM - 5:00 PM","254900W804Q62NNJ1L03","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE LIMITED COMPANY","09","","United Kingdom","N"
1944175,"","747 HUDSON MANAGEMENT II, LLC",308393,7202,"Y","","","","","","","","212-747-7474","","Y","","","","","","","","MONFRI","","9:00-5:00","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1944175,"","747 HUDSON MANAGEMENT III, LLC",308395,7203,"Y","","","","","","","","212-747-7474","","Y","","","","","","","","MONFRI","","9:00-5:00","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
1944175,"","747 HUDSON MANAGEMENT IV, LLC",308396,7204,"Y","","","","","","","","212-747-7474","","Y","","","","","","","","MONFRI","","9:00-5:00","","N","N","N","Y","N","N","N","",,"N","Limited Liability Company","","12","DE","United States","N"
