"FilingID","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Telephone Number","Facsimile Number","Branch Number","Employees","BD","Bank","Insurance","Commodity","Municipal","Accounting","Law","Other"
1933356,"","","","","","","Y","972-54-5516516","",,1,"N","N","N","N","N","N","N",""
1933356,"","","","","","","Y","972-54-6594000","",,1,"N","N","N","N","N","N","N",""
1917807,"","","","","","","Y","617-620-0157","",,1,"N","N","N","N","N","N","N",""
1926233,"5950 SHERRY LANE","SUITE 700","DALLAS","TX","United States","75225","N","2148383000","",,2,"N","N","N","N","N","N","N",""
1929230,"400 HAMILTON AVE.","SUITE 130","PALO ALTO","CA","United States","94301","N","N/A","",,2,"N","N","N","N","N","N","N",""
1930641,"1-2-1 OTEMACHI","CHIYODA-KU","TOKYO","","Japan","1008631","N","03-3285-1111","",,1,"N","N","N","N","N","N","N",""
1930641,"8TH FLOOR, CHINA WORLD TOWER","1 JIANGUOMENWAI AVENUE","BEIJING","","China","100004","N","86-1059653331","",,2,"N","N","N","N","N","N","N",""
1925594,"UNIT 2902","HONGQIAO ROAD 183,XUJIAHUI CENTER III, TOWER A","SHANGHAI","","China","200030","N","+8615800924042","",,0,"N","N","N","N","N","N","N",""
1924426,"","","","","","","Y","954-579-4587","",,1,"N","N","N","N","N","N","N",""
1921874,"3010 SANTA FE CT.","1ST FLOOR","MISSOULA","MT","United States","59808","N","737-219-8480","",,1,"N","N","N","N","N","N","N",""
1924434,"","","","","","","Y","9546750914","",,1,"N","N","N","N","N","N","N",""
1929163,"CLARENCE HOUSE","CLARENCE STREET","MANCHESTER","","United Kingdom","M2 4DW","N","44 1616411000","",,2,"N","N","N","N","N","N","N",""
1929618,"1151 W. 8TH AV","SUITE 400","VANCOUVER","","Canada","V6H1C5","N","(604) 787-3478","",,2,"N","N","N","N","N","N","N",""
1933861,"909 ROSE AVE","#400","NORTH BETHESDA","MD","United States","20852","N","2407938507","",,1,"N","N","N","N","N","N","N",""
1920816,"601, 6/F HOSEINEE HOUSE","69 WYNDHAM STREET","CENTRAL","","Hong Kong","","N","+852 3628 2233","",,2,"N","N","N","N","N","N","N",""
1923756,"9 STRAITS VIEW","#24-08 MARINA ONE WEST TOWER","SINGAPORE","","Singapore","018937","N","+65 6031 0883","",,14,"N","N","N","Y","N","N","N",""
1923686,"10TH FLOOR","200 HENNESSY ROAD","WANCHAI","","Hong Kong","000000","N","+852 3428 2764","",,11,"N","N","N","Y","N","N","N",""
1913926,"PARINEE CRESCENZO, UNIT 12A-06","13TH FLOOR, BKC, BANDRA (EAST)","MUMBAI","","India","400051","N","912261981101","",,8,"N","N","N","N","N","N","N",""
1913926,"UNIT 1002B/1002C","10TH FLOOR, TIME TOWER, M.G. ROAD","GURUGRAM","","India","122002","N","+91 1246285400","+91 2261322806",,4,"N","N","N","N","N","N","N",""
1913926,"3RD FLOOR, 355 NEX","RUE DU SAVOIR, CYBERCITY","EBENE","","Mauritius","72201","N","2302607275","",,0,"N","N","N","N","N","N","N",""
1922195,"135 WEST 50TH STREET","SUITE 200","NEW YORK","NY","United States","10020","N","917-442-0196","",,1,"N","N","N","N","N","N","N",""
