"FilingID","Miscellaneous"
1992529,"RELATED PERSONS ARE OPERATIONALLY INTEGRATED."
1992567,"SECTION 2B - BARING ASSET MANAGEMENT LIMITED'S PRINCIPAL OFFICE AND PLACE OF BUSINESS ARE OUTSIDE OF THE UNITED STATES AND IT DOES NOT MANAGE ANY PRIVATE FUND ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES."
1977356,"Regarding Item 7.B.(1), the registrant advises a sleeve in each of two segregated portfolios of LC Investments Fund, SPC, in the amount indicated on sub-item 11, and does not advise the entire private fund."
1987629,"Item 7.B.1 Question 13-14  SIX INVESTORS NOT AFFILIATED WITH THE ADVISER OWN REDEEMABLE CONVERTIBLE PREFERRED INTERESTS REPRESENTING PROPORTIONATELY 99.99% OF THE FUND'S OWNERSHIP ON AN AS-CONVERTED BASIS. THESE INVESTORS' PREFERRED INTERESTS CAN BE CONVERTED INTO COMMON INTERESTS AT ANYTIME.   SECTION 2.B: THE REGULATORY ASSETS UNDER MANAGEMENT REPORTED IN THIS ITEM IS THE AMOUNT THAT THE ADVISER MANAGES AS OF DECEMBER 31, 2024."
1981031,"Please note that Lyptus Capital, L.P. underwent a restructuring process, as a result of which Lyptus Capital, LLC is now the investment adviser to the client included in this Form ADV. Lyptus Capital, LLC is under the same ownership as Lyptus Capital, L.P. Item 1 of this Form has been updated accordingly. Please note that the regulatory assets under management provided throughout this Form ADV are unaudited, good faith estimates, subject to change upon audit. Please note regarding Schedule A that Aniruddha Gopalakrishnan does not have a middle name."
1986587,"We note that, in reliance on Investment Advisers Act Release No. IA-4509, Form ADV and Investment Advisers Act Rules, dated August 25, 2016, and the response of the SEC posted on March 19, 2012 to frequently asked questions on Form ADV and IARD, CPI Capital Services GP LLC (the ""SPE"") is not separately filing in reliance on the form ADV filing of the filing adviser, CPI Capital Services LLC.  We further note that the information pertaining to the SPE has been provided in response to questions with a “you” prompt rather than to questions with a “related person” prompt."
1983210,"Section 1.J - We have not listed a Chief Compliance Officer, and instead listed a Compliance Contact. This is because we outsource our Compliance Function to Andulf Advokat AB, a Swedish Law Firm that specialises in providing Financial Regulatory Compliance. This is common practice in Sweden."
1989136,"With respect to Schedule D, Section 7.B.(1) (Serra Capital III SBIC, LP),Schedule D, Section 7.B.(1) (Serra Capital II Follow-On Fund, LP), Schedule D, Section 7.B (1) (Serra Capital I, LP), Schedule D, Section 7.B (1) (Serra Capital II, LP) and Schedule D, Section 7.B (1) (Serra Capital III, LP) financial statements are prepared on the basis of accounting the Partnerships uses for income tax purposes, which is a basis of accounting other than accounting principles generally accepted in the US."
1988732,"SCHEDULE A - CABOT SQUARE CAPITAL AS AN ORGANISATION COMMENCED OPERATIONS IN JANUARY 1996.  AT THAT TIME, THE ORGANISATION WAS AN ENGLISH LIMITED COMPANY.  IN MAY 2006, THE OPERATIONS WERE TRANSFERRED TO A NEWLY FORMED ENGLISH LIMITED LIABILITY PARTNERSHIP, CABOT SQUARE CAPITAL LLP, WHICH IS THE EXEMPT REPORTING ADVISER.  FOR PURPOSES OF SCHEDULE A OF FORM ADV, WE HAVE LISTED THE DATE THAT AN INDIVIDUAL'S STATUS/ INTEREST WAS ACQUIRED BASED ON THE FULL HISTORY OF THE ORGANISATION GOING BACK TO 1996, RATHER THAN MAY 2006.  SCHEDULE D, SECTION 7.B.(1) - IN CCS CAPITAL PARTNERS IV, LP, and CS CAPITAL PARTNERS V, LP, OUR RELATED PARTIES HAVE PROFIT INTERESTS IN THE RELEVANT PRIVATE EQUITY FUND.  AS THESE INTERESTS ARE PROFIT INTERESTS ONLY WE THEREFORE HAVE NOT INCLUDED THEM IN THE BENEFICIAL INTEREST CALCULATION. IN CS CAPITAL PARTNERS IV, LP, CS CAPITAL PARTNERS V, LP, and CS CAPITAL PARTNERS VI, LP THERE ARE TWO SUCH PROFIT INTERESTS: A 2% PROFIT INTEREST AND A 20%/ 25% PROFIT INTEREST.  WE HAVE NOT INCLUDED THESE INTERESTS IN THE CALCULATION OF THE BENEFICIAL INTEREST OWNED BY OUR RELATED PARTIES BECAUSE THE ENTITLEMENT ONLY ARISES AFTER THE INVESTORS IN THESE FUNDS HAVE RECEIVED BACK THEIR INVESTED MONIES AND, IN THE CASE OF EACH OF THE 20% and 25% INTERESTS, A FURTHER PREFERRED RETURN."
1989501,"NINE MASTS CAPITAL MANAGEMENT IS THE INVESTMENT MANAGER (""MANAGER"") TO THE NINE MASTS FUNDS AND HAS DELEGATED CERTAIN OF ITS FUNCTIONS, DUTIES, POWERS AND DISCRETIONS (""ASSET MANAGEMENT SERVICES"") TO NINE MASTS CAPITAL LIMITED (""APPLICANT"") AS THE INVESTMENT ADVISER PURSUANT TO THE TERMS OF THE INVESTMENT ADVISORY AGREEMENT. APPLICANT AND MANAGER ACT AS ONE IN THE COURSE OF THE APPLICANT'S INVESTMENT ADVISORY BUSINESS AND THE MANAGER HAS BEEN FULLY DISCLOSED IN SECTION 7.A, 7.B AND IN SCHEDULE A. APPLICANT MANAGES NO MONEY FROM A PLACE OF BUSINESS IN THE US. THE CICI NUMBER IS SHOWN FOR THE APPLICANT, HOWEVER CICI NUMBER IS ALSO AVAILABLE FOR THE MASTER FUND DISCLOSED IN SECTION 7.B(1)."
