"FilingID","Country/Authority"
1988320,"United Kingdom - Financial Conduct Authority"
1991970,"Hong Kong - Securities and Futures Commission"
1992086,"United Kingdom - Financial Conduct Authority"
1992086,"Germany - German Federal Financial Supervisory Agency"
1993321,"India - Securities and Exchange Board of India"
1993321,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRE AUTHORITY (IFSCA)"
1993321,"Canada - Ontario Securities Commission"
1990279,"Canada - Prince Edward Island, Securities Office"
1989668,"Other: PINEBRIDGE INVESTMENTS LLC IS EXEMPT FROM HOLDING AN AUSTRALIAN FINANCIAL SERVICES LICENSE DUE TO ITS REGISTRATION WITH THE SEC"
1989668,"China, People's Republic of - China Securities Regulatory Commission "
1985489,"India - Securities and Exchange Board of India"
1985489,"Other: INTERNATIONAL FINANCIAL SERVICES CENTRES AUTHORITY"
1989192,"United Kingdom - Financial Conduct Authority"
1989192,"Other: FINANCIAL SECTOR CONDUCT AUTHORITY - SOUTH AFRICA"
1989192,"Bahamas - Securities Commission of the Bahamas"
1988294,"Switzerland - Swiss Financial Market Supervisory Authority"
1988294,"Israel - Israel Securities Authority"
1988571,"Mauritius, Republic of - Financial Services Commission"
1978280,"United Kingdom - Financial Conduct Authority"
1989470,"United Kingdom - Financial Conduct Authority"
1990279,"Canada - Alberta Securities Commission"
1990279,"Canada - British Columbia Securities Commission"
1990279,"Canada - Manitoba Securities Commission"
1990279,"Canada - New Brunswick Securities Commission"
1990279,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1990279,"Canada - Nova Scotia Securities Commission"
1990279,"Canada - Ontario Securities Commission"
1990279,"Canada - Quebec, Financial Markets Authority"
1990279,"Canada - Saskatchewan Financial Services Commission"
1990279,"Canada - Yukon Territories, Registrar of Securities"
1977179,"Ireland -  Central Bank of Ireland"
1990202,"Netherlands - The Netherlands Authority for the Financial Markets"
1989428,"Australia - Australian Securities and Investments Commission"
1990274,"Australia - Australian Securities and Investments Commission"
1990228,"Hong Kong - Securities and Futures Commission"
1992009,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1992009,"Canada - Ontario Securities Commission"
1992009,"Japan - Financial Services Agency"
1992009,"Hong Kong - Securities and Futures Commission"
1992009,"United Kingdom - Financial Conduct Authority"
1992009,"Ireland -  Central Bank of Ireland"
1992009,"Australia - Australian Securities and Investments Commission"
1992009,"Singapore - Monetary Authority of Singapore"
1992009,"Switzerland - Swiss Financial Market Supervisory Authority"
1992185,"Switzerland - Swiss Financial Market Supervisory Authority"
1992130,"United Kingdom - Financial Conduct Authority"
1992192,"Ireland -  Central Bank of Ireland"
1982369,"Brazil - Securities and Exchange Commission"
1991727,"Canada - Quebec, Financial Markets Authority"
1991727,"Canada - Alberta Securities Commission"
1991727,"Canada - British Columbia Securities Commission"
1991727,"Canada - Manitoba Securities Commission"
1991727,"Canada - New Brunswick Securities Commission"
1991727,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1991727,"Canada - Northwest Territories, Office of the Registrar of Securities"
1991727,"Canada - Nova Scotia Securities Commission"
1991727,"Canada - Ontario Securities Commission"
1991727,"Canada - Prince Edward Island, Securities Office"
1991727,"Canada - Saskatchewan Financial Services Commission"
1991727,"Canada - Yukon Territories, Registrar of Securities"
1991727,"Canada - Nunavut, Registrar of Securities"
1987305,"India - Securities and Exchange Board of India"
1990438,"United Kingdom - Financial Conduct Authority"
1991870,"United Kingdom - Financial Conduct Authority"
1982059,"Switzerland - Swiss Financial Market Supervisory Authority"
1993078,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1988898,"Australia - Australian Securities and Investments Commission"
1988898,"Other: CHILE - COMISIÓN CLASIFICADORA DE RIESGO"
1991913,"Canada - Quebec, Financial Markets Authority"
1991913,"United Kingdom - Financial Conduct Authority"
1991913,"Netherlands - The Netherlands Authority for the Financial Markets"
1991913,"Canada - Ontario Securities Commission"
1991913,"Iceland - Financial Supervisory Authority"
1991913,"Denmark - Danish Financial Supervisory Authority"
1991913,"Finland - Financial Supervision Authority"
1989763,"Canada - British Columbia Securities Commission"
1989763,"Canada - Ontario Securities Commission"
1989763,"Canada - Quebec, Financial Markets Authority"
1989763,"China, People's Republic of - China Securities Regulatory Commission "
1989763,"Sweden - Swedish Financial Supervisory Authority"
1989763,"Norway - The Banking, Insurance and Securities Commission"
1989763,"Australia - Australian Securities and Investments Commission"
1989763,"Denmark - Danish Financial Supervisory Authority"
1989763,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1992262,"Other: AUSTRIA / FINANCIAL MARKET SUPERVISION AUSTRIA"
1992262,"Germany - German Federal Financial Supervisory Agency"
1992262,"Other: ITALY / THE COMMISSIONE NAZIONALE PER LE SOCIETÀ E LA BORSA (CONSOB)"
1992262,"Sweden - Swedish Financial Supervisory Authority"
1992262,"Other: FRANCE / AUTORITÉ DE CONTRÔLE PRUDENTIEL ET DE RÉSOLUTION (ACPR) AT THE BANQUE DE FRANCE"
1992262,"Spain - National Commission of Securities Markets"
1992262,"Other: NETHERLANDS / AFM"
1991730,"Other: TRINIDAD & TOBAGO - TTSEC (RELYING ADVISER SCML)"
1991730,"Other: COLOMBIA - SUPERINTENDENCIA FINANCIERA (RELYING ADVISER SEAF COLOMBIA MANAGEMENT SAS)"
1991730,"Other: JAMAICA - FINANCIAL SERVICES COMMISSION (RELYING ADVISER SCML)"
1991795,"Brazil - Securities and Exchange Commission"
1992183,"Switzerland - Swiss Financial Market Supervisory Authority"
1992223,"Japan - Financial Services Agency"
1992223,"United Kingdom - Financial Conduct Authority"
1986681,"United Kingdom - Financial Conduct Authority"
1989870,"United Kingdom - Financial Conduct Authority"
1989870,"Canada - Ontario Securities Commission"
1989870,"Australia - Australian Securities and Investments Commission"
1989870,"Canada - Alberta Securities Commission"
1989870,"Canada - British Columbia Securities Commission"
1989870,"Canada - Quebec, Financial Markets Authority"
1992273,"United Kingdom - Financial Conduct Authority"
1992273,"Ireland -  Central Bank of Ireland"
1992283,"Hong Kong - Securities and Futures Commission"
1979794,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1990401,"Hong Kong - Securities and Futures Commission"
1990401,"China, People's Republic of - China Securities Regulatory Commission "
1987831,"Singapore - Monetary Authority of Singapore"
1990411,"Canada - Ontario Securities Commission"
1989819,"Other: AUSTRIA / FINANCIAL MARKET SUPERVISION AUSTRIA"
1989819,"Germany - German Federal Financial Supervisory Agency"
1989819,"Other: ITALY / THE COMMISSIONE NAZIONALE PER LE SOCIETÀ E LA BORSA (CONSOB)"
1989819,"Sweden - Swedish Financial Supervisory Authority"
1989819,"Other: FRANCE / AUTORITÉ DE CONTRÔLE PRUDENTIEL ET DE RÉSOLUTION (ACPR) AT THE BANQUE DE FRANCE"
1989819,"Spain - National Commission of Securities Markets"
1989819,"Other: NETHERLANDS / AFM"
1987650,"United Kingdom - Financial Conduct Authority"
1989838,"Canada - Ontario Securities Commission"
1989838,"Canada - British Columbia Securities Commission"
1989838,"Canada - Alberta Securities Commission"
1989838,"Canada - Saskatchewan Financial Services Commission"
1989838,"Canada - Manitoba Securities Commission"
1989838,"Canada - Quebec, Financial Markets Authority"
1989838,"Canada - New Brunswick Securities Commission"
1987555,"Canada - Alberta Securities Commission"
1988315,"United Kingdom - Financial Conduct Authority"
1988315,"Ireland -  Central Bank of Ireland"
1989576,"United Kingdom - Financial Conduct Authority"
1981740,"Netherlands - The Netherlands Authority for the Financial Markets"
1987555,"Canada - New Brunswick Securities Commission"
1987555,"Canada - Ontario Securities Commission"
1987555,"Canada - British Columbia Securities Commission"
1987555,"Canada - Manitoba Securities Commission"
1987555,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1987555,"Canada - Nova Scotia Securities Commission"
1987555,"Canada - Prince Edward Island, Securities Office"
1987555,"Canada - Quebec, Financial Markets Authority"
1987555,"Canada - Saskatchewan Financial Services Commission"
1989621,"Canada - British Columbia Securities Commission"
1989621,"Australia - Australian Securities and Investments Commission"
1989621,"India - Securities and Exchange Board of India"
1989621,"China, People's Republic of - China Securities Regulatory Commission "
1989621,"Canada - Ontario Securities Commission"
1989621,"United Kingdom - Financial Conduct Authority"
1989621,"Canada - Alberta Securities Commission"
1989621,"Canada - Quebec, Financial Markets Authority"
1989621,"Other: KOREA FINANCIAL SERVICES COMMISSION"
1989621,"Canada - Nova Scotia Securities Commission"
1989621,"South Africa - Financial Services Board"
1989621,"Ireland -  Central Bank of Ireland"
1989493,"Hong Kong - Securities and Futures Commission"
1987584,"Hong Kong - Securities and Futures Commission"
1987591,"Hong Kong - Securities and Futures Commission"
1991739,"China, People's Republic of - China Securities Regulatory Commission "
