"FilingID","Initial/Amended","11.H(1)(a)","11.H(1)(b)","11.H(1)(c)","11.H(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiated By","Relief Sought","Other Relief Sought","Filing Date","Filing Date Exact","Filing Date Explanation","Principal Product","Other Product","Court","Employing Firm","Allegations","Status","Appeal Details","Date Served","Date Served Exact","Date Served Explanation","Resolution Type","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions","Sanction Detail","Summary"
1984993,"AMENDED","","","Y","","Affiliates","1716746","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1987293,"AMENDED","","","","Y","Affiliates","1717689","","","","","Y","LEAD PLAINTIFFS: GOLDSTRAND INVESTMENTS INC., RICHARD KREBSBACH, HOWARD KATZ, DANIEL M. SWEET AND ROBERT LOWINGER","Money Damages (Private/Civil Complaint)","INJUNCTION; ATTORNEY'S FEES AND RELATED COSTS","08/24/2018","Y","","Equity Listed (Common & Preferred Stock)","","CIRCUIT COURT OF THE 15TH JUDICIAL CIRCUIT IN PALM BEACH COUNTY, FLORIDA, DKT. NO. 502018CA00349XXXXMB-AG","","PLAINTIFF BROUGHT A SECURITIES CLASS ACTION ON BEHALF OF ALL THOSE WHO PURCHASED ADT INC. (""ADT"") COMMON STOCK IN OR TRACEABLE TO ADT'S JANUARY 19, 2018 INITIAL PUBLIC STOCK OFFERING (THE ""IPO""), SEEKING TO PURSUE REMEDIES UNDER THE SECURITIES ACT OF 1933 (THE ""1933 ACT"") AGAINST THE  ISSUER, ADT, AND A NUMBER OF OTHER DEFENDANTS, INCLUDING APOLLO MANAGEMENT, L.P., THE APPLICANT, AND SEVERAL OF ITS ADVISORY AFFILIATES.  THE PLAINTIFF ALLEGES, AMONG OTHER THINGS, THAT THE DEFENDANTS VIOLATED SEVERAL PROVISIONS OF THE 1933 ACT.  AS IT RELATES TO   APOLLO MANAGEMENT, L.P. AND SEVERAL OF ITS ADVISORY AFFILIATES, PLAINTIFF ASSERTS A CLAIM FOR VIOLATION OF SECTION 15(A) OF THE 1933 ACT AS A RESULT OF THE ALLEGED MISSTATEMENTS AND OMISSIONS IN THE REGISTRATION STATEMENT AND IN THE PREPARATION OF THE PROSPECTUS FOR THE IPO.","Final","","","Y","","Judgment Rendered","01/08/2021","Y","","Y","0","","","","","","","","THE COURT'S ORDER AND JUDGMENT DISMISSING THE ACTION TERMINATED ALL CLAIMS AGAINST THE APOLLO ENTITIES WITHOUT ANY ADMISSIONS OR FINDINGS OF LIABILITY AND WITHOUT IMPOSING ANY FEES, COSTS, DAMAGES, OR SANCTIONS ON THE APOLLO ENTITIES.","PLAINTIFF BROUGHT A SECURITIES CLASS ACTION ON BEHALF OF ALL THOSE WHO  PURCHASED ADT COMMON STOCK IN OR TRACEABLE TO ADT'S JANUARY 19, 2018 IPO, SEEKING TO PURSUE REMEDIES UNDER 1933 ACT AGAINST THE ISSUER, ADT, AND A NUMBER OF OTHER DEFENDANTS, INCLUDING APOLLO MANAGEMENT, L.P., THE APPLICANT, AND SEVERAL OF ITS ADVISORY AFFILIATES. THE PLAINTIFF ALLEGES, AMONG OTHER THINGS, THAT THE DEFENDANTS VIOLATED SEVERAL PROVISIONS OF THE 1933 ACT. AS IT RELATES TO APOLLO MANAGEMENT, L.P. AND SEVERAL OF ITS ADVISORY AFFILIATES, PLAINTIFF ASSERTS A CLAIM FOR VIOLATION OF SECTION 15(A) OF THE 1933 ACT AS A RESULT OF ALLEGED  MISSTATEMENTS AND OMISSIONS IN THE REGISTRATION STATEMENT FOR THE IPO.  THE COURT'S ORDER AND JUDGMENT DISMISSING THE ACTION (1) TERMINATED ALL CLAIMS AGAINST THE APOLLO ENTITIES WITHOUT ANY ADMISSIONS OR FINDINGS OF LIABILITY AND WITHOUT IMPOSING ANY FEES, COSTS, DAMAGES, OR SANCTIONS ON THE APOLLO ENTITIES; AND (2) BARRED SIMILAR CLAIMS FROM BEING ASSERTED AGAINST THE APOLLO ENTITIES IN FUTURE ACTIONS."
1987293,"AMENDED","","","","Y","Affiliates","1717690","","","","","Y","COURT ACTION INITIATED BY PRIVATE LEAD PLAINTIFF HUSAM ASSAF ENTITLED: PERDOMO V. ADT INC, ET AL.","Money Damages (Private/Civil Complaint)","PREJUDGEMENT AND POST-JUDGEMENT INTEREST, PLUS ATTORNEY'S AND EXPERT FEES AND RELATED COSTS","05/21/2018","N","WHILE THE INITIAL COMPLAINT IN THIS CASE WAS FILED 5/21/2018 AGAINST APOLLO GLOBAL MANAGEMENT, INC. F/K/A APOLLO GLOBAL MANAGEMENT, LLC, AN ADVISORY AFFILIATE OF THE APPLICANT, APOLLO MANAGEMENT, L.P., IT WAS NEVER SERVED WITH A COPY OF THE COMPLAINT. AN AMENDED COMPLAINT WAS FILED ON 1/15/2019, NAMING THE APPLICANT, APOLLO MANAGEMENT, L.P., AND SEVERAL OF ITS ADVISORY AFFILIATES.","Equity Listed (Common & Preferred Stock)","","UNITED STATES DISTRICT COURT, SOUTHERN DISTRICT OF FLORIDA, CIVIL ACTIONS NO. 9:18-CV-80668-DMM","","PLAINTIFF BROUGHT A SECURITIES CLASS ACTION ON BEHALF OF THOSE WHO PURCHASED ADT INC. (""ADT"") COMMON STOCK IN OR TRACEABLE TO ADT'S JANUARY 19, 2018 INITIAL PUBLIC STOCK OFFERING (THE ""IPO""), SEEKING TO PURSUE REMEDIES UNDER THE SECURITIES ACT OF 1933 (THE ""1933 ACT"") AGAINST THE ISSUER, ADT, AND A NUMBER OF OTHER DEFENDANTS, INCLUDING APOLLO MANAGEMENT, L.P., THE APPLICANT, AND SEVERAL OF ITS ADVISORY AFFILIATES.  THE PLAINTIFF ALLEGES, AMONG OTHER THINGS, THAT THE DEFENDANTS VIOLATED SEVERAL PROVISIONS OF THE 1933 ACT.  AS IT RELATES TO APOLLO MANAGEMENT, L.P. AND SEVERAL OF ITS ADVISORY AFFILIATES, PLAINTIFF ASSERTS A CLAIM FOR VIOLATION OF SECTIONS 11 AND 15(A) OF THE 1933 ACT AS A RESULT OF THE ALLEGED MISSTATEMENTS AND OMISSIONS IN THE REGISTRATION STATEMENT AND IN THE PREPARATION OF THE PROSPECTUS FOR THE IPO.","Final","","","Y","","Dismissed","10/29/2019","Y","","","","","","","","","","NONE","NONE","PLAINTIFF BROUGHT A SECURITIES CLASS ACTION ON BEHALF OF ALL THOSE WHO PURCHASED ADT COMMON STOCK IN OR TRACEABLE TO ADT'S JANUARY 19, 2018 IPO, SEEKING TO PURSUE REMEDIES UNDER THE 1933 ACT AGAINST THE ISSUER, ADT, AND A NUMBER OF OTHER DEFENDANTS, INCLUDING APOLLO MANAGEMENT, L.P., THE APPLICANT, AND SEVERAL OF ITS ADVISORY AFFILIATES.  THE PLAINTIFF ALLEGES, AMONG OTHER THINGS, THAT THE DEFENDANTS VIOLATED SEVERAL PROVISIONS OF THE 1933 ACT.  AS IT RELATES TO APOLLO MANAGEMENT, L.P. AND SEVERAL OF ITS ADVISORY AFFILIATES, PLAINTIFF ASSERTS A CLAIM FOR VIOLATION OF SECTIONS 11 AND 15(A) OF THE 1933 ACT AS A RESULT OF THE ALLEGED MISSTATEMENTS AND OMISSIONS IN THE REGISTRATION STATEMENT AND IN THE PREPARATION OF THE PROSPECTUS FOR THE IPO. PLAINTIFF FILE A NOTICE OF DISMISSAL WITHOUT PREJUDICE ON OCTOBER 28, 2019 TO DISMISS THE ACTION AND HAVE PARTIES BEAR THEIR OWN COSTS AND ATTORNEY'S FEES. THE NOTICE WAS GRANTED BY THE COURT ON OCTOBER 29,2019."
1993802,"AMENDED","","","","Y","Advisory Firm","8065715","","","","","","SECURITIES AND EXCHANGE COMMISSION","Injunction","DISGORGEMENT PLUS PREJUDGMENT INTEREST, CIVIL PENALTY","08/01/2019","Y","","No Product","","UNITED STATES DISTRICT COURT DISTRICT OF MASSACHUSETTS COUNTY OF SUFFOLK CASE NO. 1:19-CV-11655","","THE SEC ALLEGES THAT THE FIRM, IN ITS ROLE AS A REGISTERED INVESTMENT ADVISER, FAILED TO DISCLOSE MATERIAL CONFLICTS OF INTEREST RELATED TO CERTAIN REVENUE SHARING ARRANGEMENTS WITH ITS CLEARING FIRM IN VIOLATION OF THE PROVISIONS OF SECTION 206(2) OF THE ADVISERS ACT AND FAILED TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES REASONABLY DESIGNED TO IDENTIFY AND TO ENSURE THE DISCLOSURE OF MATERIAL CONFLICTS OF INTEREST ARISING FROM ITS REVENUE SHARING ARRANGEMENT WITH ITS CLEARING FIRM IN VIOLATION OF SECTION 206(4) OF THE ADVISERS ACT AND RULE 206(4)-7 THEREUNDER.","Pending","","08/01/2019","Y","","","","Y","","","","","","","","","","","","THE SEC ALLEGED THAT THE FIRM, IN ITS ROLE AS A REGISTERED INVESTMENT ADVISER FOR THE PERIOD JULY 2014 THROUGH DECEMBER 2018, FAILED TO DISCLOSE MATERIAL CONFLICTS OF INTEREST RELATED TO CERTAIN REVENUE SHARING ARRANGEMENTS WITH ITS CLEARING FIRM IN VIOLATION OF THE PROVISIONS OF SECTION 206(2) OF THE ADVISERS ACT AND FAILED TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES REASONABLY DESIGNED TO IDENTIFY AND TO ENSURE THE DISCLOSURE OF MATERIAL CONFLICTS OF INTEREST ARISING FROM ITS REVENUE SHARING ARRANGEMENT WITH ITS CLEARING FIRM IN VIOLATION OF SECTION 206(4) OF THE ADVISERS ACT AND RULE 206(4)-7 THEREUNDER. ON APRIL 7, 2023, IN SECURITIES AND EXCHANGE COMMISSION VS. COMMONWEALTH EQUITY SECURITIES, LLC, COMMONWEALTH WAS FOUND BY THE U.S. DISTRICT COURT DISTRICT OF MASSACHUSETTS TO HAVE VIOLATED SECTION 206(2) OF THE ADVISERS ACT BECAUSE IT WAS NEGLIGENT IN ITS FAILURE TO FULLY DISCLOSE CONFLICTS OF INTEREST FROM REVENUE SHARING IT RECEIVED WITH RESPECT TO CERTAIN MUTUAL FUND SHARE CLASSES DURING THE PERIOD 2014 TO 2018. THE COURT ALSO FOUND THAT COMMONWEALTH VIOLATED SECTION 206(4) AND RULE 206(4)-(7) IN FAILING TO ADOPT AND IMPLEMENT WRITTEN POLICIES AND PROCEDURES TO DISCLOSE THE REVENUE SHARING COMPENSATION. ON MARCH 29, 2024, THE COURT ORDERED COMMONWEALTH TO PAY $65,588,906 IN DISGORGEMENT, $21,185,162 IN INTEREST, AND A FINE OF $6,500,000. ON APRIL 26, 2024, COMMONWEALTH APPEALED THE DISTRICT COURT DECISION TO THE FIRST CIRCUIT COURT OF APPEALS.  ON APRIL 1, 2025, THE FIRST CIRCUIT COURT OF APPEALS VACATED THE DISTRICT COURT DECISION AND REMANDED FOR FURTHER PROCEEDINGS."
1995418,"AMENDED","","","","","Firm and Affiliates","1723763","","","","","Y","OFFICE OF COMMISSIONER OF INSURANCE - STATE OF GEORGIA","Other","PROBATION FOR TWELVE MONTHS","05/03/2007","Y","","No Product","","DOCKET/CASE # 2007-360","EDWARD JONES & COMPANY","NASD ARBITRATION FINDING OF RR AND BD NEGLIGENCE IN OFFERING OF UNSUITABLE INVESTMENTS.","Final","","","","","Consent","05/03/2007","Y","","","","","","","","","","PROBATION FOR TWELVE MONTHS.","THE STATE OF GEORGIA ISSUED REGISTERED REPRESENTATIVE A NON-RESIDENT INSURANCE LICENSE ON A PROBATIONARY BASIS FOR 12 MONTHS.","AFTER SETTLEMENT OF FINRA ARBITRATION 04-09106, RESPONDENT SOUGHT REGISTRATION IN THE STATE OF GEORGIA.  THE STATE OF GEORGIA ISSUED A CONSENT ORDER REQUIRING THAT A NON-RESIDENT LICENSE BE ISSUED ON A PROBATIONARY BASIS FOR A PERIOD OF TWELVE MONTHS FROM THE ORDER. THE ORDER WAS ISSUED IN MAY 2007."
1996680,"AMENDED","","","","","Firm and Affiliates","1725465","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2004094,"AMENDED","Y","Y","","","Affiliates","1732375","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2006382,"AMENDED","","","Y","","Affiliates","1734353","","","","","N","ATTORNEY GENERAL OF THE STATE OF NEW YORK","Injunction","CIVIL PENALTIES/FINES; DISGORGEMENT; MONEY DAMAGES (PRIVATE/CIVIL COMPLAINT); RESTITUTION; RESTRAINING ORDER.","10/04/2011","Y","","Other","FOREIGN EXCHANGE SERVICES","SUPREME COURT OF THE STATE OF NEW YORK COUNTY OF NEW YORK; INDEX NO: 09/114735","NOT APPLICABLE","THE LAWSUIT ALLEGES THAT THE BANK OF NEW YORK MELLON (THE ""BANK"") IMPROPERLY CHARGED AND REPORTED PRICES FOR STANDING INSTRUCTION FOREIGN EXCHANGE (""FX"") TRANSACTIONS EXECUTED IN CONNECTION WITH CUSTODY SERVICES PROVIDED BY THE BANK. THE REGISTRANT IS NOT A DEFENDANT TO THIS ACTION.","Final","","10/04/2011","Y","","Settled","10/26/2015","N","BNY MELLON AND THE PLAINTIFFS REACHED A SETTLEMENT IN PRINCIPLE ON MARCH 19, 2015. THE SETTLEMENT WAS APPROVED BY JUDGE LEWIS KAPLAN OF THE UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK ON SEPTEMBER 24, 2015. THE DEADLINE TO APPEAL THE APPROVAL OF THE SETTLEMENT EXPIRED ON OCTOBER 26, 2015.","","","","","","","","","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED.","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED.","ON OCTOBER 4, 2011, THE NEW YORK ATTORNEY GENERAL'S (""NYAG"") OFFICE FILED A COMPLAINT AGAINST THE BANK OF NEW YORK MELLON CORPORATION, THE PARENT COMPANY OF THE REGISTRANT (""BNY MELLON""). THIS COMPLAINT SUPERSEDES A QUI TAM COMPLAINT FILED BY A PRIVATE RELATOR. ON FEBRUARY 16, 2012, THE U.S. ATTORNEY'S OFFICE FOR THE SOUTHERN DISTRICT OF NEW YORK FILED A COMPLAINT AGAINST THE BANK OF NEW YORK MELLON (""THE BANK""), AN AFFILIATE OF THE REGISTRANT. ON MARCH 19, 2015, BNY MELLON ANNOUNCED THAT IT HAS RESOLVED SUBSTANTIALLY ALL OF THE FOREIGN EXCHANGE (""FX"")- RELATED ACTIONS CURRENTLY PENDING AGAINST BNY MELLON AND THE BANK (TOGETHER, THE ""COMPANY""), RESULTING IN A TOTAL OF $714 MILLION IN SETTLEMENT PAYMENTS. WITH REGARD TO THIS ACTION, THE COMPANY HAS REACHED A SETTLEMENT WITH THE NYAG, WHICH FULLY RESOLVES THE NYAG'S LAWSUIT REGARDING STANDING INSTRUCTION FX TRANSACTIONS IN CONNECTION WITH CERTAIN CUSTODY SERVICES THE BANK PROVIDED PRIOR TO EARLY 2012 TO ITS CUSTODY CLIENTS. UNDER THE TERMS OF THE SETTLEMENT, WHICH HAS BEEN APPROVED BY THE COURT, THE BANK PAID THE NYAG $167.5 MILLION, AFTER WHICH A NOTICE OF DISCONTINUANCE WAS SUBMITTED TO THE COURT, AND PROVIDED FUNCTIONALITY ALLOWING CUSTOMERS TO COMPARE PRICING FOR BNY MELLON'S ""DEFINED SPREAD"" AND ""SESSION RANGE"" STANDING INSTRUCTION FX PRODUCTS."
2006382,"AMENDED","","","Y","","Affiliates","1734354","","","","","N","SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED","Money Damages (Private/Civil Complaint)","DISGORGEMENT, RESTITUTION","06/01/2011","Y","","Other","FOREIGN EXCHANGE SERVICES","U.S. DISTRICT COURT, EASTERN DISTRICT OF PENNSYLVANIA; 11 CIV 01628 JHS","NOT APPLICABLE","THIS IS A PUTATIVE CLASS ACTION ALLEGING THAT BNY MELLON IMPROPERLY CHARGED AND REPORTED PRICES FOR STANDING INSTRUCTION FOREIGN EXCHANGE TRANSACTIONS EXECUTED IN CONNECTION WITH CUSTODY SERVICES PROVIDED BY BNY MELLON. PLAINTIFF ASSERTS BREACH OF FIDUCIARY DUTY, BREACH OF CONTRACT, AND UNJUST ENRICHMENT CLAIMS. THE REGISTRANT IS NOT A DEFENDANT TO THIS ACTION.","Final","","03/11/2011","Y","","Settled","10/26/2015","N","BNY MELLON AND THE PLAINTIFFS REACHED A SETTLEMENT IN PRINCIPLE ON MARCH 19, 2015. THE SETTLEMENT WAS APPROVED BY JUDGE LEWIS KAPLAN OF THE UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK ON SEPTEMBER 24, 2015. THE DEADLINE TO APPEAL THE APPROVAL OF THE SETTLEMENT EXPIRED ON OCTOBER 26, 2015.","","","","","","","","","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED","ON MARCH 19, 2015, BNY MELLON, THE PARENT COMPANY TO THE REGISTRANT, ANNOUNCED THAT IT HAS RESOLVED SUBSTANTIALLY ALL OF THE FOREIGN EXCHANGE (""FX"")-RELATED ACTIONS CURRENTLY PENDING AGAINST BNY MELLON, RESULTING IN A TOTAL OF $714 MILLION IN SETTLEMENT PAYMENTS. THIS ACTION WAS PART OF A CONSOLIDATED CUSTOMER CLASS ACTION LAWSUIT. BNY MELLON REACHED A SETTLEMENT WITH THE PLAINTIFFS IN THE CUSTOMER CLASS ACTIONS RELATED TO STANDING INSTRUCTION FX TRANSACTIONS. UNDER THIS SETTLEMENT, WHICH HAS BEEN APPROVED BY THE COURT, BNY MELLON PAID $335 MILLION."
2006382,"AMENDED","","","Y","","Affiliates","1734355","","","","","N","OHIO POLICE & FIRE PENSION FUND AND SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO","Money Damages (Private/Civil Complaint)","RESTITUTION, DISGORGEMENT","03/12/2012","Y","","Other","FOREIGN EXCHANGE SERVICES","COURT OF COMMON PLEAS, FRANKLIN COUNTY, OHIO; 12CV-03-3214","NOT APPLICABLE","THIS LAWSUIT ALLEGES THAT THE BANK OF NEW YORK MELLON CORPORATION (""BNY MELLON"") IMPROPERLY CHARGED AND REPORTED PRICES FOR STANDING INSTRUCTION FOREIGN EXCHANGE (""FX"") TRANSACTIONS EXECUTED IN CONNECTION WITH CUSTODY SERVICES PROVIDED BY BNY MELLON. PLAINTIFFS ASSERT CLAIMS FOR BREACH OF CONTRACT, FRAUD, VIOLATION OF THE OHIO DECEPTIVE TRADE PRACTICES ACT AND UNJUST ENRICHMENT. THE REGISTRANT IS NOT A DEFENDANT TO THIS ACTION.","Final","","03/19/2012","N","SERVICE WAS ATTEMPTED ON MARCH 19, 2012.","Settled","10/26/2015","N","BNY MELLON AND THE PLAINTIFFS REACHED A SETTLEMENT IN PRINCIPLE ON MARCH 19, 2015. THE SETTLEMENT WAS APPROVED BY JUDGE LEWIS KAPLAN OF THE UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK ON SEPTEMBER 24, 2015. THE DEADLINE TO APPEAL THE APPROVAL OF THE SETTLEMENT EXPIRED ON OCTOBER 26, 2015.","","","","","","","","","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED.","THERE WERE NO SANCTIONS ORDERED OR RELIEF GRANTED.","ON MARCH 19, 2015, BNY MELLON, THE PARENT COMPANY TO THE REGISTRANT, ANNOUNCED THAT IT HAS RESOLVED SUBSTANTIALLY ALL OF THE FOREIGN EXCHANGE (""FX"")-RELATED ACTIONS CURRENTLY PENDING AGAINST BNY MELLON, RESULTING IN A TOTAL OF $714 MILLION IN SETTLEMENT PAYMENTS. THIS ACTION WAS PART OF A CONSOLIDATED CUSTOMER CLASS ACTION LAWSUIT. BNY MELLON REACHED A SETTLEMENT WITH THE PLAINTIFFS IN THE CUSTOMER CLASS ACTIONS RELATED TO STANDING INSTRUCTION FX TRANSACTIONS. UNDER THIS SETTLEMENT, WHICH HAS BEEN APPROVED BY THE COURT, BNY MELLON PAID $335 MILLION."
