"FilingID","Miscellaneous"
1925159,"**The Registrant respectfully requests approval on February 7, 2025.**  Item 2. The Registrant expects to be a large advisory firm within 120 days pursuant to Rule 203A-2(c).  Schedule A. Individuals listed on Schedule A do not currently have ownership of the Registrant. These individuals are involved in the design of the ADV disclosures and will have ownership listed on Schedule A in the future."
1923731,"ITEMS 5.C., 5.D., AND 5.F. AND SECTION 7.B.(1) OF SCHEDULE D – CERTAIN OF THE PRIVATE FUNDS LISTED IN SECTION 7.B.(1) OF SCHEDULE D HOLD CERTAIN INVESTMENTS THROUGH, OR IN PARALLEL WITH, SPECIAL PURPOSE HOLDING COMPANIES OR ALTERNATIVE INVESTMENT VEHICLES ORGANIZED TO ADDRESS TAX, REGULATORY, OR STRUCTURAL CONSIDERATIONS IN CONNECTION WITH CERTAIN TRANSACTIONS (COLLECTIVELY, “SPVS”). TO AVOID ANY PERCEIVED DUPLICATION OF ASSETS, CLIENTS, OR ACCOUNTS, THE ASSETS OF ANY SPVS ORGANIZED IN CONNECTION WITH PRIVATE FUNDS ARE INCLUDED IN THE VALUE OF THE TOTAL ASSETS OF THE APPLICABLE PRIVATE FUND(S) TO WHICH SUCH SPVS RELATE AND THEREFORE THE SPVS ARE NOT LISTED SEPARATELY IN SECTION 7.B.(1) OF SCHEDULE D NOR INCLUDED IN THE CALCULATIONS OF THE TOTAL NUMBER OF CLIENTS, THE PERCENTAGE OF CLIENTS THAT ARE NON-UNITED STATES PERSONS, AND THE TOTAL NUMBER OF ACCOUNTS IN ITEMS 5.C., 5.D., AND 5.F.   ITEM 5.A AND 5.B – EMPLOYEE COUNT INCLUDES PERSONS HARBOURVEST PARTNERS, LLC DEEMS AN ACCESS PERSON AS OF DECEMBER 31, 2023.   ITEMS 5.D. AND 5.F. AND SECTION 7.B.(1) – DUE TO THE TIMING OF REPORTING BY THE UNDERLYING THIRD-PARTY INVESTMENTS OF HARBOURVEST PARTNERS, LLC’S (HARBOURVEST) POOLED INVESTMENT VEHICLES AND SEPARATELY MANAGED ACCOUNTS, HARBOURVEST’S REGULATORY ASSETS UNDER MANAGEMENT AND GROSS ASSET VALUE IS PROVIDED AS OF SEPTEMBER 30, 2023.   ITEM 8.A. – HARBOURVEST DOES NOT INVEST IN SECURITIES FOR ITS OWN ACCOUNT. HOWEVER, AS DESCRIBED IN SECTION 7.A. OF SCHEDULE D, HARBOURVEST’S RELATED PERSONS SERVE AS SPONSOR, GENERAL PARTNER, OR MANAGING MEMBER OF VARIOUS PRIVATE FUNDS AND TYPICALLY HAVE AN ECONOMIC INTEREST IN SUCH FUNDS. THEREFORE, HARBOURVEST HAS AN INDIRECT OWNERSHIP INTEREST IN SUCH FUNDS AND THEIR UNDERLYING INVESTMENTS.  SCHEDULE R, SECTION 1, ITEM E. – HARBOURVEST PARTNERS (U.K.) LIMITED WILL MOVE TO THE NEW PERMANENT ADDRESS OF 20 AIR STREET, LONDON W1B 5AP, UNITED KINGDOM AT A TO BE DETERMINED DATE IN 2024 FOLLOWING THE COMPLETION OF RENOVATIONS.  THE MOVE IS ANTICIPATED TO TAKE PLACE IN JUNE 2024.  SCHEDULE R, SECTION 1, ITEM E. – HARBOURVEST PARTNERS KOREA LIMITED WILL MOVE TO THE NEW PERMANENT ADDRESS OF GRAN SEOUL TOWER 1, 8TH FLOOR, 33 JONGRO, JONGNO-GU, SEOUL 03159, A NEW UNIT ON A DIFFERENT FLOOR OF THE BUILDING WHERE THE OFFICE CURRENTLY RESIDES.  THE SCHEDULED MOVE DATE IS APRIL 29, 2024."
1925262,"Investment Adviser Representatives of Park Avenue Investment Advisory, LLC may either use the corporate Doing Business As (DBA) name of Park Avenue Investment Advisory or a DBA name that has been approved by Park Avenue Investment Advisory, LLC. Approved DBA names will be listed in Section 1.B."
1925287,"In responding to Item 9.A, we included clients and assets which are subject to standing letters of authorization. However, our response to Item 9.C does not address such clients and assets as the relevant arrangements comply with the requirements set forth in the February 21, 2017 no-action letter to the Investment Adviser Association."
1922995,"ON NOVEMBER 27, 2023, PINNACLE WEALTH ADVISORS, INC. ACQUIRED 100% OF THE INTERESTS OF REM 22, INC., THE HOLDING COMPANY AND SOLE OWNER OF SECURITY FIRST ADVISORS, INC., AN SEC REGISTERED INVESTMENT ADVISOR. ACCORDINGLY, AARON J. CHRISTOPHERSON (CRD NO. 5289850), BRIAN A. TIMM (CRD NO. 7497662), AND RANDY E. GAY (CRD NO. 5642216), THE OWNERS AND CONTROL PERSONS OF PINNACLE WEALTH ADVISORS, INC., NOW OWN AND CONTROL SECURITY FIRST ADVISORS, INC. THIS FORM ADV AMENDMENT FILING IS INTENDED TO DISCLOSE THAT SECURITY FIRST ADVISORS, INC. IS AN ""OTHER INVESTMENT ADVISOR"" ADVISORY AFFILIATE AND RELATED PERSON OF PINNACLE WEALTH ADVISORS, INC. EFFECTIVE NOVEMBER 27, 2023."
1925326,"Item 9B(1)has been answered ""yes"" due to related persons of Atlantic Wealth Partners, LLC serving as the managing member of certain privately offered pooled investment vehicles in which advisory clients participate. The pooled investment vehicle(s) are audited on an annual basis and their audited financial statements are distributed to all beneficial owners in accordance with Rule 206(4)-2 (b)(4) under the Investment Advisers Act of 1940. As of December 31, 2023, there were 86 advisory clients participating in the related pooled private investment vehicles. The amounts reported in response to Items 9B(2)(a) and (b) reflect the aggregate capital contributions of these advisory client-participants.  Item 9A(1)(a) has been answered ""yes"" due to the Advisor having certain standing letters of authorization on file for its advisory clients. The advisor follows the SEC's guidelines set forth in its no action letter to the Investment Adviser Association dated 2/21/17."
1924465,"Nikolay Storonsky does not have a middle name to report in the Schedule B Indirect Owners.  Revolut Wealth has an operational interactive website and therefore is eligible to register under the internet adviser exemption"
1925331,"For Item 5.K.(1) Separately Managed Accounts, holdings percentages are calculated using market value for all assets other than derivatives. Holding percentages for derivatives reflect absolute notional value due to the requirement that each column total 100%.  Please see Section 5.K.(2) for the gross notional derivatives exposure for regulatory assets under management attributable to separately managed accounts."
1925387,"In accordance with the SEC no-action letter with respect to Rule 206(4)-2 under the Investment Advisers Act of 1940, our firm has disclosed the number of clients with Standing Letters of Authorization (""SLOA"") directed to third parties and the value of assets in those client accounts in Item 9. Further, our firm is not subject to the surprise independent examination requirement as we have adopted safeguards disclosed in Item 15 of our Firm Brochure in accordance with the no-action letter."
1923045,"REGISTRANT'S RESPONSE TO ITEM 9.A.(2) INCLUDES ASSETS IN ACCOUNTS FROM WHICH REGISTRANT HAS THE AUTHORITY TO TRANSFER FUNDS VIA STANDING LETTERS OF AUTHORIZATION (SLOAs).  THESE TRANSFER AUTHORIZATIONS MEET THE REQUIREMENTS OF THE SEC'S FEBRUARY 21, 2017 NO-ACTION LETTER ON CUSTODY.  THEREFORE, THESE ASSETS, ARE NOT SUBJECT TO AN ANNUAL SURPRISE EXAMINATION."
