"FilingID","Miscellaneous"
2002182,"Regulatory assets under management and private fund data reported herein are as of December 31, 2024, are unaudited, good faith estimates that are subject to change upon audit."
2002588,"Custody noted in is solely from SLOA where client has provided written authorization."
2002609,"THE GROSS ASSET VALUES OF THE PRIVATE FUNDS LISTED IN SECTION 7.B.(1) ARE ESTIMATED VALUES AS OF 12/31/24. THE VALUES ARE ESTIMATES BECAUSE, AS OF THE DATE HEREOF, THE REGISTRANT AND ITS RELYING ADVISERS HAVE NOT RECEIVED THE FINAL 12/31/24 VALUES FROM ALL OF THE UNDERLYING FUNDS AND PORTFOLIO COMPANIES (AS APPLICABLE) IN WHICH THE PRIVATE FUNDS LISTED HAVE INVESTED.  Registrant has related persons that are separately registered as investment advisers with the SEC and that serve as advisers to private funds. Each such investment adviser is listed in Section 7.A of this Schedule D. As a general matter, each investment adviser has established a separate limited purpose vehicle to function exclusively as general partner (or similar capacity) for each private fund. Such private funds and general partners are not listed in Section 7 of this Schedule D. Complete information about those private funds and general partners is available in the Form ADV of the relevant investment adviser."
2004780,"Item 9: In response to the no-action letter issued by the SEC on February 21, 2017, the Advisor is reporting in Item 9.A the clients and assets that are subject to standing letters of authorization (""SLOA"") for money movements, in addition to reporting in Item 9.B the clients assets that the Advisor has custody through having client login credentials. The accounts with SLOAs meet the seven conditions from the no-action letter and therefore are not be subject to the “independent verification” requirement for custody, while the accounts where the Advisor maintains client login credentials are subject to the ""independent verification"" requirement."
1988204,"INFORMATION REGARDING AMOUNT OF ASSETS IN ITEM 5.F. REPRESENTS GROSS ASSET VALUE AS OF 12/31/2023 FOR CLIENT ACCOUNTS. THE AUM DOES NOT INCLUDE THE ASSETS UNDER MANAGEMENT OF OUR SUBSIDIARIES.  abrdn Inc. has related persons that are not listed in Section 7.A of its Schedule D because it does not have any business dealings with the related persons in connection with advisory services provided to its clients, does not conduct shared operations with the related persons, does not refer clients or business to the related persons, and the related persons do not refer prospective clients or business to abrdn Inc., does not share supervised persons and does not have reason to believe that its relationship with the related persons otherwise create a conflict of interest with abrdn Inc.’s clients. A supplementary list of related persons who are not listed in Section 7.A, will be provided upon request.   ABRDN INC. RESPONDED “YES” TO ITEM 9.A.(1) BECAUSE, AS DISCLOSED IN PART 2A, WHILE ABRDN INC. DOES NOT ACT AS CUSTODIAN FOR CLIENT ASSETS, THERE ARE SOME SITUATIONS WHERE ABRDN INC. MAY BE DEEMED TO HAVE CUSTODY OVER CLIENT ACCOUNTS OR IN WHICH CLIENTS MAY GRANT US THE AUTHORITY TO INSTRUCT THE CUSTODIAN TO DEBIT THEIR CUSTODY ACCOUNTS FOR ADVISORY FEES AND CAPITAL CALLS, AND CLIENTS MAY ALSO REQUEST THAT WE FORWARD CLIENT INSTRUCTIONS TO PRIVATE PLACEMENT FUND CUSTODIANS WITH REGARD TO CLIENT SUBSCRIPTION AND WITHDRAWAL REQUESTS."
2001198,"Certain advisory clients were formed during calendar year 2024 and as such, have not yet received their initial financial statement audits. These clients will receive financial statement audits for calendar year 2024 and the reports will be delivered to the relevant investors no later than 120 days after calendar year-end."
2001348,"Nokota also advises Nokota LD, LLC (“LD”) and Nokota LC, LLC (“LC”).  LD and LC hold participating interests in the Nokota Capital Master Fund, L.P. for redeeming investors.  Nokota does not charge a management fee for advising LD or LC.  LD represents the participating assets that are due to redeeming investors from Nokota Capital, LP, and LC represents the participated assets that are due to redeeming investors from the former Nokota Capital Offshore Fund, Ltd.  There are no custodial or brokerage accounts for LC and LD.  The amount of assets held in LC and LD are reflected in Section 7.B.(1), Item 11 – “current gross asset value of the private fund.” Neither Nokota nor its related person have any financial interests in the “participation interests” allocated to LD or LC."
2004432,"ITEMS 5.A. AND 5.B. AND SCHEDULE D, SECTION 1.F.: THE REPORTED EMPLOYEES ARE NOT DEDICATED EMPLOYEES OF THE REGISTRANT. THEY ARE EMPLOYEES OF RUSSELL INVESTMENTS GROUP, LTD. AND ARE SHARED BY THE REGISTRANT AND ITS RELATED PERSONS. SCHEDULE D, SECTION 1.F.: THE OFFICE LOCATED AT 575 5TH AVENUE, 35TH FLOOR, NEW YORK, NY 10017 IS A REGISTERED BRANCH OFFICE LOCATION FOR TWO BROKER-DEALERS THAT ARE RELATED PERSONS OF THE REGISTRANT. THE CRD BRANCH NUMBERS FOR THESE BROKER-DEALERS ARE 784103 AND 784121."
2004436,"ITEMS 5.A. AND 5.B. AND SCHEDULE D, SECTION 1.F.: THE REPORTED EMPLOYEES ARE NOT DEDICATED EMPLOYEES OF THE REGISTRANT. THEY ARE EMPLOYEES OF RUSSELL INVESTMENTS GROUP, LTD. AND ARE SHARED BY THE REGISTRANT AND ITS RELATED PERSONS. SCHEDULE D, SECTION 1.F: THE OFFICE LOCATED AT 575 5TH AVENUE, 35TH FLOOR, NEW YORK, NY 10017 IS A REGISTERED BRANCH OFFICE LOCATION FOR TWO BROKER-DEALERS THAT ARE RELATED PERSONS OF THE REGISTRANT. THE CRD BRANCH NUMBERS FOR THESE BROKER-DEALERS ARE 784103 AND 784121."
2004869,"Item 9 Custody:  Central National Bank is only used for temporary custodial services when loan documentation or collateral documents will not be held by U.S. Bank due to their loan document custodial policy (ex: automobile loan documents) and/or temporary periods relating to document transfers/end of fund life. In these rare circumstances, it is the Firm’s policy to secure the assets in a Central National Bank safety deposit box with restricted access as designated by JTS Fund Advisor principals."
