"FilingID","ReferenceID","Private Fund Name","Fund ID"
1940437,17718,"D. E. SHAW WORLD ALPHA EXTENSION FUND, L.L.C.",805-6283942304
1940437,54196,"D. E. SHAW ALL COUNTRY GLOBAL ALPHA EXTENSION FUND, L.L.C.",805-8445421852
1940437,17715,"D. E. SHAW U.S. LARGE CAP CORE ALPHA EXTENSION FUND, L.L.C.",805-6321206484
1940437,398423,"D. E. SHAW U.S. BROAD MARKET CORE ALPHA EXTENSION OFFSHORE FUND, L.P.",805-2712295672
1940437,398423,"D. E. SHAW U.S. BROAD MARKET CORE ALPHA EXTENSION FUND, L.L.C.",805-1564259407
1933994,303450,"WCAS XIV FEEDER FUND, L.P.",805-2730653634
1933994,208622,"WCAS XIII FEEDER FUND, L.P.",805-2517127501
1933994,67325,"WELSH, CARSON, ANDERSON & STOWE XII FEEDER FUND, L.P.",805-4457159858
1933994,67327,"WELSH, CARSON, ANDERSON & STOWE XII DELAWARE II FEEDER FUND, L.P.",805-5909679844
1935022,437337,"APERTURE ENDEAVOUR EQUITY FUND (CAYMAN), LP",805-5394204260
1935022,437338,"APERTURE INTERNATIONAL EQUITY FUND (CAYMAN), LP",805-8117890164
1935022,358378,"APERTURE DISCOVER FUND, LP",805-3100927984
1935022,358378,"APERTURE DISCOVER FUND (CAYMAN), LP",805-8749189843
1938748,67598,"BAXTER STREET OFFSHORE FUND, LTD.",805-3397678308
1938748,56402,"GREAT JONES OFFSHORE FUND, LTD.",805-8885354464
1938748,56419,"SEG PARTNERS OFFSHORE, LTD.",805-3171238205
1938748,56421,"SELECT PARTNERS ELS FUND, LTD.",805-7264688772
1938748,268295,"SHINBONE ALLEY OFFSHORE, LTD.",805-2596570488
1938748,56423,"COOPER SQUARE OFFSHORE FUND, LTD.",805-1094168427
1938748,214955,"ASTOR PLACE SEG INVESTORS, L.P.",805-7470344688
1938748,265417,"CROSBY STREET OFFSHORE FUND, LTD.",805-1231162994
1938748,56420,"SELECT EQUITY OFFSHORE, LTD.",805-3464482079
1938748,241201,"SHERIDAN SQUARE OFFSHORE FUND, LTD.",805-2950976550
1930149,69902,"ICP STRATEGIC CREDIT INCOME FUND LP",805-7784287314
1930149,69902,"ICP STRATEGIC CREDIT INCOME FUND LTD",805-6785209922
1930149,69902,"ICP STRATEGIC CREDIT INCOME INTERMEDIATE FUND L.P.",805-9277353074
1936041,2847,"LUBERT-ADLER REAL ESTATE FUND IV-NC, L.P.",805-1510329031
1936041,2854,"LUBERT-ADLER REAL ESTATE FUND VI-A (RO), L.P.",805-3582508485
1936041,2853,"LUBERT-ADLER REAL ESTATE FUND VI -NC, L.P.",805-9069424692
1936041,2847,"LUBERT-ADLER REAL ESTATE FUND IV-RO, L.P.",805-4521291957
1936041,2854,"LUBERT-ADLER REAL ESTATE FUND VI-A (NC), L.P.",805-4183800047
1936041,2850,"LUBERT-ADLER REAL ESTATE FUND V-RO, L.P.",805-5295046455
1936041,2853,"LUBERT-ALDER REAL ESTATE FUND VI-RO, L.P.",805-7595973800
1936041,256608,"LUBERT-ADLER RECOVERY AND ENHANCEMENT CAPITAL FUND C, L.P.",805-6646248235
1936041,256608,"LUBERT-ADLER RECOVERY AND ENHANCEMENT CAPITAL FUND B, L.P.",805-6082710112
1936041,256608,"LUBERT-ADLER RECOVERY AND ENHANCEMENT CAPITAL FUND A, L.P",805-4364769041
1936041,2850,"LUBERT-ADLER REAL ESTATE FUND V-NC, L.P.",805-5503777733
1939373,1647,"SCGE ONSHORE FUND, L.P.",805-3156441209
1939373,1647,"SCGE OFFSHORE FUND, L.P.",805-2274416772
1941417,203337,"THEOREM PRIME PLUS YIELD FUND LP",805-2396610257
1941417,203337,"THEOREM PRIME PLUS YIELD FUND OFFSHORE LP",805-7600621929
1941417,180152,"THEOREM MAIN FUND LP",805-2799382339
1941417,180152,"THEOREM MAIN FUND OFFSHORE LP",805-4880714323
1941417,370833,"THEOREM OPPORTUNITIES FUND OFFSHORE, L.P.",805-3146657572
1942247,281064,"ATREIDES SPECIAL CIRCUMSTANCES OFFSHORE FUND SPC - SERIES H DIS SP",805-2761911106
1942247,317619,"ATREIDES ARRAKIS FUND, LP",805-1141126566
1942247,317619,"ATREIDES ARRAKIS OFFSHORE FUND, LP",805-5566895839
1942247,281065,"ATREIDES SPECIAL CIRCUMSTANCES OFFSHORE FUND SPC - SERIES I DIS SP",805-6421930090
1936122,363785,"D. E. SHAW ALKALI FUND VI, L.L.C.",805-9213712799
1936122,313166,"D. E. SHAW DIOPTER FUND, L.L.C.",805-7117729873
1936122,313166,"D. E. SHAW DIOPTER INTERNATIONAL FUND, L.P.",805-3520990378
1936122,17703,"D. E. SHAW COMPOSITE FUND, L.L.C.",805-7610105191
1936122,17703,"D. E. SHAW COMPOSITE INTERNATIONAL FUND",805-1179779865
1936122,17706,"D. E. SHAW OCULUS FUND, L.L.C.",805-8788254428
1936122,281191,"D. E. SHAW VOLTAIC FUND, L.L.C.",805-4026410976
1936122,281191,"D. E. SHAW VOLTAIC INTERNATIONAL FUND, L.P.",805-3046169275
1936122,205060,"D. E. SHAW ALKALI INTERNATIONAL FUND IV, L.P.",805-2717070762
1936122,421101,"D. E. SHAW DIOPTER FUND II, L.L.C.",805-8633568369
1936122,205060,"D. E. SHAW ALKALI FUND IV, L.P.",805-5586016798
1936122,421101,"D. E. SHAW DIOPTER INTERNATIONAL FUND II, L.P.",805-9961782806
1936122,247247,"D. E. SHAW ALKALI INTERNATIONAL FUND V, L.P.",805-8758296704
1936122,247247,"D. E. SHAW ALKALI FUND V, L.P.",805-6581515338
1936122,17703,"D. E. SHAW COMPOSITE GRAPHITE FUND, L.L.C.",805-4477657591
1936122,17703,"D. E. SHAW COMPOSITE GRAPHITE INTERNATIONAL FUND, L.P.",805-9155904143
1936122,17706,"D. E. SHAW OCULUS INTERNATIONAL FUND",805-1858847007
1936122,17708,"D. E. SHAW MULTI-ASSET FUND, L.L.C.",805-3073471306
1936122,63664,"D. E. SHAW ALKALI INTERNATIONAL FUND II, L.P.",805-8806917257
1936122,17708,"D. E. SHAW MULTI-ASSET INTERNATIONAL FUND, L.P.",805-5535718541
1936122,63664,"D. E. SHAW ALKALI FUND II, L.P.",805-4415176729
1936122,120508,"D. E. SHAW VALENCE FUND, L.L.C.",805-9626474042
1936122,120508,"D. E. SHAW VALENCE INTERNATIONAL FUND, L.P.",805-9898645133
1936122,162332,"D. E. SHAW ALKALI FUND III, L.P.",805-8460803103
1936122,44782,"D. E. SHAW ASYMPTOTE FUND, L.L.C.",805-4652243598
1936122,162332,"D. E. SHAW ALKALI INTERNATIONAL FUND III, L.P.",805-3185989197
1936122,363785,"D. E. SHAW ALKALI INTERNATIONAL FUND VI, L.P.",805-8786486702
1930825,168677,"NCC CHINA A-SHARE OFFSHORE FEEDER FUND",805-7147681933
1942247,317617,"ATREIDES SPECIAL CIRCUMSTANCES OFFSHORE FUND SPC - SERIES N DIS SP",805-9473127615
1942247,236515,"ATREIDES SPECIAL CIRCUMSTANCES OFFSHORE FUND SPC - SERIES A DIS SP",805-9400813031
1942247,229141,"ATREIDES FOUNDATION FUND, LP",805-3890794182
1942247,229141,"ATREIDES FOUNDATION FUND, LTD.",805-5883833629
