"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1980356,"JTC FUND SOLUTIONS (IRELAND) LIMITED","45 MESPIL ROAD","DUBLIN 4","DUBLIN","","Ireland","D04 W2F1","N","+35315848450","","A third-party unaffiliated record keeper","MAINTAINS BOOKS AND RECORDS FOR CERTAIN CLIENTS OF THE ADVISER."
1938433,"IRON MOUNTAIN STORAGE LOCATION","8088 GLENWOOD DRIVE","","BURNABY, BC","","Canada","V3N 5E9","N","N/A","","A third-party unaffiliated record keeper","THIS IS AN ARCHIVAL STORAGE FACILITY THAT MAINTAINS HISTORICAL BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE MAINTAINED ON-SITE UNDER SECTION 204 OF THE INVESTMENT ADVISORS ACT. RECORDS INCLUDE VARIOUS FINANCIAL, CLIENT AND TRANSACTION RECORDS."
1938433,"IRON MOUNTAIN HEAD OFFICE","195 SUMMERLEA ROAD","","BRAMPTON, ON","","Canada","L6T 4P6","N","N/A","","A third-party unaffiliated record keeper","THIS IS AN ARCHIVAL STORAGE FACILITY THAT MAINTAINS HISTORICAL BOOKS AND RECORDS THAT ARE NO LONGER REQUIRED TO BE MAINTAINED ON-SITE UNDER SECTION 204 OF THE INVESTMENT ADVISORS ACT. RECORDS INCLUDE VARIOUS FINANCIAL, CLIENT AND TRANSACTION RECORDS."
1976801,"TRINET HR IV, LLC","ONE PARK PLACE","SUITE 600","DUBLIN","CA","United States","94568","N","800-638-0461","","A third-party unaffiliated record keeper","TRINET HR IV, LLC IS OUR PEO. THEY MAINTAIN CERTAIN US HR RECORDS ON OUR BEHALF."
1976801,"VISTRA FUND MANAGEMENT S.A.","16 RUE EUGENE RUPPERT","","LUXEMBOURG","","Luxembourg","2543","N","352422229478","","A third-party unaffiliated record keeper","VISTRA FUND MANAGEMENT S.A., IS THE THIRD PARTY LUXEMBOURG AIFM FOR OUR LUXEMBOURG FUND AND LUXEMBOURG GP.  IN THAT ROLE, THEY MAINTAIN CERTAIN BOOKS AND RECORDS RELATED TO THESE ENTITIES."
1976801,"VISTRA (LUXEMBOURG) S.A.R.L.","16 RUE EUGENE RUPPERT","","LUXEMBOURG","","Luxembourg","2543","N","352422229478","","A third-party unaffiliated record keeper","VISTRA (LUXEMBOURG) S.A.R.L., IS THE THIRD PARTY ADMINISTRATOR FOR OUR LUXEMBOURG FUND AND LUXEMBOURG GP.  IN THAT ROLE, THEY ARE THE PRIMARY RECORD KEEPER FOR OUR LUXEMBOURG  BOOKS AND RECORDS."
1976801,"BDO LTD","VIADUKTSTRASSE 42","","BASEL","","Switzerland","4051","N","41 61 501 1634","","A third-party unaffiliated record keeper","BDO LTD IS THE THIRD PARTY ADMINISTRATOR FOR AMR ACTION FUND GP GMBH, THE WHOLLY OWNED SWISS SUBSIDIARY OF AMR ACTION FUND GP, LLC.  BDO LTD KEEPS CERTAIN BOOKS AND RECORDS RELATED TO AMR ACTION FUND GP GMBH, INCLUDING PAYROLL, HR, AND FINANCIAL FINANCIAL RECORDS."
1976801,"VISTRA USA, LLC","156 W 56TH STREET","3RD FLOOR","NEW YORK","NY","United States","10019","N","212-500-6231","","A third-party unaffiliated record keeper","VISTRA USA, LLC IS THE THIRD PARTY ADMINISTRATOR FOR OUR US FUND AND US GP.  IN THAT ROLE, THEY ARE THE PRIMARY RECORD KEEPER FOR MOST OF OUR US BOOKS AND RECORDS."
1976926,"WAYSTONE ADMINISTRATION SOLUTIONS (IE) LIMITED","4TH FLOOR, 35 SHELBOURNE ROAD","BALLSBRIDGE","DUBLIN 4","","Ireland","D04A4EO","N","+353 1 6192300","","A third-party unaffiliated record keeper","CERTAIN RECORDS RELATING TO THE ADMINISTRATION OF THE PRIVATE FUNDS MANAGED BY CAMROSE CAPITAL INVESTMENT PARTNERS LLP"
1979092,"MORGAN STANLEY FUND SERVICES (CAYMAN) LTD","THE OBSERVATORY","7-11 SIR JOHN ROGERSON'S QUAY","DUBLIN","","Ireland","2","N","+353 1799 8778","+353 1655 8715","Other","ADMINISTRATOR TO THE FUNDS, MAINTAINS FOR EXAMPLE, RECORDS RELATING TO INVESTOR SUBSCRIPTIONS AND REDEMPTIONS, TRADING STATEMENTS AND MATERIALS IN SUPPORT OF THE NET ASSET VALUE."
