"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1975654,"Y","A","KERR, THEODORE, STEPHEN","I","","FOUNDER AND CHIEF EXECUTIVE OFFICER",07/2000,"NA","Y","N",2490934
1975654,"Y","A","Jensen, Michelle, Destiny","I","","PRESIDENT",07/2021,"NA","Y","N",7523122
1975654,"Y","A","TREATER, ELIZABETH, SUSAN","I","","CHIEF COMPLIANCE OFFICER & CHIEF OPERATING OFFICER",03/2024,"NA","Y","N",4082816
1975654,"Y","A","TOUCHSTONE CAPITAL VENTURES, INC.","DE","","OWNER",12/2023,"E","Y","N",
1975654,"","B","KERR, THEODORE, STEPHEN","I","TOUCHSTONE CAPITAL VENTURES, INC.","OWNER",12/2023,"E","Y","N",2490934
1980453,"N","A","PERRIN, STEPHEN, HERBERT","I","","CHIEF EXECUTIVE OFFICER",12/2022,"E","Y","N",4347386
1980453,"N","A","BEAMER, MATTHEW, BUD","I","","SENIOR FINANCIAL PLANNER",05/2001,"NA","N","N",2366851
1980453,"N","A","BENZ, BETHANN","I","","OFFICE ADMINISTRATOR",08/1999,"NA","N","N",4347390
1980453,"N","A","PERIN, JOSEPH, T.","I","","FINANCIAL PLANNER",06/2020,"NA","N","N",7352247
1980453,"N","A","BARTO, KEVIN, J.","I","","OFFICE ADMINISTRATOR",12/2022,"NA","N","N",7700770
1980453,"N","A","Elfenbein, Lonny, Scott","I","","CHIEF COMPLIANCE OFFICER",09/2023,"NA","N","N",2937038
1980461,"Y","A","ALTERNA HOLDINGS, INC.","DE","","OWNER",10/2007,"E","Y","N",
1980461,"Y","A","MAZA, FRANCISCO, XAVIER","I","","CHIEF EXECUTIVE OFFICER",05/2021,"NA","Y","N",2786574
1980461,"","B","ALTERNA ASESORIA INTERNACIONAL S.A.B. DE C.V.","FE","ALTERNA HOLDINGS, INC.","SHAREHOLDER",05/2021,"E","Y","N",
1980461,"Y","A","LOPEZ, BENJAMIN, JORGE","I","","DIRECTOR OF WEALTH MANAGEMENT",01/2016,"NA","Y","N",4108524
1980461,"Y","A","DE LEON, PATRICIA","I","","COMPLIANCE OFFICER",08/2019,"NA","Y","N",5316157
1980461,"Y","A","WOWAK, JONATHAN, MICHAEL","I","","CHIEF COMPLIANCE OFFICER",02/2024,"NA","N","N",5755578
1980461,"Y","A","WALSH, TIMOTHY, PATRICK","I","","CHIEF OPERATING OFFICER",06/2024,"NA","Y","N",1889420
1980470,"N","A","ERDNER, JON, WILLIAM","I","","CIO",08/1976,"NA","Y","N",847344
1980470,"N","A","WADSWORTH FAMILY, LLC","DE","","OWNER AND LIMITED PARTNER",07/2020,"E","Y","N",
1980470,"N","A","WADSWORTH FINANCIAL GROUP INC.","DE","","GENERAL PARTNER",08/2022,"NA","Y","N",
1980470,"N","A","Elfenbein, Lonny, Scott","I","","CHIEF COMPLIANCE OFFICER",07/2023,"NA","N","N",2937038
