"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1988556,"EM ES SFL HEDGE INVESTMENT SPV LP",805-6334317381,"EM-ES FUND MANAGEMENT LTD.","802-110452","N"
1988556,"THE EM-ES FEEDER FUND L.P.",805-7009206889,"EM-ES FUND MANAGEMENT LTD.","802-110452","N"
1988556,"EM ES FUND SPC LTD",805-6233503958,"EM-ES FUND MANAGEMENT LTD.","802-110452","N"
1988556,"EM ES MASTER FUND LTD",805-1240936886,"EM-ES FUND MANAGEMENT LTD.","802-110452","N"
1988556,"EM ES SFL HEDGE INVESTMENT LTD",805-8480698883,"EM-ES FUND MANAGEMENT LTD.","802-110452","N"
1992567,"BARINGS UMBRELLA FUND PLC",805-5621345529,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","N"
1992567,"BARINGS EMERGING MARKETS UMBRELLA FUND",805-6566003446,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL UMBRELLA FUND",805-3845281370,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS INTERNATIONAL UMBRELLA FUND",805-4563805525,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL CREDIT FUND (LUX) SCSP, SICAV-SIF",805-3891127030,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS UMBRELLA FUND (LUX) SCSP, SICAV-RAIF",805-1497366616,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL INVESTMENT FUNDS PLC",805-1303641090,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BNAPLF III LUX SCSP",805-7232281478,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL PRIVATE LOAN FUND 4(S) SCSP",805-6549237149,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL PRIVATE LOAN FUND 4 SCSP",805-5288868123,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL PRIVATE LOANS 4(S) S.À R.L.",805-9847994323,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992567,"BARINGS GLOBAL PRIVATE LOANS 4 S.A.R.L.",805-6390064755,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1988591,"SOUTHERN RIDGES MASTER MACRO FUND",805-4242636412,"SOUTHERN RIDGES CAPITAL PTE. LTD.","802-114387","N"
1988591,"SOUTHERN RIDGES SUMMIT MASTER MACRO FUND",805-2178459813,"SOUTHERN RIDGES CAPITAL PTE. LTD.","802-114387","N"
1989308,"BOOTHBAY ABSOLUTE RETURN STRATEGIES, LP",805-5663558974,"BOOTHBAY FUND MANAGEMENT","801-80018","Y"
1986517,"TOPWATER MAYFLY FUND LLC",805-7418791443,"LEUCADIA ASSET MANAGEMENT LLC","801-61698","N"
1978852,"EAGLE HARBOR MULTI-STRATEGY MASTER FUND LIMITED",805-5201965961,"LIGHTHOUSE INVESTMENT PARTNERS, LLC","801-64978","N"
1983210,"BOOTHBAY ABSOLUTE RETURN STRATEGIES LP",805-5663558974,"BOOTHBAY FUND MANAGEMENT","801-80018","N"
1983210,"BOOTHBAY DIVERSIFIED ALPHA MASTER FUND LP",805-3035644699,"BOOTHBAY FUND MANAGEMENT","801-80018","N"
1974907,"WUXI HEALTHCARE VENTURES II, L.P.",805-4821332631,"WXHV, LLC","802-106673","N"
1986635,"PALLISER CAPITAL MASTER FUND LTD",805-8980951605,"PALLISER CAPITAL (UK) LTD","802-122161","Y"
1988847,"SCHWARTZ SCHOOL OF BUSINESS",805-4021595920,"BROAD INVESTMENT SECURITIES LLC","801-112127","N"
1990118,"CANOONA FUND",805-1682978429,"ROCKHAMPTON MANAGEMENT LIMITED","802-125855","N"
1990118,"ROCKHAMPTON FUND",805-6819340040,"ROCKHAMPTON MANAGEMENT LIMITED","802-125855","N"
1990118,"YARAKA FUND",805-4831533646,"ROCKHAMPTON MANAGEMENT LIMITED","802-125855","N"
1990118,"CANOONA OFFSHORE FEEDER FUND",805-7794572534,"ROCKHAMPTON MANAGEMENT LIMITED","802-125855","N"
1989420,"VANGUARD EMERGING MARKETS BOND FUND",805-3925288885,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989420,"VANGUARD GLOBAL CREDIT BOND FUND",805-1119022813,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989420,"VANGUARD ESG USD CORPORATE BOND ETF",805-5182086230,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989420,"VANGUARD ESG GLOBAL CORPORATE BOND INDEX FUND",805-5339667144,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989420,"VANGUARD PACIFIC EX-JAPAN STOCK INDEX FUND",805-5734356940,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989420,"VANGUARD GLOBAL STOCK INDEX FUND",805-6682494277,"VANGUARD GLOBAL ADVISERS, LLC","801-76825","N"
1989302,"PALOMA INTERNATIONAL L.P.",805-5315493818,"PALOMA PARTNERS MANAGEMENT COMPANY","801-72796","N"
1989302,"SONA CREDIT MASTER FUND LIMITED",805-6673954331,"SONA ASSET MANAGEMENT (US) LLC","801-112410","N"
1989302,"SONA CREDIT OPPORTUNITIES MASTER FUND LIMITED",805-8404534509,"SONA ASSET MANAGEMENT (US) LLC","801-112410","N"
1992095,"NEW HOLLAND TACTICAL ALPHA FUND LP",805-4079867382,"NEW HOLLAND CAPITAL, LLC","801-74244","N"
1992500,"BARINGS CAPITAL GLOBAL CREDIT FUND (LUX) SCSP, SICAV-SIF",805-3891127030,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992500,"BARINGS GLOBAL PRIVATE LOAN FUND 4(S) SCSP",805-6549237149,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992500,"BARINGS GLOBAL PRIVATE LOAN FUND 4 SCSP",805-5288868123,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992500,"BARINGS GLOBAL INVESTMENT FUND",805-1303641090,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1991648,"FIVE ARROWS PRINCIPAL INVESTMENTS II SCSP",805-6948362851,"FIVE ARROWS","802-96178","N"
1992500,"BARINGS GLOBAL PRIVATE LOANS 4(S) S.À R.L.",805-9847994323,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1992500,"BARINGS GLOBAL PRIVATE LOANS 4 S.A.R.L.",805-6390064755,"BARING INTERNATIONAL FUND MANAGERS (IRELAND) LIMITED","802-114742","Y"
1991648,"FIVE ARROWS CO-INVESTMENTS II SCSP",805-9008698848,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS PRINCIPAL INVESTMENTS III SCSP",805-6809592045,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS HEALTHCARE CO-INVEST SCSP RAIF",805-3914759460,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS PRINCIPAL INVESTMENTS I CONTINUATION FUND SCSP",805-9139832285,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS CO INVESTMENT III SCSP",805-5916357570,"FIVE ARROWS","802-96178","N"
1991648,"BOLT CO-INVEST SCSP RAIF",805-1881462753,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS SPARK CO-INVEST SCSP SICAV-RAIF",805-3383201649,"FIVE ARROWS","802-96178","N"
1991648,"FA BIOPHORUM SCSP",805-5549063175,"FIVE ARROWS","802-96178","N"
1991648,"FA ENGINEERING SCSP",805-8157214796,"FIVE ARROWS","802-96178","N"
1991648,"FA MEDIVET SCSP",805-6148575882,"FIVE ARROWS","802-96178","N"
1991648,"FA SOFTWAY SCSP",805-5955357489,"FIVE ARROWS","802-96178","N"
1991648,"FA TRFR SCSP",805-7440218513,"FIVE ARROWS","802-96178","N"
1991648,"RPO A2MAC1 SCSP",805-7679653770,"FIVE ARROWS","802-96178","N"
1991648,"VV INVEST SCA",805-3699383250,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS MULTI STRATEGIES CO-INVESTMENT SCSP SICAV-RAIF",805-6130710101,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS DEBT PARTNERS III SCSP",805-3450955610,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS GROWTH CAPITAL I SCSP",805-9361648569,"FIVE ARROWS","802-96178","N"
1991648,"FIVE ARROWS FLORENCE CONTINUATION FUND SCSP",805-7496174666,"FIVE ARROWS","802-96178","N"
