"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1992434,"","","","","","","","Y","(716) 864-2167","","One of your branch offices or affiliates","COPIES OF WILLINK ASSET MGT. FINANCIAL RECORDS."
1988320,"ATLAS INFRASTRUCTURE (AUSTRALIA) PTY LIMITED","AUSTRALIA SQUARE, PLAZA BUILDING SUITE 4.03","LEVEL 4, 95 PITT STREET","SYDNEY","","Australia","NSW 2000","N","N/A","","One of your branch offices or affiliates","OTHER BOOKS AND RECORDS"
1988320,"APEX CORPORATE AND BUSINESS SERVICES UK LIMITED","PHOENIX STATION HILL","4TH FLOOR","READING, BERKSHIRE","","United Kingdom","RG1 1NB","N","0118 939 3200","","A third-party unaffiliated record keeper","ACCOUNTING RECORDS"
1991970,"IRON MOUNTAIN HONK KONG LIMITED","20 WINSLOW STREET","HUNG HOM, KOWLOON","HONG KONG","","China","","N","852 2511 2829","","Other","ARCHIVE OF LEGAL AND BUSINESS RELATED DOCUMENTS"
1991970,"DWS DOCUMENT MANAGEMENT SYSTEM","KRUPPSTRASSE 121 - 127 (DCB), 3","","FRANKFURT AM MAIN","","Germany","65428","N","069710475212","","Other","ELECTRONIC BOOKS AND RECORDS"
1991970,"BRS ALADDIN","MICROSOFT CORPORATION, AZURE WEST US 2","1515 PORT INDUSTRIAL WAY","QUINCY","WA","United States","98848","N","8335381100","","A third-party unaffiliated record keeper","ORDER MANAGEMENT, TRADING, RESEARCH AND INVESTMENT GUIDELINE MONITORING SYSTEM"
1991970,"NTT ASIA COM","HALL 2-4, TSEUNG KWAN O INDUSTRIAL ESTATE","6 CHUN KWONG STREET, NEW TERRITORIES","HONG KONG","","China","","N","852-21102222","","Other","COMPUTER FILES"
1991970,"COMPLIANCE REVIEW SYSTEM FILENET","2 GATEHALL DRIVE","3RD FLOOR, DC BH069","PARSIPPANY","NJ","United States","07054","N","9736064641","","A third-party unaffiliated record keeper","ELECTRONIC MARKETING RECORDS"
1991970,"DWS GROUP GMBH & CO. KGAA","MAINZER LANDSTRASSE 11-17","","FRANKFURT AM MAIN","","Germany","60329","N","+496991012371","","One of your branch offices or affiliates","COMPUTER FILES"
1991970,"EQUINIX HONG KONG LIMITED","5/F ROOM NO. 05 000210, EVER GAIN BUILDING","22 ON SUM STREET","HONG KONG","","China","","N","852-58085055","","Other","COMPUTER FILES"
1992448,"BLUE CHIP FINANCE LLC (CARACAS OFFICE)","AVE SAN FELIPE, TORRE COINASA","PH-1, LA CASTELLANA","CARACAS","","Venezuela","1060","N","+582122635294","","One of your branch offices or affiliates","DUPLICATES OF TRADING RECORDS, CLIENT'S KYC, COMPLIANCE RECORDS (ALL ORIGINALS MAINTAINED IN A CLOUD-BASED SERVER)"
1992460,"OSAIC WEALTH, INC.","2300 WINDY RIDGE PARKWAY","SUITE 750","ATLANTA","GA","United States","30339","N","800-547-2382 EXT. 2013","770-690-3888","One of your branch offices or affiliates","AFFILIATE RIA, MAINTAINS BOOKS AND RECORDS AT THIS LOCATION."
1992460,"ASSETMARK","1655 GRANT STREET","10TH FLOOR","CONCORD","CA","United States","94520","N","8006645345","","A third-party unaffiliated record keeper","CLIENT FILES AND RECORDS"
1992460,"IRON MOUNTAIN","22 KIMBERLY ROAD","","EAST BRUNSWICK","NJ","United States","08816","N","8009343453","","A third-party unaffiliated record keeper","IRON MOUNTAIN IS A SECURE OFF-SITE RECORDS STORAGE FACILITY CONTRACTED TO STORE CERTAIN RECORDS REQUIRED TO BE MAINTAINED BY THE FIRM."
1992460,"DOCUPACE","11766 WILSHIRE BLVD.","SUITE 1120","LOS ANGELES","CA","United States","90025","N","3104457722","310-445-7787","A third-party unaffiliated record keeper","FIRM AND CLIENT DOCUMENTS"
1992460,"OSAIC WEALTH, INC.","877 EXECUTIVE CENTER DR. W.","SUITE 300","ST. PETERSBURG","FL","United States","33702","N","800-543-6611","","One of your branch offices or affiliates","MAINTAINS BOOKS AND RECORDS AT THIS LOCATION."
1992460,"OSAIC","1301 SOUTH HARRISON STREET","","FORT WAYNE","IN","United States","46802","N","800-237-3813","","One of your branch offices or affiliates","HOME OFFICE RECORDS"
