"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
2002182,360473,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,251687,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,258327,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,258319,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,246984,"ADURO ADVISORS","SEATTLE","Texas","United States","N","Yes (provided to all investors)",""
2002182,246979,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,251678,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,251679,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,269474,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284311,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284299,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284307,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284312,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284259,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284297,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284301,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284271,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,284300,"ADURO ADVISORS","SEATTLE","Washington","United States","N","Yes (provided to all investors)",""
2002182,251680,"ADURO ADVISORS","SE","Washington","United States","N","Yes (provided to all investors)",""
