"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
2001110,246893,133138,"EMH GROWTH FUND II (FEEDER) SCSP",805-2314096027,"","Luxembourg","Y","Y"
2003007,172479,116937,"AVANZ EM PARTNERSHIPS FEEDER II, SPC",805-1397453229,"","Cayman Islands","Y","Y"
2003007,50520,11516,"AVANZ EM PARTNERHIPS FEEDER, SPC",805-8622676077,"","Cayman Islands","Y","Y"
2003007,217208,126608,"AVANZ EM DIRECT CO-INVESTMENTS FEEDER III, SPC",805-4568998264,"","Cayman Islands","Y","Y"
2000975,261048,146403,"PATRIA BRASIL INFRAESTRUTURA III FIC FIP",805-1075982225,"","Brazil","N","Y"
2000975,266356,138272,"PÁTRIA INFRAESTRUTURA IV FEEDER C FIPM",805-8185768239,"","Brazil","N","Y"
2000975,266356,138273,"PÁTRIA INFRAESTRUTURA IV FEEDER D FIPM",805-6685667277,"","Brazil","N","Y"
2000975,261007,139347,"PATRIA PRIVATE EQUITY VI FEEDER FIP MULTIESTRATÉGIA",805-6122492676,"","Brazil","N","Y"
2000975,266356,138270,"PÁTRIA INFRAESTRUTURA IV FEEDER A FIPM",805-9927577719,"","Brazil","N","Y"
2000975,235939,138239,"PÁTRIA CRÉDITO ESTRUTURADO FEEDER FIC FIDC",805-7793291745,"","Brazil","N","Y"
2000975,361661,146405,"PÁTRIA REAL ESTATE III PRIVATE I FIC FIP",805-1508370238,"","Brazil","N","Y"
2000975,361680,146408,"BRAZILIAN PRIVATE EQUITY IV - FUNDO DE INVESTIMENTO EM QUOTAS DE FIP",805-4378123020,"","Brazil","N","Y"
2000975,361661,146407,"PÁTRIA REAL ESTATE III TEAM FIC DE FIP",805-3668117672,"","Brazil","N","Y"
2000975,261048,146404,"PÁTRIA INFRAESTRUTURA III (+100) FIC DE FIP",805-1035769100,"","Brazil","N","Y"
2005569,40596,7402,"CAPITAL RETURNS, LP",805-4556818272,"Delaware","United States","N","Y"
2002620,438269,150537,"CVP NOLIMIT FEEDER II, LP",805-1144823954,"","Cayman Islands","Y","N"
2002620,365912,144484,"CVP NOLIMIT FUND AA LP",805-3222823361,"","Cayman Islands","Y","Y"
2002620,365912,144483,"CVP NOLIMIT FEEDER I, LP",805-6199344030,"","Cayman Islands","Y","N"
2006759,248903,133521,"NORBURY PARTNERS FUND, LTD.",805-5022652143,"","Cayman Islands","N","Y"
2000711,48903,8970,"AMANSA FEEDER LTD",805-7002053775,"","Cayman Islands","N","Y"
2000711,48903,8971,"AMANSA FUND LP",805-3387530020,"","Cayman Islands","N","Y"
2006012,490473,153809,"KOMO FUND LP",805-4605140720,"Delaware","United States","Y","N"
2006012,490473,153808,"KOMO FUND LIMITED",805-7978663186,"","Cayman Islands","Y","N"
2001818,487528,153251,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL X ASIA",805-4370705275,"","Luxembourg","Y","N"
2001818,487528,153252,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
2001818,487500,153240,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA DEEP IMPACT FUND",805-9896326822,"","Luxembourg","Y","N"
2001818,487500,153241,"HQ CAPITAL III SCA SICAV-RAIF - FEEDER AUDA DEEP IMPACT FUND",805-1833979178,"","Luxembourg","Y","N"
2001818,487533,153255,"AUDA CAPITAL FEEDER SCA SICAV-SIF - FEEDER AUDA ASIA SECONDARY FUND II",805-5622133369,"","Luxembourg","Y","N"
2001818,487531,153254,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
2001818,487499,153238,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX U.S.",805-7921184751,"","Luxembourg","Y","N"
2001818,487499,153239,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2001818,487497,153235,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX EUROPE",805-3327590044,"","Luxembourg","Y","N"
2001818,487497,153234,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2001818,487498,153236,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL IX ASIA",805-3763642454,"","Luxembourg","Y","N"
2001818,487498,153237,"HQ CAPITAL III SCA SICAV-RAIF - AUDA CAPITAL IX GLOBAL",805-6178111682,"","Luxembourg","Y","N"
2001818,487522,153246,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CO-INVESTMENT FUND III",805-9556805161,"","Luxembourg","Y","N"
2001818,487501,153243,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CO-INVESTMENT FUND III",805-9556805161,"","Luxembourg","Y","N"
2001818,487527,153249,"HQ CAPITAL V SCS SICAV-RAIF - FEEDER AUDA CAPITAL X EUROPE",805-4724868409,"","Luxembourg","Y","N"
2001818,487527,153250,"HQ CAPITAL V SCA SICAV-RAIF - AUDA CAPITAL X GLOBAL",805-5086172042,"","Luxembourg","Y","N"
2001818,487502,153244,"HQ CAPITAL V SCA SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-8450342483,"","Luxembourg","Y","N"
2001818,487502,153245,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA SECONDARY FUND VI",805-9289303678,"","Luxembourg","Y","N"
2001818,487531,153253,"HQ CAPITAL IV SCS SICAV-RAIF - FEEDER AUDA CAPITAL X U.S.",805-5352143201,"","Luxembourg","Y","N"
2002699,489612,153642,"BOOTHBAY ASOLUTE RETURN STRATEGIES, LTD.",805-8929071627,"","Cayman Islands","N","Y"
2000904,57667,117572,"HARBOR SPRING CAPITAL PARTNERS, LP",805-7342192505,"Delaware","United States","N","Y"
2000904,57667,117571,"HARBOR SPRING CAPITAL PARTNERS OFFSHORE, LTD",805-2693342457,"","Cayman Islands","N","Y"
1999535,269569,136051,"TARA FEEDER FUND LIMITED",805-2529131330,"","Jersey","Y","Y"
1995231,279464,153742,"GOLDEN EAGLE HYPERGROWTH FUND, LP",805-1219515098,"Delaware","United States","Y","N"
1995231,279464,153741,"GOLDEN EAGLE HYPERGROWTH FUND OFFSHORE, LTD",805-4459367276,"","Cayman Islands","Y","N"
2004033,36257,7049,"SISU CAPITAL FUND LIMITED",805-7464278336,"","Cayman Islands","Y","Y"
2005028,64560,13124,"SYMMETRY INTERNATIONAL FUND LIMITED",805-5385574880,"","Cayman Islands","N","Y"
2005028,64560,13125,"SYMMETRY US FUND LP",805-7756482454,"Delaware","United States","N","Y"
2005028,233967,131160,"SYMMETRY CASH MANAGEMENT LIMITED",805-5599830388,"","Cayman Islands","Y","Y"
2005028,252183,134005,"SYMMETRY ADAPTIVE FUND INTERNATIONAL LIMITED",805-8033584763,"","Cayman Islands","N","Y"
2005028,252183,134006,"SYMMETRY ADAPTIVE FUND US LP",805-2581708058,"Delaware","United States","N","Y"
2001864,484941,152492,"AVANTE PCS FEEDER, LP",805-5374553474,"Delaware","United States","N","Y"
2001614,316019,142177,"DAVERN CAPITAL PARTNERS ONSHORE FUND, LP",805-4553754508,"Delaware","United States","N","Y"
2005510,244169,132523,"AVG Q4 2019 SELECT FUND",805-9236390670,"Delaware","United States","Y","N"
2005510,243710,132550,"AVG Q2 2019 WOMEN'S FUND",805-4230715449,"Delaware","United States","Y","N"
2005510,244169,132524,"AVG Q4 2019 SOCIAL IMPACT FUND",805-9452523944,"Delaware","United States","Y","N"
2005510,219217,132536,"OCTOBER 1, 2018 AVG SOCIAL IMPACT FUND",805-4878387295,"Delaware","United States","Y","N"
2005510,244165,132526,"AVG Q3 2019 ELITE ENGINEERING FUND",805-4216537171,"Delaware","United States","Y","N"
2005510,244169,132522,"AVG Q4 2019 FRONTIER FUND",805-2495510380,"Delaware","United States","Y","N"
2005510,243697,132553,"JANUARY 1 2019 AVG FRONTIER FUND",805-7163460846,"Delaware","United States","Y","N"
2005510,243697,132552,"JANUARY 1 2019 AVG ELITE ENGINEERING FUND",805-5839124597,"Delaware","United States","Y","N"
2005510,243697,132554,"JANUARY 1 2019 AVG INTERNATIONAL FUND",805-6322654231,"Delaware","United States","Y","N"
2005510,254179,143468,"AVG Q1 2020 FRONTIER FUND",805-1739556213,"Delaware","United States","Y","N"
2005510,254179,143469,"AVG Q1 2020 SELECT FUND",805-8488971691,"Delaware","United States","Y","N"
2005510,254179,143470,"AVG Q1 2020 SOCIAL IMPACT FUND",805-8244410845,"Delaware","United States","Y","N"
2005510,244165,132529,"AVG Q3 2019 SOCIAL IMPACT FUND",805-2075233063,"Delaware","United States","Y","N"
2005510,219217,132532,"OCTOBER 1, 2018 AVG ELITE ENGINEERING FUND",805-9554900617,"Delaware","United States","Y","N"
2005510,219213,132542,"AVG MIDWEST VALUE FUND 1",805-2422122663,"Delaware","United States","Y","N"
2005510,219213,132543,"AVG SELECT FUND 1",805-9759368884,"Delaware","United States","Y","N"
2005510,219213,132539,"AVG B-SCHOOL FUND 1",805-3811518974,"Delaware","United States","Y","N"
2005510,244169,132525,"AVG Q4 2019 WOMEN'S FUND",805-6841682263,"Delaware","United States","Y","N"
