FilingID,FormVersion,DateSubmitted,1A,1B1,1B2,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1N-CIK,1O,1OAmount,1P,4A,4B,5A,5B1,5B2,5B3,5B4,5B5,5B6,5C1,5C2,5D1a,5D1b,5D1c,5D1d,5D1e,5D1f,5D1g,5D1h,5D1i,5D1j,5D1k,5D1l,5D1m,5D1n,5D1n Other,5D2a,5D2b,5D2c,5D2g,5D2h,5D2i,5D2j,5D2k,5D2l,5D2m,5D2n,5D3a,5D3b,5D3c,5D3d,5D3e,5D3f,5D3g,5D3h,5D3i,5D3j,5D3k,5D3l,5D3m,5D3n,5E1,5E2,5E3,5E4,5E5,5E6,5E7,5E7-Other,5F1,5F2a,5F2b,5F2c,5F2d,5F2e,5F2f,5F3,5G1,5G2,5G3,5G4,5G5,5G6,5G7,5G8,5G9,5G10,5G11,5G12,5G12-Other,5H,5H-Other,5I1,5I2a,5I2b,5I2c,5J1,5J2,5K1,5K2,5K3,5K4,5L1a,5L1b,5L1c,5L1d,5L1e,5L2,5L3,5L4,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,8A1,8A2,8A3,8B1,8B2,8B3,8C1,8C2,8C3,8C4,8D,8E,8F,8G1,8G2,8H1,8H2,8I,9A1a,9A1b,9A2a,9A2b,9B1a,9B1b,9B2a,9B2b,9C1,9C2,9C3,9C4,9D1,9D2,9E,9F,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,12A,12B1,12B2,12C1,12C2,Execution Type,Signatory,Execution Date,Title
1992434,Oct-21,5/22/2025 8:48,WILLINK ASSET MANAGEMENT LLC,WILLINK ASSET MANAGEMENT LLC,N,N,N,,801-79969,117622,484 MAIN STREET,,EAST AURORA,NY,United States,14052,N,Other,MONDAY-SATURDAY,8:30AM - 4:30 PM,716-687-0648,716-714-5212,0,,,,,,,,Y,Y,N,N,,N,,,N,,2,2,0,2,0,0,0,0,0,43,14,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,16791409,36710378,,,,,,,,,,,,,Y,Y,N,N,N,N,N,,Y,49730613,3771174,53501787,125,3,128,0,Y,Y,N,N,N,N,N,Y,N,N,N,N,,26-50,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,FREDERICK R. FADEL,5/22/2025,CHIEF COMPLIANCE OFFICER
1988320,Oct-21,5/22/2025 9:11,ATLAS INFRASTRUCTURE PARTNERS (UK) LTD,ATLAS INFRASTRUCTURE,N,N,N,,801-110882,288560,1-3 COLLEGE HILL,1ST FLOOR WEST,LONDON,,United Kingdom,EC4R 2RA,N,Monday - Friday,,9:00 AM - 5:00 PM,+44 20 3890 4700,,0,,,,,,,,Y,Y,Y,N,,N,,213800MRQPUIUDTU6729,N,,28,18,0,0,0,0,0,4,100,,,,,,4,1,,,,,,,,,N,N,N,Y,N,N,N,N,N,N,N,,,,,,2053756871,55120703,,,,,,,,Y,N,N,N,N,N,N,,Y,2108877574,0,2108877574,5,0,5,2108877574,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,N,,,,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Non-Resident,CARL CHAMBERS,5/22/2025,CHIEF COMPLIANCE OFFICER
1991970,Oct-21,5/22/2025 9:11,DWS INVESTMENTS HONG KONG LIMITED,DWS INVESTMENTS HONG KONG LIMITED,N,N,N,,801-66285,139666,60/F INTERNATIONAL COMMERCE CENTRE,"1 AUSTIN ROAD WEST, KOWLOON",HONG KONG,,China,,N,Monday - Friday,,9:00AM-5:30PM,852-2203-8888,,0,,,,,,,,Y,Y,Y,N,,N,,529900RX8DKTJ81MHL26,N,,66,16,0,0,0,0,0,1,89,,,,,,7,,,,,2,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,1826903368,,,,,580970960,,,,Y,N,N,N,N,Y,N,,Y,2407874328,0,2407874328,8,0,8,2002026032,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,N,,,,Y,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,,,N,N,,,N,N,N,N,N,Y,,,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,,Non-Resident,JOJO WONG,5/22/2025,CHIEF COMPLIANCE OFFICER
1992448,Oct-21,5/22/2025 9:44,BLUE CHIP FINANCE LLC,BLUE CHIP FINANCE LLC,N,N,N,,801-123392,281221,AV. SAN FELIPE,"TORRE COINASA, PH1",CARACAS,,Venezuela,,N,Monday - Friday,,BY APPOINTMENT ONLY,919 749-4421,,1,78 SW 7TH ST,5TH FLOOR,MIAMI,FL,United States,33130,N,Y,Y,N,N,,N,,,N,,7,1,0,1,0,0,0,0,89,22,52,0,0,0,0,0,0,0,0,0,0,0,0,,N,N,N,N,N,N,N,N,N,N,N,312386,3500000,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,N,Y,N,Y,N,,Y,3537674,274712,3812386,58,3,61,3741775,N,Y,N,N,N,N,N,N,N,N,N,N,,,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,Y,N,N,Y,Y,3800000,74,N,N,0,0,Y,N,N,N,N,N,,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JUAN C RIERA,5/22/2025,COMPLIANCE CONSULTANT
1992473,Oct-21,5/22/2025 10:31,"BOFA SECURITIES, INC.","BOFA SECURITIES, INC.",N,N,N,,801-112640,283942,ONE BRYANT PARK,,NEW YORK,NY,United States,10036,N,Monday - Friday,,9AM TO 5PM,646-743-2734,,6,150 N COLLEGE ST,NC1-028-28-04,CHARLOTTE,NC,United States,28255,N,Y,N,N,N,,N,,549300HN4UKV1E2R3U73,N,,319,319,319,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,N,N,N,N,N,N,Y,NEGOTIATED FEES FOR RESEARCH-RELATED SERVICES,N,,,,,,,,N,N,N,N,N,N,N,Y,N,N,N,Y,RESEARCH-RELATED SERVICES,0,,N,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,,Domestic,JOHNESE JACKSON,5/22/2025,AUTHORIZED SIGNATORY
1992462,Oct-21,5/22/2025 10:51,"HERITAGE WEALTH ARCHITECTS, INC.","HERITAGE WEALTH ARCHITECTS, INC.",N,Y,Y,BOYUM WEALTH ARCHITECTS LLC,801-112783,161261,3050 METRO DRIVE,SUITE 200,BLOOMINGTON,MN,United States,55425,N,Monday - Friday,,8:00AM TO 5:00PM,651-289-6444,888-365-8373,0,,,,,,,,Y,N,N,N,,N,,,N,,6,5,0,5,0,1,0,0,1,81,102,,,,,,,,,,,9,,,N,N,N,N,N,N,Y,N,N,N,N,31701081,252675385,,,,,,,,1878220,,,29993011,,Y,Y,N,Y,N,N,N,,Y,227936375,88311322,316247697,619,210,829,3057870,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,,51-100,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,Y,Y,N,N,N,Y,N,74756048,75,N,N,,,N,N,N,N,N,N,,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,JAMES KNAPP,5/22/2025,CHIEF COMPLIANCE OFFICER
1992487,Oct-21,5/22/2025 10:55,COZAD ASSET MANAGEMENT INC,COZAD ASSET MANAGEMENT INC,N,N,N,,801-18060,104764,2501 GALEN DRIVE,,CHAMPAIGN,IL,United States,61821-7005,N,Monday - Friday,,8:00 AM TO 5:00 PM,217-356-8363,217-355-1359,0,P. O. BOX 3669,,CHAMPAIGN,IL,United States,61826-3669,N,Y,Y,N,N,,N,,,N,,29,20,0,20,0,11,1,5,0,1078,878,0,0,0,0,12,24,0,0,0,0,23,0,,N,N,N,N,N,N,N,N,N,N,N,408768231,1678800302,0,0,0,0,63037978,48707964,0,0,0,0,41379502,0,Y,Y,N,Y,N,N,N,,Y,2171800380,68893597,2240693977,3396,28,3424,0,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,,10-Jan,,N,,,,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,Y,Y,N,Y,N,774634,7,Y,N,774634,7,N,N,Y,N,N,N,May-24,2,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,STEPHEN CRAIG KIDDOO,5/22/2025,CHIEF COMPLIANCE OFFICER
1992497,Oct-21,5/22/2025 11:07,"BOFA SECURITIES, INC.","BOFA SECURITIES, INC.",N,N,N,,801-112640,283942,ONE BRYANT PARK,,NEW YORK,NY,United States,10036,N,Monday - Friday,,9AM TO 5PM,646-743-2734,,6,150 N COLLEGE ST,NC1-028-28-04,CHARLOTTE,NC,United States,28255,N,Y,N,N,N,,N,,549300HN4UKV1E2R3U73,N,,319,319,319,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,N,N,N,N,N,N,Y,NEGOTIATED FEES FOR RESEARCH-RELATED SERVICES,N,,,,,,,,N,N,N,N,N,N,N,Y,N,N,N,Y,RESEARCH-RELATED SERVICES,0,,N,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,,Domestic,JOHNESE JACKSON,5/22/2025,AUTHORIZED SIGNATORY
1992518,Oct-21,5/22/2025 11:53,"KCD FINANCIAL, INC.","KCD FINANCIAL, INC.",N,N,N,,801-110069,127473,3061 ALLIED STREET,SUITE B,GREEN BAY,WI,United States,54304,N,Monday - Friday,,8-4:30 CST,920-347-3400,920-347-3402,17,,,,,,,,Y,N,N,N,,N,,,N,,28,27,24,27,0,28,0,75,0,1123,22,,,,,,,,,,,,,,N,N,N,Y,Y,N,N,N,N,N,N,124779206,57806632,,,,,,,,,,,,,Y,Y,N,Y,N,N,Y,A PORTION OF FEES PAID TO 3RD PARTY ADVISORS,Y,182585838,0,182585838,697,0,697,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,26-50,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,,,,,,Domestic,AMBER L KLINGER,5/22/2025,LICENSING & REGISTRATION COORDINATOR
1992562,Oct-21,5/22/2025 13:04,COZAD ASSET MANAGEMENT INC,COZAD ASSET MANAGEMENT INC,N,N,N,,801-18060,104764,2501 GALEN DRIVE,,CHAMPAIGN,IL,United States,61821-7005,N,Monday - Friday,,8:00 AM TO 5:00 PM,217-356-8363,217-355-1359,0,P. O. BOX 3669,,CHAMPAIGN,IL,United States,61826-3669,N,Y,Y,N,N,,N,,,N,,29,20,0,20,0,11,1,5,0,1078,878,0,0,0,0,12,24,0,0,0,0,23,0,,N,N,N,N,N,N,N,N,N,N,N,408768231,1678800302,0,0,0,0,63037978,48707964,0,0,0,0,41379502,0,Y,Y,N,Y,N,N,N,,Y,2171800380,68893597,2240693977,3396,28,3424,0,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,,10-Jan,,N,,,,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,Y,Y,N,Y,N,774634,7,Y,N,774634,7,N,N,Y,N,N,N,May-24,2,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,STEPHEN CRAIG KIDDOO,5/22/2025,CHIEF COMPLIANCE OFFICER
