"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
2004778,"RED SWAN VENTURES IV, L.P.",805-9777620521,284825,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",12371001,0,20,1,20,"",20,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2004778,"RED SWAN EXPO INVESTORS, LLC",805-1579011657,356640,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1509300,0,12,5,66,"N",0,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
2004778,"RED SWAN VENTURES IV-A, L.P.",805-7384303965,285250,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",14321234,0,37,5,17,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL PRINCIPALS SEED FUND I, L.P.",805-8821682798,217753,"","Cayman Islands","Y","N","N","N","",,"N","","N","Private Equity Fund","",42644101,0,46,49,0,"N",57,"N","Y","N",0,"Y","N","Y","","","N","N","Y",0,"N"
2003730,"HONGSHAN CAPITAL GROWTH FUND I, L.P.",805-2126394339,26120,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",3972948556,0,76,0,4,"",12,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL VENTURE FUND V, L.P.",805-9574495097,77589,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",496725766,0,147,0,15,"",27,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL VENTURE PARTNERS FUND V, L.P.",805-5231942223,77592,"","Cayman Islands","Y","N","N","N","",,"N","","N","Private Equity Fund","",26010646,0,12,0,5,"N",95,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL VENTURE V PRINCIPALS FUND, L.P.",805-1862736048,77593,"","Cayman Islands","Y","N","N","N","",,"N","","N","Private Equity Fund","",56423737,0,67,34,2,"N",56,"N","Y","N",0,"Y","N","Y","","","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL PARTNERS FUND I, L.P.",805-2268199681,26112,"","Cayman Islands","Y","N","N","N","",,"N","","N","Private Equity Fund","",29255109,0,17,50,0,"N",81,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL VENTURE PARTNERS FUND IX, L.P.",805-7145573404,337256,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",152009104,0,66,0,1,"",48,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL GROWTH V PRINCIPALS FUND, L.P.",805-6597982496,217815,"","Cayman Islands","Y","N","N","N","",,"N","","N","Private Equity Fund","",171644640,0,44,47,0,"N",54,"N","Y","N",0,"Y","N","Y","","","N","Y","Y",0,"N"
2003730,"HONGSHAN CAPITAL VENTURE FUND IX, L.P.",805-1570302670,337253,"","Cayman Islands","N","Y","N","N","",,"N","","N","Private Equity Fund","",1063705534,0,168,0,16,"",43,"N","Y","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
