"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1999550,"N","A","NARANG, SUMEET","I","","DIRECTOR",01/2008,"NA","Y","N",4980794
1999550,"N","A","GODE, GAUTAM","I","","DIRECTOR",02/2007,"NA","Y","N",6040029
1999550,"N","A","NARANG, SUBHASH, CHANDRA","I","","DIRECTOR",02/2007,"NA","Y","N",6040030
1999550,"N","A","AGARWAL, VIKRAM","I","","CHIEF FINANCIAL OFFICER",11/2007,"NA","Y","N",6040031
1999550,"N","A","MEHTA, MANISH","I","","DIRECTOR",12/2012,"NA","Y","N",6173104
1999550,"N","A","Narang, Saket","I","","OWNER",04/2018,"NA","Y","N",7134634
1999550,"N","A","NARANG, SUMEET","I","","OWNER",04/2018,"C","Y","N",4980794
1999550,"N","A","NARANG, SUSHMA, S","I","","OWNER",04/2019,"D","Y","N",6823204
1995030,"N","A","APPLEBY, ROBERT, CLIVE","I","","MEMBER",03/2016,"C","Y","N",1248801
1995030,"N","A","Alun-Jones, Jeremy, Thomas","I","","MEMBER",07/2014,"C","Y","N",6830281
1995030,"N","A","RAINSFORD, ANNA, LOUISE","I","","MEMBER",04/2017,"B","N","N",6830301
1995030,"N","A","Silm, Jason, Roland","I","","MEMBER",07/2017,"B","N","N",6830310
1995030,"N","A","Cooper, Alastair, Willis Peter","I","","MEMBER",07/2017,"B","N","N",6830318
1996832,"Y","A","DOBBS, OLIVER, EDWARD CONWAY","I","","PARTNER",07/2015,"E","Y","N",1791582
1996832,"Y","A","CREDERE LIMITED","FE","","CORPORATE PARTNER",01/2016,"NA","N","N",
1996832,"","B","DOBBS, OLIVER, EDWARD CONWAY","I","CREDERE LIMITED","DIRECTOR",05/2015,"E","Y","N",1791582
1996832,"Y","A","Marquez, Nicolas","I","","PARTNER",07/2017,"NA","N","N",6855515
1996832,"Y","A","STATON, DAVID","I","","PARTNER",07/2015,"NA","N","N",2526508
1996832,"Y","A","OESTLUND, FREDRIK, GLENN JAN CONSTANTIN","I","","CHIEF COMPLIANCE OFFICER",10/2018,"NA","N","N",6825743
1996832,"Y","A","Isaac, Darren","I","","CHIEF OPERATING OFFICER",12/2021,"NA","Y","N",7772668
1996832,"Y","A","Tsikoura, Marina","I","","CHIEF RISK OFFICER",02/2023,"NA","Y","N",7772672
1999646,"N","A","KINUHATA, HIDEKI","I","","EXECUTIVE DIRECTOR",06/2019,"E","Y","N",2648014
1996340,"Y","A","DELANEY, EVAN","I","","DIRECTOR",12/2013,"NA","Y","N",6281421
1996340,"Y","A","FRASER, COLIN, MURRAY","I","","DIRECTOR",02/2011,"NA","Y","N",6021429
1996340,"Y","A","MCGOWAN, DEREK, SAMUEL","I","","CHIEF EXECUTIVE/DIRECTOR",02/2012,"NA","Y","N",6021432
1996340,"Y","A","BOLSOVER, KATHARINE, BLANCHE MARY","I","","INDEPENDENT NON EXECUTIVE DIRECTOR",05/2019,"NA","Y","N",7119505
1996340,"Y","A","BAILLIE GIFFORD & CO","FE","","PARENT OWNER",10/1979,"E","Y","N",
1996340,"","B","ADAIR, SPENCER, FRANKLIN","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2013,"F","Y","N",6184440
1996340,"","B","ATACK, AMY, SYBILLA ELIZABETH","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2018,"F","Y","N",6941898
1996340,"","B","BAILLIE GIFFORD INTERNATIONAL PARTNERSHIP","FE","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2011,"F","Y","N",
1996340,"","B","BRETT, MATTHEW, COLIN JOHN","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2018,"F","Y","N",6941890
1996340,"","B","BRODIE, DOUGLAS, WILLIAM","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2015,"F","Y","N",6514323
1996340,"","B","CAMPBELL, TIMOTHY, EDWARD HUGH","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2012,"F","Y","N",5756834
1996340,"","B","COUTTS, THOMAS, BENEDICT CARGILL","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2014,"F","Y","N",6338554
1996340,"Y","A","BUCKLEY, DEAN, ROBERT","I","","INDEPENDENT NON EXECUTIVE DIRECTOR",04/2019,"NA","Y","N",4339854
1996340,"","B","DELANEY, EVAN","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2018,"F","Y","N",6281421
1996340,"","B","DUNBAR, STUART","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2014,"F","Y","N",6338558
1996340,"","B","FARQUHARSON, DONALD, HUGH MILLER","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2007,"F","Y","N",4347274
1996340,"","B","MACCOLL, MALCOLM, GRAHAM","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2011,"F","Y","N",5935418
1996340,"","B","GARRATT, TIMOTHY, JAMES","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2016,"F","Y","N",6658154
1996340,"","B","HAMILTON, KATHRIN","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2013,"F","Y","N",4797514
1996340,"","B","MACDOUGALL, JOHN, LACHLAN GRAY","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2019,"F","Y","N",6658151
1996340,"","B","MCCOMBIE, IAIN, ARTHUR DONALD","I","BAILLIE GIFFORD & CO","BENEFICIAL OWNER - PARTNER",05/2005,"F","Y","N",5045851
