"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1980356,"Y","A","FOY, ALAN, DAVID","I","","CHAIRMAN",01/2019,"NA","Y","N",7566190
1980356,"Y","A","Martin, Brian, Francis Gerard","I","","DIRECTOR",04/2020,"NA","N","N",7720015
1980356,"Y","A","Gogan, Neil, James","I","","CHIEF OPERATING OFFICER",09/2021,"NA","Y","N",7894272
1980356,"Y","A","VENTUREWAVE LIMITED","FE","","EQUITY OWNER",01/2019,"E","Y","N",
1980356,"","B","FOY, ALAN, DAVID","I","VENTUREWAVE LIMITED","EQUITY OWNER",01/2019,"D","Y","N",7566190
1980356,"","B","GAFFNEY, BRENDAN","I","VENTUREWAVE LIMITED","EQUITY OWNER",01/2019,"C","Y","N",7566193
1938433,"N","A","CEVEY, MARC, ALBERT","I","","CHIEF EXECUTIVE OFFICER",03/2024,"NA","Y","N",1747724
1938433,"N","A","BEALLE, BRIAN, J","I","","CHIEF OPERATING OFFICER",03/2024,"NA","Y","N",6040164
1938433,"N","A","HUGGAN, JAMES, R","I","","CHIEF INVESTMENT OFFICER",03/2024,"NA","Y","N",6040166
1938433,"N","A","PORTER, LINDI, E","I","","CHIEF COMPLIANCE OFFICER",03/2024,"NA","Y","N",6040170
1938433,"N","A","ROYAL BANK OF CANADA","FE","","PARENT COMPANY",03/2024,"E","Y","Y",
1938433,"N","A","WILLIAMS, DAMON, GRANT","I","","DIRECTOR",03/2024,"NA","Y","N",5530176
1938433,"N","A","STEMPIEN, CHANDRA, KIM","I","","DIRECTOR",03/2024,"NA","Y","N",5670864
1938433,"N","A","Graham, Matthew, David","I","","DIRECTOR",03/2024,"NA","Y","N",7907930
1938433,"N","A","Chalmers, Elizabeth, Leigh","I","","DIRECTOR",03/2024,"NA","Y","N",7907931
1938433,"N","A","Phillips, Stephanie, Anne","I","","CHIEF FINANCIAL OFFICER",09/2024,"NA","Y","N",7993061
1976606,"Y","A","MALLOY, CHRISTOPHER, JAMES","I","","MANAGING MEMBER",09/2015,"NA","Y","N",
1976606,"Y","A","COHEN, LAUREN, HARRY","I","","MANAGING MEMBER",10/2015,"C","Y","N",
1976606,"Y","A","ILA CAPITAL (SWITZERLAND) AG","DE","","OWNER",06/2019,"B","N","N",
1976606,"","B","Burkard, Gabriella","I","ILA CAPITAL (SWITZERLAND) AG","OWNER",06/2019,"E","Y","N",7244288
1976801,"N","A","Skinner, Henry, Bradford","I","","CHIEF EXECUTIVE OFFICER",03/2021,"NA","Y","N",7359546
1976801,"N","A","Hellmuth, David, Christopher","I","","CHIEF COMPLIANCE OFFICER, GENERAL COUNSEL AND CHIEF OPERATING OFFICER",11/2022,"NA","Y","N",7716638
1976801,"N","A","Vancura, John, William","I","","CHIEF FINANCIAL OFFICER",06/2023,"NA","Y","N",7716686
1976801,"N","A","Heidecker, Martin","I","","CHIEF INVESTMENT OFFICER",08/2021,"NA","Y","N",7890394
1968133,"Y","A","COHEN, MEIR, AARON","I","","DIRECTOR",08/2010,"C","Y","N",2866573
1968133,"Y","A","BSP FUNDS LTD.","FE","","SHAREHOLDER",10/2007,"C","Y","N",
1968133,"Y","A","EVERBOROUGH NOMINEES PTY. LTD.","FE","","SHAREHOLDER",05/2009,"C","Y","N",
1968133,"","B","EVERBOROUGH PTY. LTD.","FE","EVERBOROUGH NOMINEES PTY. LTD.","SHAREHOLDER",05/2009,"E","Y","N",
1968133,"","B","ABL FIDUCIARY CORPORATION PTD. LTD.","FE","EVERBOROUGH PTY LTD.","SHAREHOLDER",12/2009,"D","Y","N",
1968133,"","B","H R & F HOLDINGS PTD. LTD.","FE","EVERBOROUGH PTY. LTD.","SHAREHOLDER",12/2009,"D","Y","N",
1968133,"Y","A","DUBE, VUMINDABA","I","","DIRECTOR",09/2018,"NA","Y","N",6927265
1968133,"Y","A","WONG, YEN YEO","I","","DIRECTOR",08/2024,"NA","Y","N",8057760
1976926,"N","A","Molson, Edward, Charles","I","","MANAGING MEMBER AND CHIEF INVESTMENT OFFICER",06/2024,"E","Y","N",8008934
1976926,"N","A","Hickey, Christopher, Patrick","I","","MEMBER",01/2024,"NA","Y","N",8008945
1976926,"N","A","Arikan, Yavuz","I","","CHIEF OPERATING OFFICER",05/2024,"NA","Y","N",8008946
1976926,"N","A","MAIDENS, SARAH, JANE","I","","CHIEF COMPLIANCE OFFICER",07/2024,"NA","Y","N",7472603
1978850,"N","A","JAHNS, DAVID, WILLIAM","I","","MANAGER",07/2016,"C","Y","N",1533044
1978850,"N","A","SHROFF, ZUBEEN","I","","MANAGER",07/2016,"C","Y","N",6050060
1978850,"N","A","BAUER, STACEY, LYNN","I","","CHIEF FINANCIAL OFFICER",07/2017,"NA","N","N",3221741
1978768,"N","A","Tennant, Joseph, John","I","","MANAGING PARTNER & CHIEF COMPLIANCE OFFICER",11/2021,"D","Y","N",7405044
1978768,"N","A","LEONHARD, ROBERT, DONALD","I","","MANAGING PARTNER",11/2021,"D","N","N",7288065
1978534,"N","A","Vaidya, Yash","I","","OWNER",02/2025,"E","Y","N",8074465
1971671,"Y","A","Norris, Simon, William","I","","PARTNER",11/2013,"NA","Y","N",7564179
1971671,"","B","MORESCO, ERIK, JOAO","I","VCP LUX HOLDINGS SARL","BENEFICIAL OWNER",11/2013,"E","Y","N",2945454
1971671,"Y","A","VCP LUX HOLDINGS SARL","FE","","SHAREHOLDER",11/2016,"E","Y","N",
1979092,"","B","ERCIL, ALP","I","ASIAN INVESTMENT PARTNERS LTD.","OWNER",10/2011,"E","Y","N",2648482
1979092,"Y","A","ASIAN INVESTMENT PARTNERS LTD.","FE","","OWNER",10/2011,"E","Y","N",
1979092,"Y","A","ERCIL, ALP","I","","EXECUTIVE OFFICER/DIRECTOR",10/2011,"NA","Y","N",2648482
1979092,"Y","A","SHIH, PAUL, I-CHENG","I","","DIRECTOR",10/2011,"NA","Y","N",4242881
1979092,"Y","A","HAQUE, YUSUF, RAZAUL","I","","CHIEF OPERATING OFFICER, DIRECTOR",07/2020,"NA","Y","N",5904023
1979092,"Y","A","CHAN, SHIRLEY SZE MAN","I","","HEAD OF COMPLIANCE",07/2020,"NA","N","N",7305059
1963921,"N","A","TOWNSHEND, PETER, NORTON","I","","MANAGING MEMBER",05/2020,"D","Y","N",7551397
1963921,"N","A","BEREZ, AARON, LEE","I","","MANAGING MEMBER",05/2020,"D","Y","N",7551399
1979523,"N","A","BANYAN PACIFIC CAPITAL MANAGEMENT LIMITED","FE","","MEMBER",01/2020,"B","N","N",
1979523,"N","A","Mao, Jim","I","","MANAGING MEMBER",01/2020,"E","Y","N",7603397
1965727,"Y","A","OI HOLDCO, LLC","DE","","MANAGING MEMBER",01/2023,"E","Y","N",
1965727,"Y","A","LUNDE, STEPHANIE, MARIE","I","","PARTNER",01/2023,"NA","Y","N",4148451
1965727,"Y","A","PETERSON, MARK, ALLEN","I","","PARTNER",01/2023,"NA","Y","N",4724892
1965727,"Y","A","LANNERS, JONATHAN, WILLIAM","I","","PARTNER",01/2023,"NA","Y","N",5540137
1965727,"Y","A","Schmitt, Scott, Jerome","I","","MANAGING PARTNER",10/2020,"NA","Y","N",8073776
1965727,"","B","Solberg, John, Robert","I","OI HOLDCO, LLC","MEMBER",01/2011,"C","Y","N",8074642
1966890,"Y","A","BFA CATALYST IM LLC","DE","","MANAGING MEMBER",11/2022,"E","Y","N",
1966890,"Y","A","CARRARO, MAELIS, NMN","I","","MANAGING PARTNER, CHIEF EXECUTIVE OFFICER, AND PRESIDENT",11/2022,"NA","Y","N",7786677
1966890,"","B","BANKABLE FRONTIER ASSOCIATES LLC","DE","BFA CATALYST IM LLC","MANAGING MEMBER",11/2022,"E","Y","N",
1966890,"","B","NG'WENO, AMOLO, NMN","I","BANKABLE FRONTIER ASSOCIATES LLC","MANAGING MEMBER",11/2022,"D","Y","N",7789195
1966890,"Y","A","FOTO, GLADYS, THABISO","I","","CHIEF FINANCIAL OFFICER AND CHIEF COMPLIANCE OFFICER",12/2024,"NA","Y","N",8073709
1980162,"N","A","Karmanov, Oleg","I","","MANAGING MEMBER, CHIEF COMPLIANCE OFFICER",08/2023,"E","Y","N",7811968
1949383,"N","A","ROOKE, JENNY","I","","SOLE MEMBER AND MANAGER",01/2018,"E","Y","N",7075004
