"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1989625,11820,"","A","SHAMAH, ABRAHAM, MORRIS","I","","MANAGING MEMBER",10/2020,"E","Y","N",4464294
1990004,7664,"","A","GYULAY, LANDON, HULL","I","","MANAGER",02/2019,"NA","Y","N",7241073
1990004,7664,"","A","JOSH, BERMAN","I","","MANAGER",06/2017,"C","Y","N",6937551
1990004,7664,"","A","TUCKER, ANTHONY, ALBERT","I","","MANAGER",06/2017,"B","Y","N",6937557
1990004,7664,"","A","Park, Soo","I","","CHIEF COMPLIANCE OFFICER",01/2022,"NA","Y","N",7503741
1990004,7665,"","A","BERMAN, JOSH, LEIGH","I","","MANAGING MEMBER",06/2017,"C","Y","N",6937551
1990004,7665,"","A","TUCKER, ANTHONY","I","","PRINCIPAL",01/2016,"NA","Y","N",6937557
1990004,7665,"","A","VARMA, SAMIT, KUMAR","I","","MEMBER",01/2022,"C","Y","N",6049405
1990004,7665,"","A","SULLIVAN, BRIAN","I","","MANAGING MEMBER",01/2016,"C","Y","N",6937554
1990004,7665,"","A","Park, Soo","I","","CHIEF COMPLIANCE OFFICER",01/2022,"NA","Y","N",7503741
1989101,9985,"Y","A","PRIMARY WAVE MUSIC PUBLISHING LLC","DE","","OWNER",10/2022,"E","Y","N",
1989101,9985,"","B","PWMP VENTURES LLC","DE","PRIMARY WAVE MUSIC PUBLISHING LLC","OWNER",06/2016,"E","Y","N",
1989101,9985,"","B","PRIMARY WAVE ENTERTAINMENT HOLDINGS LLC","DE","PWMP VENTURES LLC","OWNER",06/2016,"C","Y","N",
1989101,9985,"","B","BROOKFIELD ALTO HOLDINGS LLC","DE","PWMP VENTURES LLC","OWNER",10/2022,"C","Y","N",
1989101,9985,"","B","BROOKFIELD US INC.","DE","BROOKFIELD ALTO HOLDINGS LLC","OWNER",08/2022,"E","Y","N",
1989101,9985,"","B","BROOKFIELD US HOLDINGS INC.","FE","BROOKFIELD US INC.","OWNER",01/2003,"E","Y","N",
1989101,9985,"","B","BROOKFIELD CORPORATION","DE","BROOKFIELD ASSET MANAGEMENT ULC","OWNER",12/2022,"E","Y","N",
1989101,9985,"","B","BROOKFIELD ASSET MANAGEMENT ULC","DE","BROOKFIELD US HOLDINGS INC.","OWNER",12/2022,"E","Y","N",
1989101,9985,"","B","BROOKFIELD ASSET MANAGEMENT LTD","DE","BROOKFIELD ASSET MANAGEMENT ULC","OWNER",12/2022,"C","Y","N",
1987687,8092,"Y","A","FORTRESS OPERATING ENTITY I L.P.","DE","","SOLE MEMBER",01/2007,"E","Y","N",
1987687,8092,"Y","A","BROOKS, DAVID, NICHOLS","I","","VICE PRESIDENT, SECRETARY, SECURITY OFFICER AND GENERAL COUNSEL",02/2007,"NA","N","N",5314938
1987687,8092,"Y","A","BASS, DANIEL, NEAL","I","","CHIEF FINANCIAL OFFICER",12/2003,"NA","N","N",4747757
1987687,8092,"","B","FIG BLUE LLC","DE","FORTRESS OPERATING ENTITY I L.P.","GENERAL PARTNER",01/2007,"F","Y","N",
1987687,8092,"","B","FORTRESS INVESTMENT GROUP LLC","DE","FIG BLUE LLC","SOLE MEMBER",01/2007,"E","Y","N",
1987687,8092,"","B","FINCO I INTERMEDIATE HOLDCO LLC","DE","FORTRESS INVESTMENT GROUP LLC","SOLE MEMBER",12/2017,"E","Y","N",
1987687,8092,"","B","FINCO I LLC","DE","FINCO I INTERMEDIATE HOLDCO LLC","SOLE MEMBER",12/2017,"E","Y","N",
1987687,8092,"","B","FIG PARENT, LLC","DE","FINCO I LLC","SOLE MEMBER",12/2017,"E","Y","N",
1987687,8092,"Y","A","Pack, Joshua, Anthony","I","","CO-CHIEF EXECUTIVE OFFICER",05/2023,"NA","Y","N",7432078
1987687,8092,"Y","A","MCKNIGHT, ANDREW, ADDISON","I","","CO-CHIEF EXECUTIVE OFFICER",05/2023,"NA","Y","N",4234427
1987687,8092,"Y","A","NEUMARK, JACK, ADAM","I","","MANAGING PARTNER",05/2024,"NA","Y","N",7930279
1987687,8092,"","B","FIG BUYER GP, LLC","DE","FOUNDATION HOLDCO LP","GENERAL PARTNER",05/2024,"F","Y","N",
1987687,8092,"","B","FIG BUYER GP, LLC","DE","FM INVESTOR AGGREGATOR LP","GENERAL PARTNER",05/2024,"F","Y","N",
1987687,8092,"","B","MC FOUNDATION HOLDINGS LP","DE","FOUNDATION HOLDCO LP","LIMITED PARTNER",12/2017,"D","Y","N",
1987687,8092,"","B","BRIGER, PETER, LIONEL","I","FIG BUYER GP, LLC","MEMBER",05/2024,"C","Y","N",1867239
1987687,8092,"","B","KOKKO, KEVIN, MIKAEL","I","MC FIG GP, LLC","MEMBER",07/2023,"C","Y","N",7183444
1987687,8092,"","B","CANNON, RODNEY, WAYNE","I","MC FIG GP, LLC","MEMBER",05/2023,"C","Y","N",7227307
1987687,8092,"","B","Pack, Joshua, Anthony","I","FIG BUYER GP, LLC","MEMBER",05/2024,"C","Y","N",7432078
1987687,8092,"","B","FM INVESTOR AGGREGATOR LP","DE","FOUNDATION HOLDCO LP","LIMITED PARTNER",05/2024,"C","Y","N",
