"FilingID","Miscellaneous"
1980453,"In Item 9.A. we report having custody due to third party standing instructions (“SLOAs”) authorizing transfers to third parties. In regards to those clients and assets referenced in Item 9.A. an independent public accountant has not conducted a surprise examination, in accordance with the SEC no-action letter to the Investment Adviser Association dated February 21, 2017."
1980558,"In accordance with the SEC no-action letter with respect to Rule 206(4)-2 under the Investment Advisers Act of 1940, our firm has disclosed the number of clients with Standing Letters of Authorization (""SLOA"") directed to third parties and the value of assets in those client accounts in Item 9. Further, our firm is not subject to the surprise independent examination requirement as we have adopted safeguards disclosed in Item 15 of our Firm Brochure in accordance with the no-action letter."
1980570,"1832 ASSET MANAGEMENT U.S. INC. (THE ""ADVISER"") HAS ENTERED INTO A SERVICE ARRANGEMENT WITH ITS AFFILIATE, 1832 ASSET MANAGEMENT L.P. (THE “RELATED PARTY”). THE SERVICE ARRANGEMENT BETWEEN THE ADVISER AND THE RELATED PARTY PROVIDES FOR THE USE BY ADVISER OF CERTAIN FACILITIES AND NON-ADVISORY SERVICES IN CONNECTION WITH THE ADVISER’S PROVISION OF INVESTMENT ADVISORY SERVICES TO ITS CLIENTS, IN ADDITION TO THE SHARING OF CERTAIN PERSONNEL BETWEEN THE ADVISER AND THE RELATED PARTY. THE ADVISER NOTES THAT INVESTMENT ADVICE PROVIDED TO U.S. CLIENTS IS ONLY PROVIDED BY THE ADVISER AND PERSONNEL ACTING AS SUPERVISED PERSONS OF THE ADVISER. THESE PERSONNEL PROVIDE INVESTMENT ADVICE ON THE ADVISER’S BEHALF AND ARE SUBJECT TO THE ADVISER’S SUPERVISION AND CONTROL WITH RESPECT TO ANY SUCH ADVICE. IN THE FUTURE, THE ADVISER MAY ENTER INTO SIMILAR ARRANGEMENTS WITH OTHER COMPANIES IN THE SCOTIABANK GROUP."
1980581,"No material changes in Other Than Annual Amendment. West Bearing Investments and Octavia Group are divisions of Ferguson Wellman Capital Management, Inc. they are not separate legal entities."
1976391,"ALL OF THE INFORMATION PROVIDED IN THIS FORM ADV PART 1A IS AS OF DECEMBER 31, 2024. THE REGISTRANT ALONG WITH ITS AFFILIATED RELYING ADVISERS ARE FILING A SINGLE FORM ADV IN RELIANCE ON THE SEC STAFF'S POSITION IN THE AMERICAN BAR ASSOCIATION, BUSINESS LAW SECTION (JAN. 18, 2012) NO ACTION LETTER. CERTAIN PRIVATE FUNDS MAY MAKE INVESTMENTS THROUGH ALTERNATIVE INVESTMENT VEHICLES (“AIVS”) THAT WE FORM TO FACILITATE INVESTMENTS FOR TAX, REGULATORY, OR OTHER STRUCTURING REASONS. THE AIVS HAVE NOT BEEN SEPARATELY REPORTED IN ITEMS 5 AND 9 AND HAVE NOT BEEN SEPARATELY LISTED IN SECTION 7.B OF SCHEDULE D. THEIR ASSETS ARE ALREADY INCLUDED IN REGULATORY ASSETS UNDER MANAGEMENT, THE GROSS ASSET VALUES OF THE PRIVATE FUNDS TO WHICH THEY RELATE AND THE AMOUNT OF CLIENT FUNDS AND SECURITIES IN CUSTODY.,"
1935735,"Section 7A(8): Invisor Financial LLC is a wholly-owned subsidiary of Community Bancshares, Inc.//Community Bancshares, Inc. owns and/or operates Community National Bank of Seneca, Kansas, in addition to the retirement plan third-party administrative service provider known as ""Invisor Solutions LLC;"" a common control affiliate of the Adviser.//Community National Bank operates the ""Retirement Plans Division"" (a ""SID"" offering individual retirement account services).//Item 8C(1): Firm serves as an ERISA 3(38).//Item 9: Adviser remains operationally independent of bank./Adviser shall only have constructive custody of client accounts due to the Adviser's ability to request the withdrawal of its periodic advisory fees. Such withdrawal shall only be accomplished through the engagement of a qualified unaffiliated intermediary (e.g., custodian of record) where client accounts are separately held in and pursuant to a prior written agreement. The Adviser has established a reasonable basis for believing that the qualified custodian sends an account statement at least quarterly to the client that it maintains funds or securities, identifying the amount of funds and/or each security in the client account at the end of the period, and setting forth transactions in the account during that period.//Form ADV Part 1B/Item 2I(1)(a): Please refer to Kansas Special Order Docket No. 13E009 dated November 7, 2012.//Schedule D/Section 1I: URLs redirect to main web site URL.//"
1976991,"RESPONSES TO ITEM 5A AND 5B.(1)INCLUDE ASSOCIATED PERSONS FROM THE FIRM’S ADVISER’S PARTICIPATING AFFILIATE ARRANGEMENT WITH NOMURA ASSET MANAGEMENT U.K. LTD.ITEM 5B(2) REFLECTS TWO INDIVIDUALS THAT HOLD PERMISSIVE REGISTRATIONS. ITEM 8.A.(1) THE ADVISER DOES NOT SELL SECURITIES ITS OWNS TO ADVISORY CLIENTS. HOWEVER, AT THE REQUEST OF AN ADVISORY CLIENT, THE ADVISER MAY BUY SECURITIES FOR ITSELF FROM THE ADVISORY CLIENT, TYPICALLY IN CONNECTION WITH THE LIQUIDATION OF THE ADVISORY CLIENT'S ACCOUNT. RESPONSE TO SCHEDULE A. IF AN INDVIDUAL LISTED ON SCHEDULE A UNDER THE COLUMN TITLED FULL LEGAL NAME DOES NOT INCLUDE A MIDDLE NAME IT MEANS THE INDIVIDUAL DOES NOT HAVE A MIDDLE NAME. ITEM 11.H. - FROM TIME TO TIME THE ADVISER AND/OR ITS ADVISORY AFFILIATES MAY BE THE SUBJECT OF CIVIL ACTIONS THAT ARE NOT REQUIRED TO BE REPORTED IN RESPONSE TO ITEM 11.H. OF THIS FORM."
1977025,"Schedule D, Section 7.A: The Registrant has related SEC-registered advisers that manage pooled investment vehicles that are not listed in Schedule D, Item 7.B.(1) of this ADV. Those pooled investment vehicles are, however, reported in the ADVs of the related SEC-registered investment advisers.  Similarly, Section 7.A of Schedule D of this Form ADV excludes the general partners (or similar) of pooled investment vehicles advised by the Registrant’s related SEC-registered investment advisers, which general partners (or similar) are reported in the ADVs of such related SEC-registered investment advisers.  Furthermore, in Section 7.A of Schedule D, the following entities are portfolio companies of Blackstone's private funds and are licensed as banks, insurance companies, registered broker dealers and/or investment advisers: ASK Investment Managers Ltd.; Redpin Holdings Ltd.; ELIC Reinsurance Company; Everlake Assurance Company; Everlake Distributors L.L.C.; Everlake Life Insurance Company; Everlake Reinsurance Limited; FEF Distributors, LLC; Finance of America Capital Management LLC; Finance of America Securities LLC; First Eagle Alternative Credit EU MOA Ltd.; First Eagle Alternative Credit EU, LLC; First Eagle Alternative Credit Funding, LLC; First Eagle Alternative Credit, LLC; First Eagle Direct Lending Manager III LLC; First Eagle Investment Management, LLC; First Eagle Separate Account Management LLC; Herald Reinsurance Limited; Ki Financial Limited; Luminor Bank AS; Midwestern United Life Insurance Company; Napier Park Global Capital (US) LP; NIBC Bank N.V.; NIBC Credit Management, Inc.; Prima Assicurazioni S.P.A.; Prospect Reinsurance Ltd.; Regatta Loan Management LLC; Resolution Life Australasia Limited; Resolution Life Colorado, Inc.; Resolution Life Group Holdings Ltd.; Resolution Life New Zealand Ltd.; Resolution Re Ltd.; RLNM Limited; Roaring River II, Inc.; Security Life of Denver Insurance Company; Security Life of Denver International Limited; SLD America Equities, Inc.; and Westland Insurance Group Ltd. Lexington National Land Services, which is listed as a related person in Item 7.A of this Form ADV, is wholly owned by Blackstone Holdings I L.P. Gryphon Mutual Insurance Company, which is listed as a related person in Item 7.A of this Form ADV, is a captive property insurance company that is owned by its participants (which are Blackstone Real Estate fund investments) and is managed by an affiliate of Blackstone.  WE HAVE PRESENTED REGULATORY ASSETS UNDER MANAGEMENT OF THE CURRENT CLIENTS OF THE REGISTRANT AS OF DECEMBER 31, 2024. WE HAVE PRESENTED THE AMOUNT OF CLIENT FUNDS AND SECURITIES FOR WHICH OUR RELATED PERSONS HAVE CUSTODY AS OF DECEMBER 31, 2024.  The employees included in response to Item 5 of Part 1A may not be solely dedicated to clients of the Registrant but may also make investment recommendations to clients of affiliates.  Information provided in Item 5 includes regulatory assets under management (“RAUM”) attributable to the amount that clients of related persons of the Registrant have invested in clients of the Registrant. As a result, per the instructions to Form ADV, the RAUM attributable to such delegated and/or invested assets are included in the RAUM of both the Registrant and such affiliated advisers.  The Registrant is exempt from the Brochure delivery requirements because the only advisory clients it advises are business development companies to which the Registrant is not required to deliver a Brochure pursuant to SEC Rule 204-3(c). Accordingly, the Registrant did not prepare a Brochure. Notwithstanding that item 5.J would appear to not be applicable to the Registrant due to the fact that the Registrant is exempt from the Brochure delivery requirements, the Registrant responded “no” to item 5.J because the completeness check noted that a “yes” or “no” response to this item must be selected.  Schedule B: For each entry including either of Blackstone Inc. and Blackstone Holdings I/II GP LLC, the “Date Status Acquired” indicates the date the applicable entity originally acquired such status, notwithstanding any change in corporate form of Blackstone Inc. or Blackstone Holdings I/II GP LLC.  Schedule A: Ida Hoghooghi does not have a middle name. Panayiota (Toula) K. Bougiamas and William P Skinner have a middle initial listed.  As the Registrant does not advise any private funds, all answers to Item 5.L. are “no” as the materials offering interests in the pooled vehicles advised by the Registrant do not meet the definition of “advertisements.”  Responses to certain Items in Item 5, including Item 5.G.3 and Section 5.G.(3) of Schedule D, include certain clients that have elected to be treated as a business development company and are sub-advised by the Registrant and advised by Blackstone Private Credit Strategies LLC, an affiliate of the Registrant, and such clients are listed in response to relevant questions in Item 5 in both the Registrant’s Form ADV and the Form ADV of Blackstone Private Credit Strategies LLC (File No. 801-128455) as adviser. RAUM included in Item 5 that is attributable to such business development companies does not include assets managed by Blackstone Private Credit Strategies LLC."
1977036,"Schedule D, Section 7.A: The Registrant has related SEC-registered advisers that manage pooled investment vehicles that are not listed in Schedule D, Item 7.B.(1) of this ADV. Those pooled investment vehicles are, however, reported in the ADVs of the related SEC-registered investment advisers.  Similarly, Section 7.A of Schedule D of this Form ADV excludes the general partners (or similar) of pooled investment vehicles advised by the Registrant’s related SEC-registered investment advisers, which general partners (or similar) are reported in the ADVs of such related SEC-registered investment advisers.  Furthermore, in Section 7.A of Schedule D, the following entities are portfolio companies of Blackstone's private funds and are licensed as banks, insurance companies, registered broker dealers and/or investment advisers: ASK Investment Managers Ltd.; Redpin Holdings Ltd.; ELIC Reinsurance Company; Everlake Assurance Company; Everlake Distributors L.L.C.; Everlake Life Insurance Company; Everlake Reinsurance Limited; FEF Distributors, LLC; Finance of America Capital Management LLC; Finance of America Securities LLC; First Eagle Alternative Credit EU MOA Ltd.; First Eagle Alternative Credit EU, LLC; First Eagle Alternative Credit Funding, LLC; First Eagle Alternative Credit, LLC; First Eagle Direct Lending Manager III LLC; First Eagle Investment Management, LLC; First Eagle Separate Account Management LLC; Herald Reinsurance Limited; Ki Financial Limited; Luminor Bank AS; Midwestern United Life Insurance Company; Napier Park Global Capital (US) LP; NIBC Bank N.V.; NIBC Credit Management, Inc.; Prima Assicurazioni S.P.A.; Prospect Reinsurance Ltd.; Regatta Loan Management LLC; Resolution Life Australasia Limited; Resolution Life Colorado, Inc.; Resolution Life Group Holdings Ltd.; Resolution Life New Zealand Ltd.; Resolution Re Ltd.; RLNM Limited; Roaring River II, Inc.; Security Life of Denver Insurance Company; Security Life of Denver International Limited; SLD America Equities, Inc.; and Westland Insurance Group Ltd. Lexington National Land Services, which is listed as a related person in Item 7.A of this Form ADV, is wholly owned by Blackstone Holdings I L.P. Gryphon Mutual Insurance Company, which is listed as a related person in Item 7.A of this Form ADV, is a captive property insurance company that is owned by its participants (which are Blackstone Real Estate fund investments) and is managed by an affiliate of Blackstone.  Schedule D, Section 7.B.(1): Alternative investment vehicles formed to facilitate investments for tax, regulatory or other structuring reasons are not separately reported in Section 7.B.(1) of Schedule D of this Form ADV and are not separately counted as “accounts” or “clients” for purposes of Items 5 and 9. Rather, information regarding such alternative investment vehicles has been aggregated with the information regarding the private funds to which such vehicles relate. Information provided in Section 7.A. of this Form ADV excludes the general partners of such vehicles, as applicable. Upon request, complete information about such vehicles and their general partners, as applicable, will be made available to the Staff of the SEC.  Where ""no"" is indicated for Question 21 in Section 7.B.(1) of Schedule D, the offeror relied on either Section 4(a)(2) of the Securities Act of 1933 or Regulation S thereunder.  WE HAVE PRESENTED REGULATORY ASSETS UNDER MANAGEMENT OF THE CURRENT CLIENTS OF THE REGISTRANT AS OF DECEMBER 31, 2024. WE HAVE PRESENTED THE AMOUNT OF CLIENT FUNDS AND SECURITIES FOR WHICH OUR RELATED PERSONS HAVE CUSTODY AS OF DECEMBER 31, 2024.  The employees included in response to Item 5 of Part 1A may not be solely dedicated to clients of the Registrant but may also make investment recommendations to clients of affiliates.  Information provided in Item 5 includes regulatory assets under management (“RAUM”) attributable to the amount that clients of the Registrant have invested in clients advised by an investment adviser that is a related person of the Registrant. As a result, per the instructions to Form ADV, the RAUM attributable to such delegated and/or invested assets are included in the RAUM of both the Registrant and such affiliated advisers.  As an offshore adviser, the Registrant is exempt from the Brochure delivery requirements because the only advisory clients it advises are offshore clients to which the Registrant is not required to deliver a Brochure pursuant to SEC Rule 204-3. Accordingly, the Registrant did not prepare a Brochure. Notwithstanding that item 5.J would appear to not be applicable to the Registrant due to the fact that the Registrant is exempt from the Brochure delivery requirements, the Registrant responded “no” to item 5.J because the completeness check noted that a “yes” or “no” response to this item must be selected.  Schedule B: For each entry including either of Blackstone Inc. and Blackstone Holdings I/II GP LLC, the “Date Status Acquired” indicates the date the applicable entity originally acquired such status, notwithstanding any change in corporate form of Blackstone Inc. or Blackstone Holdings I/II GP LLC.  Schedule A: Ida Hoghooghi does not have a middle name. Panayiota (Toula) K. Bougiamas and William P Skinner have a middle initial listed.  Responses to the questions in Item 5.L reflect the period from March 1, 2025 to the filing date of this Form ADV."
1975225,"In accordance with the SEC no-action letter with respect to Rule 206(4)-2 under the Investment Advisers Act of 1940, our firm has disclosed the number of clients with Standing Letters of Authorization (""SLOA"") directed to third parties and the value of assets in those client accounts in Item 9. Further, our firm is not subject to the surprise independent examination requirement as we have adopted safeguards disclosed in Item 15 of our Firm Brochure in accordance with the no-action letter."
