"FilingID","ReferenceID","Name of Partner, etc."
1992529,3874,"CHRYSALIX ENERGY MANAGEMENT II US LLP"
1992529,3871,"CHRYSALIX ENERGY MANAGEMENT  III US LLP"
1992529,245184,"CHRYSALIX RBV GP LTD."
1992529,212499,"CRBV GP, LLC"
1992529,397389,"CHRYSALIX NETHERLANDS BV"
1992567,232785,"PETER O'LEARY"
1992567,232785,"MICHAEL NORGAARD"
1992567,232785,"CONOR MACGUINNESS"
1992567,232785,"MARTIN LYSGAARD ANDERSEN"
1992567,210456,"EIMIR MCGRATH"
1992567,210456,"JOHN PAUL MAGUIRE"
1992567,287571,"ALAN BEHAN"
1992567,287571,"KEVIN JAMES TROUP"
1992567,287571,"RICHARD JOHN KENT"
1992567,287571,"JANE ARMSTRONG"
1992567,287571,"RHIAN WILLIAMS"
1992567,287571,"MARTIN HORNE"
1992141,487167,"DTX VC FUND I GP, L.P."
1992141,487167,"DTX VC FUND I GP, LLC"
1977356,283049,"DANIEL ARRUDA"
1977356,283049,"MAISA ARAUJO"
1977356,283049,"IN-DEPTH PARTNERS LLC"
1977356,249031,"LEGACY CAPITAL GESTORA DE RECURSOS LTDA."
1979646,310902,"NORDIC INVESTMENTS OPPORTUNITIES A/S"
1987594,170117,"MEKONG CAPITAL PARTNERS"
1979646,376426,"NORDIC INVESTMENT OPPORTUNITIES A/S"
1979646,319917,"NORDIC INVESTMENTS OPPORTUNITIES A/S"
1979646,319916,"NORDIC INVESTMENTS OPPORTUNITIES A/S"
1979646,310903,"NORDIC INVESTMENTS OPPORTUNITIES A/S"
1988741,432951,"HFF FUND MANAGER LLC"
1988635,421299,"NEON GP I, LLC"
1987629,425156,"LEGEIS CAPITAL ADVISORS, LLC"
1981031,373334,"LYPTUS CAPITAL PARTNERS, LLC"
1986587,485644,"CPI CAPITAL SERVICES GP LLC, GENERAL PARTNER"
1986587,419885,"CPI CAPITAL SERVICES LLC, MANAGER"
1986587,419725,"CPI CAPITAL SERVICES LLC, MANAGER"
1987044,276870,"LAKESIDE CAPITAL PARTNERS IV - PARALLEL, LLC"
1956793,368942,"LUDLOW VENTURES DETROIT IV GP LLC"
1956793,174830,"LUDLOW VENTURES DETROIT I GP LLC"
1956793,174829,"LV PARTNERS, LLC"
1956793,254782,"LUDLOW VENTURES DETROIT III GP LLC"
1956793,174837,"LUDLOW VENTURES DETROIT I GP LLC"
1956793,227461,"LV PARTNERS, LLC"
1956793,216884,"LUDLOW VENTURES DETROIT II GP LLC"
1956793,227194,"LUDLOW VENTURES DETROIT II GP LLC"
1988351,486195,"PARTHENON ATHENA GP LLC"
1982013,485416,"WILLOWTREE VENTURES GP III, LLC"
1979633,485808,"AMBOY STREET VENTURES CO-INVESTMENT, LLC"
1979633,372135,"AMBOY STREET VENTURES, LLC"
1979633,418981,"AMBOY STREET VENTURES, LLC"
1979633,372136,"AMBOY STREET VENTURES, LLC"
1979633,362056,"AMBOY STREET VENTURES, LLC"
1979633,362082,"AMBOY STREET VENTURES, LLC"
1979633,362071,"AMBOY STREET VENTURES, LLC"
1979633,362124,"AMBOY STREET VENTURES, LLC"
1979633,308076,"AMBOY STREET VENTURES GP I, LLC"
1979633,484827,"AMBOY STREET VENTURES GP II, LLC"
1988078,372707,"BURNT ISLAND VENTURES GP II LLC"
1988078,250800,"BURNT ISLAND VENTURES GP I LLC"
1988078,443535,"BURNT ISLAND VENTURES OPPORTUNITY FUND GP I LLC"
1989140,316900,"ESPT VENTURES LLC"
1989140,255989,"ESPT VENTURES LLC"
