"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
2002599,"CABIN SECURITIES, INC","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2004802,"INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE COMAPNIES AND DALE OF SECURITIES RELATED PRODUCTS & SERVICES THROUGH APW CAPITAL,","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
2004869,"JTS CAPITAL SERVICING LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LOAN PORTFOLIO SERVICING FOR PRIVATE FUND ASSETS"
2006085,"LEGATO CPAS AND ADVISORS, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2006085,"LEGATO INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2001618,"SILVER OAK SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
2001313,"SAXONY SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
2001536,"QUINCY CASS ASSOCIATES, INCORPORATED","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
2001549,"PRAIRIEVIEW TAX","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2001616,"SILVER OAK SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
2003829,"BAUMAN FINANCIAL GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1995130,"CATALYST FINANCIAL GROUP LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1995233,"SUPREME ALLIANCE LLC","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2006217,"FIELDSTONE REALTY PARTNERS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
2006217,"FIELDSTONE ASSOCIATES INC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
2006217,"FIELDSTONE ASSOCIATES II LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
2002218,"FWPEO II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2003497,"LEGATO CPAS AND ADVISORS, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2003497,"LEGATO INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2006557,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
2002218,"FORT WASHINGTON CAPITAL PARTNERS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FORT WASHINGTON FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI VI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI VII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI VIII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEO III GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"BVP NEO LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"BUCKEYE VENTURE PARTNERS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI IX GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI X GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEO IV GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI XI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FWPEI SMALL MARKET II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2002218,"FORT WASHINGTON SECURITIES LENDING FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
