"FilingID","ReferenceID","Name of Auditing Firm","City","State","Country","Independent","PCAOB Registered","PCAOB Number","PCAOB Inspected"
1934394,368986,"PLANTE MORAN","CHICAGO","Illinois","United States","Y","Y",6581,"Y"
1934394,437151,"PLANTE MORAN","CHICAGO","Illinois","United States","Y","Y",6581,"Y"
1938323,250929,"WEAVER","LOS ANGELES","California","United States","Y","Y",3847,"Y"
1939865,364297,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,364299,"DELOITTE LLP","LONDON","","United Kingdom","N","Y",1147,"Y"
1939865,6932,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,364298,"DELOITTE LLP","LONDON","","United Kingdom","N","Y",1147,"Y"
1939865,6641,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,246128,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,6882,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,310706,"KPMG AUDIT S.A R.L.","LUXEMBOURG","","Luxembourg","N","Y",2831,"Y"
1939865,6937,"RSM UK AUDIT LLP","LONDON","","United Kingdom","N","Y",1545,"Y"
1939865,6671,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,6672,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,191482,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,6903,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,421733,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,6899,"KPMG LLP","LONDON","","United Kingdom","N","Y",1118,"Y"
1939865,6913,"DELOITTE LLP","LONDON","","United Kingdom","N","Y",1147,"Y"
1933701,247259,"BODWELL VASEK WELLS DESIMONE LLP","DALLAS","Texas","United States","Y","Y",7004,"Y"
1934503,216811,"GRANT THORNTON","DUBLIN","","Ireland","Y","Y",1402,"Y"
1934503,198318,"GRANT THORNTON","DUBLIN","","Ireland","Y","Y",1402,"Y"
1925134,245583,"ERNST & YOUNG LTD.","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1925134,281891,"ERNST & YOUNG LTD.","GRAND CAYMAN","","Cayman Islands","Y","Y",1655,"Y"
1939184,287117,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1939184,183522,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1939184,183521,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1939184,55007,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1939184,55009,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1939184,287126,"FRANK, RIMERMAN & CO, LLP","PALO ALTO","California","United States","Y","Y",1596,"Y"
1940788,212302,"KPMG","SAN FRANCISCO","California","United States","Y","Y",185,"Y"
1942291,438216,"ERNST & YOUNG","DALLAS","Texas","United States","Y","Y",42,"Y"
1939483,363287,"WITHUMSMITH+BROWN, PC","NEW YORK","New York","United States","Y","Y",100,"Y"
