"Filing ID","Relying Advisor Business Name","Relying Advisor Legal Name","Relying Advisor CRD Number","Reference ID","Principal Address Same as Filer","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Mail Address Same as Filer","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","1E2Days","1E2DaysOther","1E2Hours","1G","2A(1)","2A(2)","2A(4)","2A(5)","2A(6)","2A(7)","2A(8)","2A(8) Application","2A(8) Order Date","2A(9)","3A","3AOther","3B","3C-State","3C-Country","4C"
1923731,"","HARBOURVEST INVESTMENT CONSULTING (BEIJING) COMPANY LIMITED",293166,2340,"N","SUITE 5608 56/F CHINA WORLD TOWER A","1 JIANGUOMENWAI AVENUE, CHAOYANG DISTRICT","BEIJING","","China","100004","N","86-10-5706-8600","86-10-5706-8601","N","","","","","","","N","MONFRI","","8:00 AM-5:00 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","WHOLLY FOREIGN-OWNED ENTERPRISE","12","","China","N"
1923731,"","HARBOURVEST PARTNERS (CANADA) LIMITED",293845,2780,"N","BAY ADELAIDE CENTRE, 333 BAY STREET","SUITE 2720","TORONTO","","Canada","M5H 2R2","N","1-647-484-3022","1-647-498-1448","N","","","","","","","N","MONFRI","","9:00 AM-5:00 PM","","N","N","Y","N","N","N","N","",,"N","Corporation","","12","","Canada","N"
1923731,"","HARBOURVEST PARTNERS (ASIA) LIMITED",293874,2803,"N","CHAMPION TOWER SUITE 1207","3 GARDEN ROAD","CENTRAL","","Hong Kong","","N","852-2525-2214","852-2525-2241","N","","","","","","","N","MONFRI","","9:00 AM - 6:00 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","12","","Hong Kong","N"
1923731,"","HARBOURVEST PARTNERS (JAPAN) LIMITED",293890,2815,"N","MARUNOUCHI BUILDING, 34TH FLOOR","2-4-1 MARUNOUCHI, CHIYODA-KU","TOKYO","","Japan","100-6334","N","81-3-3284-4320","81-3-3217-1077","N","","","","","","","N","MONFRI","","9:00 AM - 6:00 PM","","N","N","Y","N","N","N","N","",,"N","Corporation","","12","","Japan","N"
1923731,"","HARBOURVEST PARTNERS (U.K.) LIMITED",293891,2816,"N","20 AIR STREET","","LONDON","","United Kingdom","W1B 5AN","N","44 (0)20 7399 9820","","N","","","","","","","N","MONFRI","","9:00 AM - 5:30 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE LIMITED COMPANY","12","","United Kingdom","N"
1923731,"","HARBOURVEST PARTNERS L.P.",293901,2822,"Y","","","","","","","","1-617-348-3707","1-617-350-0305","N","","","","","","","N","MONFRI","","8:00 AM- 5:30 PM","54930029KR62LTFQ8M21","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","MA","United States","N"
1923731,"","HARBOURVEST ADVISERS L.P.",293905,2824,"Y","","","","","","","","1-617-348-3707","1-617-350-0305","N","","","","","","","N","MONFRI","","8:00 AM - 5:30PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1923731,"","HARBOURVEST SENIOR LOAN ADVISERS L.P.",293911,2827,"Y","","","","","","","","1-617-348-3707","1-617-350-0305","N","","","","","","","N","MONFRI","","8:30 AM - 5:30 PM","","N","N","N","Y","N","N","N","",,"N","Limited Partnership","","12","DE","United States","N"
1923731,"","HARBOURVEST PARTNERS (ISRAEL) LTD.",293916,2830,"N","3 HANECHOSHET STREET","BUILDING B","TEL AVIV","","Israel","6971068","N","972 3 3720123","972-3-7618120","N","","","","","","","N","MONFRI","","9:00 AM - 5:00 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","PRIVATE COMPANY","12","","Israel","N"
1923731,"","HARBOURVEST PARTNERS, LLC OFICINA DE REPRESENTACION",293921,2835,"N","CARRERA 7 #113 - 43","OFICINA 904 EDIFICIO SAMSUNG","BOGOTÁ","","Colombia","110111","N","57-1-552-1400","","N","","","","","","","N","MONFRI","","8:30 AM - 5:30 PM","","N","N","Y","N","N","N","N","",,"N","Other (specify)","REPRESENTATIVE OFFICE","12","","Colombia","N"
