"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1977025,"SCHWARZMAN, STEPHEN, ALLEN","",861435,07/27/2005,,"345 PARK AVENUE","31ST FLOOR","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1977025,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","31ST FLOOR","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1977036,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE  INC., THE REGISTRANT'S INDIRECT PARENT."
1977036,"SCHWARZMAN, STEPHEN, ALLEN","",861435,07/27/2005,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF  BLACKSTONE  INC., THE REGISTRANT'S INDIRECT PARENT."
1979208,"","2450619 ALBERTA ULC",,10/01/2022,,"900-332 6TH AVENUE SW","","CALGARY","","Canada","","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN CARDINAL POINT CAPITAL MANAGEMENT, ULC, FOCUS AND 2450619 ALBERTA ULC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF CARDINAL POINT CAPITAL MANAGEMENT, ULC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF  CARDINAL POINT CAPITAL MANAGEMENT ULC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1979304,"","GREENSBORO LEGACY PARTNERS",,11/09/2021,,"8180 GREENSBORO DRIVE","SUITE 1180","MCLEAN","VA","United States","22102","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN CASSADAY & CO WEALTH MANAGEMENT, LLC, FOCUS AND GREENSBORO LEGACY PARTNERS (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF CASSADAY & CO WEALTH MANAGEMENT WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF CASSADAY & CO WEALTH MANAGEMENT, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1982676,"","MIRAE ASSET GLOBAL INVESTMENTS CO., LTD.",,04/08/2008,,"12F, TOWER 1","33, JONG-RO,  JONGNO-GU","SEOUL","","Korea, South","","N","MIRAE ASSET GLOBAL INVESTMENTS CO., LTD. IS THE HEADQUARTERS FOR THE MIRAE ASSET GLOBAL FINANCIAL GROUP, OF WHICH THE REGISTRANT IS A MEMBER."
1981435,"CARMELI, SHARON","",7730052,03/28/2023,,"30 MONTGOMERY STREET","6","JERSEY CITY","NJ","United States","07302","N","GENERAL COUNSEL AND CHIEF COMPLIANCE OFFICER OF BLUEVINE INC."
1981435,"LIFSHITZ, YACOV","",7730053,03/28/2023,,"401 WARREN STREET","","REDWOOD CITY","CA","United States","94063","N","CHIEF EXECUTIVE OFFICER OF BLUEVINE INC."
1981435,"MALEK, YAEL","",7730055,03/28/2023,,"401 WARREN STREET","","REDWOOD CITY","CA","United States","94063","N","CHIEF PEOPLE OFFICER OF BLUEVINE INC."
