"FilingID","Initial/Amended","11.H(1)(a)","11.H(1)(b)","11.H(1)(c)","11.H(2)","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiated By","Relief Sought","Other Relief Sought","Filing Date","Filing Date Exact","Filing Date Explanation","Principal Product","Other Product","Court","Employing Firm","Allegations","Status","Appeal Details","Date Served","Date Served Exact","Date Served Explanation","Resolution Type","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions","Sanction Detail","Summary"
1979959,"AMENDED","","Y","","","Affiliates","1713975","","","","","Y","AUSTRALIAN SECURITIES AND INVESTMENTS COMMISSION (ASIC)","Other","DECLARATION OF CONTRAVENTION OF AUSTRALIAN CORPORATIONS ACT, ORDER FOR MIML TO PAY ASIC'S COSTS IN AN AGREED AMOUNT.","06/22/2016","","","Unit Investment Trust(s)","","SUPREME COURT OF NSW, AUSTRALIA (NO. 190085 OF 2016)","N/A","ASIC AND MIML HAVE AGREED THAT MIML BREACHED THE AUSTRALIAN CORPORATIONS ACT IN CONNECTION WITH ITS ROLE AS RESPONSIBLE ENTITY OF THE VAN EYK BLUEPRINT INTERNATIONAL SHARES FUND (A REGULATED FUND UNDER THE ACT) (VBI) BY FAILING TO EXERCISE SUFFICIENT CARE AND DILIGENCE IN RELATION TO VAN EYK'S DECISION TO INVEST VBI IN A CAYMAN FUND CALLED ARTEFACT, THE ONGOING MONITORING OF VAN EYK IN RELATION TO THE ARTEFACT INVESTMENT, AND VBI'S LIQUIDITY. VAN EYK WAS INVESTMENT MANAGER OF VBI.","Final","","","","","Judgment Rendered","08/26/2016","Y","","Y","600000","","","","","","","NONE","NONE","MACQUARIE INVESTMENT MANAGEMENT LIMITED (MIML) AND ASIC HAVE FILED JOINT COURT SUBMISSIONS RELATING TO AN AGREED SETTLEMENT OVER MIML'S ROLE AS RESPONSIBLE ENTITY OF ONE OF THE VAN EYK BLUEPRINT FUNDS, VAN EYK BLUEPRINT INTERNATIONAL SHARES FUND (VBI).  VBI WAS ONE OF THE BLUEPRINT SERIES OF FUNDS OF WHICH VAN EYK RESEARCH PTY LIMITED (VAN EYK, NOW IN LIQUIDATION) WAS INVESTMENT MANAGER. THE SETTLEMENT RELATES TO A 2012 DECISION, BY VAN EYK AS MANAGER, FOR VBI TO INVEST IN A FUND MANAGED BY A COMPANY CALLED ARTEFACT. MIML WAS APPOINTED RESPONSIBLE ENTITY OF THE VAN EYK BLUEPRINT FUNDS IN 2003. ON 1 AUGUST 2014, AFTER MIML LEARNED THAT ARTEFACT, CONTRARY TO ITS INVESTMENT MANDATE, HAD INVESTED IN AN ILLIQUID INVESTMENT, MIML SUSPENDED APPLICATIONS AND REDEMPTIONS FROM VBI AND THE THREE DIVERSIFIED VAN EYK BLUEPRINT FUNDS WHICH HAD INVESTED IN VBI. MIML THEN TERMINATED THE RELEVANT VAN EYK FUNDS, RETURNING TO INVESTORS ALL OF THE LIQUID ASSETS IN THE FUNDS, AND PUT SIGNIFICANT RESOURCES INTO REALISING THE REMAINING ILLIQUID ASSETS OF THE FUNDS FOR INVESTORS. BY APRIL 2015 MIML HAD ALREADY RETURNED TO INVESTORS APPROXIMATELY 89% OF FUNDS IN THE VBI FUND, WITH THE BALANCE OF THESE PROCEEDS LAST MONTH BEING RETURNED TO VBI INVESTORS, RESULTING IN A 102.2% RETURN ON VBI'S UNIT VALUE AT TERMINATION. FOLLOWING THIS SIGNIFICANT RECOVERY ACTION BY MACQUARIE, THE ENTIRE $30 MILLION WHICH VAN EYK DECIDED THAT VBI INVEST IN ARTEFACT IN 2012 HAS NOW BEEN RETURNED TO INVESTORS. ASIC AND MIML HAVE AGREED IN TODAY'S SETTLEMENT THAT, AS RESPONSIBLE ENTITY, MIML DID NOT EXERCISE SUFFICIENT CARE AND DILIGENCE IN RELATION TO VAN EYK'S DECISION TO INVEST IN ARTEFACT, THE ONGOING MONITORING OF VAN EYK IN RELATION TO ARTEFACT, AND VBI'S LIQUIDITY. MIML FURTHER NOTES ASIC'S ACKNOWLEDGEMENT OF THE EFFORTS MADE BY MIML TO HAVE INVESTORS' FUNDS REPAID. THIS MATTER AROSE WITHIN MIML'S NON-CORE OUTSOURCED RESPONSIBLE ENTITY BUSINESS WHICH MIML IS NO LONGER PURSUING."
1981657,"AMENDED","","Y","","","Affiliates","1714814","","","","","N","UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK","Civil Penalty(ies)/Fine(s)","","09/02/2011","Y","","Other","MORTGAGE BACKED SECURITIES","UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK.  NEW YORK, NY, USA CASE # 1:11CIV6201","","THE FEDERAL HOUSING FINANCE AGENCY (FHFA), AS CONSERVATOR FOR THE FEDERAL NATIONAL MORTGAGE ASSOCIATION (FANNIE MAE) AND THE FEDERAL HOME LOAN MORTGAGE CORPORATION (FREDDIE MAC) FILED A COMPLAINT AGAINST NOMURA HOLDING AMERICA INC., NOMURA ASSET ACCEPTANCE CORPORATION, NOMURA HOLDING EQUITY LOAN, INC., NOMURA CREDIT & CAPITAL , INC., NOMURA SECURITIES INTERNATIONAL, INC., CERTAIN OF THEIR OFFICERS, INCLUDING AN OFFICER WHO IS ALSO A PRINCIPAL OF NOMURA CORPORATE RESEARCH AND ASSET MANAGEMENT INC. (""NCRAM'), AND AN UNAFFILIATED UNDERWRITER.  THE SUIT, WHICH IS UNRELATED TO NCRAM'S INVESTMENT ADVISORY BUSINESS,  ASSERTS CLAIMS PURSUANT TO SECTIONS 11,12, AND 15 OF THE SECURITIES ACT OF 1933, STATE SECURITIES LAW AND STATE COMMON LAW IN CONNECTION WITH THE SALE OF RESIDENTIAL MORTGAGE-BACKED SECURITIES TO FANNIE MAE AND FREDDIE MAC.  THE SUIT ALLEGES THAT THE REGISTRATION STATEMENTS FOR SUCH SECURITIES CONTAINED MISSTATEMENTS AND OMISSIONS CONCERNING THE UNDERLYING MORTGAGES. THE OFFICER WAS A CONTROL PERSON OF ISSUERS WHICH WERE FOUND TO HAVE MADE MISSTATEMENTS IN SUPPLEMENTS TO THEIR OFFERING MATERIALS.","Final","UNITED STATES COURT OF APPEAL FOR THE SECOND COURT FILED 6/10/2015.","","Y","","Other","06/25/2018","Y","","","","","","","","","","BECAUSE THIS IS A CIVIL SUIT THERE WERE NO REGULATORY SANCTIONS.  THE SUPREME COURT DENIED NOMURA'S PETITION FOR WRIT OF CERTIORARI ON JUNE 25, 2018","BECAUSE IS A CIVIL SUIT THERE WERE NO REGULATORY SANCTIONS.","ON MAY 15, 2015 THE COURT ENTERED A FINAL JUDGMENT IN FAVOR OF THE PLAINTIFF AGAINST THE DEFENDANTS, JOINTLY AND SEVERALLY, ORDERING DEFENDANTS TO PAY APPROXIMATELY $806,000,000 PLUS ATTORNEY FEES AND COSTS, UPON DELIVERY OF THE RMBS CERTIFICATES TO DEFENDANTS BY THE GSES. A STAY OF EXECUTION HAS BEEN ENTERED. ON JUNE 10, 2015, THE DEFENDANTS FILED A NOTICE OF APPEAL WITH THE UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK.  THE SUPREME COURT DENIED NOMURA'S PETITION FOR WRIT OF CERTIORARI ON JUNE 25, 2018."
1982565,"AMENDED","Y","","","","Affiliates","1715251","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1983827,"AMENDED","","Y","","","Affiliates","1699726","","","","","Y","THE FEDERAL HOUSING FINANCE AGENCY","","","09/02/2011","Y","","Other","MORTGAGE BACKED SECURITIES","UNITED STATES DISTRICT COURT OF THE SOUTHERN DISTRICT OF NEW YORK. NEW YORK, NY, USA. CASE#1:11 CIV 6201.","","THE FEDERAL HOUSING FINANCE AGENCY (FHFA), AS CONSERVATOR FOR THE FEDERAL NATIONAL MORTGAGE ASSOCIATION (FANNIE MAE) AND THE FEDERAL HOME LOAN MORTGAGE CORPORATION (FREDDIE MAC) FILED A COMPLAINT AGAINST NOMURA HOLDING AMERICA INC., NOMURA ASSET ACCEPTANCE CORPORATION, NOMURA HOME EQUITY LOAN, INC., NOMURA CREDIT & CAPITAL, INC., NOMURA SECURITIES INTERNATIONAL, INC., CERTAIN OF THEIR OFFICERS AND AN UNAFFILIATED UNDERWRITER. THE SUIT ASSERTS CLAIMS PURSUANT TO SECTIONS 11, 12, AND 15 OF THE SECURITIES ACT OF 1933, STATE SECURITIES LAW AND STATE COMMON LAW IN CONNECTION WITH THE SALE OF RESIDENTIAL MORTGAGE-BACKED SECURITIES TO FANNIE MAE AND FREDDIE MAC. THE SUIT ALLEGES THAT THE REGISTRATION STATEMENTS FOR SUCH SECURITIES CONTAINED MISSTATEMENTS AND OMISSIONS CONCERNING THE UNDERLYING MORTGAGES.","On Appeal","UNITED STATES COURT OF APPEALS FOR THE SECOND COURT FILED 6/10/2015.","","","","","05/15/2015","Y","","","","","","","","","","","","ON MAY 15, 2015 THE COURT ENTERED A FINAL JUDGMENT IN FAVOR OF THE PLAINTIFF AGAINST THE DEFENDANTS, JOINTLY AND SEVERALLY, ORDERING DEFENDANTS TO PAY APPROXIMATELY $806,000,000, PLUS ATTORNEY FEES AND COSTS, UPON DELIVERY OF THE RMBS CERTIFICATES TO DEFENDANTS BY THE GSES. A STAY OF EXECUTION HAS BEEN ENTERED. ON JUNE 10, 2015, THE DEFENDANTS FILED A NOTICE TO APPEAL WITH THE UNITED STATES DISTRICT COURT FOR THE SOUTHERN DISTRICT OF NEW YORK."
1984213,"AMENDED","","","","Y","Affiliates","1716223","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1984213,"AMENDED","","","","Y","Affiliates","1716224","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1984213,"AMENDED","","","","Y","Firm and Affiliates","1716228","","","","","Y","MINDY BENDER AS A PRIVATE PLAINTIFF.","Money Damages (Private/Civil Complaint)","N/A","08/21/2024","Y","","Other","CASH SWEEP SERVICES","UNITED STATES DISTRICT COURT FOR THE DISTRICT OF MINNESOTA LOCATED IN MINNEAPOLIS, MINNESOTA. CASE NO. 0:24-CV-03359","N/A","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES.","Pending","N/A","08/23/2024","Y","","","","","","","","","","","","","","","","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES."
1984213,"AMENDED","","","","Y","Firm and Affiliates","1716229","","","","","Y","MARK FREY AS A PRIVATE PLAINTIFF.","Money Damages (Private/Civil Complaint)","N/A","08/21/2024","Y","","Other","CASH SWEEP SERVICES","UNITED STATES DISTRICT COURT FOR THE DISTRICT OF MINNESOTA LOCATED IN MINNEAPOLIS, MINNESOTA. CASE NO. 0:24-CV-03360","N/A","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES.","Pending","N/A","08/27/2024","Y","","","","","","","","","","","","","","","","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES."
1984213,"AMENDED","","","","Y","Firm and Affiliates","1716230","","","","","Y","TED LOURENCO AS A PRIVATE PLAINTIFF","Other","MONEY DAMAGES","10/16/2024","","","Other","CASH SWEEP SERVICES","UNITED STATES DISTRICT COURT FOR THE CENTRAL DISTRICT OF CALIFORNIA LOCATED IN LOS ANGELES, CALIFORNIA.   CASE NUMBER 2:24-CV-08","N/A","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES.","Pending","N/A","10/18/2024","Y","","","","","","","","","","","","","","","","AS ALLEGED, THE CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES."
1984213,"AMENDED","","","","Y","Firm and Affiliates","1716231","","","","","Y","SUSANE MEHLMAN AND JOY HULTMAN AS PRIVATE PLAINTIFFS.","Money Damages (Private/Civil Complaint)","N/A","07/29/2024","Y","","Other","CASH SWEEP SERVICES","UNITED STATES DISTRICT COURT FOR THE DISTRICT OF MINNESOTA LOCATED IN MINNEAPOLIS, MINNESOTA. CASE NO. 0:24-CV-03018","N/A","AS ALLEGED, THEIR CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES.","Pending","N/A","07/30/2024","Y","","","","","","","","","","","","","","","","AS ALLEGED, THEIR CASH SWEEP SERVICES AT ISSUE PAY INTEREST RATES ON CASH BALANCES THAT ARE NOT IN COMPLIANCE WITH LEGAL DUTIES."
