"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1928467,355679,"ANGELLIST ADVISORS","802-78135",167700
1928467,369519,"ANGELLIST ADVISORS","802-78135",167700
1928467,369520,"ANGELLIST ADVISORS","802-78135",167700
1923862,436180,"NEWTON INVESTMENT MANAGEMENT NORTH AMERICA","801-120501",312937
1923862,436180,"JACOBS LEVY EQUITY MANAGEMENT","801-28257",107022
1923862,436180,"HOOD RIVER CAPITAL MANAGEMENT LLC","801-77537",166089
1923862,436180,"JANUS HENDERSON INVESTORS","801-13991",104652
1923862,436180,"WESTWOOD MANAGEMENT CORP","801-18727",110269
1923862,436180,"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC","801-80640",173961
1923862,436180,"RUSSELL INVESTMENTS","801-56576",37550
1917528,435228,"CAXTON ASSET MANAGEMENT (DIFC) LIMITED","",333152
1917528,435231,"CAXTON (MONACO) S.A.M.","",313868
1917528,435252,"CAXTON ASSOCIATES LP","801-63731",132823
1917528,435231,"CAXTON ASSOCIATES LP","801-63731",132823
1917528,435228,"CAXTON ASSOCIATES LP","801-63731",132823
1917528,435228,"CAXTON (SINGAPORE) PTE LTD.","",333151
1924170,224126,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1924170,237419,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1924170,362544,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1924170,396641,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1924170,397306,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1924170,284615,"DWS ALTERNATIVES GLOBAL LIMITED","801-66274",139526
1929230,377322,"500 GLOBAL MANAGEMENT KOREA LC","",
1929230,254662,"500 STARTUPS MANAGEMENT COMPANY SINGAPORE PTE LTD","802-112804",292515
1929230,184579,"ACELERADORA 500 LUCHADORES S.A., DE C.V.","802-112803",292514
1929230,61123,"ACELERADORA 500 LUCHADORES S.A., DE C.V.","802-112803",292514
1929230,174581,"500 KIMCHI MANAGEMENT COMPANY LLC","802-112801",292500
1929230,184585,"500 STARTUPS MANAGEMENT COMPANY SINGAPORE PTE LTD","802-112804",292515
1929230,70078,"500 MOBILE COLLECTIVE MANAGEMENT COMPANY LLC","802-112800",291951
1929230,236247,"ACELERADORA 500 LUCHADORES S.A., DE C.V.","802-112803",292514
1929230,236243,"500 KIMCHI MANAGEMENT COMPANY LLC","802-112801",292500
1929230,377330,"500 GLOBAL MANAGEMENT MALAYSIA SDN. BHD.","",
1923686,421132,"ARROWPOINT INVESTMENT PARTNERS (HONG KONG) LIMITED","",331922
1928900,319171,"CUSANA CAPITAL LLP","",
1930086,319388,"17 CAPITAL SERVICES LIMITED","",
1930086,319954,"17 CAPITAL SERVICES LIMITED","",
1930086,310793,"17 CAPITAL SERVICES LIMITED","",
1930086,310794,"17 CAPITAL SERVICES LIMITED","",
1930086,310795,"17 CAPITAL SERVICES LIMITED","",
1930086,246093,"17 CAPITAL SERVICES LIMITED","",
1930086,246094,"17 CAPITAL SERVICES LIMITED","",
1930086,268981,"17 CAPITAL SERVICES LIMITED","",
1930086,310944,"17 CAPITAL SERVICES LIMITED","",
1930086,310943,"17 CAPITAL SERVICES LIMITED","",
1930086,310942,"17 CAPITAL SERVICES LIMITED","",
1930086,319935,"17 CAPITAL SERVICES LIMITED","",
1930086,319936,"17 CAPITAL SERVICES LIMITED","",
1930086,319937,"17 CAPITAL SERVICES LIMITED","",
1930086,319939,"17 CAPITAL SERVICES LIMITED","",
1930086,372638,"17CAPITAL SERVICES LIMITED","",
1930086,372642,"17CAPITAL SERVICES LIMITED","",
1930086,418125,"17 CAPITAL SERVICES LIMITED","",
1930086,418131,"17 CAPITAL SERVICES LIMITED","",
