FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1935875,Oct-21,2/5/2025,VISION BLUE CAPITAL LIMITED,VISION BLUE CAPITAL LIMITED,N,N,,802-127917,325059,1 ROYAL PLAZA,ROYAL AVENUE,ST PETER PORT,,Guernsey,GY1 2HL,N,Monday - Friday,,9 A.M. TO 5 P.M.,+44 (0)203 5303 761,,0,,,,,,,,N,N,Y,N,N,,,N,Y,N,0,Corporation,,DECEMBER,,Guernsey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,HARRY ROUILLARD,2/5/2025,DIRECTOR
1934394,Oct-21,2/5/2025,"ENERGY CAPITAL VENTURES, INC.","ENERGY CAPITAL VENTURES, INC.",N,N,,802-129506,329462,"400 NORTH ABERDEEN,",SUITE 900,CHICAGO,IL,United States,60642,N,Monday - Friday,,9 AM - 5 PM,2108436900,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,VICTOR PASCUCCI III,2/5/2025,MANAGING GENERAL PARTNER
1938482,Oct-21,2/11/2025,QUAD INVESTMENT MANAGEMENT CORP.,QUAD INVESTMENT MANAGEMENT CORP.,N,N,,802-132172,331606,"29F, THREE IFC, GUKJEGEUMYUNG-RO",,"SEOUL, YEONGDEUNGPO-GU",,"Korea, South",07326,N,Monday - Friday,,09:00-18:00,+822 786 1830,+822 786 3514,0,,,,,,,,Y,Y,Y,N,N,,,N,Y,N,0,Corporation,,DECEMBER,,"Korea, South",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,HEEKU BYUN,2/10/2025,CHIEF COMPLIANCE OFFICER
1938323,Oct-21,2/11/2025,"WATERTOWER VENTURES MANAGEMENT, LLC","WATERTOWER VENTURES MANAGEMENT, LLC",N,N,,802-120493,310494,8383 WILSHIRE BLVD,SUITE 240,BEVERLY HILLS,CA,United States,90211,N,Monday - Friday,,8AM-6PM,310-701-3111,,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,55753210,Limited Liability Company,,DECEMBER,California,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,DEREK NORTON,2/11/2025,MANAGING GENERAL PARTNER
1939865,Oct-21,2/13/2025,3I INVESTMENTS PLC,3I INVESTMENTS PLC,N,N,,802-75107,159880,1 KNIGHTSBRIDGE,,LONDON,,United Kingdom,SW1X 7LX,N,Monday - Friday,,9AM-5PM,+44 20 7975 3131,+44 20 7975 3232,0,,,,,,,,Y,N,Y,N,N,,549300L66TI5OHG57024,N,Y,N,0,Other (specify),ENGLISH PUBLIC LIMITED LIABILITY COMPANY,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JOHN DECESARE,2/13/2025,"DIRECTOR, GROUP COMPLIANCE"
1936518,Oct-21,2/13/2025,VANGUARD GROUP (IRELAND) LIMITED,VANGUARD GROUP (IRELAND) LIMITED,N,N,,802-112172,285297,1 GEORGE'S QUAY PLAZA,FLOOR 1,DUBLIN,,Ireland,DUBLIN 2,N,Monday - Friday,,9AM TO 5PM,353 1 566 6770,,0,,,,,,,,Y,Y,Y,N,N,,549300PF53NS4QZ3OH06,N,Y,N,0,Other (specify),PRIVATE LIMITED COMPANY,DECEMBER,,Ireland,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,,Y,,Y,N,N,Y,Y,N,N,,,,,,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Non-Resident,LISA ANNETTE HARLOW,2/13/2025,CEO AND EXECUTIVE DIRECTOR OF VANGUARD GROUP IRELAND LIMITED
1930166,Oct-21,2/4/2025,"SV  TECH VENTURES, INC.","SV  TECH VENTURES, INC.",N,N,,802-114682,286312,543 BRYANT STREET,,PALO ALTO,CA,United States,94301,N,Monday - Friday,,9AM - 5PM,408-835-7858,,0,,,,,,,,Y,N,N,N,N,,,Y,Y,N,58700000,Corporation,,DECEMBER,California,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,PENG CHENG,2/4/2025,CEO
1933701,Oct-21,2/18/2025,"AGP III, LLC","AGP III, LLC",N,N,,802-119438,310478,,,,,,,Y,Monday - Friday,,9:00 AM - 5:00 PM,917-690-7743,,1,,,,,,,,N,N,N,N,N,,,N,Y,N,26808274,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,BEN MCDONALD,1/30/2025,CHIEF COMPLIANCE OFFICER
1935553,Oct-21,2/18/2025,"STARSHIP VENTURES, LLC","STARSHIP VENTURES, LLC",N,N,,802-130903,332228,,,,,,,Y,Monday - Friday,,BY APPOINTMENT,248 425 5671,,0,,,,,,,Y,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,SEAN HODGE,2/18/2025,MANAGING MEMBER
1934503,Oct-21,2/10/2025,HELIX ADVISORY SERVICES LTD.,HELIX ADVISORY SERVICES LTD.,N,N,,802-112869,292831,"5TH FLOOR, ANDERSON SQUARE BUILDING",64 SHEDDEN ROAD,"GEORGE TOWN, GRAND CAYMAN",,Cayman Islands,KY1-1206,N,Monday - Friday,,8AM-5PM,1 345 916 8150,,0,PO BOX 31325 SMB,,GRAND CAYMAN,,Cayman Islands,KY1-1206,N,Y,N,Y,N,N,,2138008SKSKP4DOZOY08,N,Y,N,27825379,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,SIMON CAWDERY,2/3/2025,DIRECTOR
