"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
2002552,"N","A","CORNISH, JENNIFER, BEAU","I","","CCO, MANAGING MEMBER",04/2025,"E","Y","N",6016138
2002182,"N","A","MEHTA, APURVA, Ashok","I","","MANAGER",05/2018,"C","Y","N",4763817
2002182,"N","A","OCONNOR, PATRICK, BRIAN","I","","MANAGER",05/2018,"C","Y","N",4749188
2002182,"N","A","Paresh, Pooja, Malavika","I","","CHIEF COMPLIANCE OFFICER",06/2021,"NA","Y","N",7399807
2000474,"N","A","SANDERFORD, KEVIN, SCOTT","I","","PRESIDENT",06/2019,"D","Y","N",1708804
2000474,"N","A","TOMLINSON, BETTY, JO","I","","VICE PRESIDENT",06/2019,"B","Y","N",3025229
2000474,"N","A","MURPHY, MICHAEL, JONATHAN","I","","INVESTMENT ADVISER REPRESENTATIVE",01/2020,"A","N","N",6886450
2000474,"N","A","DEJULIO, ASHLEY, NOELLE","I","","CHIEF COMPLIANCE OFFICER",08/2020,"A","N","N",6926000
2000474,"N","A","Anderson, Lincoln, Whitney","I","","INVESTMENT ADVISER REPRESENTATIVE",09/2020,"A","N","N",7296943
2000474,"N","A","Kyburz, Kyle, Anthony","I","","INVESTMENT ADVISER REPRESENTATIVE",04/2020,"A","N","N",7070391
2002570,"N","A","SMOLYANSKIY, IGOR","I","","OWNER & CHIEF COMPLIANCE OFFICER",09/2020,"E","Y","N",5017961
2002526,"N","A","RYAN, CHRISTOPHER, SEAN","I","","PRESIDENT",08/2001,"E","Y","N",1297268
2002526,"N","A","RYAN, CHRISTOPHER, SEAN","I","","CHIEF COMPLIANCE OFFICER",10/2004,"E","Y","N",1297268
2002588,"N","A","O'NEAL, TRENT, J","I","","MEMBER, CCO",12/2019,"E","Y","N",5633010
2002588,"N","A","ARTHURS, CATHIE, JEAN","I","","MEMBER",01/2023,"B","Y","N",5073528
2002599,"Y","A","VALLEY POINTE, LLC","DE","","MEMBER",01/2020,"D","Y","N",
2002599,"","B","CANDLER, WILLIAM, BRIAN","I","VALLEY POINTE, LLC","MEMBER",06/2018,"D","N","N",2802438
2002599,"","B","ATCHITY, MARK, AARON","I","VALLEY POINTE, LLC","MEMBER",06/2018,"D","Y","N",2530342
2002599,"Y","A","ATCHITY, MARK, AARON","I","","CHIEF COMPLIANCE OFFICER & CHEIF FINANCIAL OFFICER",01/2020,"NA","Y","N",2530342
2002599,"Y","A","CANDLER, WILLIAM, BRIAN","I","","CHIEF OPERATING OFFICER",01/2020,"NA","Y","N",2802438
2002599,"Y","A","STEINBERG, LAWRENCE, SHELDON","I","","CHIEF INVESTMENT OFFICER",11/2022,"NA","Y","N",2349876
2002599,"Y","A","LOUVIERE, STERLING, VAUGHN","I","","CHIEF STRATEGY OFFICER",11/2022,"NA","Y","N",2021328
2002599,"Y","A","FINANCIAL ARCHITECTS ENTERPRISES, LLC","DE","","MEMBER",11/2022,"C","Y","N",
2002599,"Y","A","STONE MOUNTAIN CONSULTING, LLC","DE","","MEMBER",11/2022,"C","Y","N",
2002599,"","B","STEINBERG, LAWRENCE, SHELDON","I","FINANCIAL ARCHITECTS ENTERPRISES, LLC","MEMBER",11/2022,"C","Y","N",2349876
2002599,"","B","STEINBERG, LAWRENCE, SHELDON","I","STONE MOUNTAIN CONSULTING, LLC","MEMBER",11/2022,"C","Y","N",2349876
2000522,"Y","A","BUONCORE, RICHARD, JAMES","I","","EXECUTIVE CHAIRMAN",09/2024,"NA","Y","N",1652210
2000522,"Y","A","KACIC, JAMES, D.","I","","MANAGING PARTNER AND CHIEF OPERATING OFFICER",09/2024,"NA","Y","N",4359063
2000522,"Y","A","ZALLER, JOHN, DANIEL","I","","MANAGING PARTNER",09/2024,"NA","Y","N",5411819
2000522,"Y","A","MAI CAPITAL MANAGEMENT INTERMEDIATE LLC","DE","","MEMBER",09/2021,"E","Y","N",
2000522,"","B","MAI CAPITAL MANAGEMENT HOLDINGS LLC","DE","MAI INTERMEDIATE FINANCE HOLDINGS LLC","MEMBER",09/2024,"F","Y","N",
2000522,"","B","MAI CAPITAL MANAGEMENT INVESTOR LLC","DE","MAI CAPITAL MANAGEMENT HOLDINGS LLC","MEMBER",09/2024,"D","Y","N",
